key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	institutionKey	collectionKey	datasetName	otherCatalogNumbers	preparations	acceptedNameUsage	institutionID	eventRemarks
4055769496	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.090+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2117249	1	54	354	9477065	2014	2117211	2117249	2117249	Pycnogonum planum Stock, 1954	Pycnogonum planum Stock, 1954	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum planum	Pycnogonum	planum	SPECIES	ACCEPTED	NE	-36.42	174.17	OCEANIA	{}	1915.0	1.0	8.0	1915-01-08	8.0	8.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:13.090+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2234	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2234'}]	[]	[]	[]	True	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2234	sm_id_2234	urn:lsid:marinespecies.org:taxname:240133	WoRMS Editorial Board	Tasman Sea	4055769496	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pycnogonum (Nulloviger) planum</i> Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240133	WoRMS Editorial Board:WoRMS type localities:sm_id_2234								
2012925712	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:13:08.265+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '0', 'http://rs.tdwg.org/dwc/terms/identificationID': '94ac2740-afd9-4fbd-bc4e-acadee1d60a6', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum planum Stock, 1954'}, {'http://rs.tdwg.org/dwc/terms/typeStatus': 'holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '293c015e-fdfb-40e6-b339-6f95403af4d0', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum (Nulloviger) planum Stock, 1954'}]}	PRESERVED_SPECIMEN	PRESENT	2117249	1	54	354	9477065	2014	2117211	2117249	2117249	Pycnogonum planum Stock, 1954	Pycnogonum planum Stock, 1954	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum planum	Pycnogonum	planum	SPECIES	ACCEPTED	NE				{}							HOLOTYPE	[]	2020-04-22T00:00:00.000+00:00	2024-07-21T10:13:08.265+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2557c998-5d56-47fc-abae-e385cce6fe55'}]	[]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	2557c998-5d56-47fc-abae-e385cce6fe55	NHMD110634		NHMD		2012925712	IV		2557c998-5d56-47fc-abae-e385cce6fe55	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology	PYC-000030	70% EtOH - 1|slide, unspec - 1	Pycnogonum (Nulloviger) planum	http://grbio.org/cool/mci8-ehqk	A station used for material with no information about the collecting event or where the information is untrustworthy (in the latter case this should be explained in the collection object remarks).
