key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	identifiedBy	individualCount	preparations	verbatimElevation	type	depth	higherGeography	modified	rightsHolder	institutionID	nomenclaturalCode	locality	fieldNumber	language	ownerInstitutionCode	higherClassification	waterBody	typeStatus	verbatimEventDate	datasetName	georeferenceProtocol	locationID	eventTime
1100763206	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:25.058+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-42.19166	145.19166	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	28.0	1991-04-28	118.0	118.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:25.058+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5de570f8-9061-4c29-b1fb-bb49e9e2a15f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063126|urn:catalog:AM:Invertebrates - Marine & Other:P.43289	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074812	5de570f8-9061-4c29-b1fb-bb49e9e2a15f	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Cape Sorell, east of Hannants Bight	Invertebrates - Marine & Other	1100763206	5de570f8-9061-4c29-b1fb-bb49e9e2a15f	P.43289	ecatalogue.LocCollectionEventLocal: [TAS-312] Australia, Tasmania, Cape Sorell, east of Hannants Bight (42° 11' 30 S, 145° 11' 30 E) 28/04/1991 - 28/04/1991;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100763204	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:46.790+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-41.216	148.29166	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	15.0	1991-04-15	105.0	105.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:46.790+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bcfdb718-83ed-43c5-82b9-ae3bae483b5e'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063127|urn:catalog:AM:Invertebrates - Marine & Other:P.43290	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074746	bcfdb718-83ed-43c5-82b9-ae3bae483b5e	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Bay of Fires, Sloop Reef	Invertebrates - Marine & Other	1100763204	bcfdb718-83ed-43c5-82b9-ae3bae483b5e	P.43290	ecatalogue.LocCollectionEventLocal: [TAS-152] Australia, Tasmania, Bay of Fires, Sloop Reef (41° 13' S, 148° 17' 30 E) 15/04/1991 - 15/04/1991;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100787723	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:55.388+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-29.95333	159.01999	1e-05	1000.0			{}	1987.0	12.0	10.0	1987-12-10	344.0	344.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:55.388+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'beb227f5-bf5c-452c-b2c5-dbdeb21f358f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253633|urn:catalog:AM:Invertebrates - Marine & Other:P.77973	Elizabeth & Middleton Reefs Expedition, 1987		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1068842	beb227f5-bf5c-452c-b2c5-dbdeb21f358f	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	Elizabeth Reef, outer slope, west of Yoshin Maru Iwaki wreck	Invertebrates - Marine & Other	1100787723	beb227f5-bf5c-452c-b2c5-dbdeb21f358f	P.77973	ecatalogue.LocCollectionEventLocal: [Site 30] Tasman Sea, Elizabeth Reef, outer slope, west of Yoshin Maru Iwaki wreck (29° 57' 12 S, 159° 01' 12 E) 10/12/1987 - 10/12/1987;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig																Tasman Sea						
1100763212	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:58.740+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.383	152.066	0.001	10000.0		New South Wales	{}	1986.0	2.0	11.0	1986-02-11	42.0	42.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:58.740+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c20cc4a3-7796-44a3-a854-e0cfdbfbff72'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120390|urn:catalog:AM:Invertebrates - Marine & Other:P.43293		benthic trawl	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058300	c20cc4a3-7796-44a3-a854-e0cfdbfbff72	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of The Entrance	Invertebrates - Marine & Other	1100763212	c20cc4a3-7796-44a3-a854-e0cfdbfbff72	P.43293	ecatalogue.LocCollectionEventLocal: [K86-01-04] Australia, New South Wales, east of The Entrance (33° 22' S, 152° 04' E) 11/02/1986 - 11/02/1986, benthic trawl;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
2434401069	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.726+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1169/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1169_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1169/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE						OCEANIA	Solitary isl.	{}	1986.0	4.0	26.0	1986-04-26	116.0	116.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:41.726+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1169@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1169_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1169/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		H.A. ten Hove			Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		ZMA.PYC.P.1169@CRS					Chelicerata and Myriapoda	2434401069	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1169	ZMA.PYC.P.1169								WholeOrganism (microscopic slide)					2020-04-03T00:00:00.000+00:00	Naturalis Biodiversity Center	Naturalis Biodiversity Center	ICZN	Coff's Harbour				Animalia		HOLOTYPE	26.IV.1986				
1272743537	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:41.765+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT		2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE		-34.992	151.099				New South Wales	{}	1986.0	7.0	14.0	1986-07-14	195.0	195.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:41.765+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'b3af8a42-0a4a-48ca-b1e9-dc9c24d6a17c'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Museum Victoria	WHOI epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SLOPE 1	b3af8a42-0a4a-48ca-b1e9-dc9c24d6a17c		7000		off Nowra	Invertebrates	1272743537	b3af8a42-0a4a-48ca-b1e9-dc9c24d6a17c	J48992		NMV	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi		David Staples - Museums Victoria	9.0	Wet|ethanol 70%		PhysicalObject	204.0	Australia|New South Wales	2019-07-08T13:55:00.000+00:00	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	off Nowra	SLOPE 1	en	NMV	Arthropoda | Chelicerata | Pycnogonida | Austrodecidae				SLOPE	original	SLOPE 1	
1100763208	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:23.513+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.72499	151.766	1e-05	10000.0		New South Wales	{}	1985.0	12.0	20.0	1985-12-20	354.0	354.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:23.513+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1fa55f58-9d4b-446b-8db6-1a97a1d78517'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063129|urn:catalog:AM:Invertebrates - Marine & Other:P.43294	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058286	1fa55f58-9d4b-446b-8db6-1a97a1d78517	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef	Invertebrates - Marine & Other	1100763208	1fa55f58-9d4b-446b-8db6-1a97a1d78517	P.43294	ecatalogue.LocCollectionEventLocal: [K85-21-08] Australia, New South Wales, east of Long Reef (33° 43' S, 151° 46' E) 20/12/1985 - 20/12/1985, epibenthic sled;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100763210	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:36.835+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.72499	151.766	1e-05	10000.0		New South Wales	{}	1985.0	12.0	20.0	1985-12-20	354.0	354.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:36.835+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '55abe7ed-b865-4ccd-9bc4-00a8e5108b8e'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1109865|urn:catalog:AM:Invertebrates - Marine & Other:P.43295	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058286	55abe7ed-b865-4ccd-9bc4-00a8e5108b8e	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef	Invertebrates - Marine & Other	1100763210	55abe7ed-b865-4ccd-9bc4-00a8e5108b8e	P.43295	ecatalogue.LocCollectionEventLocal: [K85-21-08] Australia, New South Wales, east of Long Reef (33° 43' S, 151° 46' E) 20/12/1985 - 20/12/1985, epibenthic sled;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100763209	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.559+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-32.05	115.733	0.001	1000.0	OCEANIA	Western Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.11_1', 'name': 'Western Australia'}, 'level2': {'gid': 'AUS.11.49_1', 'name': 'Fremantle'}}	1983.0	12.0	25.0	1983-12-25	359.0	359.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.559+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c35e6b7b-952d-43a5-bd73-fe321b313b70'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063125|urn:catalog:AM:Invertebrates - Marine & Other:P.43288	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1076283	c35e6b7b-952d-43a5-bd73-fe321b313b70	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Fremantle, Arthur Head, off end of South Mole	Invertebrates - Marine & Other	1100763209	c35e6b7b-952d-43a5-bd73-fe321b313b70	P.43288	ecatalogue.LocCollectionEventLocal: [WA-283] Australia, Western Australia, Fremantle, Arthur Head, off end of South Mole (32° 03' S, 115° 44' E) 25/12/1983 - 25/12/1983;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1272748588	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:39.882+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT		2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE		-40.7317	148.542				Tasmania	{}	1981.0	11.0	14.0	1981-11-14	318.0	318.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:39.882+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'c59ff47c-8205-443b-81d9-354c304b3a7e'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Museum Victoria	WHOI epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	BSS 163 S	c59ff47c-8205-443b-81d9-354c304b3a7e		7000		Eastern Bass Strait, 24 km NNE of Eddystone Point	Invertebrates	1272748588	c59ff47c-8205-443b-81d9-354c304b3a7e	J53624		NMV	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi		Dr C. Arango	1.0	Wet|ethanol 70%		PhysicalObject	56.0	Australia|Tasmania	2021-01-13T09:38:00.000+00:00	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	Eastern Bass Strait, 24 km NNE of Eddystone Point	BSS 163 S	en	NMV	Arthropoda | Chelicerata | Pycnogonida | Austrodecidae				Victorian Institute of Marine Sciences Bass Strait Survey (BSS)		BSS 163 S	10:40:00
1100763229	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:03.431+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.766	151.716	0.001	10000.0		New South Wales	{}	1977.0	12.0	5.0	1977-12-05	339.0	339.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:03.431+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '222233d8-9f8e-46bd-a016-ea7fac96a975'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063140|urn:catalog:AM:Invertebrates - Marine & Other:P.43314		dredge	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1057809	222233d8-9f8e-46bd-a016-ea7fac96a975	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef Point	Invertebrates - Marine & Other	1100763229	222233d8-9f8e-46bd-a016-ea7fac96a975	P.43314	ecatalogue.LocCollectionEventLocal: [K77-23-01] Australia, New South Wales, east of Long Reef Point (33° 46' S, 151° 43' E) 05/12/1977 - 05/12/1977, dredge;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
500817678	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:27.349+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-33.971667	122.0			OCEANIA	Western Australia	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:27.349+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e9d74916-e984-4ff2-a7eb-dcc87490236a'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False		Grove, S.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		e9d74916-e984-4ff2-a7eb-dcc87490236a		7000			ARACH	500817678	e9d74916-e984-4ff2-a7eb-dcc87490236a	62238	Recherche Archipelago, N. of Woody Island (site 7166)	WAM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi		Bamber, R.N.	2.0	wet (in ethanol or some other preservative)	-30	PhysicalObject																		
