key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	identifiedBy	individualCount	preparations	verbatimElevation	type	depth	higherGeography	modified	rightsHolder	institutionID	nomenclaturalCode	locality	fieldNumber	language	ownerInstitutionCode	higherClassification	waterBody	typeStatus	verbatimEventDate	datasetName	georeferenceProtocol	locationID	eventTime
1100784033	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:13.321+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-30.20194	153.26638	1e-05	1000.0	OCEANIA	New South Wales	{}	2005.0	5.0	1.0	2005-05-01	121.0	121.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:13.321+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3f3a9c5f-4e44-4dec-a3bf-9e028dc2b88d'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1198051|urn:catalog:AM:Invertebrates - Marine & Other:P.73468	Attwood, B. Kathryn|Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090379	3f3a9c5f-4e44-4dec-a3bf-9e028dc2b88d	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north-west end of South Solitary Island	Invertebrates - Marine & Other	1100784033	3f3a9c5f-4e44-4dec-a3bf-9e028dc2b88d	P.73468	ecatalogue.LocCollectionEventLocal: [NSW 2813] Australia, New South Wales, north-west end of South Solitary Island (30° 12' 07 S, 153° 15' 59 E) 01/05/2005 - 01/05/2005, Attwood, Kathryn B - Australian Museum - Marine Invertebrates(Collector), hand collected on SCUBA, Field Collected - Aq;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990																							
1100784027	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:51.585+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-35.8301	150.23355	1e-05	1000.0	OCEANIA	New South Wales	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:51.585+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0590ebdf-d8cf-4f17-85d8-826416474fbd'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1198227|urn:catalog:AM:Invertebrates - Marine & Other:P.73556	Australian Museum party	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090555	0590ebdf-d8cf-4f17-85d8-826416474fbd	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	Invertebrates - Marine & Other	1100784027	0590ebdf-d8cf-4f17-85d8-826416474fbd	P.73556	ecatalogue.LocCollectionEventLocal: [NSW 2491] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Arango, Dr Claudia - Queensland Museum																						
1100784035	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:09.715+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-35.8301	150.23355	1e-05	1000.0	OCEANIA	New South Wales	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:09.715+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3af30961-9d8b-4ab9-a4ea-e7a4fb4d4ab6'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1198231|urn:catalog:AM:Invertebrates - Marine & Other:P.73559	Australian Museum party	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090562	3af30961-9d8b-4ab9-a4ea-e7a4fb4d4ab6	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	Invertebrates - Marine & Other	1100784035	3af30961-9d8b-4ab9-a4ea-e7a4fb4d4ab6	P.73559	ecatalogue.LocCollectionEventLocal: [NSW 2513] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Arango, Dr Claudia - Queensland Museum																						
500815075	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:06.567+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-33.971667	122.0			OCEANIA	Western Australia	{}	2002.0	6.0	12.0	2002-06-12	163.0	163.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:06.567+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '51abc67e-fe5d-46a8-8ad1-47b8808c077c'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		51abc67e-fe5d-46a8-8ad1-47b8808c077c		7000			ARACH	500815075	51abc67e-fe5d-46a8-8ad1-47b8808c077c	58909	Esperance Bay, station 7166	WAM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi		Bamber, R.N.	2.0	wet (in ethanol or some other preservative)	-30m	PhysicalObject																		
1272751686	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:38.436+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE		-34.53	123.67				Western Australia	{}	1995.0	7.0	23.0	1995-07-23	204.0	204.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:38.436+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd1271967-b944-47a0-b80f-27543e5666bf'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Bock, P.E.	Epibenthic Sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	GAB 087	d1271967-b944-47a0-b80f-27543e5666bf		7000		Stn. GAB 087, SE of Esperance	Invertebrates	1272751686	d1271967-b944-47a0-b80f-27543e5666bf	J56094		NMV	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi		D A. Staples - Museum Victoria (Sciences)	1.0	Wet|ethanol 70%		PhysicalObject	80.0	Australia|Western Australia	2021-01-13T09:38:00.000+00:00	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	Stn. GAB 087, SE of Esperance	GAB 087	en	NMV	Arthropoda | Chelicerata | Pycnogonida | Austrodecidae							
1100763215	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:43.705+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-38.19666	149.266	1e-05	1000.0		Victoria	{}	1994.0	8.0	29.0	1994-08-29	241.0	241.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:43.705+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'acf38f64-4984-4af7-88fd-8467da75ca13'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063176|urn:catalog:AM:Invertebrates - Marine & Other:P.43387	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	benthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1067345	acf38f64-4984-4af7-88fd-8467da75ca13	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	east of Paradise Beach	Invertebrates - Marine & Other	1100763215	acf38f64-4984-4af7-88fd-8467da75ca13	P.43387	ecatalogue.LocCollectionEventLocal: [SS05/94/83] Australia, Victoria, east of Paradise Beach (38° 11' 48 S, 149° 16' E) 29/08/1994 - 29/08/1994, benthic sled;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100763284	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:27.808+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-10.07566	144.47599	1e-05	100.0		Queensland	{}	1993.0	1.0	26.0	1993-01-26	26.0	26.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:27.808+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '316de3a5-84fb-4947-a828-b718ade0d3e7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063198|urn:catalog:AM:Invertebrates - Marine & Other:P.43416	Keable, J. Stephen|Australian Museum|Invertebrates, Marine	scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1064905	316de3a5-84fb-4947-a828-b718ade0d3e7	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	Ashmore Reef, north-eastern inner reef slope	Invertebrates - Marine & Other	1100763284	316de3a5-84fb-4947-a828-b718ade0d3e7	P.43416	ecatalogue.LocCollectionEventLocal: [QLD 751] Coral Sea, Ashmore Reef, north-eastern inner reef slope (10° 04' 32 S, 144° 28' 34 E) 26/01/1993 - 26/01/1993, scuba;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																Coral Sea						
1100763203	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:41.511+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-27.39233	153.54933	1e-05	5.0	OCEANIA	Queensland	{}	1993.0	6.0	1.0	1993-06-01	152.0	152.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:41.511+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '680d79dd-c255-439a-a828-e7eb16ce04c2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063128|urn:catalog:AM:Invertebrates - Marine & Other:P.43291	Wilson, D.F. George|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1064935	680d79dd-c255-439a-a828-e7eb16ce04c2	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	west side of Flat Rock, North Stradbroke Island	Invertebrates - Marine & Other	1100763203	680d79dd-c255-439a-a828-e7eb16ce04c2	P.43291	ecatalogue.LocCollectionEventLocal: [QLD 799] Australia, Queensland, west side of Flat Rock, North Stradbroke Island (27° 23' 32 S, 153° 32' 58 E) 01/06/1993 - 01/06/1993;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100763167	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:40.389+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-22.48099	150.77199	1e-05	100.0	OCEANIA	Queensland	{}	1993.0	9.0	18.0	1993-09-18	261.0	261.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:40.389+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a439d899-d6a9-421a-bf15-2dfbe6448344'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120389|urn:catalog:AM:Invertebrates - Marine & Other:P.43292	Wilson, D.F. George|Australian Museum|Invertebrates, Marine	hand collected on scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1065006	a439d899-d6a9-421a-bf15-2dfbe6448344	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	Port Clinton, west side of Entrance Island	Invertebrates - Marine & Other	1100763167	a439d899-d6a9-421a-bf15-2dfbe6448344	P.43292	ecatalogue.LocCollectionEventLocal: [QLD 935/Shoalwater Bay] Australia, Queensland, Port Clinton, west side of Entrance Island (22° 28' 52 S, 150° 46' 19 E) 18/09/1993 - 18/09/1993, hand collected on scuba;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
1100762755	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:21.731+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2117932	1	54	354	9477065	6314	2117918	2117932	2117932	Austrodecus staplesi Stock, 1990	Austrodecus staplesi Stock, 1990	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus staplesi	Austrodecus	staplesi	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-41.29166	148.366	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	13.0	1991-04-13	103.0	103.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:21.731+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4e4c6366-e68a-42cc-9b33-f7c58eeefaee'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062896|urn:catalog:AM:Invertebrates - Marine & Other:P.42825	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074716	4e4c6366-e68a-42cc-9b33-f7c58eeefaee	Austrodecus staplesi Stock, 1990	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	St Helens Rocks	Invertebrates - Marine & Other	1100762755	4e4c6366-e68a-42cc-9b33-f7c58eeefaee	P.42825	ecatalogue.LocCollectionEventLocal: [TAS-115] Australia, Tasmania, St Helens Rocks (41° 17' 30 S, 148° 22' E) 13/04/1991 - 13/04/1991;	AM	https://biodiversity.org.au/afd/taxa/cfb04271-3a4a-4ffd-b38f-e3b46deb2995	Austrodecus staplesi	Stock, 1990	Krapp, F																						
