key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	continent	typeStatus	verbatimLocality
462401322	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:54.840+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2004', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Colossendeis;Colossendeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Bamber, 2004', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117578', 'http://rs.tdwg.org/dwc/terms/family': 'Colossendeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Colossendeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'fijigrypos', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|10038', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Bamber R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis fijigrypos Bamber, 2004'}]}	PRESERVED_SPECIMEN	1	PRESENT	2117565	1	54	354	9477065	2012	2117538	2117565	2117565	Colossendeis fijigrypos Bamber, 2004	Colossendeis fijigrypos Bamber, 2004	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis fijigrypos	Colossendeis	fijigrypos	SPECIES	ACCEPTED	NE	-5.036667	154.489334	623.5	8.5	{}	2010	10	13	2010-10-13T09:15/2010-10-13T09:45	286	286	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-08-25T12:39:12.000+00:00	2024-07-24T12:24:54.840+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-3409'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Samadi & Corbari	Bamber R.	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-3409	2011-3409	MNHN	Au large de Bougainville	BIOPAPUA/DW3754	462401322	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-3409	10.15468/qgvvhd			
440016507	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:52.664+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2004', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Colossendeis;Colossendeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Bamber, 2004', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|48159', 'http://rs.tdwg.org/dwc/terms/family': 'Colossendeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Colossendeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'fijigrypos', 'http://rs.tdwg.org/dwc/terms/typeStatus': 'Holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|10038', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Bamber', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis fijigrypos Bamber, 2004'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1445084408297udpj0OdtvAQV7ADC'}]}	PRESERVED_SPECIMEN	1	PRESENT	2117565	1	54	354	9477065	2012	2117538	2117565	2117565	Colossendeis fijigrypos Bamber, 2004	Colossendeis fijigrypos Bamber, 2004	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis fijigrypos	Colossendeis	fijigrypos	SPECIES	ACCEPTED	NE	-18.168333	-178.738998	350.0	50.0	{}	1999	3	6	1999-03-06	65	65	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:52.664+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4657'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1445084408297udpj0OdtvAQV7ADC'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Warén & Richer-IRD coll.	Bamber	WGS84	Pycnogonida	FJ	[]	[]	OCEANIA	Fiji	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4657	2007-4657	MNHN	Ride de Lau	BORDAU 1/DW1463	440016507	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4657	10.15468/qgvvhd	OCEANIA	HOLOTYPE	Lakeba
