key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	associatedSequences	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetID	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	eventID	identifier	scientificNameID	institutionID	island	locality	eventRemarks	collectionCode	gbifID	occurrenceID	taxonID	parentNameUsageID	catalogNumber	locationRemarks	organismID	institutionCode	locationID	collectionID	islandGroup	coordinateUncertaintyInMeters	preparations	footprintWKT	fieldNumber	language	depthAccuracy	continent	dateIdentified	coordinatePrecision	stateProvince	otherCatalogNumbers	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	verbatimTaxonRank	individualCount	modified	occurrenceRemarks	bibliographicCitation	higherGeography	rightsHolder	nomenclaturalCode	type	ownerInstitutionCode	higherClassification	lifeStage	habitat	verbatimEventDate	verbatimDepth
1100788035	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:39.449+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-52.533	169.2		{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	9.0	1980-01-09	9.0	9.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:39.449+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '6026d7f1-aeff-4f97-a04b-efcc0ee5d6b7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False			Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		urn:australianmuseum.net.au:Events:1052545	6026d7f1-aeff-4f97-a04b-efcc0ee5d6b7						Invertebrates - Marine & Other	1100788035	6026d7f1-aeff-4f97-a04b-efcc0ee5d6b7			P.78394	ecatalogue.LocCollectionEventLocal: [CA-122] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach (52° 32' S, 169° 12' E) 09/01/1980 - 09/01/1980;		AM				10000.0						OCEANIA	2008-01-01T00:00:00	0.001		ecatalogue.irn:1265673|urn:catalog:AM:Invertebrates - Marine & Other:P.78394	Ammothea magniceps Thomson, 1884	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/13,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps	Thomson, 1884																
1100764423	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:30.371+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-52.55	169.066		{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	23.0	1980-01-23	23.0	23.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:30.371+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': '7c16b7e5-1c95-4c53-a8ee-4f214e292317'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False			Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		urn:australianmuseum.net.au:Events:1052588	7c16b7e5-1c95-4c53-a8ee-4f214e292317						Invertebrates - Marine & Other	1100764423	7c16b7e5-1c95-4c53-a8ee-4f214e292317			P.44977	ecatalogue.LocCollectionEventLocal: [CA-191] Southern Ocean, New Zealand, Campbell Island, Northwest Bay, mouth of Windlass Bay (52° 33' S, 169° 04' E) 23/01/1980 - 23/01/1980;		AM				10000.0						OCEANIA	2007-01-01T00:00:00	0.001		ecatalogue.irn:1120627|urn:catalog:AM:Invertebrates - Marine & Other:P.44977	Ammothea magniceps Thomson, 1884	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, Northwest Bay, mouth of Windlass Bay	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps	Thomson, 1884																
1100764393	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:00.869+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-52.533	169.2		{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	10.0	1980-01-10	10.0	10.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:00.869+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'f5792482-9ee8-4a78-be3e-f4a3a17c8bf7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False			Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		urn:australianmuseum.net.au:Events:1052302	f5792482-9ee8-4a78-be3e-f4a3a17c8bf7						Invertebrates - Marine & Other	1100764393	f5792482-9ee8-4a78-be3e-f4a3a17c8bf7			P.44960	ecatalogue.LocCollectionEventLocal: [CA 127] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, boulder beach (52° 32' S, 169° 12' E) 10/01/1980 - 10/01/1980;		AM				10000.0						OCEANIA	2008-01-01T00:00:00	0.001		ecatalogue.irn:1022867|urn:catalog:AM:Invertebrates - Marine & Other:P.44960	Ammothea magniceps Thomson, 1884	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, boulder beach	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps	Thomson, 1884	FEMALE															
1426880221	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.924+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0237	166.6105	1.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1975.0	1.0	20.0	1975-01-20	20.0	20.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:29.924+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:3910'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand			Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		1245	urn:catalog:SWPRON:MBIS:3910	urn:lsid:marinespecies.org:taxname:239425			Senecio Pool, south side of Boat Harbour, Snares Island			1426880221	urn:catalog:SWPRON:MBIS:3910			MBIS-urn:catalog:SWPRON:MBIS:3910  Ammothea magniceps							200.0		POINT (166.6105 -48.0237)		en	0.5	OCEANIA												FEMALE		1.0	2014-09-10T00:00:00.000+00:00	Shore collection	W. C. Clark (1977) Pycnogonida from the Snares Islands (note), New Zealand Journal of Marine and Freshwater Research, 11:1, 173-177										
1426880241	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.925+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0237	166.6105	1.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1975.0	1.0	25.0	1975-01-25	25.0	25.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:29.925+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:3911'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand			Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		1246	urn:catalog:SWPRON:MBIS:3911	urn:lsid:marinespecies.org:taxname:239425			Senecio Pool, south side of Boat Harbour, Snares Island			1426880241	urn:catalog:SWPRON:MBIS:3911			MBIS-urn:catalog:SWPRON:MBIS:3911  Ammothea magniceps							200.0		POINT (166.6105 -48.0237)		en	0.5	OCEANIA												FEMALE		1.0	2014-09-10T00:00:00.000+00:00	Shore collection	W. C. Clark (1977) Pycnogonida from the Snares Islands (note), New Zealand Journal of Marine and Freshwater Research, 11:1, 173-177										
1426880218	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.923+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0217	166.606	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.5_1', 'name': 'Snares Islands'}}	Pacific Ocean	1975.0	1.0	25.0	1975-01-25	25.0	25.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:29.923+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:3913'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand			Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		1247	urn:catalog:SWPRON:MBIS:3913	urn:lsid:marinespecies.org:taxname:239425			Senecio Pool, south side of Boat Harbour, Snares Island			1426880218	urn:catalog:SWPRON:MBIS:3913			MBIS-urn:catalog:SWPRON:MBIS:3913  Ammothea magniceps							200.0		POINT (166.6060 -48.0217)		en	0.5	OCEANIA														5.0	2014-09-10T00:00:00.000+00:00	Shore collection	W. C. Clark (1977) Pycnogonida from the Snares Islands (note), New Zealand Journal of Marine and Freshwater Research, 11:1, 173-177										
1426880198	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:29.918+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-48.0188	166.608	16.0	{}	Pacific Ocean	1975.0	2.0	9.0	1975-02-09	40.0	40.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:29.918+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:3904'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand			Scuba diving	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		1240	urn:catalog:SWPRON:MBIS:3904	urn:lsid:marinespecies.org:taxname:239425			North side of Punui Bay, Snares Island			1426880198	urn:catalog:SWPRON:MBIS:3904			MBIS-urn:catalog:SWPRON:MBIS:3904  Ammothea magniceps							200.0		POINT (166.6080 -48.0188)		en	0.0	OCEANIA														3.0	2014-09-10T00:00:00.000+00:00	Scuba diving	W. C. Clark (1977) Pycnogonida from the Snares Islands (note), New Zealand Journal of Marine and Freshwater Research, 11:1, 173-177										
1100763180	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:50.781+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-50.483	166.316		{}	Southern Ocean	1973.0	2.0	13.0	1973-02-13	44.0	44.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:50.781+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'add23d12-90c8-4938-96a7-9b57336f4b48'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False			Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, F		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		urn:australianmuseum.net.au:Events:1032907	add23d12-90c8-4938-96a7-9b57336f4b48						Invertebrates - Marine & Other	1100763180	add23d12-90c8-4938-96a7-9b57336f4b48			P.43300	ecatalogue.LocCollectionEventLocal: Southern Ocean, New Zealand, Auckland Islands, Enderby Island, Derry Castle Reef (50° 29' S, 166° 19' E) 13/02/1973 - 13/02/1973;		AM				10000.0						OCEANIA	1994-01-01T00:00:00	0.001		ecatalogue.irn:1145670|urn:catalog:AM:Invertebrates - Marine & Other:P.43300	Ammothea magniceps Thomson, 1884	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Auckland Islands, Enderby Island, Derry Castle Reef	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps	Thomson, 1884	MALE															
1272734824	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:32.226+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-36.95	149.88		{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.9_1', 'name': 'Bega Valley'}}		1971.0	1.0	18.0	1971-01-18	18.0	18.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:32.226+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': '5b0000a8-7aa4-447f-b9f0-b098a06bc025'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba		False			Plant, J. Rhyllis			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			5b0000a8-7aa4-447f-b9f0-b098a06bc025		urn:lsid:biocol.org:col:34978		Pambula beach		Invertebrates	1272734824	5b0000a8-7aa4-447f-b9f0-b098a06bc025			J40084			NMV					Wet|ethanol 70%			en		OCEANIA			New South Wales			7000		Pambula beach	https://biodiversity.org.au/afd/taxa/c24dfbf5-c979-4510-83d2-1d6331e5590c	Ammothea magniceps		MALE		1.0	2019-10-25T16:20:00.000+00:00			Australia|New South Wales	Museums Victoria	ICZN	PhysicalObject	NMV	Arthropoda | Chelicerata | Pycnogonida | Ammotheidae				
1426883870	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.054+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.6657	178.8003	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.1_1', 'name': 'Antipodes Islands'}}	Pacific Ocean	1969.0	2.0	26.0	1969-02-26	57.0	57.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.054+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7585'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand	I. Mannering	W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2502	urn:catalog:SWPRON:MBIS:7585	urn:lsid:marinespecies.org:taxname:239425			Anchorage Bay, Antipodes Is	large pool on reef		1426883870	urn:catalog:SWPRON:MBIS:7585			MBIS-urn:catalog:SWPRON:MBIS:7585 AM 4-26 Ammothea magniceps			CU				200.0		POINT (178.8003 -49.6657)	AM 4-26	en	0.5	OCEANIA												MALE		1.0	2016-08-30T00:00:00.000+00:00	1 ovigerous male	Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452										
1426883891	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.059+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.6657	178.8003	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.1_1', 'name': 'Antipodes Islands'}}	Pacific Ocean	1969.0	2.0	20.0	1969-02-20	51.0	51.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.059+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7586'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand	I. Mannering	W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2503	urn:catalog:SWPRON:MBIS:7586	urn:lsid:marinespecies.org:taxname:239425			Anchorage Bay, Antipodes Is	on Halipteris sp. in large pool on reef		1426883891	urn:catalog:SWPRON:MBIS:7586			MBIS-urn:catalog:SWPRON:MBIS:7586 AM 4-34 Ammothea magniceps			CU				200.0		POINT (178.8003 -49.6657)	AM 4-34	en	0.5	OCEANIA														1.0	2016-08-30T00:00:00.000+00:00		Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452							Juvenile			
1426883895	5e2c9b3a-9d7c-4871-af8c-144e4f40e9d2	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:02:38.476+00:00	2024-01-29T08:15:33.058+00:00	299	{}	HUMAN_OBSERVATION	PRESENT	5166775	1	54	354	9477065	6313	2118547	5166775	5166775	Ammothea magniceps Thompson, 1884	Ammothea magniceps Thompson, 1884	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea magniceps	Ammothea	magniceps	SPECIES	ACCEPTED	NE	-49.6657	178.8003	0.5	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.1_1', 'name': 'Antipodes Islands'}}	Pacific Ocean	1969.0	2.0	26.0	1969-02-26	57.0	57.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-29T08:15:33.058+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:SWPRON:MBIS:7588'}]	[]	[]	[]			False		MBIS Marine Fauna and Flora observations around New Zealand	I. Mannering	W.C. Clark	Shore collection	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		2504	urn:catalog:SWPRON:MBIS:7588	urn:lsid:marinespecies.org:taxname:239425			Anchorage Bay, Antipodes Is	under large stone in large pool on reef		1426883895	urn:catalog:SWPRON:MBIS:7588			MBIS-urn:catalog:SWPRON:MBIS:7588 AM 8-18 Ammothea magniceps			CU				200.0		POINT (178.8003 -49.6657)	AM 8-18	en	0.5	OCEANIA												FEMALE		1.0	2016-08-30T00:00:00.000+00:00		Clark, W.C. (1971) Pycnogonida of the Antipodes Islands, New Zealand Journal of Marine and Freshwater Research, 5:3&4, 427-452										
