key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	sex	occurrenceRemarks	individualCount	waterBody	collectionKey	recordedBy	locality	collectionCode	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	modified	dateIdentified	datasetName	otherCatalogNumbers	associatedReferences	locationID	georeferenceSources	dynamicProperties	higherClassification	typeStatus	bibliographicCitation
4399691354	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.952+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-63.018333	-61.151667				{}	2000.0	4.0	30.0	2000-04-30	121.0	121.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.952+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '31494fd4-7b6e-403e-8209-5387c6b47f03'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.174-1	31494fd4-7b6e-403e-8209-5387c6b47f03		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			174-1		4399691354	31494fd4-7b6e-403e-8209-5387c6b47f03		INV0001027	IORAS											1.0	Scotia Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Drake Passage	OBFc	311.0 - 365.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4399690878	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.138+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.22	-12.465				{}	2000.0	4.0	3.0	2000-04-03	94.0	94.0	[]	2024-06-18T12:44:59.138+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'a561d6d0-9aa4-472c-a453-9d78dea7459b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.102-1	a561d6d0-9aa4-472c-a453-9d78dea7459b		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			102-1		4399690878	a561d6d0-9aa4-472c-a453-9d78dea7459b		INV0001006	IORAS											12.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	260.0 - 310.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4399691193	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.925+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-63.075	-57.52				{}	2000.0	4.0	25.0	2000-04-25	116.0	116.0	[]	2024-06-18T12:44:58.925+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'e1f6061b-3d56-48c5-95fb-c70fc9cc5a4f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.155-1	e1f6061b-3d56-48c5-95fb-c70fc9cc5a4f		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			155-1		4399691193	e1f6061b-3d56-48c5-95fb-c70fc9cc5a4f		INV0001033	IORAS											1.0	Fleet Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Bransfield Strait	OBFc	98.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205459	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.079+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.051667	-11.425				{}	1996.0	2.0	5.0	1996-02-05	36.0	36.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.079+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '36b3a767-f934-423d-8c9f-318e03eb23cb'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/01	36b3a767-f934-423d-8c9f-318e03eb23cb		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/01		4444205459	36b3a767-f934-423d-8c9f-318e03eb23cb		INV0002733	IORAS											27.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Weddell Sea	OBFc	462.0 - 481.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205790	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.171+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.525	-12.425				{}	1996.0	2.0	28.0	1996-02-28	59.0	59.0	[]	2024-06-18T12:44:59.171+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '4cc63888-20f5-40eb-884f-9d20dc0f2e58'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Benthopelagic Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/29	4cc63888-20f5-40eb-884f-9d20dc0f2e58		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/29		4444205790	4cc63888-20f5-40eb-884f-9d20dc0f2e58		INV0002734	IORAS											50.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	504.0 - 529.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205521	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.802+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.578333	-12.443333				{}	1996.0	2.0	26.0	1996-02-26	57.0	57.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.802+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '4f81a7b9-34b7-47cb-8358-4563fae0141a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Agassiz Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/09	4f81a7b9-34b7-47cb-8358-4563fae0141a		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/09		4444205521	4f81a7b9-34b7-47cb-8358-4563fae0141a		INV0002731	IORAS											4.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	560.0 - 571.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205582	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.835+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.385	-14.328333				{}	1996.0	2.0	23.0	1996-02-23	54.0	54.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.835+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '835d0aaf-85a4-4120-a717-d172ea9998ea'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Multibox Corer	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/25	835d0aaf-85a4-4120-a717-d172ea9998ea		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/25		4444205582	835d0aaf-85a4-4120-a717-d172ea9998ea		INV0002732	IORAS											12.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	628.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444206069	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.246+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.385	-14.328333				{}	1996.0	2.0	23.0	1996-02-23	54.0	54.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.246+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '97c0ce6d-143f-47ce-9402-89e225d72601'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Multibox Corer	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/25	97c0ce6d-143f-47ce-9402-89e225d72601		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/25		4444206069	97c0ce6d-143f-47ce-9402-89e225d72601		INV0002739	IORAS											2.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	628.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205350	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.044+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-73.605	-22.316667				{}	1996.0	2.0	14.0	1996-02-14	45.0	45.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.044+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'ba0395fb-8f16-48fb-a20f-b9d90a3db5f2'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/13	ba0395fb-8f16-48fb-a20f-b9d90a3db5f2		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/13		4444205350	ba0395fb-8f16-48fb-a20f-b9d90a3db5f2		INV0002730	IORAS											1.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Weddell Sea	OBFc	620.0 - 610.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444205721	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.155+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.385	-14.328333				{}	1996.0	2.0	23.0	1996-02-23	54.0	54.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.155+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'c2e1eea7-6dea-4d75-8ec5-f5c63cc09434'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Multibox Corer	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/25	c2e1eea7-6dea-4d75-8ec5-f5c63cc09434		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/25		4444205721	c2e1eea7-6dea-4d75-8ec5-f5c63cc09434		INV0002737	IORAS											1.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	628.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444206012	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.975+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-73.7	-22.508333				{}	1996.0	2.0	15.0	1996-02-15	46.0	46.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:58.975+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'cea518a0-0ba4-4dbe-8e47-5eaff562ab6a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	True	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/15	cea518a0-0ba4-4dbe-8e47-5eaff562ab6a		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/15		4444206012	cea518a0-0ba4-4dbe-8e47-5eaff562ab6a		INV0002738	IORAS											3.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Weddell Sea	OBFc	446.0 - 428.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4444206052	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.018+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-73.301667	-21.168333				{}	1996.0	2.0	13.0	1996-02-13	44.0	44.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.018+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'f5f0b242-bbcd-47db-9c48-41c0147e0e76'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/12	f5f0b242-bbcd-47db-9c48-41c0147e0e76		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			39/12		4444206052	f5f0b242-bbcd-47db-9c48-41c0147e0e76		INV0002735	IORAS											6.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Antarctica	OBFc	459.0 - 457.0 m	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2											
240912367	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:48.158+00:00	242		{}	HUMAN_OBSERVATION	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.685	-12.738334		227.0	0.0	{}	1996.0	2.0	7.0	1996-02-07	38.0	38.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:48.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2833'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2833	urn:lsid:marinespecies.org:taxname:173502						240912367	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2833		2833	AWI		IMIS:dasid:2432													Kapp Norvegia area	Weddell Sea macrozoobenthos EASIZ I					2010-05-11T18:09:00.000+00:00										
240912368	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:48.158+00:00	242		{}	HUMAN_OBSERVATION	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.566667	-12.43		604.0	0.0	{}	1996.0	2.0	10.0	1996-02-10	41.0	41.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:48.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2834'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2834	urn:lsid:marinespecies.org:taxname:173502						240912368	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2834		2834	AWI		IMIS:dasid:2432													Kapp Norvegia area	Weddell Sea macrozoobenthos EASIZ I					2010-05-11T18:09:00.000+00:00										
240912369	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:48.158+00:00	242		{}	HUMAN_OBSERVATION	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.525	-12.425		504.0	0.0	{}	1996.0	2.0	28.0	1996-02-28	59.0	59.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:48.158+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2835'}]	[]	[]	[]		True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2835	urn:lsid:marinespecies.org:taxname:173502						240912369	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2835		2835	AWI		IMIS:dasid:2432													Kapp Norvegia area	Weddell Sea macrozoobenthos EASIZ I					2010-05-11T18:09:00.000+00:00										
240912370	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:48.160+00:00	242		{}	HUMAN_OBSERVATION	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.385	-14.33		634.0	0.0	{}	1996.0	2.0	23.0	1996-02-23	54.0	54.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:48.160+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2836'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2836	urn:lsid:marinespecies.org:taxname:173502						240912370	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2836		2836	AWI		IMIS:dasid:2432													Kapp Norvegia area	Weddell Sea macrozoobenthos EASIZ I					2010-05-11T18:09:00.000+00:00										
