key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	sex	occurrenceRemarks	individualCount	waterBody	collectionKey	recordedBy	locality	collectionCode	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	modified	dateIdentified	datasetName	otherCatalogNumbers	associatedReferences	locationID	georeferenceSources	dynamicProperties	higherClassification	typeStatus	bibliographicCitation
3386517215	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.922+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-60.3566	-46.6859	269.0	493.5	51.5	{}	2016.0	3.0	10.0	2016-03-10	70.0	70.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.922+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	8.0	individuals	False	[{'identifier': 'JR15005_1220_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1220_03	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	10/3/2016	LINESTRING (-46.68423 -60.35437, -46.68761 -60.35889)	JR15005_63	en	3386517215	JR15005_1220_03	PhysicalObject	JR15005_1220_03	BAS																															
3386517221	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.924+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-60.3566	-46.6859	269.0	493.5	51.5	{}	2016.0	3.0	10.0	2016-03-10	70.0	70.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.924+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_1220_03a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1220_03a	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	10/3/2016	LINESTRING (-46.68423 -60.35437, -46.68761 -60.35889)	JR15005_63	en	3386517221	JR15005_1220_03a	PhysicalObject	JR15005_1220_03a	BAS																															
3386517579	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.114+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-60.2704	-46.8827	257.0	472.0	13.0	{}	2016.0	3.0	11.0	2016-03-11	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.114+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	3.0	individuals	False	[{'identifier': 'JR15005_1715_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1715_03	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	11/3/2016	LINESTRING (-46.87839 -60.2713, -46.88698 -60.26954)	JR15005_81	en	3386517579	JR15005_1715_03	PhysicalObject	JR15005_1715_03	BAS																															
3386516580	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.491+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-60.2704	-46.8827	257.0	472.0	13.0	{}	2016.0	3.0	11.0	2016-03-11	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.491+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_1715_03a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1715_03a	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	11/3/2016	LINESTRING (-46.87839 -60.2713, -46.88698 -60.26954)	JR15005_81	en	3386516580	JR15005_1715_03a	PhysicalObject	JR15005_1715_03a	BAS																															
3386517330	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.954+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-74.6768	-29.4526	59.0	577.2049999999999	3.785000000000025	{}	2012.0	2.0	29.0	2012-02-29	60.0	60.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.954+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1282.2'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1282.2	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	29/02/2012	LINESTRING (-29.45447 -74.67694, -29.45068 -74.67659)	JR275_86	en	3386517330	JR275_1282.2	PhysicalObject	JR275_1282.2	BAS																															
3386516447	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.464+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-74.6311	-29.0194	154.0	998.19	12.439999999999998	{}	2012.0	3.0	1.0	2012-03-01	61.0	61.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.464+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1423.5'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1423.5	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	1/3/2012	LINESTRING (-29.0236 -74.63035, -29.01513 -74.63194)	JR275_97	en	3386516447	JR275_1423.5	PhysicalObject	JR275_1423.5	BAS																															
3466772438	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:16.984+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE				443.67		{}	2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:16.984+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': 'e6612655-5edd-48ec-bba4-b37640349109'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 72	e6612655-5edd-48ec-bba4-b37640349109	urn:lsid:marinespecies.org:taxname:173502		1/14/2008				3466772438	e6612655-5edd-48ec-bba4-b37640349109				ANTARCTICA	ASAC_3010_0472	IU-2007-264	7000	https://biodiversity.org.au/afd/taxa/59337c2e-bfaa-4ccb-b8c8-7eab6d5d39ac	Species	Nymphon proximum	173502																							
3386516988	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.778+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-70.3988	-8.32	350.0	598.5	3.5	{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.778+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	individuals	False	[{'identifier': 'PS71_1469_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/polarstern_antxxiv3.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS71	PS71_1469_03	urn:lsid:marinespecies.org:taxname:173502	https://ror.org/01rhff309	12/1/2008	LINESTRING (-8.3286667 -70.4, -8.311333333 -70.39766667)	PS71_048-1	en	3386516988	PS71_1469_03	PhysicalObject	PS71_1469_03	BAS									MALE	well developed larvae																					
4399690536	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.074+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-71.293333	-13.8				{}	2000.0	3.0	31.0	2000-03-31	91.0	91.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.074+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '106e453a-5fdd-4b8e-9176-6dd86135d384'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	dried:EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.65-1	106e453a-5fdd-4b8e-9176-6dd86135d384		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			65-1		4399690536	106e453a-5fdd-4b8e-9176-6dd86135d384		INV0001018	IORAS											1.0	Weddell Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Weddell Sea	OBFc	615.0 - 648.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2											
4399691436	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.969+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117723	1	54	354	9477065	2013	2117630	2117723	2117723	Nymphon proximum Calman, 1915	Nymphon proximum Calman, 1915	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proximum	Nymphon	proximum	SPECIES	ACCEPTED	NE	-62.5	-56.93				{}	2000.0	4.0	24.0	2000-04-24	115.0	115.0	[]	2024-06-18T12:44:58.969+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '26a09410-6076-412b-966a-5ef2859b70c7'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Agassiz Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.149-1	26a09410-6076-412b-966a-5ef2859b70c7		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			149-1		4399691436	26a09410-6076-412b-966a-5ef2859b70c7		INV0000994	IORAS											71.0	Fleet Sea	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Bransfield Strait	OBFc	911.0 - 909.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2											
