key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	fieldNumber	gbifID	collectionCode	occurrenceID
1056577350	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.325+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1991 - 1993: page 96', 'http://purl.org/dc/terms/created': '1187785025000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/e1b76cd6-7c58-4305-8438-9e756a865ee4'}]}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2118328	1	54	354	9477065	4338615	2118315	2118328	2118328	Ascorhynchus ios Bamber & Thurston, 1993	Ascorhynchus ios Bamber & Thurston, 1993	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ios	Ascorhynchus	ios	SPECIES	ACCEPTED	NE	994.0	51.0	{}	1972	3	26	1972-03-26	86	86	HOLOTYPE	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:00.325+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2331655'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1991 - 1993: page 96', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/e1b76cd6-7c58-4305-8438-9e756a865ee4'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:2331655	Pycnogonida	[]	[]	EUROPE	2331655	1993.79	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011043873"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1326993817000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ascorhynchus ios Bamber"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056577350"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR08"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Cape Verde Slope. 25 degrees 49.5' N, 15 degrees 53.1' W to 25 degrees 50.4' N, 15 degrees 53.0' W	7852	1056577350	ZOO	4edc672b-0fb2-44c8-8b5c-86f9b4ea6e87
1057152800	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.540+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1991 - 1993: page 96', 'http://purl.org/dc/terms/created': '1187785025000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/e1b76cd6-7c58-4305-8438-9e756a865ee4'}]}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2118328	1	54	354	9477065	4338615	2118315	2118328	2118328	Ascorhynchus ios Bamber & Thurston, 1993	Ascorhynchus ios Bamber & Thurston, 1993	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ios	Ascorhynchus	ios	SPECIES	ACCEPTED	NE	994.0	51.0	{}	1972	3	26	1972-03-26	86	86	PARATYPE	['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:00.540+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2331657'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1991 - 1993: page 96', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/e1b76cd6-7c58-4305-8438-9e756a865ee4'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:2331657	Pycnogonida	[]	[]	EUROPE	2331657	1993.80	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011078531"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1326993821000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Ascorhynchus ios Bamber"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057152800"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR08"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""Discovery""}"	Cape Verde Slope. 25 degrees 49.5' N, 15 degrees 53.1' W to 25 degrees 50.4' N, 15 degrees 53.0' W	7852	1057152800	ZOO	d8d78d4c-e5b5-4d21-9c17-63bea11dcd46
