key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	locality	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1317968709	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:19.702+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118311	1	54	354	9477065	4338615	2118293	2118311	2118311	Eurycyde gorda Child, 1979	Eurycyde gorda Child, 1979	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde gorda	Eurycyde	gorda	SPECIES	ACCEPTED	NE	9.4	-79.87	NORTH_AMERICA	Canal Zone	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	1971	3	3	1971-03-03	62	62	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:23:00.000+00:00	2024-07-02T12:37:19.702+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/321e1adc7-4467-4b2e-b9fb-702ef96f5fbc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/321e1adc7-4467-4b2e-b9fb-702ef96f5fbc	urn:lsid:biocol.org:col:34871	03 MAR 1971	Galeta Island, Reef Flat	IZ	1317968709	http://n2t.net/ark:/65665/321e1adc7-4467-4b2e-b9fb-702ef96f5fbc	Intertidal	USNM 168612	USNM	5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
1321689420	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:37.390+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118311	1	54	354	9477065	4338615	2118293	2118311	2118311	Eurycyde gorda Child, 1979	Eurycyde gorda Child, 1979	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde gorda	Eurycyde	gorda	SPECIES	ACCEPTED	NE	9.4	-79.87	NORTH_AMERICA	Canal Zone	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	1971	3	3	1971-03-03	62	62	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:20:00.000+00:00	2024-07-02T12:38:37.390+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c6704d01-c93e-4aba-9821-85847ab7b0a8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3c6704d01-c93e-4aba-9821-85847ab7b0a8	urn:lsid:biocol.org:col:34871	03 MAR 1971	Galeta Island, Reef Flat	IZ	1321689420	http://n2t.net/ark:/65665/3c6704d01-c93e-4aba-9821-85847ab7b0a8	Intertidal	USNM 168611	USNM	5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055769488	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:12.998+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118311	1	54	354	9477065	4338615	2118293	2118311	2118311	Eurycyde gorda Child, 1979	Eurycyde gorda Child, 1979	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Eurycyde	Eurycyde gorda	Eurycyde	gorda	SPECIES	ACCEPTED	NE	9.4	-79.87	NORTH_AMERICA		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}			1971	3	3	1971-03-03	62	62	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:12.998+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_974'}]	[]	[]	[]			True					WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_974			Caribbean Sea	WoRMS type localities	4055769488	WoRMS Editorial Board:WoRMS type localities:sm_id_974		sm_id_974	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=974	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240059	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Eurycyde gorda</i> Child, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240059
