key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	gadm	higherGeography	georeferencedBy	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	verbatimEventDate	georeferenceProtocol	georeferenceVerificationStatus	georeferenceRemarks	verbatimCoordinateSystem	locality	collectionCode	verbatimLocality	gbifID	occurrenceID	disposition	catalogNumber	institutionCode	ownerInstitutionCode	higherClassification	georeferenceSources	sex	depth	depthAccuracy	waterBody	datasetName	locationID	collectionID	stateProvince	typeStatus
477925897	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b0f5183c-5ed0-47f4-b75f-65e0c1036cb5	b4640710-8e03-11d8-b956-b8a03c50a862	US	EML	2024-07-23T23:29:02.101+00:00	2024-07-24T00:22:55.708+00:00	602	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': 'migration', 'http://rs.tdwg.org/dwc/terms/identificationRemarks': 'L. Leibensperger (MCZ), 1996', 'http://rs.tdwg.org/dwc/terms/identificationID': '1595124', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Laura Leibensperger', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum panamum'}]}	PRESERVED_SPECIMEN	1	PRESENT	2117272	1	54	354	9477065	2014	2117211	2117272	2117272	Pycnogonum panamum Hilton, 1942	Pycnogonum panamum Hilton, 1942	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum panamum	Pycnogonum	panamum	SPECIES	ACCEPTED	NE	-29.97774	-70.80921	1e-05	301.0	SOUTH_AMERICA	{'level0': {'gid': 'CHL', 'name': 'Chile'}, 'level1': {'gid': 'CHL.7_1', 'name': 'Coquimbo'}, 'level2': {'gid': 'CHL.7.2_1', 'name': 'Elqui'}, 'level3': {'gid': 'CHL.7.2.6_1', 'name': 'Vicuña'}}	South America: Chile: Mt. Aconcagua	Brendan Haley	1975	10	18	1975-10-18	291	291	['INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2023-08-09T17:54:48.000+00:00	2024-07-24T00:22:55.708+00:00	http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:83875	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MCZ:IZ:83875'}]	[]	[]	[]	1cfca87c-083e-4d67-8e60-cb7d311f6058	6c118641-5b0b-4577-a8f6-a6dbd15de2e7	False	Ken P. Sebens	Laura Leibensperger	whole animal (70% ethanol)	WGS84	Pycnogonida	CL	[{'type': 'OTHER', 'value': 'http://viaf.org/viaf/4561148'}]	[{'type': 'OTHER', 'value': 'http://viaf.org/viaf/458148996120359751990'}]	LATIN_AMERICA	Chile	NORTH_AMERICA	President and Fellows of Harvard College	MCZ:IZ:83875	b4640710-8e03-11d8-b956-b8a03c50a862	ICZN	18/10/1975	GEOLocate	unverified	[UNDER REVIEW; GEOLOCATE_SCORE: 85; GEOLOCATE_PRECISION: High; GEOLOCATE_NUMRESULTS: 10]	decimal degrees	Los Molles	IZ	CHILE, Aconcagua, Los Molles	477925897	MCZ:IZ:83875	in collection	83875	MCZ	Museum of Comparative Zoology, Harvard University	Animalia Arthropoda Pycnogonida Pycnogonidae Pycnogonum panamum	GEOLocate batch georeferencing, 2019-06-10									
1320132521	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:13.448+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117272	1	54	354	9477065	2014	2117211	2117272	2117272	Pycnogonum panamum Hilton, 1942	Pycnogonum panamum Hilton, 1942	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum panamum	Pycnogonum	panamum	SPECIES	ACCEPTED	NE					SOUTH_AMERICA	{}	South Pacific Ocean, Ecuador		1934	2	11	1934-02-11	42	42	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:38:13.448+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/381967db6-82c0-4ff0-97a1-9f51c78169e0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	NORTH_AMERICA		http://n2t.net/ark:/65665/381967db6-82c0-4ff0-97a1-9f51c78169e0	urn:lsid:biocol.org:col:34871		11 FEB 1934					Cape San Francisco	IZ		1320132521	http://n2t.net/ark:/65665/381967db6-82c0-4ff0-97a1-9f51c78169e0		USNM 79438	USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae		MALE	4.0	0.0	South Pacific Ocean	NMNH Extant Biology	214-34	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		
1322216681	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:51.857+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117272	1	54	354	9477065	2014	2117211	2117272	2117272	Pycnogonum panamum Hilton, 1942	Pycnogonum panamum Hilton, 1942	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum panamum	Pycnogonum	panamum	SPECIES	ACCEPTED	NE	7.7211	-81.5486			NORTH_AMERICA	{}	North Pacific Ocean, Panama, Veraguas		1934	2	22	1934-02-22	53	53	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-11-21T16:51:00.000+00:00	2024-07-02T12:39:51.857+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ddd151f0-e686-424b-b595-9460a880e3d7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Allan Hancock Foundation	Hilton, W. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3ddd151f0-e686-424b-b595-9460a880e3d7	urn:lsid:biocol.org:col:34871		22 FEB 1934					Honda Bay, Outside Island, South Of Bay	IZ		1322216681	http://n2t.net/ark:/65665/3ddd151f0-e686-424b-b595-9460a880e3d7		USNM 79433	USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae			32.0	5.0	North Pacific Ocean	NMNH Extant Biology	249-34	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Veraguas	HOLOTYPE
