key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	sex	occurrenceRemarks	continent	individualCount	waterBody	collectionKey	recordedBy	locality	collectionCode	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	dateIdentified	modified	datasetName	rightsHolder	county	locationID	bibliographicCitation	higherClassification	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	otherCatalogNumbers	dynamicProperties
3386517432	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.985+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-64.021	-55.9186	378.0	402.5	0.5	{}	2019.0	3.0	12.0	2019-03-12	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.985+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'PS118_0041_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0041_03	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	12/3/2019	LINESTRING (-55.911008 -64.02164, -55.92614 -64.02027)	PS118_9_7	en	3386517432	PS118_0041_03	PhysicalObject	PS118_0041_03	BAS	ocular tubercle not bifid																										
3386517514	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.016+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-63.8366	-55.5772	443.0	408.5	3.5	{}	2019.0	3.0	14.0	2019-03-14	73.0	73.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.016+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'PS118_0119_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0119_02	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	14/03/2019	LINESTRING (-55.586023 -63.83744, -55.56843 -63.83575)	PS118_12_10	en	3386517514	PS118_0119_02	PhysicalObject	PS118_0119_02	BAS																											
3386516594	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.467+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5359	-47.1336	266.0	781.5	9.5	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.467+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	130.0	individuals	False	[{'identifier': 'JR15005_0265_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0265_01	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.12975 -61.53737, -47.13748 -61.53434)	JR15005_15	en	3386516594	JR15005_0265_01	PhysicalObject	JR15005_0265_01	BAS	papillae on ocular tubercle, 9-12 femoral glands	MALE	Eggs present																								
3386517530	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.032+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5359	-47.1336	266.0	781.5	9.5	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.032+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0265_01a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0265_01a	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.12975 -61.53737, -47.13748 -61.53434)	JR15005_15	en	3386517530	JR15005_0265_01a	PhysicalObject	JR15005_0265_01a	BAS	papillae on ocular tubercle, 9-12 femoral glands	MALE	Eggs present																								
3386517535	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.232+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5359	-47.1336	266.0	781.5	9.5	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.232+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0265_01b'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0265_01b	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.12975 -61.53737, -47.13748 -61.53434)	JR15005_15	en	3386517535	JR15005_0265_01b	PhysicalObject	JR15005_0265_01b	BAS	papillae on ocular tubercle, 9-12 femoral glands	MALE	Eggs present																								
3386517536	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.039+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5359	-47.1336	266.0	781.5	9.5	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.039+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0265_01c'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0265_01c	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.12975 -61.53737, -47.13748 -61.53434)	JR15005_15	en	3386517536	JR15005_0265_01c	PhysicalObject	JR15005_0265_01c	BAS	papillae on ocular tubercle, 9-12 femoral glands	MALE	Eggs present																								
3386516837	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.720+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5322	-47.1472	372.0	804.0	13.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.720+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	71.0	individuals	False	[{'identifier': 'JR15005_0305'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0305	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.14056 -61.5332, -47.15383 -61.53112)	JR15005_16	en	3386516837	JR15005_0305	PhysicalObject	JR15005_0305	BAS																											
3386517079	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.818+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5322	-47.1472	372.0	804.0	13.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.818+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0305a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0305a	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.14056 -61.5332, -47.15383 -61.53112)	JR15005_16	en	3386517079	JR15005_0305a	PhysicalObject	JR15005_0305a	BAS																											
3386517088	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.820+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5322	-47.1472	372.0	804.0	13.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.820+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0305b'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0305b	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.14056 -61.5332, -47.15383 -61.53112)	JR15005_16	en	3386517088	JR15005_0305b	PhysicalObject	JR15005_0305b	BAS																											
3386517085	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.818+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338520	1	54	354	9477065	2013	2117630	4338520	4338520	Nymphon proceroides Bouvier, 1911	Nymphon proceroides Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon proceroides	Nymphon	proceroides	SPECIES	ACCEPTED	NE	-61.5322	-47.1472	372.0	804.0	13.0	{}	2016.0	3.0	3.0	2016-03-03	63.0	63.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.818+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0305c'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0305c	urn:lsid:marinespecies.org:taxname:173500	https://ror.org/01rhff309	3/3/2016	LINESTRING (-47.14056 -61.5332, -47.15383 -61.53112)	JR15005_16	en	3386517085	JR15005_0305c	PhysicalObject	JR15005_0305c	BAS																											
