key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	collectionID	parentEventID	higherGeography	modified	vernacularName	language	type	higherClassification	depth	depthAccuracy	datasetName	verbatimCoordinateSystem	locationID	stateProvince
4399690532	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.774+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	61.2616898	161.9193612	{}	Sea of Okhotsk	1965	8	24	1965-08-24	236	236	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.774+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6e9f3190-9815-4187-ac76-fce6b870ee16'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Baydar	Turpaeva, Elena	EtOH 75%	DO	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Baydar__st.82	6e9f3190-9815-4187-ac76-fce6b870ee16	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Shelikhov Gulf	82	OBFc	4399690532	6e9f3190-9815-4187-ac76-fce6b870ee16	38.0 m	INV0001838	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2													
4399691047	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.893+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	58.0500594	156.4189918	{}	Pacific Ocean	1952	10	6	1952-10-06	280	280	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.893+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '45e5e92d-3ca3-4868-9498-663e43441b89'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 12_st.1799	45e5e92d-3ca3-4868-9498-663e43441b89	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	1799	OBFc	4399691047	45e5e92d-3ca3-4868-9498-663e43441b89	106.0 m	INV0001348	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2	cruise 12												
4399690924	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.145+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	58.0500594	156.4189918	{}	Pacific Ocean	1952	10	6	1952-10-06	280	280	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.145+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '49b726a1-9d77-4974-a40f-c1a63c0cd99a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	dried:EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 12_st.1799	49b726a1-9d77-4974-a40f-c1a63c0cd99a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	1799	OBFc	4399690924	49b726a1-9d77-4974-a40f-c1a63c0cd99a	106.0 m	INV0001257	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2	cruise 12												
4399690963	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.874+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	59.9998186	170.5027448	{}	Bering Sea	1950	9	15	1950-09-15	258	258	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.874+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '35714844-925a-45ff-b7e1-ca75445c5f85'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	dried:EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 5_st.596	35714844-925a-45ff-b7e1-ca75445c5f85	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Bering Sea	596	OBFc	4399690963	35714844-925a-45ff-b7e1-ca75445c5f85	70.0 m	INV0001256	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2	cruise 5												
4399690901	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.856+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	58.6868376	151.1522285	{}	Pacific Ocean	1948	8	27	1948-08-27	240	240	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.856+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '43b87587-82ab-467f-b936-a5dc64640346'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	Beam Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 2_st.58	43b87587-82ab-467f-b936-a5dc64640346	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	nortwest Pacific	58	OBFc	4399690901	43b87587-82ab-467f-b936-a5dc64640346	89.0 m	INV0001347	IORAS	IORAS	fd699988-ab5d-4737-9443-9085cea191d2	cruise 2												
723290298	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.700+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE			{}	Pacific	1926	7	18	1926-07-18	199	199	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.700+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '167'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False						Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA		167		off Miyako		Art	723290298	9a652110-f8b6-11e6-bee0-70e2840fc270		9027	SMBL				Pacific|Japan|off Miyako	2011-12-01T05:00:43.000+00:00	ブラシュニコフユメムシ	en	text	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonidae|Nymphon|braschnikowi						
1317817569	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.748+00:00	395	{}	PRESERVED_SPECIMEN	6.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	48.725	144.946	{}	North Pacific Ocean, Sea of Okhotsk	1906	9	27	1906-09-27	270	270	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:00.748+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31b31eb63-7779-4393-a401-f32990c91d96'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	NORTH_AMERICA		http://n2t.net/ark:/65665/31b31eb63-7779-4393-a401-f32990c91d96	urn:lsid:biocol.org:col:34871	Sakhalin Island, Cape Terpeniya, East of	USFC/A5025	IZ	1317817569	http://n2t.net/ark:/65665/31b31eb63-7779-4393-a401-f32990c91d96		USNM 79978	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Pacific Ocean, Sea of Okhotsk, Russia	2015-07-02T10:24:00.000+00:00				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	95.0	0.0	NMNH Extant Biology	Degrees Minutes Seconds	5025	
1319745554	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:32.085+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	48.7194	144.992	{}	North Pacific Ocean, Sea of Okhotsk	1906	9	27	1906-09-27	270	270	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:32.085+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3707f0b8b-db86-4fbc-8a4f-2168e9776937'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	NORTH_AMERICA		http://n2t.net/ark:/65665/3707f0b8b-db86-4fbc-8a4f-2168e9776937	urn:lsid:biocol.org:col:34871	Sakhalin Island, Cape Terpeniya, East of	USFC/A5024	IZ	1319745554	http://n2t.net/ark:/65665/3707f0b8b-db86-4fbc-8a4f-2168e9776937		USNM 79974	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Pacific Ocean, Sea of Okhotsk, Russia	2015-07-02T10:16:00.000+00:00				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	123.0	0.0	NMNH Extant Biology	Degrees Minutes Seconds	5024	
1321143923	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:15.704+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	48.6028	145.292	{}	North Pacific Ocean, Sea of Okhotsk	1906	9	28	1906-09-28	271	271	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:15.704+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ae4e403c-7190-4629-8dbd-62c3792df7b1'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	NORTH_AMERICA		http://n2t.net/ark:/65665/3ae4e403c-7190-4629-8dbd-62c3792df7b1	urn:lsid:biocol.org:col:34871	Sakhalin Island, Cape Terpeniya, East of	USFC/A5026	IZ	1321143923	http://n2t.net/ark:/65665/3ae4e403c-7190-4629-8dbd-62c3792df7b1		USNM 79975	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Pacific Ocean, Sea of Okhotsk, Russia	2015-07-02T15:57:00.000+00:00				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	218.0	0.0	NMNH Extant Biology	Degrees Minutes Seconds	5026	
1318596427	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:41.244+00:00	395	{}	PRESERVED_SPECIMEN	50.0	PRESENT	2117648	1	54	354	9477065	2013	2117630	2117648	2117648	Nymphon braschnikowi Schimkewitsch, 1906	Nymphon braschnikowi Schimkewitsch, 1906	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon braschnikowi	Nymphon	braschnikowi	SPECIES	ACCEPTED	NE	42.0444	142.6	{}	North Pacific Ocean	1906	10	2	1906-10-02	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:41.244+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33da864ed-e5e8-4f32-ab87-1a00e2964a3c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/33da864ed-e5e8-4f32-ab87-1a00e2964a3c	urn:lsid:biocol.org:col:34871	Hokkaido Island, Urakawa, SW of	USFC/A5038	IZ	1318596427	http://n2t.net/ark:/65665/33da864ed-e5e8-4f32-ab87-1a00e2964a3c		USNM 79977	USNM		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		North Pacific Ocean, Japan, Hokkaido	2015-07-02T16:32:00.000+00:00				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	320.0	0.0	NMNH Extant Biology	Degrees Minutes Seconds	5038	Hokkaido
