key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	lifeStage
1319973957	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:35.004+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	FEMALE	2118384	1	54	354	9477065	4338615	2118315	2118384	2118384	Ascorhynchus paxillus Child C.A., 1992	Ascorhynchus paxillus Child C.A., 1992	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus paxillus	Ascorhynchus	paxillus	SPECIES	ACCEPTED	NE	6.35	-85.28	1892.0	0.0	{}	North Pacific Ocean	North Pacific Ocean, Costa Rica	1958	11	30	1958-11-30	334	334	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:37:35.004+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37a9c221f-6c18-4a22-b254-4b4a862920f0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	CR	[]	[]	LATIN_AMERICA	Costa Rica	NORTH_AMERICA	http://n2t.net/ark:/65665/37a9c221f-6c18-4a22-b254-4b4a862920f0	urn:lsid:biocol.org:col:34871	30 NOV 1958	unknown, from legacy	Coco Ridge, E Of Isla Cocos	Degrees Minutes Seconds	IZ	1319973957	http://n2t.net/ark:/65665/37a9c221f-6c18-4a22-b254-4b4a862920f0	USNM 234562	USNM	60	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	
1321658763	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:15.477+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT		2118384	1	54	354	9477065	4338615	2118315	2118384	2118384	Ascorhynchus paxillus Child C.A., 1992	Ascorhynchus paxillus Child C.A., 1992	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus paxillus	Ascorhynchus	paxillus	SPECIES	ACCEPTED	NE	6.35	-85.28	1892.0	0.0	{}	North Pacific Ocean	North Pacific Ocean, Costa Rica	1958	11	30	1958-11-30	334	334	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:38:15.477+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c510c694-ebaf-4fd8-999e-99cd60368348'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	CR	[]	[]	LATIN_AMERICA	Costa Rica	NORTH_AMERICA	http://n2t.net/ark:/65665/3c510c694-ebaf-4fd8-999e-99cd60368348	urn:lsid:biocol.org:col:34871	30 NOV 1958	unknown, from legacy	Coco Ridge, E Of Isla Cocos	Degrees Minutes Seconds	IZ	1321658763	http://n2t.net/ark:/65665/3c510c694-ebaf-4fd8-999e-99cd60368348	USNM 234563	USNM	60	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Juvenile
