key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	eventID	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	fieldNumber	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	eventTime	http://unknown.org/species	higherClassification	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	occurrenceRemarks	sex	dateIdentified	continent	locationRemarks	verbatimElevation	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	nameAccordingTo	verbatimTaxonRank	typeStatus	references	datasetID	bibliographicCitation	waterBody	collectionKey	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	collectionID
1272749693	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:13.784+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-33.98	114.734	96.5	0.5	Western Australia	{}	Australia|Western Australia	2005.0	11.0	21.0	2005-11-21	325.0	325.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'DEPTH_MIN_MAX_SWAPPED', 'INSTITUTION_COLLECTION_MISMATCH']	2021-08-06T09:51:00.000+00:00	2024-07-02T06:37:13.784+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '06b7ae5f-a41c-45ff-943c-78716eab3aef'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	SS102005	Museum Victoria	Dr C. Arango	Wet|ethanol 70%	sled, Sherman	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	SS10/2005 015	06b7ae5f-a41c-45ff-943c-78716eab3aef	urn:lsid:biocol.org:col:34978	ICZN	7000	off Mentelle	SS10/2005 015	Invertebrates	off Mentelle	1272749693	en	06b7ae5f-a41c-45ff-943c-78716eab3aef	PhysicalObject	J54993	NMV	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1	NMV	01:02:00	Nymphon rottnesti	Arthropoda | Chelicerata | Pycnogonida | Nymphonidae																												
3908333976	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:41:01.163+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-15-661038-33010017-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-15-661038-33010017', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-15-661038-33010017-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-15-661038-33010017', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-33.98185	114.7345	96.5	0.5		{}		2005.0	11.0	20.0	2005-11-20T17:02:40Z	324.0	324.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2022-08-24T00:40:26.000+00:00	2024-07-02T09:41:01.163+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-15-661038-33010017'}]	[]	[]	[]		False						WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		SS200510:15	CC-SS200510-15-661038-33010017				Survey area	SS200510:15	CMAR_WA_2005		3908333976		CC-SS200510-15-661038-33010017			CSIRO, Australia						500.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:240091	LINE (114.7340  -33.9800, 114.7350  -33.9837)	Occurrence Type: Catch composition Catch method: Catch																						
500817688	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:20.866+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-34.057222	122.014167			Western Australia	{}		2003.0	10.0	1.0	2003-10-01	274.0	274.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:20.866+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c54e9315-2d15-4ee6-87d2-d924da7a2c34'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False		Grove, S.	Bamber, R.N.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			c54e9315-2d15-4ee6-87d2-d924da7a2c34			7000			ARACH		500817688		c54e9315-2d15-4ee6-87d2-d924da7a2c34	PhysicalObject	62242	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti								MALE	2004-01-01T00:00:00	OCEANIA	Recherche Archipelago: S. of Sandy Hook Island (site ri82)	-26																	
500815053	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:05.714+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-34.057222	122.014167			Western Australia	{}		2002.0	11.0	13.0	2002-11-13	317.0	317.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-02T17:15:05.714+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5b673aea-5819-46a7-bf7e-ebe9e5b83243'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False			Bamber, R.N.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			5b673aea-5819-46a7-bf7e-ebe9e5b83243			7000			ARACH		500815053		5b673aea-5819-46a7-bf7e-ebe9e5b83243	PhysicalObject	58896	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti								MALE	2004-01-01T00:00:00	OCEANIA	Recherche Archipelago: station ri82 @	-26m																	
1100764216	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:02.756+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.483	118.89166			Western Australia	{}		1983.0	2.0	12.0	1983-02-12	43.0	43.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:02.756+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cb7749fe-20d2-4175-8df4-6696793e34c9'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1046138	cb7749fe-20d2-4175-8df4-6696793e34c9			7000			Invertebrates - Marine & Other	North West Shelf	1100764216		cb7749fe-20d2-4175-8df4-6696793e34c9		P.44730	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0							2005-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [01-B8-S] Australia, Western Australia, North West Shelf (19° 29' 00 S, 118° 53' 30 E) 12/02/1983 - 12/02/1983, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1063730|urn:catalog:AM:Invertebrates - Marine & Other:P.44730	Nymphon rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Child, 1975												
1100783971	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:06.473+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.083	118.96333			Western Australia	{}		1983.0	4.0	28.0	1983-04-28	118.0	118.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:06.473+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '306cf1a6-b067-402e-a50f-ce69d163207a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1046316	306cf1a6-b067-402e-a50f-ce69d163207a			7000			Invertebrates - Marine & Other	North West Shelf	1100783971		306cf1a6-b067-402e-a50f-ce69d163207a		P.73400	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0							2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [02-B10-S] Australia, Western Australia, North West Shelf (19° 05' 00 S, 118° 57' 48 E) 28/04/1983 - 28/04/1983, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197711|urn:catalog:AM:Invertebrates - Marine & Other:P.73400	Nymphon cf. rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Child, 1975	species											
1100783985	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:55.809+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.98666	117.81			Western Australia	{}		1983.0	6.0	26.0	1983-06-26	177.0	177.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:55.809+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0ee175d7-506f-4948-9cc6-c8bccfbac309'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1046425	0ee175d7-506f-4948-9cc6-c8bccfbac309			7000			Invertebrates - Marine & Other	North West Shelf	1100783985		0ee175d7-506f-4948-9cc6-c8bccfbac309		P.73405	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0							2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [03-D8-S] Australia, Western Australia, North West Shelf (19° 59' 12 S, 117° 48' 36 E) 26/06/1983 - 26/06/1983, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197721|urn:catalog:AM:Invertebrates - Marine & Other:P.73405	Nymphon rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27,verbatimUncertainty:1km-10km}	Child, 1975												
1100783924	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:30.188+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.47166	118.91999			Western Australia	{}		1983.0	8.0	31.0	1983-08-31	243.0	243.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:30.188+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6915cd95-b2ce-41bf-a1bc-eb9816c91823'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1066104	6915cd95-b2ce-41bf-a1bc-eb9816c91823			7000			Invertebrates - Marine & Other	North West Shelf	1100783924		6915cd95-b2ce-41bf-a1bc-eb9816c91823		P.73384	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0						MALE	2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [04-B9-S] Australia, Western Australia, North West Shelf (19° 28' 18 S, 118° 55' 12 E) 31/08/1983 - 31/08/1983, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197685|urn:catalog:AM:Invertebrates - Marine & Other:P.73384	Nymphon rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27,verbatimUncertainty:1km-10km}	Child, 1975												
1100783940	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:32.590+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.98166	117.86166			Western Australia	{}		1983.0	8.0	27.0	1983-08-27	239.0	239.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:32.590+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8b338d28-7725-4a65-898f-8d41619658b1'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates		sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1066093	8b338d28-7725-4a65-898f-8d41619658b1			7000			Invertebrates - Marine & Other	North West Shelf	1100783940		8b338d28-7725-4a65-898f-8d41619658b1		P.73434	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0						MALE	2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [04-B1-S] Australia, Western Australia, North West Shelf (19° 58' 54 S, 117° 51' 42 E) 27/08/1983 - 27/08/1983, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197766|urn:catalog:AM:Invertebrates - Marine & Other:P.73434	Nymphon cf. rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Child, 1975	species											
1100783890	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:11.992+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.49333	118.86999			Western Australia	{}		1983.0	8.0	30.0	1983-08-30	242.0	242.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:11.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f6a49c6c-bb4d-4397-904b-1c849a917af0'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates		sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1046473	f6a49c6c-bb4d-4397-904b-1c849a917af0			7000			Invertebrates - Marine & Other	North West Shelf	1100783890		f6a49c6c-bb4d-4397-904b-1c849a917af0		P.73419	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0							2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [04-B8-S] Australia, Western Australia, North West Shelf (19° 29' 36 S, 118° 52' 12 E) 30/08/1983 - 30/08/1983, sled, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197748|urn:catalog:AM:Invertebrates - Marine & Other:P.73419	Nymphon rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Child, 1975												
