key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	eventID	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	fieldNumber	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	eventTime	http://unknown.org/species	higherClassification	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	occurrenceRemarks	sex	dateIdentified	continent	locationRemarks	verbatimElevation	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	nameAccordingTo	verbatimTaxonRank	typeStatus	references	datasetID	bibliographicCitation	waterBody	collectionKey	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	collectionID
1100783880	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:35.652+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-20.005	117.00319			Western Australia	{}		1983.0	9.0	4.0	1983-09-04	247.0	247.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:35.652+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '912ae04b-8cca-42ad-8340-4176fd0f5dec'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates		epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1082435	912ae04b-8cca-42ad-8340-4176fd0f5dec			7000			Invertebrates - Marine & Other	North West Shelf	1100783880		912ae04b-8cca-42ad-8340-4176fd0f5dec		P.73368	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		5.0						MALE	2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [04-B17-S] Australia, Western Australia, North West Shelf (20° 00' 12 S, 117° 00' 30 E) 04/09/1983 - 04/09/1983, epibenthic sled, Field Collected - Aquatic, CSIRO North West Shelf project;		1e-05	ecatalogue.irn:1197668|urn:catalog:AM:Invertebrates - Marine & Other:P.73368	Nymphon rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27}	Child, 1975												
1100783946	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:29.656+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-19.94249	117.88999			Western Australia	{}		1983.0	10.0	26.0	1983-10-26	299.0	299.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:29.656+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7c9dba28-f094-4674-9abe-0ce2dee2bbf4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False			Arango, C - Australian Museum - Marine Invertebrates		epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1066194	7c9dba28-f094-4674-9abe-0ce2dee2bbf4			7000			Invertebrates - Marine & Other	North West Shelf	1100783946		7c9dba28-f094-4674-9abe-0ce2dee2bbf4		P.73392	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0						FEMALE	2006-01-01T00:00:00		ecatalogue.LocCollectionEventLocal: [05-B2-S] Australia, Western Australia, North West Shelf (19° 56' 42 S, 117° 53' 48 E) 26/10/1983 - 26/10/1983, epibenthic sled, CSIRO North-West Shelf project;		1e-05	ecatalogue.irn:1197695|urn:catalog:AM:Invertebrates - Marine & Other:P.73392	Nymphon cf. rottnesti Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Child, 1975	species											
1100763073	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:38.581+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.433	152.533			New South Wales	{}		1981.0	1.0	14.0	1981-01-14	14.0	14.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:38.581+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a3945812-cac3-413b-adc4-1e006f170e3f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False		Poore, C.B. Gary|Museum Victoria|Crustacea	Krapp, F			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:australianmuseum.net.au:Events:1061793	a3945812-cac3-413b-adc4-1e006f170e3f			7000			Invertebrates - Marine & Other	Sugarloaf Point, large rock pool	1100763073		a3945812-cac3-413b-adc4-1e006f170e3f		P.43093	AM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti		10000.0							1994-01-01T00:00:00	OCEANIA	ecatalogue.LocCollectionEventLocal: [NSW 128] Australia, New South Wales, Sugarloaf Point, large rock pool (32° 26' S, 152° 32' E) 14/01/1981 - 14/01/1981;		0.001	ecatalogue.irn:1063023|urn:catalog:AM:Invertebrates - Marine & Other:P.43093	Nymphon flindersi Child, 1975	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Child, 1975												
500844808	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:06.483+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.216944	115.518056			Western Australia	{}		1972.0	3.0	8.0	1972-03-08	68.0	68.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-11T00:00:00.000+00:00	2024-07-02T17:15:06.483+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5175577f-afc5-45ea-bb51-c447f2855767'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True		Marsh, L.M.|Shepherd, M.H.	Child, C.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			5175577f-afc5-45ea-bb51-c447f2855767			7000			ARACH		500844808		5175577f-afc5-45ea-bb51-c447f2855767	PhysicalObject	9346	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti								FEMALE	1975-01-01T00:00:00		W. of Garden Island			73/76					HOLOTYPE										
4055737466	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:52.509+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117691	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon flindersi Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	flindersi	SPECIES	SYNONYM	NE	-32.22	115.54	25.0	8.0		{}		1972.0	3.0	8.0	1972-03-08	68.0	68.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:52.509+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1055'}]	[]	[]	[]		False						WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE			WoRMS Editorial Board:WoRMS type localities:sm_id_1055				Indian Ocean		WoRMS type localities		4055737466		WoRMS Editorial Board:WoRMS type localities:sm_id_1055		sm_id_1055	WoRMS Editorial Board						1880.38			urn:lsid:marinespecies.org:taxname:239909														HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1055	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon flindersi</i> Child, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239909							
500826334	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:50.529+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.05	114.33333			Western Australia	{}		1963.0	10.0	12.0	1963-10-12	285.0	285.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-11T00:00:00.000+00:00	2024-07-02T17:14:50.529+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '13a548fb-d839-47af-b92f-c80e47bd0af2'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True		Csiro	Child, C.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			13a548fb-d839-47af-b92f-c80e47bd0af2			7000			ARACH		500826334		13a548fb-d839-47af-b92f-c80e47bd0af2	PhysicalObject	6983	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti								FEMALE	1975-01-01T00:00:00		W. of Rottnest Island			70/3986					PARATYPE										
500826331	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:58.887+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.05	114.33333			Western Australia	{}		1963.0	10.0	12.0	1963-10-12	285.0	285.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-11T00:00:00.000+00:00	2024-07-02T17:14:58.887+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '38424e5f-18a3-470c-b829-8e5ff1c94850'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True		Csiro	Child, C.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			38424e5f-18a3-470c-b829-8e5ff1c94850			7000			ARACH		500826331		38424e5f-18a3-470c-b829-8e5ff1c94850	PhysicalObject	6982	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti								FEMALE	1975-01-01T00:00:00		W. of Rottnest Island			70/3985					HOLOTYPE										
500826355	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:14.552+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.05	114.33333			Western Australia	{}		1963.0	10.0	12.0	1963-10-12	285.0	285.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1993-07-02T00:00:00.000+00:00	2024-07-02T17:15:14.552+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '65b73021-ca25-4edf-820e-bc962ab57b8a'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True		Csiro	Child, C.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA			65b73021-ca25-4edf-820e-bc962ab57b8a			7000			ARACH		500826355		65b73021-ca25-4edf-820e-bc962ab57b8a	PhysicalObject	6984	WAM	https://biodiversity.org.au/afd/taxa/33d511fc-8c8d-439c-8191-24edaa3644d1			Nymphon rottnesti											W. of Rottnest Island			70/3987					PARATYPE										
1321063674	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:28.459+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.0	115.27	140.0	3.0	Western Australia	{}	Indian Ocean, Australia, Western Australia	1963.0	10.0	12.0	1963-10-12	285.0	285.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:32:00.000+00:00	2024-07-02T12:38:28.459+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3aac431b7-5385-4f80-99b3-529a6d06718e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True	NMNH Extant Biology	CSIRO, Commonwealth Scientific & Industrial Organisation	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA			http://n2t.net/ark:/65665/3aac431b7-5385-4f80-99b3-529a6d06718e	urn:lsid:biocol.org:col:34871			W Of Rottnest Island		IZ		1321063674		http://n2t.net/ark:/65665/3aac431b7-5385-4f80-99b3-529a6d06718e		USNM 149236	USNM					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae							FEMALE											PARATYPE				Indian Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d	12 OCT 1963	unknown, from legacy	Degrees Minutes Seconds	225	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
4055770321	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.132+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117872	1	54	354	9477065	2013	2117630	2117872	2117872	Nymphon rottnesti Child, 1975	Nymphon rottnesti Child, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon rottnesti	Nymphon	rottnesti	SPECIES	ACCEPTED	NE	-32.0	115.27	140.0	3.0		{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:20.132+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2061'}]	[]	[]	[]		True						WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE			WoRMS Editorial Board:WoRMS type localities:sm_id_2061				Rottnest Island		WoRMS type localities		4055770321		WoRMS Editorial Board:WoRMS type localities:sm_id_2061		sm_id_2061	WoRMS Editorial Board									urn:lsid:marinespecies.org:taxname:240091														HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=2061	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon rottnesti</i> Child, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240091							
