key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	coordinateUncertaintyInMeters	georeferencedBy	references	otherCatalogNumbers	dynamicProperties	eventRemarks	language	type	locationAccordingTo	locationRemarks	eventTime	identificationRemarks	georeferencedDate	nomenclaturalCode	footprintWKT	verbatimLocality	organismID	previousIdentifications	identificationQualifier	occurrenceRemarks	accessRights	georeferenceSources	typeStatus	organismQuantity	organismQuantityType	associatedReferences	fieldNumber	habitat	verbatimIdentification
1317560076	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:54.942+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	Larva	7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.5033	-79.8183	318.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1982	6	25	1982-06-25	176	176	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:12:00.000+00:00	2024-07-02T12:36:54.942+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30fd52598-33ca-4d96-897e-7e11ef1cb520'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	National Marine Fisheries Service	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/30fd52598-33ca-4d96-897e-7e11ef1cb520	urn:lsid:biocol.org:col:34871	25 JUN 1982	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1317560076	http://n2t.net/ark:/65665/30fd52598-33ca-4d96-897e-7e11ef1cb520	USNM 216998	USNM	376A	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
1322189599	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:27.693+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4817	-79.94	124.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1981	4	10	1981-04-10	100	100	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:35:00.000+00:00	2024-07-02T12:39:27.693+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3dc98e12c-0860-4908-9b08-4c4b017c746e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3dc98e12c-0860-4908-9b08-4c4b017c746e	urn:lsid:biocol.org:col:34871	10 APR 1981	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1322189599	http://n2t.net/ark:/65665/3dc98e12c-0860-4908-9b08-4c4b017c746e	USNM 222005	USNM	XII-1,3,6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE																													
1322157334	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.022+00:00	395	{}	PRESERVED_SPECIMEN	8.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.48	-79.9383	115.2	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1980	5	27	1980-05-27	148	148	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:12:00.000+00:00	2024-07-02T12:38:43.022+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3db32c985-3c98-41f1-8b13-dc37dfc6e2ec'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	National Marine Fisheries Service	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3db32c985-3c98-41f1-8b13-dc37dfc6e2ec	urn:lsid:biocol.org:col:34871	27 MAY 1980	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1322157334	http://n2t.net/ark:/65665/3db32c985-3c98-41f1-8b13-dc37dfc6e2ec	USNM 216996	USNM	319A-C	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE																													
1317998795	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:20.226+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4817	-79.94	124.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1980	7	14	1980-07-14	196	196	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:35:00.000+00:00	2024-07-02T12:37:20.226+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3233847f5-f106-47f9-8b2c-8f8bc68b507e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3233847f5-f106-47f9-8b2c-8f8bc68b507e	urn:lsid:biocol.org:col:34871	14 JUL 1980	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1317998795	http://n2t.net/ark:/65665/3233847f5-f106-47f9-8b2c-8f8bc68b507e	USNM 222003	USNM	X-1,4,5	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
1319557863	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:28.273+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4817	-79.94	124.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1980	10	1	1980-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:35:00.000+00:00	2024-07-02T12:37:28.273+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3682f178b-c852-47d0-92f7-e14ab718dab4'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3682f178b-c852-47d0-92f7-e14ab718dab4	urn:lsid:biocol.org:col:34871	01 OCT 1980	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1319557863	http://n2t.net/ark:/65665/3682f178b-c852-47d0-92f7-e14ab718dab4	USNM 222004	USNM	XI-1,7,8	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE																													
1321127828	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:07.127+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4917	-79.9383	128.0	2.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1980	10	1	1980-10-01	275	275	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:12:00.000+00:00	2024-07-02T12:38:07.127+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ad9663f8-3d6a-47a3-af6c-5e28091eca3d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	National Marine Fisheries Service	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3ad9663f8-3d6a-47a3-af6c-5e28091eca3d	urn:lsid:biocol.org:col:34871	01 OCT 1980	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1321127828	http://n2t.net/ark:/65665/3ad9663f8-3d6a-47a3-af6c-5e28091eca3d	USNM 216997	USNM	327B-C	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
1320755148	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:23.565+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	Juvenile	7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4967	-179.94	126.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1979	5	7	1979-05-07	127	127	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:12:00.000+00:00	2024-07-02T12:38:23.565+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39d26f70c-549e-4383-a7ce-e5266af1e399'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	National Marine Fisheries Service	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/39d26f70c-549e-4383-a7ce-e5266af1e399	urn:lsid:biocol.org:col:34871	07 MAY 1979	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1320755148	http://n2t.net/ark:/65665/39d26f70c-549e-4383-a7ce-e5266af1e399	USNM 216993	USNM	295B	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
1318250685	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.785+00:00	395	{}	PRESERVED_SPECIMEN	11.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4767	-79.9367	121.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1979	6	11	1979-06-11	162	162	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:35:00.000+00:00	2024-07-02T12:38:58.785+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32e5bac46-95d1-4c7e-acbb-80e65a35d805'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/32e5bac46-95d1-4c7e-acbb-80e65a35d805	urn:lsid:biocol.org:col:34871	11 JUN 1979	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1318250685	http://n2t.net/ark:/65665/32e5bac46-95d1-4c7e-acbb-80e65a35d805	USNM 222002	USNM	VII-1 TO 7	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE																													
1322025327	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:19.055+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	27.4833	-79.935	121.0	0.0	Florida	{}	North Atlantic Ocean	North Atlantic Ocean, United States, Florida	1979	6	18	1979-06-18	169	169	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:12:00.000+00:00	2024-07-02T12:38:19.055+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d55f8179-8844-4320-8663-f1ba20b54101'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	National Marine Fisheries Service	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3d55f8179-8844-4320-8663-f1ba20b54101	urn:lsid:biocol.org:col:34871	18 JUN 1979	unknown, from legacy	Off Fort Pierce	Degrees Minutes Seconds	IZ	1322025327	http://n2t.net/ark:/65665/3d55f8179-8844-4320-8663-f1ba20b54101	USNM 216994	USNM	299A-C	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
1319854250	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:25.172+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT		7638930	1	54	354	9477065	4338615	2118315	7638930	7638930	Ascorhynchus pyrginospinus McCloskey, 1967	Ascorhynchus pyrginospinus McCloskey, 1967	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus pyrginospinus	Ascorhynchus	pyrginospinus	SPECIES	ACCEPTED	NE	39.2333	-72.8	90.0	0.0		{}	North Atlantic Ocean	North Atlantic Ocean, United States	1977	3	24	1977-03-24	83	83	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:31:00.000+00:00	2024-07-02T12:39:25.172+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3754c7381-43c2-4395-ab7d-7d08e0c80d76'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Virginia Institute of Marine Sciences	Virginia Institute of Marine Sciences	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3754c7381-43c2-4395-ab7d-7d08e0c80d76	urn:lsid:biocol.org:col:34871	24 MAR 1977	unknown, from legacy	Off New Jersey	Degrees Minutes Seconds	IZ	1319854250	http://n2t.net/ark:/65665/3754c7381-43c2-4395-ab7d-7d08e0c80d76	USNM 191903	USNM	A1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																														
