key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	dateIdentified	coordinateUncertaintyInMeters	depth	depthAccuracy	datasetName	scientificNameID	locationID	footprintWKT	language	georeferenceSources	typeStatus	modified	references	datasetID	bibliographicCitation	continent	organismQuantity	organismQuantityType	recordNumber	dynamicProperties	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	taxonID	waterBody	associatedSequences	eventRemarks	parentNameUsageID	organismID
4851017362	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.241+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-62.537973	-51.3676475	{}	2022.0	2.0	3.0	2022-02-03	34.0	34.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.241+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd934864d-4431-46fb-bd10-3d437401c03f'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003642_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003642_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7360	d934864d-4431-46fb-bd10-3d437401c03f	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Antarctica	7360	OBFc	4851017362	d934864d-4431-46fb-bd10-3d437401c03f	3559.0 - 3581.0 m	INV0003642	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																													
4081172367	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.001+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-67.619167	-178.911833	{}	2008.0	3.0	6.0	2008-03-06	66.0	66.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.001+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c28003e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	IPY CAML	Arango, Claudia	Specimen(s), Ethanol - no formalin = 1,  BB General Wet Collection	Sled, Hyperbenthic	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5c28003e-fa36-11e2-96b3-aa6f927c92a3		Site C33, Scott Abyssal station		NIWA	4081172367	5c28003e-fa36-11e2-96b3-aa6f927c92a3		48785	NIWA Invertebrate Collection				2009-06-01T00:00:00	100.0	3482.5	7.5	NIWA Invertebrate Collection	urn:lsid:marinespecies.org:taxname:173032	TAN0802/231	LINESTRING (-178.9118333 -67.6191667, -178.934 -67.6186667)	en	GPS																			
4055736815	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:45.362+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-32.48	13.42	{}	1979.0	1.0	13.0	1979-01-13	13.0	13.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:06:45.362+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1271'}]	[]	[]	[]			False					WGS84	Pycnogonida		[]	[]			EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1271		South Atlantic		WoRMS type localities	4055736815	WoRMS Editorial Board:WoRMS type localities:sm_id_1271		sm_id_1271	WoRMS Editorial Board						3675.0			urn:lsid:marinespecies.org:taxname:173032					HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1271	https://marineinfo.org/id/dataset/5184	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pantopipetta lata</i> Stock, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173032														
201120624	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.596+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-32.4817	13.4367	{}	1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:50.596+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120624'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		Biocean	201120624	201120624		17730	Ifremer						3675.0	0.0																									
201120626	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.597+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-32.3033	13.265	{}	1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:50.597+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120626'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		Biocean	201120626	201120626		17739	Ifremer						3550.0	0.0																									
811997157	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.407+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-32.4817	13.4367	{}	1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.407+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997157'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		bio_dba	811997157	811997157		17730	Ifremer						3675.0	0.0																									
811997159	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.406+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-32.3033	13.265	{}	1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.406+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997159'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		bio_dba	811997159	811997159		17739	Ifremer						3550.0	0.0																									
3466773069	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.837+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE			{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:22.837+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '31c2cb1f-3708-497b-8e05-cad0722785b1'}]	[]	[]	[]			False		C. Arango				Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/231	31c2cb1f-3708-497b-8e05-cad0722785b1					3466773069	31c2cb1f-3708-497b-8e05-cad0722785b1		48785										urn:lsid:marinespecies.org:taxname:173032								ASAC_3010_0089		ANTARCTICA	1.0	Individuals	NIWA.0089	{materialSampleID:PL2B11}	6000	https://biodiversity.org.au/afd/taxa/16236bbd-d959-4775-afcd-3d8e42a057c5	Species	173032					
3344688936	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:14.624+00:00	159	{}	PRESERVED_SPECIMEN		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE			{}							['TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:14.624+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12179'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	False		Claudia Arango		ND		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE02211	OGL_MSC_NortheasternUniversity_S12179	8c116cac-9394-4c4e-be14-06184bdc62bd			OGL	3344688936	OGL_MSC_NortheasternUniversity_S12179		S12179	OGL			0f00dede-1a1f-49e5-ae69-2bc40db635c5					Ocean Genome Legacy Collection	urn:lsid:marinespecies.org:taxname:173032	CL02567							OGL_MSC_NortheasternUniversity		ANTARCTICA			48785					T02173	Ross Sea	BOLD ID: 48785	Collection Event Notes: Collector name listed as R/VTANGAROA	134580	S12179
318008522	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.980+00:00	124	{}	OCCURRENCE		PRESENT	2117914	1	54	354	9477065	6314	2117901	2117914	2117914	Pantopipetta lata Stock, 1981	Pantopipetta lata Stock, 1981	Animalia	Arthropoda	Pantopoda	Austrodecidae	Pantopipetta	Pantopipetta lata	Pantopipetta	lata	SPECIES	ACCEPTED	NE	-73.4733	-30.4483	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.980+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22614'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE						SOMBASE Pycnogonids	318008522			22614	BAS						3111.0	0.0																									
