key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	dateIdentified	continent	stateProvince	preparations	rightsHolder	http://unknown.org/taxonRankID	language	type	taxonConceptID	http://unknown.org/species	elevation	locationRemarks	verbatimEventDate	waterBody	higherGeography	datasetName	recordedBy	institutionID	locationID	higherClassification	sex	distanceFromCentroidInMeters	georeferenceRemarks	verbatimDepth	georeferenceProtocol	verbatimCoordinateSystem	habitat	lifeStage	nomenclaturalCode	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	dynamicProperties	verbatimLocality	nameAccordingTo	verbatimTaxonRank	eventRemarks	occurrenceRemarks	island	disposition	ownerInstitutionCode	accessRights	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	taxonID	http://unknown.org/language	islandGroup	references	associatedSequences	typeStatus
442597703	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.649+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1908', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Loman, 1908)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75615', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'nana', 'http://rs.tdwg.org/dwc/terms/dateIdentified': '2011-02-01', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16237', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia nana (Loman, 1908)'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415853836374iye7snETs1Lw8mY8'}, {'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415853848178IiwUmvxfLfScquNP'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-24.597834	47.535	83.0	3.0	{}	2010.0	5.0	2.0	2010-05-02	122.0	122.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-05-07T16:46:22.000+00:00	2024-07-24T12:24:40.649+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-673'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415853848178IiwUmvxfLfScquNP'}, {'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415853836374iye7snETs1Lw8mY8'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Sabroux R.	WGS84	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-673	2011-673	MNHN	Nord de Sainte Luce	ATIMO VATAE/DW3530	442597703	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-673	10.15468/qgvvhd																																																									
442597693	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.588+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1908', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Loman, 1908)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75730', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'nana', 'http://rs.tdwg.org/dwc/terms/dateIdentified': '2011-02-01', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16237', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia nana (Loman, 1908)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-25.762167	44.866333	40.5	0.5	{}	2010.0	5.0	13.0	2010-05-13	133.0	133.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:40.588+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-726'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Sabroux R.	WGS84	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-726	2011-726	MNHN	SW Cap Sainte Marie	ATIMO VATAE/DW3607	442597693	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-726	10.15468/qgvvhd																																																									
442597349	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.587+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1908', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Loman, 1908)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75731', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'nana', 'http://rs.tdwg.org/dwc/terms/dateIdentified': '2011-02-01', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16237', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia nana (Loman, 1908)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-25.762167	44.866333	40.5	0.5	{}	2010.0	5.0	13.0	2010-05-13	133.0	133.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-05-07T16:46:22.000+00:00	2024-07-24T12:24:40.587+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-727'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Sabroux R.	WGS84	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-727	2011-727	MNHN	SW Cap Sainte Marie	ATIMO VATAE/DW3607	442597349	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-727	10.15468/qgvvhd																																																									
4141819625	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:08.224+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.56267	130.85983			{}	2003.0	10.0	20.0	2003-10-20	293.0	293.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:08.224+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '561f99dc-055f-4a74-94ec-bb076d5576ad'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	561f99dc-055f-4a74-94ec-bb076d5576ad	N000220	MAGNT	Town Hall, Channel Island, Darwin Harbour		4141819625	Minor Invertebrate	561f99dc-055f-4a74-94ec-bb076d5576ad		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141813885	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:06.389+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.47167	130.84917			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1999.0	3.0	26.0	1999-03-26	85.0	85.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:06.389+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '23cc8aeb-84c5-4f34-a6dc-1e417139d97e'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	23cc8aeb-84c5-4f34-a6dc-1e417139d97e	N000213	MAGNT	Stokes Hill Wharf, Darwin Harbour		4141813885	Minor Invertebrate	23cc8aeb-84c5-4f34-a6dc-1e417139d97e		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141816003	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:06.514+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.4725	130.84283			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1999.0	3.0	28.0	1999-03-28	87.0	87.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:06.514+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2e45b3e9-8024-4f21-9cbe-2c73adda3e47'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	2e45b3e9-8024-4f21-9cbe-2c73adda3e47	N000236	MAGNT	Iron Ore Wharf, Darwin Harbour		4141816003	Minor Invertebrate	2e45b3e9-8024-4f21-9cbe-2c73adda3e47		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141825379	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:07.172+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.4725	130.84283			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1999.0	3.0	28.0	1999-03-28	87.0	87.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:07.172+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '47876e5d-0fbb-4956-9b8e-52340b6249e7'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	47876e5d-0fbb-4956-9b8e-52340b6249e7	N000238	MAGNT	Iron Ore Wharf, Darwin Harbour		4141825379	Minor Invertebrate	47876e5d-0fbb-4956-9b8e-52340b6249e7		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141834021	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:10.480+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.4725	130.84283			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1999.0	3.0	27.0	1999-03-27	86.0	86.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:10.480+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b3500268-082d-42a9-bca1-2392a19f5129'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	b3500268-082d-42a9-bca1-2392a19f5129	N000206	MAGNT	Iron Ore Wharf, Darwin Harbour		4141834021	Minor Invertebrate	b3500268-082d-42a9-bca1-2392a19f5129		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141839571	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:11.096+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.47167	130.84917			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1999.0	3.0	26.0	1999-03-26	85.0	85.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:11.096+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd1aef58f-25b2-4667-a616-998c5919b574'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	d1aef58f-25b2-4667-a616-998c5919b574	N000207	MAGNT	Stokes Hill Wharf, Darwin Harbour		4141839571	Minor Invertebrate	d1aef58f-25b2-4667-a616-998c5919b574		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
4141824020	793c3890-6c8a-11de-8226-b8a03c50a862	8cdd9232-84eb-4bad-9d9b-a36910cd524b	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:22.318+00:00	2024-07-02T07:38:08.524+00:00	374	{}	PRESERVED_SPECIMEN		PRESENT	2118471	1	54	354	9477065	6313	2118396	2118471	2118471	Achelia nana (Loman, 1908)	Achelia nana (Loman, 1908)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia nana	Achelia	nana	SPECIES	ACCEPTED	NE	-12.47167	130.84917			{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.14_1', 'name': 'Unincorporated Norther Territori'}}	1998.0	8.0	17.0	1998-08-17	229.0	229.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:38:08.524+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '695b785f-8b2f-4a1b-95be-c31ae583b5e7'}]	[]	[]	[]	c0f3ae0e-60d2-4671-a35f-40c754780c9f		False	C. Arango	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	695b785f-8b2f-4a1b-95be-c31ae583b5e7	N000107	MAGNT	Stokes Hill Wharf, Darwin Harbour		4141824020	Minor Invertebrate	695b785f-8b2f-4a1b-95be-c31ae583b5e7		2008-01-01T00:00:00	OCEANIA	Northern Territory	whole animal (ETOH)	Board of the Museum and Art Gallery of the Northern Territory	7000	en	PhysicalObject	https://biodiversity.org.au/afd/taxa/c8fa7594-bf86-4e35-84d4-15280fde940f	Achelia nana																																															
