key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	waterBody	modified	locality	occurrenceRemarks	collectionCode	dynamicProperties	datasetName	recordedBy	locationID	georeferenceSources	associatedSequences	collectionKey	eventRemarks	parentNameUsageID	organismID	collectionID	individualCount	verbatimDepth	ownerInstitutionCode	parentEventID	bibliographicCitation	sex	higherGeography	typeStatus	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	references
3466772873	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:21.034+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE				702.04		{}	2008.0	1.0	4.0	2008-01-04	4.0	4.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:21.034+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	4.0	Individuals	False	[{'identifier': '3fa088dc-125a-4018-a534-db9ceb12181f'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 38	3fa088dc-125a-4018-a534-db9ceb12181f	urn:lsid:marinespecies.org:taxname:173398		1/4/2008				3466772873	3fa088dc-125a-4018-a534-db9ceb12181f					ANTARCTICA	ASAC_3010_0333	IU-2007-14a-b	7000	https://biodiversity.org.au/afd/taxa/6acc6c03-a09e-46b2-9797-3db0020f843b	Species	Nymphon eltaninae	173398																												
3466772378	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:14.928+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE				1194.16		{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:14.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': 'be72ff1c-ab86-4b6b-a954-7f037fb076fe'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 32	be72ff1c-ab86-4b6b-a954-7f037fb076fe	urn:lsid:marinespecies.org:taxname:173398		1/12/2008				3466772378	be72ff1c-ab86-4b6b-a954-7f037fb076fe					ANTARCTICA	ASAC_3010_0504	IU-2007-290	7000	https://biodiversity.org.au/afd/taxa/6acc6c03-a09e-46b2-9797-3db0020f843b	Species	Nymphon eltaninae	173398																												
1426810571	081facf0-b768-41ad-b692-3b30a1bcbb1b	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:01.002+00:00	2024-01-24T15:46:51.685+00:00	270		{}	HUMAN_OBSERVATION	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.1245	174.3205	10.0	321.0	0.0	{}	2008.0	2.0	9.0	2008-02-09T22:19	40.0	40.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T15:46:51.685+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '108'}]	[]	[]	[]		True			GearType=Trawl, fish, bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		108	urn:lsid:marinespecies.org:taxname:173398			LINESTRING (174.3205 -73.1245, 174.303 -73.133)	TAN0802/17		1426810571	108		IPY TAN0802/17 Nymphon eltaninae	National Institute of Water and Atomspheric Reseach (NZ)										Southern Ocean	2012-08-21T00:00:00.000+00:00	site C1, shelf,  eastern Ross Sea	GearType=Trawl, fish, bottom	International Polar Year-CAML New Zealand																							
3466773105	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:23.193+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE				321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:23.193+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	6.0	Individuals	False	[{'identifier': '3f39e326-b8b3-46b8-b657-441530e56a09'}]	[]	[]	[]		True	C. Arango	ETOH - No Formalin	TF - Trawl, fish, bottom		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/17	3f39e326-b8b3-46b8-b657-441530e56a09	urn:lsid:marinespecies.org:taxname:173398		2/9/2008	LINESTRING (174.3205 -73.1245, 174.303 -73.133)			3466773105	3f39e326-b8b3-46b8-b657-441530e56a09		35428			ANTARCTICA	ASAC_3010_0009	NIWA.0009	7000	https://biodiversity.org.au/afd/taxa/6acc6c03-a09e-46b2-9797-3db0020f843b	Species	Nymphon eltaninae	173398						{materialSampleID:PL1E5-E7}																						
4081148489	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.249+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.1245	174.3205	100.0	321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.249+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5daa4d04-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		True	Arango, Claudia	Subsample(s), DNA subsample = 1; Specimen(s), Ethanol - no formalin = 6	Trawl, Fish, Bottom	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5daa4d04-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173398			LINESTRING (174.3205 -73.1245, 174.303 -73.133)		en	4081148489	5daa4d04-fa36-11e2-96b3-aa6f927c92a3		35428	NIWA Invertebrate Collection												site C1, shelf,  eastern Ross Sea		NIWA		NIWA Invertebrate Collection	IPY CAML	TAN0802/17	GPS																		
2382901476	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.232+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.232+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12086'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12086	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382901476	OGL_MSC_NortheasternUniversity_S12086		S12086	OGL			OGL_MSC_NortheasternUniversity	35515-1; 180					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35515-1	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12086	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382899864	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.381+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.381+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12087'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12087	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382899864	OGL_MSC_NortheasternUniversity_S12087		S12087	OGL			OGL_MSC_NortheasternUniversity	35515-2; 180					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35515-2	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12087	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382900719	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.074+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.074+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12088'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12088	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382900719	OGL_MSC_NortheasternUniversity_S12088		S12088	OGL			OGL_MSC_NortheasternUniversity	35515-3; 180					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35515-3	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12088	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382900655	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.078+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.078+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12089'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12089	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382900655	OGL_MSC_NortheasternUniversity_S12089		S12089	OGL			OGL_MSC_NortheasternUniversity	35515-4; 180					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35515-4	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12089	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382900789	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:17.097+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:17.097+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12090'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12090	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382900789	OGL_MSC_NortheasternUniversity_S12090		S12090	OGL			OGL_MSC_NortheasternUniversity	35515-5; 180					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35515-5	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12090	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382901979	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.875+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:15.875+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12114'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12114	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382901979	OGL_MSC_NortheasternUniversity_S12114		S12114	OGL			OGL_MSC_NortheasternUniversity	35428-1; 84					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35428-1	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12114	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382900681	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.952+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:15.952+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12115'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12115	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382900681	OGL_MSC_NortheasternUniversity_S12115		S12115	OGL			OGL_MSC_NortheasternUniversity	35428-2; 84					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35428-2	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12115	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382900180	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.962+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.124496	174.320007		321.0		{}	2008.0	2.0	9.0	2008-02-09	40.0	40.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:15.962+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12116'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01819	OGL_MSC_NortheasternUniversity_S12116	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382900180	OGL_MSC_NortheasternUniversity_S12116		S12116	OGL			OGL_MSC_NortheasternUniversity	35428-3; 84					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02389		BOLD ID: 35428-3	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12116	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
2382901248	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.783+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT	2117752	1	54	354	9477065	2013	2117630	2117752	2117752	Nymphon eltaninae Child, 1995	Nymphon eltaninae Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon eltaninae	Nymphon	eltaninae	SPECIES	ACCEPTED	NE	-73.248199	178.723999		753.0		{}	2008.0	2.0	19.0	2008-02-19	50.0	50.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-24T22:36:15.783+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12129'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	False	Claudia Arango		ND	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	CE01732	OGL_MSC_NortheasternUniversity_S12129	urn:lsid:marinespecies.org:taxname:173398	8c116cac-9394-4c4e-be14-06184bdc62bd					2382901248	OGL_MSC_NortheasternUniversity_S12129		S12129	OGL			OGL_MSC_NortheasternUniversity	37026-1; 1823					T02858	Ross Sea				OGL		Ocean Genome Legacy Collection		CL02392		BOLD ID: 37026-1	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Collection Event Notes: Collector name listed as R/VTANGAROA	134591	S12129	0f00dede-1a1f-49e5-ae69-2bc40db635c5												
