key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1319393268	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:28.575+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	MALE	2117413	1	54	354	9477065	6316	2117290	2117413	2117413	Anoplodactylus brochus Child, 1996	Anoplodactylus brochus Child, 1996	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus brochus	Anoplodactylus	brochus	SPECIES	ACCEPTED	NE	-5.1583	145.8	3.0	0.0	OCEANIA	Madang	{}	South Pacific Ocean, Bismarck Sea	South Pacific Ocean, Bismarck Sea, Papua New Guinea, Madang	1989	1	14	1989-01-14	14	14	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-03-03T10:52:00.000+00:00	2024-07-02T12:37:28.575+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/360ebffb1-b00f-4411-9acf-26d81198ceb1'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	J. Thomas & J. Clark	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	NORTH_AMERICA	http://n2t.net/ark:/65665/360ebffb1-b00f-4411-9acf-26d81198ceb1	urn:lsid:biocol.org:col:34871	unknown, from legacy	Padoz Reef, near NW margin of reef	Degrees Minutes Seconds	PNG/JDT/PNG-10	IZ	1319393268	http://n2t.net/ark:/65665/360ebffb1-b00f-4411-9acf-26d81198ceb1	USNM 234714	USNM	JDT/PNG-10	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
1320253047	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:29.529+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117413	1	54	354	9477065	6316	2117290	2117413	2117413	Anoplodactylus brochus Child, 1996	Anoplodactylus brochus Child, 1996	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus brochus	Anoplodactylus	brochus	SPECIES	ACCEPTED	NE	-5.1583	145.8	3.0	0.0	OCEANIA	Madang	{}	South Pacific Ocean, Bismarck Sea	South Pacific Ocean, Bismarck Sea, Papua New Guinea, Madang	1989	1	14	1989-01-14	14	14	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-03-03T10:52:00.000+00:00	2024-07-02T12:39:29.529+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/386ee0d91-0e67-40a9-a206-5a369e88d0b1'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	J. Thomas & J. Clark	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	NORTH_AMERICA	http://n2t.net/ark:/65665/386ee0d91-0e67-40a9-a206-5a369e88d0b1	urn:lsid:biocol.org:col:34871	unknown, from legacy	Padoz Reef, near NW margin of reef	Degrees Minutes Seconds	PNG/JDT/PNG-10	IZ	1320253047	http://n2t.net/ark:/65665/386ee0d91-0e67-40a9-a206-5a369e88d0b1	USNM 234713	USNM	JDT/PNG-10	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055739414	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:15.147+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117413	1	54	354	9477065	6316	2117290	2117413	2117413	Anoplodactylus brochus Child, 1996	Anoplodactylus brochus Child, 1996	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus brochus	Anoplodactylus	brochus	SPECIES	ACCEPTED	NE	-5.15	145.83	3.0		OCEANIA		{}			1989	1	14	1989-01-14	14	14	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:15.147+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1576'}]	[]	[]	[]			True					WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1576			Pacific Ocean			WoRMS type localities	4055739414	WoRMS Editorial Board:WoRMS type localities:sm_id_1576	sm_id_1576	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1576	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240219	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus brochus</i> Child, 1996. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240219
