key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	georeferenceRemarks	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1321514661	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:05.959+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118597	1	54	354	9477065	6313	2118596	2118597	2118597	Hedgpethius mamillatus Child, 1982	Hedgpethius mamillatus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Hedgpethius	Hedgpethius mamillatus	Hedgpethius	mamillatus	SPECIES	ACCEPTED	NE	16.783	-88.0667	NORTH_AMERICA	{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	1976	1	17	1976-01-17	17	17	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:16:00.000+00:00	2024-07-02T12:38:05.959+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3beb0a39b-fbda-496e-9371-71558565e344'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3beb0a39b-fbda-496e-9371-71558565e344	urn:lsid:biocol.org:col:34871	17 JAN 1976	Alexandria Digital Library Gazetteer	Coral Rubble	Carrie Bow Cay, Coral Rubble	Decimal degrees	IZ	1321514661	http://n2t.net/ark:/65665/3beb0a39b-fbda-496e-9371-71558565e344	USNM 170997	USNM	17.1.76	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055741790	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:45.706+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118597	1	54	354	9477065	6313	2118596	2118597	2118597	Hedgpethius mamillatus Child, 1982	Hedgpethius mamillatus Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Hedgpethius	Hedgpethius mamillatus	Hedgpethius	mamillatus	SPECIES	ACCEPTED	NE	16.78	-88.07	NORTH_AMERICA	{}			1976	1	17	1976-01-17	17	17	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:45.706+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1908'}]	[]	[]	[]			True					WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1908					Caribbean Sea		WoRMS type localities	4055741790	WoRMS Editorial Board:WoRMS type localities:sm_id_1908	sm_id_1908	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1908	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239473	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Hedgpethius mamillatus</i> Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239473
