key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1317648721	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:56.709+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117767	1	54	354	9477065	2013	2117630	2117767	2117767	Nymphon okudai Nakamura & Child, 1991	Nymphon okudai Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon okudai	Nymphon	okudai	SPECIES	ACCEPTED	NE	42.8633	145.427	324.5	3.5	Hokkaido	{}	North Pacific Ocean	North Pacific Ocean, Japan, Hokkaido	1983	7	10	1983-07-10	191	191	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:36:56.709+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/313bb6d5f-83d8-42fb-bca1-92bc19beb59d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/313bb6d5f-83d8-42fb-bca1-92bc19beb59d	urn:lsid:biocol.org:col:34871	10 JUL 1983	unknown, from legacy	Hokkaido Island, SE Of Kirittapu	Degrees Minutes Seconds	IZ	1317648721	http://n2t.net/ark:/65665/313bb6d5f-83d8-42fb-bca1-92bc19beb59d	USNM 234499	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
1318434492	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:36.928+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		2117767	1	54	354	9477065	2013	2117630	2117767	2117767	Nymphon okudai Nakamura & Child, 1991	Nymphon okudai Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon okudai	Nymphon	okudai	SPECIES	ACCEPTED	NE	42.8633	145.367	220.0	4.0	Hokkaido	{}	North Pacific Ocean	North Pacific Ocean, Japan, Hokkaido	1983	7	10	1983-07-10	191	191	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:37:36.928+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33680045e-5758-495c-9e1a-4caf0b675cf2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/33680045e-5758-495c-9e1a-4caf0b675cf2	urn:lsid:biocol.org:col:34871	10 JUL 1983	unknown, from legacy	Hokkaido Island, SE Of Kirittapu	Degrees Minutes Seconds	IZ	1318434492	http://n2t.net/ark:/65665/33680045e-5758-495c-9e1a-4caf0b675cf2	USNM 234500	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055770398	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.852+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117767	1	54	354	9477065	2013	2117630	2117767	2117767	Nymphon okudai Nakamura & Child, 1991	Nymphon okudai Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon okudai	Nymphon	okudai	SPECIES	ACCEPTED	NE	42.86	145.43	324.5	3.5		{}			1983	7	10	1983-07-10	191	191	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:20.852+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2043'}]	[]	[]	[]			True				WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2043				Pacific Ocean		WoRMS type localities	4055770398	WoRMS Editorial Board:WoRMS type localities:sm_id_2043	sm_id_2043	WoRMS Editorial Board			http://www.marinespecies.org/aphia.php?p=specdetails&id=2043	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239879	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon okudai</i> Nakamura & Child, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239879
