key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	individualCount	recordNumber	occurrenceRemarks	verbatimDepth	samplingProtocol	decimalLatitude	decimalLongitude	geodeticDatum	institutionCode
2434400707	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.213+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1386/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1386_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1386/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118031	1	54	354	9477065	2011	2118026	2118031	2118031	Parapallene hodgsoni Barnard, 1946	Parapallene hodgsoni Barnard, 1946	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hodgsoni	Parapallene	hodgsoni	SPECIES	ACCEPTED	NE	AFRICA	{}	1958.0	10.0	19.0	1958-10-19	292.0	292.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:35.213+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1386@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1386_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1386/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	A. Crosnier	WholeOrganism (microscopic slide)	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1386@CRS	ZMA.PYC.P.1386	ICZN	Naturalis Biodiversity Center	19.X.1958	Fort Dauphin	2434400707	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1386	Animalia									
1275071102	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.444+00:00	111	{}	PRESERVED_SPECIMEN	PRESENT	2118031	1	54	354	9477065	2011	2118026	2118031	2118031	Parapallene hodgsoni Barnard, 1946	Parapallene hodgsoni Barnard, 1946	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hodgsoni	Parapallene	hodgsoni	SPECIES	ACCEPTED	NE		{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']		2024-01-24T17:25:04.444+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071102'}]	[]	[]	[]		False	SS.Pieter Faure		Pycnogonida		[]	[]			AFRICA		urn:catalog:IZIKO:SAM-A-10125	SAM-A-10125				East London	1275071102		urn:catalog:IZIKO:SAM-A-10125		0.0	PF.A13040	Type material	47-52 fms					
1275071105	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.443+00:00	111	{}	PRESERVED_SPECIMEN	PRESENT	2118031	1	54	354	9477065	2011	2118026	2118031	2118031	Parapallene hodgsoni Barnard, 1946	Parapallene hodgsoni Barnard, 1946	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hodgsoni	Parapallene	hodgsoni	SPECIES	ACCEPTED	NE		{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']		2024-01-24T17:25:04.443+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071105'}]	[]	[]	[]		False	SS.Pieter Faure		Pycnogonida		[]	[]			AFRICA		urn:catalog:IZIKO:SAM-A-10089	SAM-A-10089				E London S. by E.½ E.10 miles	1275071105		urn:catalog:IZIKO:SAM-A-10089		0.0	PF.813		0-47 fms	Dredge on sand,shell or rock.				
318009246	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.203+00:00	124	{}	OCCURRENCE	PRESENT	2118031	1	54	354	9477065	2011	2118026	2118031	2118031	Parapallene hodgsoni Barnard, 1946	Parapallene hodgsoni Barnard, 1946	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hodgsoni	Parapallene	hodgsoni	SPECIES	ACCEPTED	NE		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.203+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37228'}]	[]	[]	[]		False			Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE			37228					318009246	SOMBASE Pycnogonids								-35.45	23.49	WGS84	BAS
