key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	nomenclaturalStatus	identifier	combinationAuthors	verbatimScientificName	namePublishedIn	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	institutionCode	recordedBy	distanceFromCentroidInMeters	coordinateUncertaintyInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	associatedSequences	catalogNumber	taxonConceptID	occurrenceRemarks
4012366793	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.577+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.466666	-61.001667	12.0	NORTH_AMERICA	{}	2016.0	9.0	26.0	2016-09-26	270.0	270.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.577+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFAFE07C30235B977	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFAFE07C30235B977'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFAFE07C30235B977	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse du Diamant	4012366793	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFAFE07C30235B977	1 ♀; same collection data as for preceding; MNHN-IU- 2016 - 1239	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366737	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.423+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.683333	-60.823334	23.0		{}	2016.0	9.0	24.0	2016-09-24	268.0	268.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.423+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFB11041C0403B92E	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB11041C0403B92E'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB11041C0403B92E	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Le Robert	4012366737	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB11041C0403B92E	1 ♀ gr.; Le Robert; 14 ° 41 ʹ N, 60 ° 49.4 ʹ W; depth 23 m; 24 Sep. 2016; st. AB 401; MNHN-IU- 2016 - 1266 / MK 411092	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366710	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.337+00:00	84	{}	MATERIAL_CITATION	2.0	PRESENT	MALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.806666	-60.88	24.0	NORTH_AMERICA	{}	2016.0	9.0	20.0	2016-09-20	264.0	264.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.337+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFB8A0126022EBC19	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB8A0126022EBC19'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB8A0126022EBC19	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Presqu'Ile de la Caravelle	4012366710	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB8A0126022EBC19	1 ♂ ov., 1 juv.; same collection data as for preceding; MNHN-IU- 2016 - 1252	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366714	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.349+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.466666	-61.001667	12.0	NORTH_AMERICA	{}	2016.0	9.0	26.0	2016-09-26	270.0	270.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.349+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFB9607E6058AB958	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB9607E6058AB958'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB9607E6058AB958	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Grande Anse du Diamant	4012366714	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFB9607E6058AB958	1 ♂; Grande Anse du Diamant; 14 ° 28 ʹ N, 61 ° 00.1 ʹ W; depth 12 m; 26 Sep. 2016; st. AB 360; MNHN-IU- 2016 - 1238	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366561	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.907+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.668333	-60.851665	16.0	NORTH_AMERICA	{}	2016.0	9.0	18.0	2016-09-18	262.0	262.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.907+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFC2007130328BA24	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC2007130328BA24'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC2007130328BA24	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Le Robert	4012366561	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC2007130328BA24	1 ♀; same collection data as for preceding; MNHN-IU- 2016 - 1315	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366805	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.608+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.445	-61.036667	12.0	NORTH_AMERICA	{}	2016.0	9.0	21.0	2016-09-21	265.0	265.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.608+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFC480789052DBABD	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC480789052DBABD'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC480789052DBABD	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Rocher du Diamant	4012366805	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC480789052DBABD	1 ♂; Rocher du Diamant; 14 ° 26.7 ʹ N, 61 ° 02.2 ʹ W; depth 12 m; 21 Sep. 2016; st. AS 092; MNHN-IU- 2016 - 1226	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366333	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:52.684+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.668333	-60.851665	16.0	NORTH_AMERICA	{}	2016.0	9.0	18.0	2016-09-18	262.0	262.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:52.684+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFC82073602DCBA08	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC82073602DCBA08'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC82073602DCBA08	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Le Robert	4012366333	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC82073602DCBA08	1 ♂; E of Le Robert; 14 ° 40.1 ʹ N, 60 ° 51.1 ʹ W; depth 16 m; 18 Sep. 2016; st. AS 255; MNHN-IU- 2016 - 1176	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366483	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.591+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.735	-60.84667	29.0	NORTH_AMERICA	{}	2016.0	9.0	18.0	2016-09-18	262.0	262.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.591+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFC96042005A8B912	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC96042005A8B912'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC96042005A8B912	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Presqu'Ile de la Caravelle	4012366483	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC96042005A8B912	1 ♂; Presqu’Île de la Caravelle; 14 ° 44.1 ʹ N, 60 ° 50.8 ʹ W; depth 29 m; 18 Sep. 2016; st. AS 253; MNHN-IU- 2016 - 1260 / MK 411088	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366477	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.568+00:00	84	{}	MATERIAL_CITATION	5.0	PRESENT	FEMALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.806666	-60.88	24.0	NORTH_AMERICA	{}	2016.0	9.0	20.0	2016-09-20	264.0	264.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.568+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFC9E01030310BC34	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC9E01030310BC34'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC9E01030310BC34	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Presqu'Ile de la Caravelle	4012366477	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFC9E01030310BC34	3 ♀♀, 1 ♀ gr., 1 juv.; same collection data as for preceding; MNHN-IU- 2016 - 1253	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
4012366553	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.887+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	FEMALE	12178087	1	54	354	9477065	6313	2118169	12178087	12178087	Ammothella dirbergi Sabroux, 2022	Ammothella dirbergi Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella dirbergi	Ammothella	dirbergi	SPECIES	ACCEPTED	NE	14.661667	-61.16	9.0	NORTH_AMERICA	{}	2016.0	9.0	30.0	2016-09-30	274.0	274.0	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.887+00:00	https://treatment.plazi.org/id/03A95E063E12FFBFFD9603270057BA18#3B68E54D3E12FFBCFCFD06D90209BA6D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFCFD06D90209BA6D'}]	[]	[]	[]	False	WGS84	Pycnogonida	AS	[]	[]	OCEANIA	American Samoa	EUROPE	spec. nov.	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFCFD06D90209BA6D	Sabroux & Hassanin & Corbari	Ammothella dirbergi	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	Bellefontaine	4012366553	03A95E063E12FFBFFD9603270057BA18.mc.3B68E54D3E12FFBCFCFD06D90209BA6D	1 ♀; Bellefontaine; 14 ° 39.7 ʹ N, 61 ° 09.6 ʹ W; depth 9 m; 30 Sep. 2016; st. AS 373; MNHN-IU- 2016 - 1174 / MK 411070	03A95E063E12FFBFFD9603270057BA18.taxon	2022	Ammothella dirbergi																
