key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	networkKeys	coordinatePrecision	coordinateUncertaintyInMeters	institutionKey	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	vernacularName	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	waterBody	individualCount	depth	collectionKey	locality	fieldNumber	collectionID	preparations	nomenclaturalCode	institutionID	higherClassification	higherGeography	habitat	verbatimDepth	locationID	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	type	http://unknown.org/language	depthAccuracy
1100763616	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:09.045+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.866	151.283	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.142_1', 'name': 'Waverley'}}	1982.0	6.0	22.0	1982-06-22	173.0	173.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:09.045+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2a437364-cde9-4f68-a52e-47c69e336f4a'}]	[]	[]	[]	False		Lowry, J.K.|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2a437364-cde9-4f68-a52e-47c69e336f4a			Port Jackson, south of Vaucluse Point	Invertebrates - Marine & Other	1100763616	2a437364-cde9-4f68-a52e-47c69e336f4a		P.43835	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1136899|urn:catalog:AM:Invertebrates - Marine & Other:P.43835	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1061583	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [NSW 108] Australia, New South Wales, Port Jackson, south of Vaucluse Point (33° 52' S, 151° 17' E) 22/06/1982 - 22/06/1982, hand collected on SCUBA;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	FEMALE																								
2434361469	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:26.876+00:00	393	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		-9.495833	147.111111	OCEANIA		{}	1979.0	6.0	10.0	1979-06-10	161.0	161.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:26.876+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200934@CRS'}]	[]	[]	[]	False			Stock J.H.	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200934@CRS		10 jun 1979		Chelicerata and Myriapoda	2434361469	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200934		ZMA.PYC.200934					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			0e919a55-08d3-4bd2-aec1-200858fafd92														1.0						WholeOrganism (wet specimen)	ICZN	Naturalis Biodiversity Center	Animalia|Nymphonidae													
1318839599	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:18.482+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE				OCEANIA	Victoria	{}	1977.0	1.0		1977-01			['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:16:00.000+00:00	2024-07-02T12:37:18.482+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34867ce7f-e61b-4586-b6f0-d030a1b77341'}]	[]	[]	[]	False	NMNH Extant Biology	R. Burn	Staples, D. A.		Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/34867ce7f-e61b-4586-b6f0-d030a1b77341		-- JAN 1977		IZ	1318839599	http://n2t.net/ark:/65665/34867ce7f-e61b-4586-b6f0-d030a1b77341		USNM 184171	USNM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			586ee56e-b0fe-4dff-b7f9-aeb104f3308a												MALE	South Pacific Ocean	1.0		0174f5b3-da29-4967-b8dc-ce75ed53e35d	Torquay		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)		urn:lsid:biocol.org:col:34871	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	South Pacific Ocean, Australia, Victoria	Under boulder	Intertidal	846									
1100762836	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:12.536+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.616	153.633	OCEANIA	New South Wales	{}	1976.0	1.0	1.0	1976-01-01	1.0	1.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:12.536+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3d82efa0-0b5b-4ece-8feb-4105a36ed3ae'}]	[]	[]	[]	False			Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		3d82efa0-0b5b-4ece-8feb-4105a36ed3ae			north side of Julian Rocks, Byron Bay	Invertebrates - Marine & Other	1100762836	3d82efa0-0b5b-4ece-8feb-4105a36ed3ae		P.42881	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001	10000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1062935|urn:catalog:AM:Invertebrates - Marine & Other:P.42881		urn:australianmuseum.net.au:Events:1035395	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, north side of Julian Rocks, Byron Bay (28° 37' S, 153° 38' E) 01/01/1976 - 01/01/1976;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	FEMALE																								
1100765911	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:53.918+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		-33.82832	151.25166	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.92_1', 'name': 'Mosman'}}	1969.0	1.0	18.0	1969-01-18	18.0	18.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:53.918+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c724523f-2f65-405c-9806-eb385b29413b'}]	[]	[]	[]	False		Ponder, F. Winston|Australian Museum|Malacology		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		c724523f-2f65-405c-9806-eb385b29413b			Port Jackson, Middle Harbour, Balmoral	Invertebrates - Marine & Other	1100765911	c724523f-2f65-405c-9806-eb385b29413b		P.47257	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1151127|urn:catalog:AM:Invertebrates - Marine & Other:P.47257		urn:australianmuseum.net.au:Events:1029121	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Middle Harbour, Balmoral (33° 49' 42 S, 151° 15' 06 E) 18/01/1969 - 18/01/1969;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
3934986601	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:36.311+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE				OCEANIA		{}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:36.311+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '040c95c4-42b2-4108-81d4-f2ad36210468'}]	[]	[]	[]	False					Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE		040c95c4-42b2-4108-81d4-f2ad36210468					3934986601	040c95c4-42b2-4108-81d4-f2ad36210468	791007												040c95c4-42b2-4108-81d4-f2ad36210468								Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	Nymphon aequidigitatum Haswell, 1885	Province Nord|Province Sud|Îles Loyauté	TaxREF	Probable	Pantopoda			
1100717161	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:53.633+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE						{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:53.633+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0562fd42-1a7f-4513-a945-110208269d70'}]	[]	[]	[]	False					Pycnogonida		[]	[]			OCEANIA		0562fd42-1a7f-4513-a945-110208269d70			unknown	Invertebrates - Marine & Other	1100717161	0562fd42-1a7f-4513-a945-110208269d70		G.5198.001	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1167696|urn:catalog:AM:Invertebrates - Marine & Other:G.5198.001		urn:australianmuseum.net.au:Events:1006730	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4}	Sea-spider	ecatalogue.LocCollectionEventLocal: unknown;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
1100717172	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:53.571+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		-32.616	152.316	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.54_1', 'name': 'Great Lakes'}}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:53.571+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '09568a70-9ee4-4537-8ef2-07d42f616a6b'}]	[]	[]	[]	False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		09568a70-9ee4-4537-8ef2-07d42f616a6b			Broughton Island	Invertebrates - Marine & Other	1100717172	09568a70-9ee4-4537-8ef2-07d42f616a6b		G.5197.001	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001	10000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1166230|urn:catalog:AM:Invertebrates - Marine & Other:G.5197.001		urn:australianmuseum.net.au:Events:1009487	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2021/1/1,verbatimUncertainty:1km-10km}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Broughton Island (32° 37' S, 152° 19' E);	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
1632846437	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:30.096+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1995-01-01T00:00:00	-32.3331	133.1997		South Australia	{}							['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2021-10-19T00:00:00.000+00:00	2024-07-02T07:13:30.096+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '267bb725-1e75-4742-a941-814a5401b9db'}]	[]	[]	[]	False		Zeidler, W.|Gowlett-Holmes, K.L.|Mchenry, B.J.	Child, C. Allan - Smithsonian	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		267bb725-1e75-4742-a941-814a5401b9db			East of Ceduna, western side of Whittlebee Point	Marine Invertebrates	1632846437	267bb725-1e75-4742-a941-814a5401b9db		E3675	SAMA				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.0001		5d0174cc-48aa-497e-8751-df708df5ccc5	ecatalogue.irn:617832		urn:emu.sam.sa.gov.au:Event:41202		7000		Sea-spider		https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum					1.0																			PhysicalObject		
1100747576	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:08.920+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		-32.716	152.133	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:08.920+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2af145ae-3b17-4494-b328-9fbfedf9e935'}]	[]	[]	[]	False			Clark, W. C.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2af145ae-3b17-4494-b328-9fbfedf9e935			Port Stephens, Nelsons Bay	Invertebrates - Marine & Other	1100747576	2af145ae-3b17-4494-b328-9fbfedf9e935		P.13586	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001	10000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1052415|urn:catalog:AM:Invertebrates - Marine & Other:P.13586		urn:australianmuseum.net.au:Events:1001192	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/2/15,verbatimUncertainty:1km-10km}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Stephens, Nelsons Bay (32° 43' S, 152° 08' E);	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	MALE																								
1100751016	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:11.447+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1964-01-01T00:00:00	-33.86	151.25666	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:11.447+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3f53ff6b-76b3-4b3b-b614-e5ec4d454883'}]	[]	[]	[]	False		Hedley, C.|Mc, A.R.	Clark, W.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		3f53ff6b-76b3-4b3b-b614-e5ec4d454883			Port Jackson, Shark Island	Invertebrates - Marine & Other	1100751016	3f53ff6b-76b3-4b3b-b614-e5ec4d454883		P.2113	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1019323|urn:catalog:AM:Invertebrates - Marine & Other:P.2113		urn:australianmuseum.net.au:Events:1009439	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/1/25}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson, Shark Island (33° 51' 36 S, 151° 15' 24 E);	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
1100757390	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:16.837+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1958-01-01T00:00:00	-33.85	151.266	OCEANIA	New South Wales	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:16.837+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '468659c2-03bf-4e95-9623-efc553139b6a'}]	[]	[]	[]	False			Clark, W. C.	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		468659c2-03bf-4e95-9623-efc553139b6a			Port Jackson	Invertebrates - Marine & Other	1100757390	468659c2-03bf-4e95-9623-efc553139b6a		P.3250	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.001	10000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1119322|urn:catalog:AM:Invertebrates - Marine & Other:P.3250		urn:australianmuseum.net.au:Events:1001316	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/17,verbatimUncertainty:1km-10km}	Sea-spider	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Port Jackson (33° 51' S, 151° 16' E);	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	MALE																								
