key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	networkKeys	coordinatePrecision	coordinateUncertaintyInMeters	institutionKey	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	vernacularName	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	sex	waterBody	individualCount	depth	collectionKey	locality	fieldNumber	collectionID	preparations	nomenclaturalCode	institutionID	higherClassification	higherGeography	habitat	verbatimDepth	locationID	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	type	http://unknown.org/language	depthAccuracy
3743097360	50c9509d-22c7-4a22-a47d-8c48425ef4a7	28eb1a3f-1c15-4a95-931a-4af90ecb574d	997448a8-f762-11e1-a439-00145eb45e9a	28eb1a3f-1c15-4a95-931a-4af90ecb574d	US	DWC_ARCHIVE	2024-07-23T16:16:17.354+00:00	2024-07-24T06:26:57.467+00:00	474	{}	HUMAN_OBSERVATION	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2021-04-08T04:18:59	-36.208092	150.126016	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.46_1', 'name': 'Eurobodalla'}}	2014.0	3.0	1.0	2014-03-01T01:00	60.0	60.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2023-04-25T22:32:20.000+00:00	2024-07-24T06:26:57.467+00:00	https://www.inaturalist.org/observations/73269776	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '73269776'}]	[]	[]	[]	False	iNaturalist research-grade observations	alcw_bdrs	alcw_bdrs	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA	alcw_bdrs	73269776	alcw_bdrs	2014-03-01 00:00:00+10:00	Eurobodalla, AU-NS, AU	Observations	3743097360	https://www.inaturalist.org/observations/73269776	813277	73269776	iNaturalist	01:00:00+11:00	wild	164077389																																								
2973687749	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:42.883+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-30.00833	153.25622	OCEANIA	New South Wales	{}	2005.0	4.0	29.0	2005-04-29	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:42.883+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '920d17a5-6243-476b-beb6-7ef07f3a13d2'}]	[]	[]	[]	False			Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		920d17a5-6243-476b-beb6-7ef07f3a13d2			Chopper Rock, north west of North West Solitary Island	Invertebrates - Marine & Other	2973687749	920d17a5-6243-476b-beb6-7ef07f3a13d2		P.104511	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:2464667|urn:catalog:AM:Invertebrates - Marine & Other:P.104511	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090396	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [NSW 2768] Australia, New South Wales, Chopper Rock, north west of North West Solitary Island (30° 00' 30 S, 153° 15' 22 E) 29/04/2005 - 29/04/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Collector), hand collected on SCUBA,;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
1100784272	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:45.810+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-30.94099	153.09949	OCEANIA	New South Wales	{}	2002.0	2.0	14.0	2002-02-14	45.0	45.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:45.810+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '75f3e451-f4cd-4e10-9f6d-0d6cfdc4097b'}]	[]	[]	[]	False		Murray, Anna|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		75f3e451-f4cd-4e10-9f6d-0d6cfdc4097b			south of Smoky Cape, south side of Fish Rock	Invertebrates - Marine & Other	1100784272	75f3e451-f4cd-4e10-9f6d-0d6cfdc4097b		P.73629	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	100.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1198376|urn:catalog:AM:Invertebrates - Marine & Other:P.73629	airlift on SCUBA	urn:australianmuseum.net.au:Events:1090633	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Sea-spider	ecatalogue.LocCollectionEventLocal: [NSW 1911] Australia, New South Wales, south of Smoky Cape, south side of Fish Rock (30° 56' 28 S, 153° 05' 58 E) 14/02/2002 - 14/02/2002, Murray, Ms Anna - Australian Museum - Marine Invertebrates(Collector), airlift on SCUBA, Field Collected - Aquatic;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	MALE																								
1100788058	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:31.520+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-37.32332	150.18833		New South Wales	{}	1994.0	9.0	1.0	1994-09-01	244.0	244.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:31.520+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '47a3c8e2-11f9-4c9f-96a8-e1e1462199c2'}]	[]	[]	[]	False		Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		47a3c8e2-11f9-4c9f-96a8-e1e1462199c2			east of Disaster Bay	Invertebrates - Marine & Other	1100788058	47a3c8e2-11f9-4c9f-96a8-e1e1462199c2		P.78370	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1268701|urn:catalog:AM:Invertebrates - Marine & Other:P.78370	benthic sled	urn:australianmuseum.net.au:Events:1067282	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [SS05/94/116] Australia, New South Wales, east of Disaster Bay (37° 19' 24 S, 150° 11' 18 E) 01/09/1994 - 01/09/1994, benthic sled;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885																									
1100788060	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:33.192+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-37.31	150.065	OCEANIA	New South Wales	{}	1994.0	9.0	2.0	1994-09-02	245.0	245.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:33.192+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '72b7f7b0-9a26-4b39-8f3f-fe8446522227'}]	[]	[]	[]	False		Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		72b7f7b0-9a26-4b39-8f3f-fe8446522227			east of Disaster Bay	Invertebrates - Marine & Other	1100788060	72b7f7b0-9a26-4b39-8f3f-fe8446522227		P.78371	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1265234|urn:catalog:AM:Invertebrates - Marine & Other:P.78371	benthic sled	urn:australianmuseum.net.au:Events:1067284	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [SS05/94/119] Australia, New South Wales, east of Disaster Bay (37° 18' 36 S, 150° 03' 54 E) 02/09/1994 - 02/09/1994, benthic sled;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	MALE																								
1100788070	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:57.881+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-36.38833	150.17666		New South Wales	{}	1994.0	9.0	5.0	1994-09-05	248.0	248.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:57.881+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a55a2a8f-dc1c-4b85-bd61-2e967147f3f6'}]	[]	[]	[]	False		Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		a55a2a8f-dc1c-4b85-bd61-2e967147f3f6			east of Bermagui	Invertebrates - Marine & Other	1100788070	a55a2a8f-dc1c-4b85-bd61-2e967147f3f6		P.78376	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	1000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1265243|urn:catalog:AM:Invertebrates - Marine & Other:P.78376	benthic sled	urn:australianmuseum.net.au:Events:1067306	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [SS05/94/156] Australia, New South Wales, east of Bermagui (36° 23' 18 S, 150° 10' 36 E) 05/09/1994 - 05/09/1994, benthic sled;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	FEMALE																								
1100763358	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:51.037+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-10.04533	144.69883		Queensland	{}	1993.0	1.0	27.0	1993-01-27	27.0	27.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:51.037+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cc642ded-cb9f-4bf6-8d3b-daacb60e9bfe'}]	[]	[]	[]	False		Keable, J. Stephen|Australian Museum|Invertebrates, Marine	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		cc642ded-cb9f-4bf6-8d3b-daacb60e9bfe			Boot Reef, reef flat	Invertebrates - Marine & Other	1100763358	cc642ded-cb9f-4bf6-8d3b-daacb60e9bfe		P.43526	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	100.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1063237|urn:catalog:AM:Invertebrates - Marine & Other:P.43526	scuba	urn:australianmuseum.net.au:Events:1064911	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	Sea-spider	ecatalogue.LocCollectionEventLocal: [QLD 760] Coral Sea, Boot Reef, reef flat (10° 02' 43 S, 144° 41' 56 E) 27/01/1993 - 27/01/1993, scuba;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885		Coral Sea																							
1100764283	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:49.184+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.23683	156.17799			{}	1989.0	5.0	2.0	1989-05-02	122.0	122.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:49.184+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a0674e69-1035-4571-892b-583646af658f'}]	[]	[]	[]	False		Lowry, J.K.|Party	Krapp, F	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		a0674e69-1035-4571-892b-583646af658f			Taupo Seamount	Invertebrates - Marine & Other	1100764283	a0674e69-1035-4571-892b-583646af658f		P.44702	AM				['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1e-05	10000.0	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	ecatalogue.irn:1063718|urn:catalog:AM:Invertebrates - Marine & Other:P.44702	1.2 m benthic sled	urn:australianmuseum.net.au:Events:1055081	Nymphon aequidigitatum Haswell, 1885	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Sea-spider	ecatalogue.LocCollectionEventLocal: [FR0589-07] Tasman Sea, Taupo Seamount (33° 14' 13 S, 156° 10' 41 E) 02/05/1989 - 02/05/1989, 1.2 m benthic sled;	https://biodiversity.org.au/afd/taxa/21048d88-2e0b-44f9-a89c-a7c0b75747b5	Nymphon aequidigitatum	Haswell, 1885	FEMALE	Tasman Sea																							
462402568	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.425+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1885', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphon;Nymphonidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Haswell, 1885', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117512', 'http://rs.tdwg.org/dwc/terms/family': 'Nymphonidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphon', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'aequidigitatum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16255', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphon aequidigitatum Haswell, 1885'}]}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		11.82	121.368332	ASIA		{}	1985.0	6.0	4.0	1985-06-04T16:25/1985-06-04T16:35	155.0	155.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.425+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20625'}]	[]	[]	[]	False		Bouchet & Triclot		WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20625				IU	462402568	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20625		2008-20625	MNHN				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			6a6ac6c5-1b8a-48db-91a2-f8661274ff80														4.0	266.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	W Buad I.	MUSORSTOM 3/DR126	10.15468/qgvvhd																	
462401302	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.424+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1885', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphon;Nymphonidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Haswell, 1885', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117513', 'http://rs.tdwg.org/dwc/terms/family': 'Nymphonidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphon', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'aequidigitatum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16255', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphon aequidigitatum Haswell, 1885'}]}	PRESERVED_SPECIMEN	PRESENT	2117781	1	54	354	9477065	2013	2117630	2117781	2117781	Nymphon aequidigitatum Haswell, 1885	Nymphon aequidigitatum Haswell, 1885	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon aequidigitatum	Nymphon	aequidigitatum	SPECIES	ACCEPTED	NE		11.82	121.368332	ASIA		{}	1985.0	6.0	4.0	1985-06-04T16:25/1985-06-04T16:35	155.0	155.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.424+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20626'}]	[]	[]	[]	False		Bouchet & Triclot		WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20626				IU	462401302	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20626		2008-20626	MNHN				['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			6a6ac6c5-1b8a-48db-91a2-f8661274ff80														1.0	266.0	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	W Buad I.	MUSORSTOM 3/DR126	10.15468/qgvvhd																	
