key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	depth	depthAccuracy	geodeticDatum	countryCode	gbifRegion	country
3965867322	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:44.963+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118536	1	54	354	9477065	6313	2118535	2118536	2118536	Oorhynchus aucklandiae Hoek, 1881	Oorhynchus aucklandiae Hoek, 1881	Animalia	Arthropoda	Pantopoda	Ammotheidae	Oorhynchus	Oorhynchus aucklandiae	Oorhynchus	aucklandiae	SPECIES	ACCEPTED	NE	{}	1874.0	7.0	10.0	1874-07-10	191.0	191.0	HOLOTYPE	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:44.963+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '9991461'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:9991461	Pycnogonida	[]	[]	EUROPE	9991461	1881.38	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""NHMUK014664342"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1667562162000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Oorhynchus aucklandiae Hoek, 1881"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": null, ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": ""Specimen"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Pacific Ocean; off New Zealand; -37.57 (37° 34’ 12” S); 179.37 (179° 22’ 12” E); 1 280 m;	3965867322	ZOO	d058c83d-af7e-45ae-bba6-42f0a0bdc3e9	Arthropoda; Pycnogonida; Pantopoda; Ammotheidae								
318009229	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.958+00:00	124	{}	OCCURRENCE		PRESENT	2118536	1	54	354	9477065	6313	2118535	2118536	2118536	Oorhynchus aucklandiae Hoek, 1881	Oorhynchus aucklandiae Hoek, 1881	Animalia	Arthropoda	Pantopoda	Ammotheidae	Oorhynchus	Oorhynchus aucklandiae	Oorhynchus	aucklandiae	SPECIES	ACCEPTED	NE	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.958+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34960'}]	[]	[]	[]		False		Pycnogonida	[]	[]	EUROPE		34960	BAS			318009229	SOMBASE Pycnogonids			-37.5666	179.3666	1280.0	0.0	WGS84	NZ	OCEANIA	New Zealand
