key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	verbatimEventDate	footprintWKT	fieldNumber	gbifID	occurrenceRemarks	language	occurrenceID	type	institutionKey	institutionID	catalogNumber	institutionCode	sex	dateIdentified	coordinatePrecision	continent	waterBody	otherCatalogNumbers	recordedBy	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	locationRemarks	taxonConceptID	eventTime	identificationRemarks	http://unknown.org/species	nameAccordingTo	datasetID	recordNumber	identificationQualifier	taxonID	individualCount	collectionKey	locality	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	higherGeography	modified	datasetName	rightsHolder	nomenclaturalCode	locationID	higherClassification	vernacularName	islandGroup	island	bibliographicCitation	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language
3386516968	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.772+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-62.152	-44.989	253.0	536.5	19.5	{}	2016.0	3.0	6.0	2016-03-06	66.0	66.0	[]	2024-01-26T10:52:24.772+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0706_01'}]	[]	[]	[]	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0706_01	urn:lsid:marinespecies.org:taxname:173550	6/3/2016	LINESTRING (-44.99019 -62.15421, -44.98773 -62.14981)	JR15005_33	3386516968	specimen consumed	en	JR15005_0706_01	PhysicalObject																																																		
3386516885	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.740+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-62.2824	-44.9983	216.0	742.0	16.0	{}	2016.0	3.0	6.0	2016-03-06	66.0	66.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.740+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_0762'}]	[]	[]	[]	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0762	urn:lsid:marinespecies.org:taxname:173550	6/3/2016	LINESTRING (-44.99531 -62.28379, -45.00127 -62.28109)	JR15005_38	3386516885		en	JR15005_0762	PhysicalObject	da671615-9a15-4844-9d5e-ef66382192fb	https://ror.org/01rhff309	JR15005_0762	BAS																																														
3386516751	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.648+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-60.2754	-46.8699	257.0	485.0	1.0	{}	2016.0	3.0	11.0	2016-03-11	71.0	71.0	[]	2024-01-26T10:52:24.648+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_1611_02'}]	[]	[]	[]	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1611_02	urn:lsid:marinespecies.org:taxname:173550	11/3/2016	LINESTRING (-46.86591 -60.27661, -46.87385 -60.27423)	JR15005_79	3386516751	specimen consumed	en	JR15005_1611_02	PhysicalObject																																																		
3386516529	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.464+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-60.7367	-42.9763	299.0	834.0	33.0	{}	2016.0	3.0	15.0	2016-03-15	75.0	75.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.464+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR15005_2532_02'}]	[]	[]	[]	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_2532_02	urn:lsid:marinespecies.org:taxname:173550	15/03/2016	LINESTRING (-42.97247 -60.73865, -42.98017 -60.73483)	JR15005_119	3386516529		en	JR15005_2532_02	PhysicalObject	da671615-9a15-4844-9d5e-ef66382192fb	https://ror.org/01rhff309	JR15005_2532_02	BAS																																														
3386517107	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.829+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-74.3709	-28.104	157.0	2053.085	0.8249999999998181	{}	2012.0	2.0	26.0	2012-02-26	57.0	57.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.829+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1061.2'}]	[]	[]	[]	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1061.2	urn:lsid:marinespecies.org:taxname:173550	26/02/2012	LINESTRING (-28.10797 -74.36996, -28.09996 -74.37177)	JR275_75	3386517107		en	JR275_1061.2	PhysicalObject	da671615-9a15-4844-9d5e-ef66382192fb	https://ror.org/01rhff309	JR275_1061.2	BAS																																														
3386516368	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.328+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-75.2634	-31.1286	78.0	605.71	1.420000000000016	{}	2012.0	2.0	23.0	2012-02-23	54.0	54.0	[]	2024-01-26T10:52:24.328+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_854.3_01'}]	[]	[]	[]	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_854.3_01	urn:lsid:marinespecies.org:taxname:173550	23/02/2012	LINESTRING (-31.12627 -75.26308, -31.131 -75.26378)	JR275_58	3386516368	specimen consumed	en	JR275_854.3_01	PhysicalObject																																																		
3386516471	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.333+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-75.2661	-31.1476	87.0	608.6700000000001	1.5699999999999932	{}	2012.0	2.0	23.0	2012-02-23	54.0	54.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.333+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	individuals	False	[{'identifier': 'JR275_882.4_01'}]	[]	[]	[]	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_882.4_01	urn:lsid:marinespecies.org:taxname:173550	23/02/2012	LINESTRING (-31.14481 -75.26581, -31.15042 -75.26645)	JR275_59	3386516471		en	JR275_882.4_01	PhysicalObject	da671615-9a15-4844-9d5e-ef66382192fb	https://ror.org/01rhff309	JR275_882.4_01	BAS																																														
3386517198	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.871+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-75.0916	-32.2177	77.0	611.225	0.6050000000000182	{}	2012.0	2.0	24.0	2012-02-24	55.0	55.0	[]	2024-01-26T10:52:24.871+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_969.3'}]	[]	[]	[]	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_969.3	urn:lsid:marinespecies.org:taxname:173550	24/02/2012	LINESTRING (-32.21768 -75.09095, -32.21767 -75.09233)	JR275_64	3386517198	specimen consumed	en	JR275_969.3	PhysicalObject																																																		
1100797268	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:09.199+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-29.24163	-177.87788	100.0			{}	2011.0	5.0	20.0	2011-05-20	140.0	140.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:09.199+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '32aefa6a-8c5b-46bd-a927-04ed43d8106c'}]	[]	[]	[]	False	Arango, Dr Claudia - Queensland Museum		Hand collecting on SCUBA	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1153338	32aefa6a-8c5b-46bd-a927-04ed43d8106c					1100797268			32aefa6a-8c5b-46bd-a927-04ed43d8106c		9cfe8cbf-35ff-4d93-b932-cb05d91b7922		P.88543	AM	MALE	2011-01-01T00:00:00	1e-05	OCEANIA	Pacific Ocean	ecatalogue.irn:1471447|urn:catalog:AM:Invertebrates - Marine & Other:P.88543	Keable, Stephen John|Australian Museum|Invertebrates, Marine	Anoplodactylus australis (Hodgson, 1914)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/5/29}	Kermadec Islands, North Meyer Island, north-west corner	Invertebrates - Marine & Other	ecatalogue.LocCollectionEventLocal: [K2011-62] Pacific Ocean, New Zealand, Kermadec Islands, North Meyer Island, north-west corner (29° 14' 30 S, 177° 52' 40 W) 20/05/2011 - 20/05/2011, Hand collecting on SCUBA, Field Collected - Aquatic, Kermadec Biodiscovery Expedition;	https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	9:17	ecatalogue.IdeComments: Anoplodactylus australis-comples;	Anoplodactylus australis	(Hodgson, 1914)																												
1100796150	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:08.820+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-29.24163	-177.87788	100.0			{}	2011.0	5.0	20.0	2011-05-20	140.0	140.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:08.820+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'ef0953f7-aa55-43f1-ae3d-a60953410b55'}]	[]	[]	[]	False	Arango, Dr Claudia - Queensland Museum		Hand collecting on SCUBA	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1153338	ef0953f7-aa55-43f1-ae3d-a60953410b55					1100796150			ef0953f7-aa55-43f1-ae3d-a60953410b55		9cfe8cbf-35ff-4d93-b932-cb05d91b7922		P.87370	AM	FEMALE	2011-01-01T00:00:00	1e-05	OCEANIA	Pacific Ocean	ecatalogue.irn:1432104|urn:catalog:AM:Invertebrates - Marine & Other:P.87370	Keable, Stephen John|Australian Museum|Invertebrates, Marine	Anoplodactylus australis (Hodgson, 1914)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/5/29}	Kermadec Islands, North Meyer Island, north-west corner	Invertebrates - Marine & Other	ecatalogue.LocCollectionEventLocal: [K2011-62] Pacific Ocean, New Zealand, Kermadec Islands, North Meyer Island, north-west corner (29° 14' 30 S, 177° 52' 40 W) 20/05/2011 - 20/05/2011, Hand collecting on SCUBA, Field Collected - Aquatic, Kermadec Biodiscovery Expedition;	https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	9:17		Anoplodactylus australis	(Hodgson, 1914)																												
