key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	verbatimEventDate	footprintWKT	fieldNumber	gbifID	occurrenceRemarks	language	occurrenceID	type	institutionKey	institutionID	catalogNumber	institutionCode	sex	dateIdentified	coordinatePrecision	continent	waterBody	otherCatalogNumbers	recordedBy	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	locationRemarks	taxonConceptID	eventTime	identificationRemarks	http://unknown.org/species	nameAccordingTo	datasetID	recordNumber	identificationQualifier	taxonID	individualCount	collectionKey	locality	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	higherGeography	modified	datasetName	rightsHolder	nomenclaturalCode	locationID	higherClassification	vernacularName	islandGroup	island	bibliographicCitation	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language
3466772482	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:17.951+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE				234.0		{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:17.951+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '5f2a839f-18d4-4660-817a-52bfe66c33c5'}]	[]	[]	[]	False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 1	5f2a839f-18d4-4660-817a-52bfe66c33c5	urn:lsid:marinespecies.org:taxname:173550	1/12/2008			3466772482			5f2a839f-18d4-4660-817a-52bfe66c33c5									ANTARCTICA					7000					https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b			Anoplodactylus australis		ASAC_3010_0511	IU-2007-298	Species	173550																								
3466772824	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.601+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE				234.0		{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.601+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': 'f8098301-e38c-43de-a05a-d2eaa5d1ca96'}]	[]	[]	[]	False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 1	f8098301-e38c-43de-a05a-d2eaa5d1ca96	urn:lsid:marinespecies.org:taxname:173550	1/12/2008			3466772824			f8098301-e38c-43de-a05a-d2eaa5d1ca96									ANTARCTICA					7000					https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b			Anoplodactylus australis		ASAC_3010_0525	IU-2007-302	Species	173550																								
4399691353	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.218+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-71.125	-11.463333				{}	2000.0	4.0	5.0	2000-04-05	96.0	96.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.218+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': 'fc3c717d-d7f1-4d09-865b-a620ba2ff5e6'}]	[]	[]	[]	False	Turpaeva, Elena	EtOH 75%	TV Grab	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANTXVII/3_st.111-6	fc3c717d-d7f1-4d09-865b-a620ba2ff5e6				111-6	4399691353			fc3c717d-d7f1-4d09-865b-a620ba2ff5e6		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	INV0002185	IORAS					Atlantic Ocean		RV Polarstern					OBFc											1.0	fd699988-ab5d-4737-9443-9085cea191d2	Antarctica	65.0 m	IORAS	cruise ANTXVII/3	fd699988-ab5d-4737-9443-9085cea191d2																	
1272732656	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:25.818+00:00	381		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.8127	70.4163		812.5	17.5	{}	1993.0	2.0	15.0	1993-02-15	46.0	46.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:25.818+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '4a80dfc6-3b41-4cb6-8aee-3a707ec947c6'}]	[]	[]	[]	True	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 142	4a80dfc6-3b41-4cb6-8aee-3a707ec947c6				AA93 142	1272732656		en	4a80dfc6-3b41-4cb6-8aee-3a707ec947c6	PhysicalObject	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	urn:lsid:biocol.org:col:34978	J37998	NMV		1994-01-01T00:00:00					O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)		7000		North of Fram Bank	Invertebrates		https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	19:07:00\19:17:00		Anoplodactylus australis						1.0		North of Fram Bank		NMV			Antarctica	2019-07-08T12:52:00.000+00:00	AA93	Museums Victoria	ICZN	AA93 142	Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae										
147201610	86b7940e-f762-11e1-a439-00145eb45e9a	f69d71e9-a6a9-4531-90f1-5ae6b99f8dc2		19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-23T08:46:34.124+00:00	2024-07-23T08:46:59.621+00:00	316		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.894833	63.105667	500.0	367.0	0.0	{}	1993.0	2.0	11.0	1993-02-11	42.0	42.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_NONE']	2024-07-23T08:46:59.621+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '53af01d4-620b-4017-bde8-586e0e0ddf99'}]	[]	[]	[]	True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		53af01d4-620b-4017-bde8-586e0e0ddf99					147201610			53af01d4-620b-4017-bde8-586e0e0ddf99	PhysicalObject			ABSD-6007	AADC							UNKNOWN OR ANONYMOUS		7000			ABSD		33015038			Anoplodactylus australis								Prydz Bay												Pycnogonid									
1272732664	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:30.158+00:00	381		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.8127	70.4163		812.5	17.5	{}	1993.0	2.0	15.0	1993-02-15	46.0	46.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:30.158+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '60e3c39a-c4b7-4011-b71d-ff66df5decc2'}]	[]	[]	[]	True	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 142	60e3c39a-c4b7-4011-b71d-ff66df5decc2				AA93 142	1272732664		en	60e3c39a-c4b7-4011-b71d-ff66df5decc2	PhysicalObject	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	urn:lsid:biocol.org:col:34978	J37999	NMV		1994-01-01T00:00:00					O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)		7000		North of Fram Bank	Invertebrates		https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	19:07:00\19:17:00		Anoplodactylus australis						1.0		North of Fram Bank		NMV			Antarctica	2019-07-08T12:53:00.000+00:00	AA93	Museums Victoria	ICZN	AA93 142	Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae										
147201784	86b7940e-f762-11e1-a439-00145eb45e9a	f69d71e9-a6a9-4531-90f1-5ae6b99f8dc2		19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-23T08:46:34.124+00:00	2024-07-23T08:46:59.773+00:00	316		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.812667	70.416333	500.0	795.0	0.0	{}	1993.0	2.0	15.0	1993-02-15	46.0	46.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_NONE']	2024-07-23T08:46:59.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '6c2cb9e1-67f5-416d-b18d-158787955759'}]	[]	[]	[]	True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		6c2cb9e1-67f5-416d-b18d-158787955759					147201784			6c2cb9e1-67f5-416d-b18d-158787955759	PhysicalObject			ABSD-6627	AADC							UNKNOWN OR ANONYMOUS		7000			ABSD		33015038			Anoplodactylus australis								Prydz Bay												Pycnogonid									
1272732649	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:32.685+00:00	381		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.8127	70.4163		812.5	17.5	{}	1993.0	2.0	15.0	1993-02-15	46.0	46.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:32.685+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '7c4dbc65-951d-42b9-8c68-51d4e345e107'}]	[]	[]	[]	True	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 142	7c4dbc65-951d-42b9-8c68-51d4e345e107				AA93 142	1272732649		en	7c4dbc65-951d-42b9-8c68-51d4e345e107	PhysicalObject	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	urn:lsid:biocol.org:col:34978	J37997	NMV		1994-01-01T00:00:00					O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)		7000		North of Fram Bank	Invertebrates		https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	19:07:00\19:17:00		Anoplodactylus australis						3.0		North of Fram Bank		NMV			Antarctica	2019-07-08T12:52:00.000+00:00	AA93	Museums Victoria	ICZN	AA93 142	Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae										
1272732631	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:33.309+00:00	381		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.8948	63.1057		403.0	36.0	{}	1993.0	2.0	11.0	1993-02-11	42.0	42.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:33.309+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '828e09fd-57cf-4481-a08a-443cc15bcc09'}]	[]	[]	[]	True	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 125	828e09fd-57cf-4481-a08a-443cc15bcc09				AA93 125	1272732631		en	828e09fd-57cf-4481-a08a-443cc15bcc09	PhysicalObject	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	urn:lsid:biocol.org:col:34978	J37995	NMV		1994-01-01T00:00:00					O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)		7000		Western MacRobertson Shelf	Invertebrates		https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	19:19:00\19:34:00		Anoplodactylus australis						1.0		Western MacRobertson Shelf		NMV			Antarctica	2019-07-08T12:52:00.000+00:00	AA93	Museums Victoria	ICZN	AA93 125	Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae										
1272732638	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:36.875+00:00	381		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-66.8127	70.4163		812.5	17.5	{}	1993.0	2.0	15.0	1993-02-15	46.0	46.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:36.875+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'e1a503f8-55fb-4b50-a146-ee681c8f50a7'}]	[]	[]	[]	True	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 142	e1a503f8-55fb-4b50-a146-ee681c8f50a7				AA93 142	1272732638		en	e1a503f8-55fb-4b50-a146-ee681c8f50a7	PhysicalObject	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	urn:lsid:biocol.org:col:34978	J37996	NMV		1994-01-01T00:00:00					O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)		7000		North of Fram Bank	Invertebrates		https://biodiversity.org.au/afd/taxa/26190dde-0810-4f61-b95f-f5f43387836b	19:07:00\19:17:00		Anoplodactylus australis						1.0		North of Fram Bank		NMV			Antarctica	2019-07-08T12:53:00.000+00:00	AA93	Museums Victoria	ICZN	AA93 142	Arthropoda | Chelicerata | Pycnogonida | Phoxichilidiidae										
4081186310	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.471+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-74.333333	179.5	500.0	200.0	2.0	{}	1960.0	2.0	3.0	1960-02-03	34.0	34.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.471+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5d3f24b6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Specimen(s), None = 2	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5d3f24b6-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173550		POINT (179.5 -74.3333333)		4081186310		en	5d3f24b6-fa36-11e2-96b3-aa6f927c92a3				9167	NIWA Invertebrate Collection	FEMALE						NZOI					NIWA													Pennell Bank, Ross Sea							NIWA Invertebrate Collection			A520											
4081087936	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.867+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-77.0833	177.2	500.0	354.0		{}	1959.0	1.0	11.0	1959-01-11	11.0	11.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.867+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5edb18ca-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Specimen(s), None = 2	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5edb18ca-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173550		POINT (177.2 -77.0833)		4081087936		en	5edb18ca-fa36-11e2-96b3-aa6f927c92a3				9387	NIWA Invertebrate Collection							NZOI					NIWA																				NIWA Invertebrate Collection			A449_Trawl											
4081155935	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.282+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117403	1	54	354	9477065	6316	2117290	2117403	2117403	Anoplodactylus australis (Hodgson, 1914)	Anoplodactylus australis (Hodgson, 1914)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus australis	Anoplodactylus	australis	SPECIES	ACCEPTED	NE	-76.699833	179.733167	500.0	417.0	47.0	{}	1959.0	1.0	11.0	1959-01-11	11.0	11.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.282+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5f68297c-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]	False		Specimen(s), None = 3	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5f68297c-fa36-11e2-96b3-aa6f927c92a3	urn:lsid:marinespecies.org:taxname:173550		LINESTRING (179.7331667 -76.6998333, 179.8831667 -76.5998333)		4081155935		en	5f68297c-fa36-11e2-96b3-aa6f927c92a3				9541	NIWA Invertebrate Collection							NZOI					NIWA																				NIWA Invertebrate Collection			A450_Trawl											
