key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	continent	dateIdentified	stateProvince	higherGeography	georeferencedBy	modified	references	otherCatalogNumbers	georeferencedDate	nomenclaturalCode	verbatimEventDate	verbatimLocality	locationAccordingTo	organismID	previousIdentifications	identificationQualifier	eventTime	identificationRemarks	occurrenceRemarks	accessRights	higherClassification	sex	depth	depthAccuracy	datasetName	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	scientificNameID	locationID	typeStatus
1317263064	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.600+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	71.38	-156.48	{}	Arctic Ocean, Beaufort Sea	1948.0	9.0	9.0	1948-09-09	253.0	253.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:45.600+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/302ae6e4a-9a7e-45ed-baf0-66427e634bd1'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	G. Macgintie	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/302ae6e4a-9a7e-45ed-baf0-66427e634bd1	urn:lsid:biocol.org:col:34871	Off Point Barrow Base		IZ	1317263064	http://n2t.net/ark:/65665/302ae6e4a-9a7e-45ed-baf0-66427e634bd1		USNM 122389	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA		Alaska	Arctic Ocean, Beaufort Sea, United States, Alaska		2014-03-20T11:39:00.000+00:00					09 SEP 1948										Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	FEMALE	32.0	8.0	NMNH Extant Biology		4-5 Mile Off Point Barrow Base				
2423560645	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:23.928+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	61.667	-175.399994	{}		1933.0	7.0	26.0	1933-07-26	207.0	207.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:23.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9280'}]	[]	[]	[]			False	Kondakov, Makarov				WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America			9280				2006B3	2423560645	9280			ArcOD																						;83582;134598;Krasnoarmeets				990.0						urn:lsid:marinespecies.org:taxname:134598		
2423560745	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:24.168+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	75.699997	89.483002	{}		1933.0	8.0	27.0	1933-08-27	239.0	239.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:24.168+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9592'}]	[]	[]	[]			False	Gorbunov				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			9592				2006B3	2423560745	9592			ArcOD																						;83582;134598;Sibiriakov				200.0						urn:lsid:marinespecies.org:taxname:134598		
2423560682	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:24.657+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	79.449997	76.667	{}		1930.0	8.0	15.0	1930-08-15	227.0	227.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:24.657+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7421'}]	[]	[]	[]			False	Gorbunov				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			7421				2006B3	2423560682	7421			ArcOD																						;83582;134598;Sedov				340.0						urn:lsid:marinespecies.org:taxname:134598		
2423560898	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:24.303+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	72.333	51.333	{}		1929.0	9.0	3.0	1929-09-03	246.0	246.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:24.303+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7121'}]	[]	[]	[]			False	Gurvich				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			7121				2006B3	2423560898	7121			ArcOD																						;83582;134598;Zarnitsa				710.0						urn:lsid:marinespecies.org:taxname:134598		
2423560604	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:25.746+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	73.633003	68.949997	{}		1921.0	9.0	17.0	1921-09-17	260.0	260.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:25.746+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4392'}]	[]	[]	[]			False	Grinvich				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			4392				2006B3	2423560604	4392			ArcOD																						;83582;134598;Malygin				230.0						urn:lsid:marinespecies.org:taxname:134598		
1318962978	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:20.374+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	42.0444	142.556	{}	North Pacific Ocean	1906.0	10.0	2.0	1906-10-02	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:20.374+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34ddf2304-29bb-4397-b8c9-6b79ff14676a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/34ddf2304-29bb-4397-b8c9-6b79ff14676a	urn:lsid:biocol.org:col:34871	Hokkaido Island, Urakawa, SW of	USFC/A5037	IZ	1318962978	http://n2t.net/ark:/65665/34ddf2304-29bb-4397-b8c9-6b79ff14676a		USNM 80865	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Hokkaido	North Pacific Ocean, Japan, Hokkaido		2015-07-02T16:26:00.000+00:00															Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		479.0	159.0	NMNH Extant Biology			Degrees Minutes Seconds		5037	
2423560927	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:23.259+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	78.116997	20.75	{}		1901.0	8.0	19.0	1901-08-19	231.0	231.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:23.259+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2702'}]	[]	[]	[]			False	Volkovich, Mihailovski				WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen			2702				2006B3	2423560927	2702			ArcOD				EUROPE																		;83582;134598;Bakan				140.0	10.0					urn:lsid:marinespecies.org:taxname:134598		
2423561129	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:26.159+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	73.449997	79.25	{}		1900.0	8.0	12.0	1900-08-12	224.0	224.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:26.159+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2083'}]	[]	[]	[]			False	Birulia				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			2083				2006B3	2423561129	2083			ArcOD																						;83582;134598;Zaria				400.0						urn:lsid:marinespecies.org:taxname:134598		
2423561307	5a0e9dc9-d2b0-489e-91b6-c1e2aca0d62c	44862593-2fdd-4491-ab79-b500b8272aac	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b494d108-871b-4dfa-bffe-c7949c7400e4	44862593-2fdd-4491-ab79-b500b8272aac	ZZ	EML	2024-07-22T11:53:05.680+00:00	2024-07-22T12:00:26.374+00:00	334	{}	HUMAN_OBSERVATION		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	76.133003	93.833	{}		1900.0	9.0	22.0	1900-09-22	265.0	265.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-07-22T12:00:26.374+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2224'}]	[]	[]	[]			False	Birulia				WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation			2224				2006B3	2423561307	2224			ArcOD				ASIA																		;83582;134598;Zaria				300.0	20.0					urn:lsid:marinespecies.org:taxname:134598		
1322551417	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:28.614+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5720507	1	54	354	9477065	6313	2118396	2118455	2118455	Ammothea elongata Hilton, 1942	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Ammothea	elongata	SPECIES	SYNONYM	NE	55.4333	-155.433	{}	North Pacific Ocean	1890.0	8.0	29.0	1890-08-29	241.0	241.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:28.614+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3eca43620-258a-4001-b7dc-2e9e544660cd'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hilton, W. A.	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3eca43620-258a-4001-b7dc-2e9e544660cd	urn:lsid:biocol.org:col:34871	Alaska Peninsula, Chirikof Island, South of	USFC/A3340	IZ	1322551417	http://n2t.net/ark:/65665/3eca43620-258a-4001-b7dc-2e9e544660cd		USNM 81491	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Alaska	North Pacific Ocean, United States, Alaska		2015-03-17T10:31:00.000+00:00															Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		1271.0	0.0	NMNH Extant Biology			Degrees Minutes Seconds		3340	HOLOTYPE
1317661348	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:26.929+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:26.929+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3144b1f39-06db-444f-b09f-d78b457e6940'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False			Alcohol (Ethanol)			Pycnogonida		[]	[]			NORTH_AMERICA		http://n2t.net/ark:/65665/3144b1f39-06db-444f-b09f-d78b457e6940	urn:lsid:biocol.org:col:34871			IZ	1317661348	http://n2t.net/ark:/65665/3144b1f39-06db-444f-b09f-d78b457e6940		USNM 122390	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6						2013-01-11T15:41:00.000+00:00															Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				NMNH Extant Biology						
