key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	continent	dateIdentified	stateProvince	higherGeography	georeferencedBy	modified	references	otherCatalogNumbers	georeferencedDate	nomenclaturalCode	verbatimEventDate	verbatimLocality	locationAccordingTo	organismID	previousIdentifications	identificationQualifier	eventTime	identificationRemarks	occurrenceRemarks	accessRights	higherClassification	sex	depth	depthAccuracy	datasetName	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	scientificNameID	locationID	typeStatus
4399690816	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.841+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	73.8475654	75.089384	{}	Kara Sea	2011.0	9.0	16.0	2011-09-16	259.0	259.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.841+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f9558f47-d4c7-4379-bab8-f70240c6593c'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Raiskiy, Alexey	EtOH 75%	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5009	f9558f47-d4c7-4379-bab8-f70240c6593c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Interfluve, Kara Sea	5009	OBFc	4399690816	f9558f47-d4c7-4379-bab8-f70240c6593c	23.6 - 24.0 m	INV0001847	IORAS	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																															
4444205509	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.813+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	72.9574301	73.2929128	{}	Kara Sea	2007.0	9.0	28.0	2007-09-28	271.0	271.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.813+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6d3ee3c7-2717-4c23-af11-97f04dfc7f17'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Raiskiy, Alexey	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 54_st.4999	6d3ee3c7-2717-4c23-af11-97f04dfc7f17	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kara Sea	4999	OBFc	4444205509	6d3ee3c7-2717-4c23-af11-97f04dfc7f17	217.0 m	INV0003234	IORAS	IORAS	cruise 54	fd699988-ab5d-4737-9443-9085cea191d2																															
4444205767	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.893+00:00	69	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	71.2018166	66.1691232	{}	Kara Sea	2007.0	9.0	11.0	2007-09-11	254.0	254.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.893+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd64dde96-3c34-4449-9f62-1db1b612b78b'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Raiskiy, Alexey	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 54_st.4955	d64dde96-3c34-4449-9f62-1db1b612b78b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kara Sea	4955	OBFc	4444205767	d64dde96-3c34-4449-9f62-1db1b612b78b	24.0 m	INV0003218	IORAS	IORAS	cruise 54	fd699988-ab5d-4737-9443-9085cea191d2																															
4399691395	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.224+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	69.1740044	58.3577427	{}	Pechora Sea	1998.0	8.0	16.0	1998-08-16	228.0	228.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.224+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '88cef405-dc5c-4571-9b82-0bdecc923238'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	5 DO-0.1	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Sergey Vavilov_cruise 13_st.1104	88cef405-dc5c-4571-9b82-0bdecc923238	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Pechora Sea	1104	OBFc	4399691395	88cef405-dc5c-4571-9b82-0bdecc923238	17.0 m	INV0001754	IORAS	IORAS	cruise 13	fd699988-ab5d-4737-9443-9085cea191d2																															
4399691123	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.180+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	69.7840627	61.6478496	{}	Kara Sea	1995.0	9.0	18.0	1995-09-18	261.0	261.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.180+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '90885fc9-20ba-4291-9dd8-8c7487ca21ef'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Ya.Smirnitsky	Turpaeva, Elena	EtOH 75%		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Ya.Smirnitsky__st.93/3	90885fc9-20ba-4291-9dd8-8c7487ca21ef	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kara Sea	93/3	OBFc	4399691123	90885fc9-20ba-4291-9dd8-8c7487ca21ef	17.0 m	INV0000920	IORAS	IORAS		fd699988-ab5d-4737-9443-9085cea191d2	EUROPE																														
4399690645	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.813+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	71.233151	-179.4122448	{'level0': {'gid': 'RUS', 'name': 'Russia'}, 'level1': {'gid': 'RUS.12_1', 'name': 'Chukot'}, 'level2': {'gid': 'RUS.12.8_1', 'name': 'Shmidtovskiy rayon'}, 'level3': {'gid': 'RUS.12.8.1_1', 'name': ''}}	Chukchi Sea	1976.0	8.0	20.0	1976-08-20	233.0	233.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.813+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7b7aa332-8399-4d93-b37c-35ddb2422d05'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False		Turpaeva, Elena	EtOH 75%		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		7b7aa332-8399-4d93-b37c-35ddb2422d05	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Wrangel Island	NA	OBFc	4399690645	7b7aa332-8399-4d93-b37c-35ddb2422d05	3.0 m	INV0000919	IORAS	IORAS		fd699988-ab5d-4737-9443-9085cea191d2	ASIA																														
4444205838	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.911+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	51.2500109	150.3851439	{}	Pacific Ocean	1952.0	9.0	27.0	1952-09-27	271.0	271.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.911+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '942f7154-4222-4d6f-b7d0-6c7723b7ef7f'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	DO-0.3	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 12_st.1735	942f7154-4222-4d6f-b7d0-6c7723b7ef7f	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	1735	OBFc	4444205838	942f7154-4222-4d6f-b7d0-6c7723b7ef7f	1301.0 m	INV0002542	IORAS	IORAS	cruise 12	fd699988-ab5d-4737-9443-9085cea191d2																															
4399690553	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.777+00:00	69	{}	PRESERVED_SPECIMEN		PRESENT	5720508	1	54	354	9477065	6313	2118396	2118455	2118455	Ammothea borealis Schimkewitsch, 1895	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Ammothea	borealis	SPECIES	SYNONYM	NE	64.4497309	178.6366232	{}	Bering Sea	1950.0	9.0	6.0	1950-09-06	249.0	249.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.777+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '29473f49-653c-4bb0-8b43-2782f9cd6706'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Vityaz	Turpaeva, Elena	EtOH 75%	DP-0.4	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 5_st.562	29473f49-653c-4bb0-8b43-2782f9cd6706	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Bering Sea	562	OBFc	4399690553	29473f49-653c-4bb0-8b43-2782f9cd6706	21.0 m	INV0001383	IORAS	IORAS	cruise 5	fd699988-ab5d-4737-9443-9085cea191d2																															
1146406719	80ebe7f9-00ee-4fe3-80f6-303729cf5bac	d9699a79-4736-45c2-925c-f4033ac67d52	['1f2c0cbe-40df-43f6-ba07-e76133e78c31']	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-07-02T00:02:22.306+00:00	2024-07-02T00:02:49.227+00:00	437	{}	PRESERVED_SPECIMEN		PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE			{}		1949.0	9.0	12.0	1949-09-12	255.0	255.0	['AMBIGUOUS_INSTITUTION']	2024-07-02T00:02:49.227+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://arctos.database.museum/guid/UAM:Inv:16295?seid=2705126'}]	[]	[]	[]			False	Collector(s): George E. MacGinitie, Naval Arctic Research Laboratory	Joel Walker Hedgpeth	whole organism (isopropanol)			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://arctos.database.museum/guid/UAM:Inv:16295?seid=2705126	UAM	Point Barrow base, Barrow Quad		Inv	1146406719	http://arctos.database.museum/guid/UAM:Inv:16295?seid=2705126		UAM:Inv:16295	UAM			https://arctos.database.museum/collection/UAM:Inv		1949-09-12T00:00:00	Alaska	United States, Alaska	Angela R. Gastaldi	2024-06-17T01:00:00.017+00:00	http://arctos.database.museum/guid/UAM:Inv:16295	"[{""remarks"": null, ""issued_by"": null, ""identifier"": ""Arctic Research Laboratory #387A"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""identifier""}, {""remarks"": null, ""issued_by"": null, ""identifier"": ""U.S.N.M Acc. No. 187053"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""identifier""}]"	2015-09-14 00:00:00	ICZN	9/12/1949	Point Barrow base	Angela R. Gastaldi	http://arctos.database.museum/guid/UAM:Inv:16295	"[{""idby"": ""Joel Walker Hedgpeth"", ""made_date"": ""1949-09-12"", ""concept_label"": null, ""short_citation"": null, ""scientific_name"": ""Achelia borealis"", ""sensu_publication"": null, ""identification_taxa"": [{""taxon"": {""ftn"": ""Animalia, Arthropoda, Pycnogonida, Pantopoda, Ammotheidae, Achelia, Achelia borealis"", ""name"": ""Achelia borealis"", ""ctrms"": [{""psn"": 1, ""typ"": ""kingdom"", ""term"": ""Animalia""}, {""psn"": 2, ""typ"": ""phylum"", ""term"": ""Arthropoda""}, {""psn"": 3, ""typ"": ""class"", ""term"": ""Pycnogonida""}, {""psn"": 4, ""typ"": ""order"", ""term"": ""Pantopoda""}, {""psn"": 5, ""typ"": ""family"", ""term"": ""Ammotheidae""}, {""psn"": 6, ""typ"": ""genus"", ""term"": ""Achelia""}, {""psn"": 7, ""typ"": ""species"", ""term"": ""Achelia borealis""}], ""nctrms"": [{""typ"": ""display_name"", ""term"": ""<i>Achelia borealis</i>""}, {""typ"": ""nomenclatural_code"", ""term"": ""ICZN""}, {""typ"": ""remark"", ""term"": ""Imported from ITIS 6 Feb 2007""}, {""typ"": ""scientific_name"", ""term"": ""Achelia borealis""}, {""typ"": ""source_authority"", ""term"": ""ITIS""}, {""typ"": ""taxon_status"", ""term"": ""valid""}], ""source"": ""Arctos"", ""classification_id"": ""https://arctos.database.museum/name/Achelia borealis#Arctos""}, ""taxon_id"": ""https://arctos.database.museum/name/Achelia borealis"", ""variable"": ""A""}], ""identification_order"": 1, ""identification_agents"": [{""agent_name"": ""Joel Walker Hedgpeth"", ""agent_identifier"": ""https://arctos.database.museum/agent/21293807"", ""identifier_order"": 1}], ""identification_remarks"": ""Former nature_of_id: legacy."", ""identification_attributes"": null}]"	A	1949-09-12	Former nature_of_id: legacy.	washed ashore	http://vertnet.org/resources/norms.html	Animalia, Arthropoda, Pycnogonida, Pantopoda, Ammotheidae, Achelia,										
1318458497	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:12.774+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118455	1	54	354	9477065	6313	2118396	2118455	2118455	Achelia borealis (Schimkewitsch, 1895)	Achelia borealis (Schimkewitsch, 1895)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia borealis	Achelia	borealis	SPECIES	ACCEPTED	NE	71.38	-156.48	{}	Arctic Ocean, Beaufort Sea	1949.0	10.0	14.0	1949-10-14	287.0	287.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:12.774+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3378d12c7-5e42-4314-ad06-3564d3f0e579'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	G. Macgintie	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3378d12c7-5e42-4314-ad06-3564d3f0e579	urn:lsid:biocol.org:col:34871	3 Mile Out, Off Point Barrow Base		IZ	1318458497	http://n2t.net/ark:/65665/3378d12c7-5e42-4314-ad06-3564d3f0e579		USNM 122391	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA		Alaska	Arctic Ocean, Beaufort Sea, United States, Alaska		2013-02-08T17:18:00.000+00:00					14 OCT 1949										Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	FEMALE	53.0	0.0	NMNH Extant Biology	Topozone 1999-2004	3 Mile Out, Off Point Barrow Base	Decimal degrees			
