key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	gbifID	collectionCode	occurrenceID	collectionID	individualCount	sex	elevation	continent	references	combinationAuthors	verbatimScientificName	locality	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	modified	institutionKey	collectionKey	identifiedBy	institutionCode	fieldNumber	stateProvince	higherGeography	recordedBy	preparations	dynamicProperties	locationID	waterBody	datasetName	institutionID	verbatimEventDate	higherClassification	samplingProtocol	verbatimDepth	ownerInstitutionCode	parentEventID	lifeStage	georeferenceProtocol	verbatimCoordinateSystem	coordinateUncertaintyInMeters	georeferencedBy	otherCatalogNumbers	eventRemarks	language	type	locationAccordingTo	locationRemarks	eventTime	identificationRemarks	georeferencedDate	nomenclaturalCode	footprintWKT	verbatimLocality	organismID	previousIdentifications	identificationQualifier	occurrenceRemarks	accessRights	georeferenceSources	county	habitat	rightsHolder	coordinatePrecision	georeferenceVerificationStatus	disposition	footprintSRS	georeferenceRemarks	organismQuantity	organismQuantityType	verbatimIdentification	typeStatus	typifiedName	http://unknown.org/canonicalName	distanceFromCentroidInMeters	datasetID	http://unknown.org/language	originalNameUsage	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	higherGeographyID	associatedSequences	taxonConceptID
3743743484	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:29.387+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	25.231833	-83.582833	74.155	0.8250000000000028	{}	2020.0	10.0	17.0	2020-10-17	291.0	291.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:29.387+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3a85fddd-d625-43ec-b7c0-cc73403565d3'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	8087f2f2-b00c-4e79-b399-3a085f97aae0	3a85fddd-d625-43ec-b7c0-cc73403565d3	140080	urn:lsid:marinespecies.org:taxname:240258	3743743484	FSBC I	3a85fddd-d625-43ec-b7c0-cc73403565d3	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
4012366617	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.093+00:00	84	{}	MATERIAL_CITATION	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	14.625	-61.138332			{}	2016.0	10.0	2.0	2016-10-02	276.0	276.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.093+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E3DFF94FDC206F3005FBEE4.mc.3B68E54D3E3DFF93FF4004D30329B864'}]	[]	[]	[]	False	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE		03A95E063E3DFF94FDC206F3005FBEE4.mc.3B68E54D3E3DFF93FF4004D30329B864			4012366617		03A95E063E3DFF94FDC206F3005FBEE4.mc.3B68E54D3E3DFF93FF4004D30329B864		1.0	MALE	74.0	NORTH_AMERICA	https://treatment.plazi.org/id/03A95E063E3DFF94FDC206F3005FBEE4#3B68E54D3E3DFF93FF4004D30329B864	Hedgpeth	Pallenopsis schmitti Hedgpeth, 1943	Vetiver	MARTINIQUE • 1 ♂; SW of Vétiver; 14 ° 37.5 ʹ N, 61 ° 08.3 ʹ W; depth 74 m; 2 Oct. 2016; st. AD 290; MNHN-IU- 2016 - 813 / MK 411135	03A95E063E3DFF94FDC206F3005FBEE4.taxon	1943	Pallenopsis schmitti																																																																					
1945782790	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:53.812+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1943', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hedgpeth, 1943', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414693', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'schmitti', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52216', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenopsis schmitti Hedgpeth, 1943'}]}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	14.624167	-61.138335	74.0		{}	2016.0	10.0	2.0	2016-10-02	276.0	276.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:53.812+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-813'}]	[]	[]	[]	True	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-813	2016-813		1945782790	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-813	10.15468/qgvvhd	1.0			NORTH_AMERICA				SW Vétiver					2015-06-19T19:23:02.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	MNHN	MADIBENTHOS/AD290																																																															
2804991871	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:36.720+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	24.6495	-83.4325	60.5	0.5	{}	2013.0	6.0	14.0	2013-06-14	165.0	165.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:36.720+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '6ac50185-688a-4e35-8d35-4ffaa00eb2b8'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	351ac1f1-19b1-4171-9cda-8ae6a470651c	6ac50185-688a-4e35-8d35-4ffaa00eb2b8	110384	urn:lsid:marinespecies.org:taxname:240258	2804991871	FSBC I	6ac50185-688a-4e35-8d35-4ffaa00eb2b8	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804990136	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:30.851+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	24.5975	-83.382	61.599999999999994	0.1999999999999993	{}	2013.0	6.0	14.0	2013-06-14	165.0	165.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:30.851+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '91c09695-e16d-45cf-b9d2-bfabaf5d8b43'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	c98fbbe3-9b91-44df-86e1-fc2ab310790b	91c09695-e16d-45cf-b9d2-bfabaf5d8b43	110383	urn:lsid:marinespecies.org:taxname:240258	2804990136	FSBC I	91c09695-e16d-45cf-b9d2-bfabaf5d8b43	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804972085	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:30.432+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	28.909166	-85.154	54.84	0.0	{}	2010.0	5.0	7.0	2010-05-07	127.0	127.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:30.432+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '933dc1a3-a245-442f-b7c0-f0c2452e05c2'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	0b48cfb3-9a56-4977-b2c4-dfe7de331868	933dc1a3-a245-442f-b7c0-f0c2452e05c2	75090	urn:lsid:marinespecies.org:taxname:240258	2804972085	FSBC I	933dc1a3-a245-442f-b7c0-f0c2452e05c2	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804986197	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:34.071+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	26.879168	-84.058866	88.655	0.9149999999999991	{}	2010.0	7.0	9.0	2010-07-09	190.0	190.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:34.071+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '9d1f0fb8-a1b9-4ba7-bfbd-bfa9e9a9e71b'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	e4d58860-2d77-4440-9eb9-cfc5bb0add77	9d1f0fb8-a1b9-4ba7-bfbd-bfa9e9a9e71b	92389	urn:lsid:marinespecies.org:taxname:240258	2804986197	FSBC I	9d1f0fb8-a1b9-4ba7-bfbd-bfa9e9a9e71b	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804997549	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:34.097+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	28.986666	-85.338666	60.32	0.0	{}	2010.0	10.0	16.0	2010-10-16	289.0	289.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:34.097+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'd427b646-fa31-4afd-b85f-add1305a92dd'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	936cd397-abce-4bdd-9e59-2b999dff5110	d427b646-fa31-4afd-b85f-add1305a92dd	74580	urn:lsid:marinespecies.org:taxname:240258	2804997549	FSBC I	d427b646-fa31-4afd-b85f-add1305a92dd	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804983351	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:35.251+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	26.934166	-83.981166	81.345	0.9149999999999991	{}	2009.0	7.0	25.0	2009-07-25	206.0	206.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:35.251+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '07258f81-0ef7-485d-b933-9cce0f8c92b1'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	a2cd9c14-7342-4f00-ba1c-8caff2e3d857	07258f81-0ef7-485d-b933-9cce0f8c92b1	68833	urn:lsid:marinespecies.org:taxname:240258	2804983351	FSBC I	07258f81-0ef7-485d-b933-9cce0f8c92b1	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
2804969504	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:28.707+00:00	150	{}	PRESERVED_SPECIMEN	PRESENT	2117488	1	54	354	9477065	3254684	2117433	2117488	2117488	Pallenopsis schmitti Hedgpeth, 1943	Pallenopsis schmitti Hedgpeth, 1943	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis schmitti	Pallenopsis	schmitti	SPECIES	ACCEPTED	NE	28.361666	-84.872666	81.345	0.9149999999999991	{}	2009.0	7.0	26.0	2009-07-26	207.0	207.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:28.707+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2692e637-a49e-4ed9-ace9-16235e6a1ace'}]	[]	[]	[]	False	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	ad2ea093-bd15-4790-a587-6ce533e41ff4	2692e637-a49e-4ed9-ace9-16235e6a1ace	68834	urn:lsid:marinespecies.org:taxname:240258	2804969504	FSBC I	2692e637-a49e-4ed9-ace9-16235e6a1ace	56bf7b66-ed07-4b91-9f0d-1f00de11fab8																																																																																	
