key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	catalogNumber	institutionCode	locality	gbifID	collectionCode	occurrenceID
201121075	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:47.802+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117500	1	54	354	9477065	3254684	4338408	4338436	4338436	Pallenopsis safari Stock, 1984	Bathypallenopsis safari (Stock, 1984)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis safari	Pallenopsis	safari	SPECIES	SYNONYM	NE	8.1833	79.05	1035.0	0.0	{}	1981	8	1	1981-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:47.802+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201121075'}]	[]	[]	[]	False	MONNIOT Claude	STOCK Jan	WGS84	Pycnogonida	LK	[]	[]	ASIA	Sri Lanka	EUROPE	32055	Ifremer	Bassin indien central	201121075	Biocean	201121075
811997562	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.241+00:00	258	{}	PRESERVED_SPECIMEN	PRESENT	2117500	1	54	354	9477065	3254684	4338408	4338436	4338436	Pallenopsis safari Stock, 1984	Bathypallenopsis safari (Stock, 1984)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis safari	Pallenopsis	safari	SPECIES	SYNONYM	NE	8.1833	79.05	1035.0	0.0	{}	1981	8	1	1981-08-01	213	213	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:48.241+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997562'}]	[]	[]	[]	False	MONNIOT Claude	STOCK Jan	WGS84	Pycnogonida	LK	[]	[]	ASIA	Sri Lanka	EUROPE	32055	Ifremer	Bassin indien central	811997562	bio_dba	811997562
