key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	originalNameUsage	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	sex	depth	depthAccuracy	preparations	scientificNameID	locationID	footprintWKT	language	individualCount	modified	collectionKey	fieldNumber	collectionID	continent	waterBody	higherGeography	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	lifeStage	datasetID	eventID	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	organismQuantity	organismQuantityType	island	identificationQualifier	http://unknown.org/language
1319280142	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:08.497+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-54.533	158.983				{}	1967.0	2.0	15.0	1967-02-15	46.0	46.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:08.497+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35be94b87-7c19-43ed-9fa2-96b0313c363a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA	http://n2t.net/ark:/65665/35be94b87-7c19-43ed-9fa2-96b0313c363a	USNM 233610	USNM				Macquarie Island, off Island		1319280142	IZ	http://n2t.net/ark:/65665/35be94b87-7c19-43ed-9fa2-96b0313c363a		118.0	6.0	Alcohol (Ethanol)		1974			62.0	2014-10-21T10:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	USARP/EL/27/1974/USC	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	OCEANIA	South Pacific Ocean	South Pacific Ocean	urn:lsid:biocol.org:col:34871	15 FEB 1967	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae														
1319771138	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.676+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-54.408	159.008				{}	1965.0	2.0	10.0	1965-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:38.676+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/371a235fa-5c30-4d7b-975b-173f07286f2b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA	http://n2t.net/ark:/65665/371a235fa-5c30-4d7b-975b-173f07286f2b	USNM 233611	USNM				Macquarie Island		1319771138	IZ	http://n2t.net/ark:/65665/371a235fa-5c30-4d7b-975b-173f07286f2b	MALE	86.0	7.0	Alcohol (Ethanol)		1417			2.0	2014-10-21T10:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	USARP/EL/16/1417/USC	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		South Pacific Ocean	South Pacific Ocean, New Zealand	urn:lsid:biocol.org:col:34871	10 FEB 1965	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile													
3935011811	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:36.559+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-49.13558	68.66923		1105902.0		{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:36.559+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '23ae67e0-0b63-4584-8c76-e8d0ee1ae423'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	23ae67e0-0b63-4584-8c76-e8d0ee1ae423					Oropallene dimorpha (Hoek, 1898)			3935011811		23ae67e0-0b63-4584-8c76-e8d0ee1ae423																							D2B0CE86-7C29-1275-E053-5514A8C0FBF9	23ae67e0-0b63-4584-8c76-e8d0ee1ae423	TAAF : Îles sub-antarctiques	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	785835					
3466709385	48f54e74-d525-4fad-b482-a32316d79ccb	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-07-07T09:25:13.819+00:00	2024-07-07T09:25:40.901+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}				2003-04-29/2008-06-30	119.0	182.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-07T09:25:40.901+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd2802abf-0350-42e3-b79b-dfc33c40e38f'}]	[]	[]	[]		False				Beam trawl|epibenthic sled (1 cm-2 mesh)		Pycnogonida		[]	[]			OCEANIA	d2802abf-0350-42e3-b79b-dfc33c40e38f		AADC	7000	https://biodiversity.org.au/afd/taxa/e1221505-b76e-495e-8d99-11b9e31bf05b		Australian Exclusive Zone (AEEZ) at Heard Island and McDonald Islands (HIMI)	Oropallene dimorpha	3466709385		d2802abf-0350-42e3-b79b-dfc33c40e38f		569.0	401.0		urn:lsid:marinespecies.org:taxname:239812									ANTARCTICA									HIMI_Biodiversity_0361							239812	1.0	individuals	Heard Island and McDonald Islands	Species	
4547802193	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:27.588+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-49.13558	68.66923		1105902.0		{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:27.588+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e21d237b-31ac-4961-a9f7-2eb3e522dda5'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	e21d237b-31ac-4961-a9f7-2eb3e522dda5					Oropallene dimorpha (Hoek, 1898)			4547802193		e21d237b-31ac-4961-a9f7-2eb3e522dda5																							EB6380B5-80AF-5935-E053-0514A8C08744	e21d237b-31ac-4961-a9f7-2eb3e522dda5	TAAF : Îles sub-antarctiques	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	785835					fr | en
473961708	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.172+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|124296', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:55.172+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1751'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False			Arnaud F.			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1751	2009-1751	MNHN						473961708	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1751									2.0	2016-06-29T17:14:29.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	No data	10.15468/qgvvhd																						
318008698	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.429+00:00	124	{}	OCCURRENCE	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-51.0	162.0166				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.429+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24293'}]	[]	[]	[]		False					WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE		24293	BAS						318008698	SOMBASE Pycnogonids			352.0	19.0																																
318008699	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.429+00:00	124	{}	OCCURRENCE	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-54.5	158.9833				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.429+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:24294'}]	[]	[]	[]		False					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		24294	BAS						318008699	SOMBASE Pycnogonids			118.0	6.0											OCEANIA																					
318009080	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.591+00:00	124	{}	OCCURRENCE	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-39.4383	147.8116				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.591+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:34149'}]	[]	[]	[]		False					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		34149	BAS						318009080	SOMBASE Pycnogonids			49.0	0.0																																
318009343	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:24.092+00:00	124	{}	OCCURRENCE	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-48.1716	70.5433				{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:24.092+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37946'}]	[]	[]	[]		False					WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE		37946	BAS						318009343	SOMBASE Pycnogonids			16.5	13.5																																
