key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	http://unknown.org/taxonRankID	taxonConceptID	originalNameUsage	locality	http://unknown.org/species	gbifID	collectionCode	occurrenceID	sex	depth	depthAccuracy	preparations	scientificNameID	locationID	footprintWKT	language	individualCount	modified	collectionKey	fieldNumber	collectionID	continent	waterBody	higherGeography	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	lifeStage	datasetID	eventID	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	organismQuantity	organismQuantityType	island	identificationQualifier	http://unknown.org/language
4902172890	4ffe66a0-6c8b-11de-8226-b8a03c50a862	8a226609-56b9-4b87-a0a2-767c38edd572	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:23:56.955+00:00	2024-07-02T07:38:54.964+00:00	374	{}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-52.4819	71.7503	0.0001	100.0	Heard Island and McDonald Islands	{}	2003.0	5.0	1.0	2003-05-01	121.0	121.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:38:54.964+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e231630b-f62a-4a86-9db5-afc53829a371'}]	[]	[]	[]	50af0502-76a6-4b30-b9f6-cf317562945f	False	AAD Heard & Macdonald Islands benthic faunal reference collection	Lamb, T.	D.A. Staples	Benthic sled	WGS84	Pycnogonida	HM	[]	[]	ANTARCTICA	Heard Island and McDonald Islands	OCEANIA	e231630b-f62a-4a86-9db5-afc53829a371	J3802	TMAG	7000	https://biodiversity.org.au/afd/taxa/e1221505-b76e-495e-8d99-11b9e31bf05b	Oropallene dimorpha	Southern Ocean: Heard Island: Aurora Bank_stn SC200326_179	Oropallene dimorpha	4902172890	invertebrates	e231630b-f62a-4a86-9db5-afc53829a371																																			
4081071725	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.534+00:00	166	{}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-39.4383	147.8117		500.0		{}	1981.0	11.0	17.0	1981-11-17	321.0	321.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.534+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f4ab360-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	NIWA Invertebrate Collection	NIWA		Grab, Smith-McIntyre	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	5f4ab360-fa36-11e2-96b3-aa6f927c92a3	7451	NIWA Invertebrate Collection						4081071725	NIWA	5f4ab360-fa36-11e2-96b3-aa6f927c92a3	FEMALE	49.0	0.0	Specimen(s), None = 1	urn:lsid:marinespecies.org:taxname:239812	Q644	POINT (147.8117 -39.4383)	en																											
774193172	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:35.115+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|168868', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-48.91	69.988335				{}	1975.0	3.0	10.0	1975-03-10	69.0	69.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:35.115+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2730'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Boury-Esnault	Arnaud F.		WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2730	2009-2730	MNHN				NNE		774193172	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2730		87.0							1.0	2016-06-29T17:13:01.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MD04 (BENTHOS)/CP213	10.15468/qgvvhd																						
774193173	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:35.120+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|168869', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE	-52.990002	73.633331				{}	1974.0	4.0	8.0	1974-04-08	98.0	98.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:35.120+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2731'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False			Arnaud F.		WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2731	2009-2731	MNHN				N. Heard		774193173	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-2731		90.0							20.0	2016-06-29T17:13:38.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MD03 (ICHTYO)/8-25-DC06	10.15468/qgvvhd	ANTARCTICA																					
1019678714	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.992+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214233', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	3.0	1972-03-03	63.0	63.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4307'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4307	2009-4307	MNHN				Golfe du Morbihan: sortie Baie Angot, Anse J. Bour		1019678714	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4307		25.0							1.0	2016-06-29T17:13:29.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK61	10.15468/qgvvhd																						
1019677820	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.995+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214234', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	8.0	1972-03-08	68.0	68.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.995+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4308'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4308	2009-4308	MNHN				Golfe du Morbihan: au large de la Baie de l'Aurore		1019677820	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4308		27.0							1.0	2016-06-29T17:13:22.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK85	10.15468/qgvvhd																						
1019677825	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.993+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214235', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	13.0	1972-03-13	73.0	73.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.993+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4309'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4309	2009-4309	MNHN				Golfe du Morbihan: Glénans		1019677825	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4309		17.0							1.0	2016-06-29T17:12:54.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK94	10.15468/qgvvhd																						
1019677833	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.993+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214236', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	22.0	1972-03-22	82.0	82.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.993+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4310'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4310	2009-4310	MNHN				Golfe du Morbihan: Passe Royale		1019677833	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4310		32.0							1.0	2016-06-29T17:14:22.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK132	10.15468/qgvvhd																						
1019677841	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.992+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214237', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	8.0	1972-03-08	68.0	68.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.992+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4311'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4311	2009-4311	MNHN				Golfe du Morbihan: au large de Molloy		1019677841	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4311		32.0							2.0	2016-06-29T17:14:04.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK86	10.15468/qgvvhd																						
1019677850	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:39.990+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1898', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Oropallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hoek, 1898)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|214238', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Oropallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'dimorpha', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17322', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Oropallene dimorpha (Hoek, 1898)'}]}	PRESERVED_SPECIMEN	PRESENT	2118021	1	54	354	9477065	2011	2118020	2118021	2118021	Oropallene dimorpha (Hoek, 1898)	Oropallene dimorpha (Hoek, 1898)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Oropallene	Oropallene dimorpha	Oropallene	dimorpha	SPECIES	ACCEPTED	NE						{}	1972.0	3.0	22.0	1972-03-22	82.0	82.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:39.990+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4312'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False		Desbruyère & Guille	Arnaud F.			Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4312	2009-4312	MNHN				Golfe du Morbihan: Passe Royale		1019677850	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4312		25.0							1.0	2016-06-29T17:13:15.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	KERGUELEN 1972/SMK142	10.15468/qgvvhd																						
