key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	networkKeys	depth	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	verbatimLocality	collectionCode	collectionID	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	depthAccuracy	waterBody	higherGeography	datasetName	locationID	verbatimDepth	stateProvince	lifeStage	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	http://unknown.org/language	elevationAccuracy
4012366337	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:52.706+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	14.775	-60.858334	15.0	NORTH_AMERICA	{}	2016.0	9.0	22.0	2016-09-22	266.0	266.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:52.706+00:00	https://treatment.plazi.org/id/03A95E063E0BFFA5FDC7012003D8B863#3B68E54D3E0BFFA5FF4006F30355BA47	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E0BFFA5FDC7012003D8B863.mc.3B68E54D3E0BFFA5FF4006F30355BA47'}]	[]	[]	[]	False	Presqu'Ile de la Caravelle	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E0BFFA5FDC7012003D8B863.mc.3B68E54D3E0BFFA5FF4006F30355BA47	Hedgpeth	Ammothella marcusi Hedgpeth, 1948	MARTINIQUE	4012366337	03A95E063E0BFFA5FDC7012003D8B863.mc.3B68E54D3E0BFFA5FF4006F30355BA47	MARTINIQUE • 1 ♂; Presqu’Île de la Caravelle; 14 ° 46.5 ʹ N, 60 ° 51,5 ’ W; depth 15 m; 22 Sep. 2016; st. AB 350; MNHN-IU- 2016 - 1302	03A95E063E0BFFA5FDC7012003D8B863.taxon	1948	Ammothella marcusi																																									
1945782547	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:51.212+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1948', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ammothella;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hedgpeth, 1948', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414559', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ammothella', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'marcusi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52192', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ammothella marcusi Hedgpeth, 1948'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	14.775833	-60.858332		NORTH_AMERICA	{}	2016.0	9.0	22.0	2016-09-22	266.0	266.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:51.212+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1302'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1302			Presqu'Île de la Caravelle	1945782547	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1302					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	15.0	2014-03-18T17:09:07.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-1302	MNHN	MADIBENTHOS/AB350	E Table au Diable	IU	10.15468/qgvvhd																													
2434398646	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:32.077+00:00	393	{}	PRESERVED_SPECIMEN		PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE					{}	1986.0	4.0	14.0	1986-04-14	104.0	104.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:32.077+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3352@CRS'}]	[]	[]	[]	False	Müller H.G.		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	ZMA.PYC.3352@CRS				2434398646	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3352					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2019-03-08T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92		Stock J.H.	ZMA.PYC.3352				Chelicerata and Myriapoda		WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	14 apr 1986	Animalia|Ammotheidae																							
1319292107	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:30.429+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1986.0	9.0	6.0	1986-09-06	249.0	249.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:30.429+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35c7478e9-b5e8-4e6b-a111-11a8f8315822'}]	[]	[]	[]	False	J. Thomas		Pycnogonida	JM	[]	[]	LATIN_AMERICA	Jamaica	NORTH_AMERICA	http://n2t.net/ark:/65665/35c7478e9-b5e8-4e6b-a111-11a8f8315822			St. Ann Parish, Discovery Bay, S Side, Near Channel	1319292107	http://n2t.net/ark:/65665/35c7478e9-b5e8-4e6b-a111-11a8f8315822					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.5	2014-10-21T10:17:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 233787	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	06 SEP 1986	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Jamaica	NMNH Extant Biology	7-86																		
1322359936	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:54.619+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1978.0	2.0	2.0	1978-02-02	33.0	33.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:54.619+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e425db3f-9557-416a-aba3-4c1ec9e23f41'}]	[]	[]	[]	False	C. Child		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3e425db3f-9557-416a-aba3-4c1ec9e23f41			Twin Cays, NW Coast, Mangrove Mat	1322359936	http://n2t.net/ark:/65665/3e425db3f-9557-416a-aba3-4c1ec9e23f41					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2020-12-08T09:57:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171057	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	02 FEB 1978	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology		Intertidal																	
1319908266	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:33.602+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1974.0	5.0	4.0	1974-05-04	124.0	124.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:33.602+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/377b39ece-9681-4a63-822a-4f679fd4d5d7'}]	[]	[]	[]	False	K. Ruetzler		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/377b39ece-9681-4a63-822a-4f679fd4d5d7			Carrie Bow Cay, Tidal Flats	1319908266	http://n2t.net/ark:/65665/377b39ece-9681-4a63-822a-4f679fd4d5d7					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.5	2020-12-07T17:11:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171056	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	04 MAY 1974	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology																			
1317389906	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:49.676+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	3.0	28.0	1973-03-28	87.0	87.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:36:49.676+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/308496b2f-ad9c-4770-bb78-279aedce16e0'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/308496b2f-ad9c-4770-bb78-279aedce16e0			Galeta Island	1317389906	http://n2t.net/ark:/65665/308496b2f-ad9c-4770-bb78-279aedce16e0					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:19:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171979	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	28 MAR 1973	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	22	Intertidal	Canal Zone																
1318086646	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:54.631+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	3.0	13.0	1973-03-13	72.0	72.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:54.631+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32717c078-7313-40c6-acf5-f35332547318'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/32717c078-7313-40c6-acf5-f35332547318			Galeta Island, Reef Flat	1318086646	http://n2t.net/ark:/65665/32717c078-7313-40c6-acf5-f35332547318					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171992	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	13 MAR 1973	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	24	Intertidal	Canal Zone																
1322842495	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:10.976+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	3.0	14.0	1973-03-14	73.0	73.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:10.976+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f989cdef-9419-4bba-8550-54c7ecaee22c'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3f989cdef-9419-4bba-8550-54c7ecaee22c			Galeta Island, Reef Flat	1322842495	http://n2t.net/ark:/65665/3f989cdef-9419-4bba-8550-54c7ecaee22c					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171993	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	14 MAR 1973	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	25	Intertidal	Canal Zone																
1320164721	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:00.088+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	4.0	8.0	1973-04-08	98.0	98.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:00.088+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/383070f65-e179-44d1-9dda-4470e70a5e4d'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/383070f65-e179-44d1-9dda-4470e70a5e4d			Galeta Island, Reef Flats	1320164721	http://n2t.net/ark:/65665/383070f65-e179-44d1-9dda-4470e70a5e4d					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:21:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171980	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	08 APR 1973	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	23	Intertidal	Canal Zone																
