key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	networkKeys	depth	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	verbatimLocality	collectionCode	collectionID	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	depthAccuracy	waterBody	higherGeography	datasetName	locationID	verbatimDepth	stateProvince	lifeStage	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	http://unknown.org/language	elevationAccuracy
1321947337	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:44.067+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	2.0	14.0	1972-02-14	45.0	45.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:44.067+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d1e40c34-7736-4308-8090-6bcb0dea79d2'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3d1e40c34-7736-4308-8090-6bcb0dea79d2			Galeta Island, Reef Flat	1321947337	http://n2t.net/ark:/65665/3d1e40c34-7736-4308-8090-6bcb0dea79d2					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-10-26T15:05:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171971	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	14 FEB 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	14 A-B	Intertidal	Canal Zone																
1317816023	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.694+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	8.0	1972-03-08	68.0	68.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:00.694+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31b209c38-5759-4d9e-b43b-fa8a84ed769e'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/31b209c38-5759-4d9e-b43b-fa8a84ed769e			Galeta Island, Reef Flat	1317816023	http://n2t.net/ark:/65665/31b209c38-5759-4d9e-b43b-fa8a84ed769e					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171972	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	08 MAR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	16-A	Intertidal	Canal Zone																
1318717669	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:00.557+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	8.0	1972-03-08	68.0	68.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:00.557+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34302ebe6-3286-4e62-9d5e-36affd995241'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/34302ebe6-3286-4e62-9d5e-36affd995241			Galeta Island, Reef Flats	1318717669	http://n2t.net/ark:/65665/34302ebe6-3286-4e62-9d5e-36affd995241					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171973	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	08 MAR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	16-B	Intertidal	Canal Zone																
1318825649	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:28.121+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	27.0	1972-03-27	87.0	87.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:28.121+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/347c17ec4-3199-45f7-95af-278713a18498'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/347c17ec4-3199-45f7-95af-278713a18498			Galeta Island, Reef Flat By Lab	1318825649	http://n2t.net/ark:/65665/347c17ec4-3199-45f7-95af-278713a18498					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171976	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	27 MAR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	1B-06L	Intertidal	Canal Zone																
1320326891	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:47.566+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	20.0	1972-03-20	80.0	80.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:47.566+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38a39b1a1-e8ed-4710-b6de-d80bf74d9f73'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/38a39b1a1-e8ed-4710-b6de-d80bf74d9f73			Galeta Island, Reef Flat	1320326891	http://n2t.net/ark:/65665/38a39b1a1-e8ed-4710-b6de-d80bf74d9f73					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171975	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	20 MAR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology		Intertidal	Canal Zone																
1321504616	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:55.178+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	17.0	1972-03-17	77.0	77.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:55.178+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3be3e5adb-c515-424e-a10e-2204a8a7a602'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3be3e5adb-c515-424e-a10e-2204a8a7a602			Galeta Island, Reef Flat By Lab	1321504616	http://n2t.net/ark:/65665/3be3e5adb-c515-424e-a10e-2204a8a7a602					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171974	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	17 MAR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	1B-30L	Intertidal	Canal Zone																
1321412550	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:32.919+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	4.0	17.0	1972-04-17	108.0	108.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:32.919+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ba306974-9c6b-4079-b285-a8b2d457200b'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3ba306974-9c6b-4079-b285-a8b2d457200b			Galeta Island, Reef Flat By Lab	1321412550	http://n2t.net/ark:/65665/3ba306974-9c6b-4079-b285-a8b2d457200b					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171977	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	17 APR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	1B-72L	Intertidal	Canal Zone																
1321808172	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:09.963+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	4.0	29.0	1972-04-29	120.0	120.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:09.963+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3cbba35a7-bd8b-4a04-8f7d-ca0b0d2b51ab'}]	[]	[]	[]	False	C. Dawson, M. L. Jones & W. Byas	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3cbba35a7-bd8b-4a04-8f7d-ca0b0d2b51ab			Galeta Island, SE Of Laboratory Across Surge Channel, Near Front Reef	1321808172	http://n2t.net/ark:/65665/3cbba35a7-bd8b-4a04-8f7d-ca0b0d2b51ab					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171999	USNM	1-5		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	29 APR 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	104- 1-5		Canal Zone	Juvenile															
1318386984	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:41.099+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	5.0	22.0	1972-05-22	143.0	143.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:41.099+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/334650dbc-6cb5-4f0c-959f-7fb86e70732f'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/334650dbc-6cb5-4f0c-959f-7fb86e70732f			Galeta Island, Reef Flats	1318386984	http://n2t.net/ark:/65665/334650dbc-6cb5-4f0c-959f-7fb86e70732f					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171989	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	22 MAY 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	17	Intertidal	Canal Zone	Juvenile															
1318859940	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:20.853+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT		2118179	1	54	354	9477065	6313	2118169	2118179	2118179	Ammothella marcusi Hedgpeth, 1948	Ammothella marcusi Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella marcusi	Ammothella	marcusi	SPECIES	ACCEPTED	NE	9.4	-79.87		NORTH_AMERICA	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	5.0	22.0	1972-05-22	143.0	143.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:20.853+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3494a7531-fe8e-401b-9505-0374945d6838'}]	[]	[]	[]	False	Smithsonian Tropical Research Institute	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3494a7531-fe8e-401b-9505-0374945d6838			Galeta Island, Reef Flats	1318859940	http://n2t.net/ark:/65665/3494a7531-fe8e-401b-9505-0374945d6838					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171988	USNM			IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	22 MAY 1972	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	NMNH Extant Biology	17	Intertidal	Canal Zone																
