key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	depth	depthAccuracy	organismQuantity	organismQuantityType	geodeticDatum	catalogNumber	scientificNameID	footprintWKT	collectionCode	waterBody	associatedSequences	institutionKey	collectionKey	recordedBy	identifiedBy	samplingProtocol	recordNumber	eventID	institutionID	island	parentNameUsageID	organismID	locationID	collectionID	elevation	elevationAccuracy	preparations	locationRemarks	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	http://unknown.org/species	individualCount	sex	higherClassification	dateIdentified	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	nameAccordingTo	habitat	georeferenceProtocol	verbatimCoordinateSystem	nomenclaturalCode	fieldNumber	occurrenceRemarks	typeStatus	verbatimDepth	disposition	ownerInstitutionCode	accessRights	verbatimTaxonRank
3697821760	6baf6a53-c106-40fb-bbde-f6d4e4051513	cdef28b1-db4e-4c58-aa71-3c5238c2d0b5	394c0f8e-8b5e-4fbc-b942-568a4a267032	c3ad790a-d426-4ac1-8e32-da61f81f0117	IT	EML	2024-04-26T20:42:47.496+00:00	2024-04-29T08:57:08.142+00:00	43	https://doi.org/10.5066/P9KFFTOD	{}	HUMAN_OBSERVATION	PRESENT	introduced	5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Hawaii	{}	Oceania|United States of America|Hawaii	2016.0	10.0	7.0	2016-10-07	281.0	281.0	['TAXON_MATCH_TAXON_ID_IGNORED']	2020-11-28T00:00:00.000+00:00	2024-04-29T08:57:08.142+00:00	https://doi.org/10.5066/P9KFFTOD	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'USRIIS-HI-Animalia1916'}]	[]	[]	[]	False	https://bison.usgs.gov/ipt/resource?r=hiriis	Global Register of Introduced and Invasive Species - Hawaii, United States, V2.0	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	U.S. Geological Survey	USRIIS-HI-Animalia1916	Hawaiian Islands	Hawaii	Carlton and Eldredge (2009), http://hbs.bishopmuseum.org/pubs-online/pdf/bces4.pdf	approx. date of introduction: 1960	English	3697821760	USRIIS-HI-Animalia1916	Dataset	https://www.gbif.org/species/5166723	Sea spider	USGS	Simpson A, Sellers E, Pagad S (2022a). Global Register of Introduced and Invasive Species - Hawaii, United States (version 2.0, 2022). United States Geological Survey. Checklist dataset derived from https://doi.org/10.5066/P9KFFTOD																																																										
1882672218	f2d200d5-914c-408f-821a-9ba0001465af	5fa89f68-9af0-4a0d-8998-ea39695c1db9	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-09T13:49:52.040+00:00	2024-01-25T02:23:40.263+00:00	262		{}	HUMAN_OBSERVATION	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE			{}		2009.0	2.0	27.0	2009-02-27	58.0	58.0	['GEODETIC_DATUM_ASSUMED_WGS84']	2018-07-13T09:31:17.000+00:00	2024-01-25T02:23:40.263+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1820A5DF-3A5D-4A12-96AE-CE2E66D9E2E5'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		1820A5DF-3A5D-4A12-96AE-CE2E66D9E2E5						1882672218	1820A5DF-3A5D-4A12-96AE-CE2E66D9E2E5				AIMS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-14.66428	145.7533	0.0018	200.0	4.0	0.0	1.0	individuals	WGS84	1820A5DF-3A5D-4A12-96AE-CE2E66D9E2E5	urn:lsid:marinespecies.org:taxname:239859	POINT (145.75330 -14.66428)	CReefs - Lizard Island 2009																																												
1882672817	f2d200d5-914c-408f-821a-9ba0001465af	5fa89f68-9af0-4a0d-8998-ea39695c1db9	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-09T13:49:52.040+00:00	2024-01-25T02:23:40.065+00:00	262		{}	HUMAN_OBSERVATION	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE			{}		2009.0	2.0	27.0	2009-02-27	58.0	58.0	['GEODETIC_DATUM_ASSUMED_WGS84']	2018-07-13T09:31:17.000+00:00	2024-01-25T02:23:40.065+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'C5B72F01-7F9A-45F7-9367-A4FF80D3A8F2'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		C5B72F01-7F9A-45F7-9367-A4FF80D3A8F2						1882672817	C5B72F01-7F9A-45F7-9367-A4FF80D3A8F2				AIMS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-14.3627	145.37225	0.0018	200.0	3.0	0.0	4.0	individuals	WGS84	C5B72F01-7F9A-45F7-9367-A4FF80D3A8F2	urn:lsid:marinespecies.org:taxname:239859	POINT (145.37225 -14.36270)	CReefs - Lizard Island 2009																																												
1882672942	f2d200d5-914c-408f-821a-9ba0001465af	5fa89f68-9af0-4a0d-8998-ea39695c1db9	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-09T13:49:52.040+00:00	2024-01-25T02:23:40.270+00:00	262		{}	HUMAN_OBSERVATION	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE			{}		2009.0	2.0	27.0	2009-02-27	58.0	58.0	['GEODETIC_DATUM_ASSUMED_WGS84']	2018-07-13T09:31:17.000+00:00	2024-01-25T02:23:40.270+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'D9C767FE-2224-46D4-939D-9AD62A476B11'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		D9C767FE-2224-46D4-939D-9AD62A476B11						1882672942	D9C767FE-2224-46D4-939D-9AD62A476B11				AIMS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-14.44803	145.49921	0.0018	200.0	15.0	0.0	1.0	individuals	WGS84	D9C767FE-2224-46D4-939D-9AD62A476B11	urn:lsid:marinespecies.org:taxname:239859	POINT (145.49921 -14.44803)	CReefs - Lizard Island 2009																																												
3344688730	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:12.908+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{}		2009.0	2.0	16.0	2009-02-16	47.0	47.0	['TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-24T22:36:12.908+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12225'}]	[]	[]	[]	False	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		OGL_MSC_NortheasternUniversity_S12225		Coconut beach		Contact Person: Arango, Claudia; Collection Event Notes: Collector name listed as C. ARANGO/CREEFS		3344688730	OGL_MSC_NortheasternUniversity_S12225		T02305		OGL		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					18.0					S12225	urn:lsid:marinespecies.org:taxname:239859		OGL	Great Barrier Reef	BOLD ID: Q014	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Claudia Arango	Claudia Arango	ND	Q014; charlotte site	CE01705	8c116cac-9394-4c4e-be14-06184bdc62bd	Lizard Island	134588	S12225	CL02561	0f00dede-1a1f-49e5-ae69-2bc40db635c5																													
3344688733	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:12.908+00:00	159		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{}		2009.0	2.0	16.0	2009-02-16	47.0	47.0	['TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-24T22:36:12.908+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12228'}]	[]	[]	[]	False	OGL_MSC_NortheasternUniversity	Ocean Genome Legacy Collection	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		OGL_MSC_NortheasternUniversity_S12228		Coconut beach		Contact Person: Arango, Claudia; Collection Event Notes: Collector name listed as C. ARANGO/CREEFS		3344688733	OGL_MSC_NortheasternUniversity_S12228		T02305		OGL		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']					18.0					S12228	urn:lsid:marinespecies.org:taxname:239859		OGL	Great Barrier Reef	BOLD ID: Q017	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	Claudia Arango	Claudia Arango	ND	Q017; Magda	CE01705	8c116cac-9394-4c4e-be14-06184bdc62bd	Lizard Island	134588	S12228	CL02561	0f00dede-1a1f-49e5-ae69-2bc40db635c5																													
1633598949	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:27.773+00:00	379		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Northern Territory	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.6_1', 'name': 'Northern Territory'}, 'level2': {'gid': 'AUS.6.2_1', 'name': 'Barkly'}}		2000.0	3.0	7.0	2000-03-07	67.0	67.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:27.773+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4e9c9657-9a57-4675-9f64-a8ce663df8ed'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		4e9c9657-9a57-4675-9f64-a8ce663df8ed		GBR, Palm Islands, Pandora Reef				1633598949	4e9c9657-9a57-4675-9f64-a8ce663df8ed				QM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-18.666667	136.583333							WGS84	S105854			Arachnids			442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303		C P Arango										7.0	1.0	Spirit	In rubble. 1 male.	07 Mar 2000	7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata																					
1633598968	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:35.688+00:00	379		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.15_1', 'name': 'Cassowary Coast'}}		2000.0	4.0	18.0	2000-04-18	109.0	109.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:35.688+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8c66bdb6-349d-46b0-afd8-e866e133b9fc'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		8c66bdb6-349d-46b0-afd8-e866e133b9fc		Hinchinbrook, Goold Island				1633598968	8c66bdb6-349d-46b0-afd8-e866e133b9fc				QM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-18.166667	146.166667							WGS84	S105855			Arachnids			442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303		C P Arango										6.0		Spirit	Slope, in rubble. 1 male, 2 females.	18 Apr 2000	7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata																					
1633598906	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:25.236+00:00	379		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{}		1999.0	10.0	13.0	1999-10-13	286.0	286.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:25.236+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '43c8abab-9073-4743-ab40-5ab9b762cf96'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		43c8abab-9073-4743-ab40-5ab9b762cf96		Townsville				1633598906	43c8abab-9073-4743-ab40-5ab9b762cf96				QM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-19.25	146.833333							WGS84	S105856			Arachnids			442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303		C P Arango										7.5	1.5	Spirit	On fouling panels.	13 Oct 1999	7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata																					
1317482028	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:52.397+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.20_1', 'name': 'Cook'}}	South Pacific Ocean, Australia, Queensland	1989.0	1.0	25.0	1989-01-25	25.0	25.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:36:52.397+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30c631446-580d-43f7-8d52-8aaf5896cefd'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/30c631446-580d-43f7-8d52-8aaf5896cefd		Great Barrier Reef, Lizard Island, southwest border of Watson's Bay				1317482028	http://n2t.net/ark:/65665/30c631446-580d-43f7-8d52-8aaf5896cefd				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-14.67	145.45			4.0	3.0			WGS84	USNM 234553			IZ	South Pacific Ocean		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. Thomas & J. Clark	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				urn:lsid:biocol.org:col:34871				JDT/LIZ-7	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Alcohol (Ethanol)		25 JAN 1989				2.0	FEMALE	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae																		
