key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	datasetName	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	islandGroup	locality	associatedReferences	eventRemarks	language	gbifID	occurrenceID	type	taxonID	vernacularName	institutionCode	bibliographicCitation	networkKeys	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	depth	depthAccuracy	organismQuantity	organismQuantityType	geodeticDatum	catalogNumber	scientificNameID	footprintWKT	collectionCode	waterBody	associatedSequences	institutionKey	collectionKey	recordedBy	identifiedBy	samplingProtocol	recordNumber	eventID	institutionID	island	parentNameUsageID	organismID	locationID	collectionID	elevation	elevationAccuracy	preparations	locationRemarks	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	http://unknown.org/species	individualCount	sex	higherClassification	dateIdentified	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	nameAccordingTo	habitat	georeferenceProtocol	verbatimCoordinateSystem	nomenclaturalCode	fieldNumber	occurrenceRemarks	typeStatus	verbatimDepth	disposition	ownerInstitutionCode	accessRights	verbatimTaxonRank
1322470457	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:25.939+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.20_1', 'name': 'Cook'}}	South Pacific Ocean, Australia, Queensland	1989.0	1.0	29.0	1989-01-29	29.0	29.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:24:00.000+00:00	2024-07-02T12:38:25.939+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e90847a5-4442-4db2-8273-2e2eb7190b48'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/3e90847a5-4442-4db2-8273-2e2eb7190b48		Great Barrier Reef, Lizard Island, south of Lizard Head Peninsula				1322470457	http://n2t.net/ark:/65665/3e90847a5-4442-4db2-8273-2e2eb7190b48				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-14.67	145.45			2.0	0.0			WGS84	USNM 234554			IZ	South Pacific Ocean		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	J. Thomas & J. Clark	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				urn:lsid:biocol.org:col:34871				JDT/LIZ-14	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Alcohol (Ethanol)		29 JAN 1989				1.0	MALE	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae																		
1100763272	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:41.290+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Northern Territory	{}		1982.0	10.0	14.0	1982-10-14	287.0	287.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:41.290+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '67364d2f-4b11-400c-b9b2-fdd93344241b'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		67364d2f-4b11-400c-b9b2-fdd93344241b						1100763272	67364d2f-4b11-400c-b9b2-fdd93344241b				AM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-10.9	133.033	0.001	10000.0					WGS84	P.43400			Invertebrates - Marine & Other			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, F			urn:australianmuseum.net.au:Events:1063447										ecatalogue.LocCollectionEventLocal: [NT 31] Australia, Northern Territory, south side of New Year Island (10° 54' S, 133° 02' E) 14/10/1982 - 14/10/1982;		7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata		MALE		1994-01-01T00:00:00	ecatalogue.irn:1136864|urn:catalog:AM:Invertebrates - Marine & Other:P.43400	Endeis biseriata Stock, 1968	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	south side of New Year Island	Stock, 1968												
1322621805	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:32.994+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	ASIA	Cebu	{}	North Pacific Ocean, Philippines, Cebu	1979.0	5.0	8.0	1979-05-08	128.0	128.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T09:09:00.000+00:00	2024-07-02T12:39:32.994+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3efb87c2c-d44b-41cb-a467-c1782f6077e8'}]	[]	[]	[]	False		NMNH Extant Biology	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA		http://n2t.net/ark:/65665/3efb87c2c-d44b-41cb-a467-c1782f6077e8		Santa Filomina, Tanon Strait, S Of Badian Point				1322621805	http://n2t.net/ark:/65665/3efb87c2c-d44b-41cb-a467-c1782f6077e8				USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	9.83	123.371			0.5	0.5			WGS84	USNM 228598			IZ	North Pacific Ocean		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	C. Child	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				urn:lsid:biocol.org:col:34871				CAC-192	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			Alcohol (Ethanol)		08 MAY 1979				1.0	MALE	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Endeidae							On red algae.	unknown, from legacy	Degrees Minutes Seconds									
2434400308	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.178+00:00	393		{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1240/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1240_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1240/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	SOUTH_AMERICA	prov. Rio Grande do Norte	{}		1976.0	4.0	17.0	1976-04-17	108.0	108.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:41.178+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1240@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1240_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1240/format/large'}]	[]	[]	False			Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1240@CRS		Alazao, bij Macau				2434400308	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1240						['17abcf75-2f1e-46dd-bf75-a5b21dd02655']										ZMA.PYC.P.1240			Chelicerata and Myriapoda			0e919a55-08d3-4bd2-aec1-200858fafd92		R. Dijkema					Naturalis Biodiversity Center								WholeOrganism (microscopic slide)		17-IV.1976					MALE	Animalia										ICZN								
609339527	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:03.133+00:00	380		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	ASIA		{}	Asia	1973.0	10.0	26.0	1973-10-26	299.0	299.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:03.133+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:115026'}]	[]	[]	[]	False			Pycnogonida	PK	[]	[]	ASIA	Pakistan	NORTH_AMERICA		urn:catalog:CAS:IZ:115026		Goth Jafar, W of Karachi, Goth Jafar, on rocks with dense vegetation. low tide		Taxa: Porifera, Cnidaria, Polychaeta, Nematoda (to U.C.Davis), Nemertea, Bryozoa, Polyplacophora, Gastropoda, Bivalvia, Isopoda, Amphipoda, Copepoda, Ostracoda, Tanaida, Cirripedia, Decapoda, Pycnogonida, Insecta (to CAS Entomology), Ophiuroidea, Osteich	en	609339527	urn:catalog:CAS:IZ:115026	Physical Object			CAS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']										115026			IZ			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	F.B. Steiner	C. Allan Child, NMNHIZ				http://grscicoll.org/institution/california-academy-sciences				056a0591-2598-11ed-aace-005056be1b7a	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470			Fluid-75% EtOH(1)		26 Oct 1973						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Endeidae, Endeinae	1998-09-01T00:00:00									ICZN	001401	1 male. Split lots to: CASIZ# 116142, CASIZ# 116143, CASIZ# 116147, CASIZ# 116162						
609336430	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:04.094+00:00	380		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	ASIA	Sindh Province	{}	Asia, Pakistan	1973.0	10.0		1973-10-24/1973-10-25	297.0	298.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:04.094+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:116158'}]	[]	[]	[]	False			Pycnogonida	PK	[]	[]	ASIA	Pakistan	NORTH_AMERICA		urn:catalog:CAS:IZ:116158		Goth Jafar		"Specimens in 1-3 gal. bucket. Original accession record includes Phylum sort list, and also quotes, ""A few hundred meter west of the sand rock area, a spit of land juts outward; the sand apparently stop collecting there, and the waters on the west side of"	en	609336430	urn:catalog:CAS:IZ:116158	Physical Object			CAS		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']										116158			IZ			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	Franz B. Steiner	C. Allan Child, NMNHIZ				http://grscicoll.org/institution/california-academy-sciences				056528ac-2598-11ed-aace-005056be1b7a	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470			Fluid-75% EtOH(1)		24-25 Oct 1973						Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Endeidae, Endeinae	1998-09-01T00:00:00									ICZN	000074	1 male. Split from CASIZ# 115034.						
2434399783	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:23.497+00:00	393		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	SOUTH_AMERICA		{}		1965.0	2.0	13.0	1965-02-13	44.0	44.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:23.497+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3508@CRS'}]	[]	[]	[]	False			Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3508@CRS						2434399783	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3508						['17abcf75-2f1e-46dd-bf75-a5b21dd02655']										ZMA.PYC.3508			Chelicerata and Myriapoda			0e919a55-08d3-4bd2-aec1-200858fafd92		P. Soares Moreira	Stock J.H.				Naturalis Biodiversity Center								WholeOrganism (wet specimen)		13 feb 1965				3.0		Animalia|Endeidae										ICZN								
2434400540	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:29.147+00:00	393		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	SOUTH_AMERICA		{}		1964.0	11.0	20.0	1964-11-20	325.0	325.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:29.147+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3507@CRS'}]	[]	[]	[]	False			Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3507@CRS						2434400540	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3507						['17abcf75-2f1e-46dd-bf75-a5b21dd02655']										ZMA.PYC.3507			Chelicerata and Myriapoda			0e919a55-08d3-4bd2-aec1-200858fafd92		P.Soares Moreira	Stock J.H.				Naturalis Biodiversity Center								WholeOrganism (wet specimen)		20 nov 1964				1.0		Animalia|Endeidae										ICZN								
1100764595	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:52.316+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.66_1', 'name': 'Torres Strait Islands'}}		1928.0			1928			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:52.316+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'da346753-52b1-4c1f-8192-0bd91458f153'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		da346753-52b1-4c1f-8192-0bd91458f153						1100764595	da346753-52b1-4c1f-8192-0bd91458f153				AM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-10.183	142.266	0.001	10000.0					WGS84	P.45165			Invertebrates - Marine & Other			9cfe8cbf-35ff-4d93-b932-cb05d91b7922		Ward, Mr Melbourne	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			urn:australianmuseum.net.au:Events:1017675										ecatalogue.LocCollectionEventLocal: Australia, Queensland, Moa Island, Torres Strait (10° 11' S, 142° 16' E) 1928 - 1928;		7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata		MALE		2005-01-01T00:00:00	ecatalogue.irn:1063839|urn:catalog:AM:Invertebrates - Marine & Other:P.45165	Endeis biseriata Stock, 1968	{dcterms:type:PhysicalObject,dcterms:modified:2020/1/30,verbatimUncertainty:1km-10km}	Moa Island, Torres Strait	Stock, 1968												
4055741842	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:46.032+00:00	81		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA		{'level0': {'gid': 'IDN', 'name': 'Indonesia'}, 'level1': {'gid': 'IDN.22_1', 'name': 'Papua Barat'}, 'level2': {'gid': 'IDN.22.8_1', 'name': 'Sorong'}, 'level3': {'gid': 'IDN.22.8.18_1', 'name': 'Seget'}}		1889.0	8.0		1889-08-10/1889-08-20	222.0	232.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:46.032+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1880	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1880'}]	[]	[]	[]	False	https://marineinfo.org/id/dataset/5184		Pycnogonida	ID	[]	[]	ASIA	Indonesia	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1880		Pacific Ocean				4055741842	WoRMS Editorial Board:WoRMS type localities:sm_id_1880				WoRMS Editorial Board	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Endeis biseriata</i> Stock, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239859	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	-1.4	130.97							WGS84	sm_id_1880	urn:lsid:marinespecies.org:taxname:239859		WoRMS type localities																																							HOLOTYPE					
1090238268	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-03-22T15:54:55.313+00:00	2024-03-22T16:08:12.392+00:00	336		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA		{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.12_1', 'name': 'Hawaii'}, 'level2': {'gid': 'USA.12.2_1', 'name': 'Honolulu'}}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2014-12-10T11:11:12.000+00:00	2024-03-22T16:08:12.392+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '342df141-aa3c-4418-91ba-55fc9f5fa637'}]	[]	[]	[]	False		Bishop Museum Marine Invertebrates Specimens	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	Bernice Pauahi Bishop Museum	342df141-aa3c-4418-91ba-55fc9f5fa637		Kaneohe Bay, MCB Feul Dock			en	1090238268	342df141-aa3c-4418-91ba-55fc9f5fa637	PhysicalObject			BPBM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	21.4376	-157.765			4.25	3.75			WGS84	12923			S	Pacific Ocean		fdee1b94-e933-4a6e-9a85-05cc39a085a6	28544472-b10d-4071-969a-16da31c43e72	S.L. Coles	C. A. Child					Oahu							1 alcoholic		25 January 2000				1.0							"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, MCB Feul Dock (21° 26' 15.3"" N, 157° 45' 55.1"" W)"					ICZN				0.50-8.00	in collection	BPBM	http://www.vertnet.org/resources/norms.html	Species
1633598844	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:43.946+00:00	2024-07-02T06:30:34.799+00:00	379		{}	PRESERVED_SPECIMEN	PRESENT		5166723	1	54	354	9477065	3254678	2118150	5166723	5166723	Endeis biseriata Stock, 1968	Endeis biseriata Stock, 1968	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis biseriata	Endeis	biseriata	SPECIES	ACCEPTED	NE	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.31_1', 'name': 'Hinchinbrook'}}								['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2021-12-24T00:00:00.000+00:00	2024-07-02T06:30:34.799+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '699e0a25-3985-48b1-a0d8-e36c0484f365'}]	[]	[]	[]	False			Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		699e0a25-3985-48b1-a0d8-e36c0484f365		Lucinda				1633598844	699e0a25-3985-48b1-a0d8-e36c0484f365				QM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	-18.583333	146.483333							WGS84	S105853			Arachnids			442fa096-b2bf-4ecc-b513-ae0958eeec25	d3ab26a1-b655-42b3-ae4c-a04b651f4303		C P Arango										8.0		Spirit	Jetty, piling scrapings. 1 male, 6 females.	Sep 1999	7000	https://biodiversity.org.au/afd/taxa/72d792e6-af06-4399-8280-747e9998b9c1	Endeis biseriata																					
