key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	waterBody	month	day	collectionKey	identifiedBy	samplingProtocol	geodeticDatum	eventID	fieldNumber	verbatimDepth	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	depthAccuracy	higherGeography	datasetName	countryCode	gbifRegion	country	georeferenceProtocol	verbatimCoordinateSystem	locationID	stateProvince	coordinatePrecision	georeferencedBy	references	otherCatalogNumbers	georeferenceVerificationStatus	verbatimLocality	higherGeographyID	disposition	identificationRemarks	georeferenceSources	organismQuantity	organismQuantityType	georeferencedDate	habitat	georeferenceRemarks	locationRemarks	recordNumber	coordinateUncertaintyInMeters	datasetID	fieldNotes	typeStatus	dynamicProperties
1322119042	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:04.163+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117573	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis japonica Hoek, 1898	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	japonica	SPECIES	SYNONYM	NE	{}	1964.0	1964-05-29	150.0	150.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:51:00.000+00:00	2024-07-02T12:38:04.163+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d980d040-f32b-4841-a4cc-66c9d6363c42'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3d980d040-f32b-4841-a4cc-66c9d6363c42	USNM 154793		urn:lsid:biocol.org:col:34871	29 MAY 1964	Off Oregon, SW Of Columbia River Mouth	1322119042	IZ	http://n2t.net/ark:/65665/3d980d040-f32b-4841-a4cc-66c9d6363c42	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	45.92	-125.15	North Pacific Ocean	5.0	29.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)		WGS84				USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1554.0	0.0	North Pacific Ocean	NMNH Extant Biology	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds																								
1275071070	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.841+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1959.0	1959-08-27T00:00	239.0	239.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:25:03.841+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071070'}]	[]	[]	[]		False	Africana II		Pycnogonida	[]	[]	AFRICA		urn:catalog:IZIKO:SAM-A-10076	SAM-A-10076				Lat.33° 49 'S Long. 16° 30'E.	1275071070		urn:catalog:IZIKO:SAM-A-10076					8.0	27.0		Stock	Trawled				0-1500 fms																																ST.A193					
43711788	84c333ce-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56		6aca019f-ee9d-4088-859b-5a601d4b093f	299958e0-4c06-11d8-b290-b8a03c50a862	DK	EML	2023-01-08T13:17:14.590+00:00	2024-01-24T21:19:36.771+00:00	217	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117573	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis japonica Hoek, 1898	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	japonica	SPECIES	SYNONYM	NE	{}	1952.0	1952-02-24T00:00	55.0	55.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2009-09-30T00:00:00.000+00:00	2024-01-24T21:19:36.771+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMUC:Galathea II:Gal-II-270'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	False	Galathea II Danish Deep Sea Expedition 1950-52		Pycnogonida	[]	[]	EUROPE		urn:catalog:ZMUC:Galathea II:Gal-II-270	Gal-II-270				Kermadec Trench	43711788	Galathea II	urn:catalog:ZMUC:Galathea II:Gal-II-270		-36.516602	-178.632996		2.0	24.0				WGS84				ZMUC				4410.0	0.0			NZ	OCEANIA	New Zealand																						1750.0	37	. Record published in http://www.zmuc.dk/InverWeb/		
895363272	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b0f5183c-5ed0-47f4-b75f-65e0c1036cb5	b4640710-8e03-11d8-b956-b8a03c50a862	US	EML	2024-07-23T23:29:02.101+00:00	2024-07-24T00:28:57.088+00:00	602	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': 'migration', 'http://rs.tdwg.org/dwc/terms/identificationRemarks': 'J.W. Hedgpeth', 'http://rs.tdwg.org/dwc/terms/identificationID': '1623921', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Joel Walker Hedgpeth', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Colossendeis minuta'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1939.0	1939-07-26	207.0	207.0	['GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2023-02-23T19:26:30.000+00:00	2024-07-24T00:28:57.088+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MCZ:IZ:CRU-12219'}]	[]	[]	[]	1cfca87c-083e-4d67-8e60-cb7d311f6058	False	RV Atlantis	whole animal (70% ethanol)	Pycnogonida	[]	[{'type': 'OTHER', 'value': 'http://viaf.org/viaf/59165466'}]	NORTH_AMERICA	President and Fellows of Harvard College	MCZ:IZ:CRU-12219	CRU-12219	ICZN	b4640710-8e03-11d8-b956-b8a03c50a862	26/7/1939	S. of Georges Bank	895363272	IZ	MCZ:IZ:CRU-12219	Animalia Arthropoda Pycnogonida Colossendeidae Colossendeis minuta	40.08333	-68.08333	Atlantic, Northwest	7.0	26.0	6c118641-5b0b-4577-a8f6-a6dbd15de2e7	Joel Walker Hedgpeth	Blake Trawl	WGS84				MCZ	Museum of Comparative Zoology, Harvard University			2048.255	27.43500000000006	Atlantic Ocean: Atlantic, Northwest: United States		US	NORTH_AMERICA	United States of America	unknown	degrees dec. minutes			1e-05	Woods Hole Oceanographic Institution	http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:CRU-12219		verified by collector	USA, Massachusetts, S. of Georges Bank	https://marineregions.org/mrgid/25365	in collection	MicroCT scanned on August 21, 2015 by Art Woods, Bret Tobalske, and Steve Lane.	Coordinates are from original label												
1319562142	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:54.158+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117573	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis japonica Hoek, 1898	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	japonica	SPECIES	SYNONYM	NE	{}	1906.0	1906-08-12	224.0	224.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-06-30T14:09:00.000+00:00	2024-07-02T12:38:54.158+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36860a3cb-a6a8-4301-8cc4-054783ca59bd'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/36860a3cb-a6a8-4301-8cc4-054783ca59bd	USNM 80549		urn:lsid:biocol.org:col:34871		Koshiki Island	1319562142	IZ	http://n2t.net/ark:/65665/36860a3cb-a6a8-4301-8cc4-054783ca59bd	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	31.6611	129.333	North Pacific Ocean, East China Sea	8.0	12.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.		WGS84		USFC/A4912		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	715.0	0.0	North Pacific Ocean, East China Sea, Japan, Kagoshima	NMNH Extant Biology	JP	ASIA	Japan		Degrees Minutes Seconds	4912	Kagoshima																						
1320000187	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:49.037+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117573	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis japonica Hoek, 1898	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	japonica	SPECIES	SYNONYM	NE	{}	1906.0	1906-08-12	224.0	224.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-06-30T14:12:00.000+00:00	2024-07-02T12:37:49.037+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37bc41ed9-2270-487b-900a-0787bc192d46'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/37bc41ed9-2270-487b-900a-0787bc192d46	USNM 80603		urn:lsid:biocol.org:col:34871		Koshiki Island	1320000187	IZ	http://n2t.net/ark:/65665/37bc41ed9-2270-487b-900a-0787bc192d46	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	31.5167	129.425	North Pacific Ocean, East China Sea	8.0	12.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.		WGS84		USFC/A4915		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	781.0	0.0	North Pacific Ocean, East China Sea, Japan, Kagoshima	NMNH Extant Biology	JP	ASIA	Japan		Degrees Minutes Seconds	4915	Kagoshima																						
1317730768	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:00.260+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1886.0	1886-10-26	299.0	299.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-01-14T14:48:00.000+00:00	2024-07-02T12:37:00.260+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3175a550c-447d-495a-a070-91e246b8a703'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3175a550c-447d-495a-a070-91e246b8a703	USNM 79965		urn:lsid:biocol.org:col:34871		Hog Island	1317730768	IZ	http://n2t.net/ark:/65665/3175a550c-447d-495a-a070-91e246b8a703	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	37.3833	-73.8833	North Atlantic Ocean	10.0	26.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.		WGS84		USFC/A2734		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1538.0	0.0	North Atlantic Ocean, United States, Virginia	NMNH Extant Biology	US	NORTH_AMERICA	United States of America		Degrees Minutes Seconds	2734	Virginia																						
1321173512	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.561+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1886.0	1886-10-25	298.0	298.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-01-14T13:15:00.000+00:00	2024-07-02T12:39:16.561+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3af9e7715-65fd-499e-927e-3b4399865796'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3af9e7715-65fd-499e-927e-3b4399865796	USNM 79964		urn:lsid:biocol.org:col:34871		Virginia Beach	1321173512	IZ	http://n2t.net/ark:/65665/3af9e7715-65fd-499e-927e-3b4399865796	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	36.5	-74.55	North Atlantic Ocean	10.0	25.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.		WGS84		USFC/A2728		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1571.0	0.0	North Atlantic Ocean, United States, Virginia	NMNH Extant Biology	US	NORTH_AMERICA	United States of America		Degrees Minutes Seconds	2728	Virginia																						
1322915805	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:32.948+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1886.0	1886-10-26	299.0	299.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-01-14T15:00:00.000+00:00	2024-07-02T12:38:32.948+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fcc70959-9cb1-4cc1-947b-74ce1c3b2086'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3fcc70959-9cb1-4cc1-947b-74ce1c3b2086	USNM 12249		urn:lsid:biocol.org:col:34871		Hog Island	1322915805	IZ	http://n2t.net/ark:/65665/3fcc70959-9cb1-4cc1-947b-74ce1c3b2086	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	37.3833	-74.0333	North Atlantic Ocean	10.0	26.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Giltay, L.		WGS84		USFC/A2735		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1483.0	0.0	North Atlantic Ocean, United States, Virginia	NMNH Extant Biology	US	NORTH_AMERICA	United States of America		Degrees Minutes Seconds	2735	Virginia																						
1322084408	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:23.363+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}	1883.0	1883-09-21	264.0	264.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-11-03T14:41:00.000+00:00	2024-07-02T12:39:23.363+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d7fc5555-599e-4ff9-8a4d-35d8c21d1106'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3d7fc5555-599e-4ff9-8a4d-35d8c21d1106	USNM 5406		urn:lsid:biocol.org:col:34871		Hudson Canyon	1322084408	IZ	http://n2t.net/ark:/65665/3d7fc5555-599e-4ff9-8a4d-35d8c21d1106	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae	39.7139	-71.0222	North Atlantic Ocean	9.0	21.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Wilson, E. B.		WGS84		USFC/A2093		USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	1829.0	0.0	North Atlantic Ocean, United States, New Jersey	NMNH Extant Biology	US	NORTH_AMERICA	United States of America		Degrees Minutes Seconds	2093	New Jersey																						
1055601271	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:57.946+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 49', 'http://purl.org/dc/terms/created': '1187776550000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/0798dda5-c276-4765-95c3-2d86ad988e23'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117584	1	54	354	9477065	2012	2117538	2117584	2117584	Colossendeis minuta Hoek, 1881	Colossendeis minuta Hoek, 1881	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis minuta	Colossendeis	minuta	SPECIES	ACCEPTED	NE	{}					['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:17:57.946+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1192145'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1876 - 1905: page 49', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/0798dda5-c276-4765-95c3-2d86ad988e23'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			Pycnogonida	[]	[]	EUROPE		1192145	1881.38					1055601271	ZOO	d101c97b-0110-4419-a76b-549af90aed36	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Colossendeidae	-42.133333	-63.65							WGS84		50		NHMUK								AR	LATIN_AMERICA	Argentina								NHMUK:ecatalogue:1192145																	TYPE	"{""associatedMediaCount"": 1, ""barcode"": ""NHMUK014664276"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": ""Challenger Collection"", ""commodity"": null, ""created"": 1294336679000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Colossendeis minuta Hoek, 1881"", ""determinationTypes"": null, ""donorName"": ""Lords Commissioners of the Treasury"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055601271"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": ""Specimen"", ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""Spirit"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"
