key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	continent	sex	depth	depthAccuracy	waterBody	typeStatus	otherCatalogNumbers	recordedBy	institutionCode	locality	occurrenceRemarks	stateProvince	higherGeography	collectionKey	datasetName	locationID	verbatimCoordinateSystem	fieldNumber	collectionID	elevation	references	combinationAuthors	verbatimScientificName	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	dynamicProperties	coordinateUncertaintyInMeters	footprintWKT	bibliographicCitation
2434364435	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:18.651+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-30.366667	-48.683333	{}	1972.0	8.0	3.0	1972-08-03	216.0	216.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:18.651+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3475@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3475@CRS	ZMA.PYC.3475	ICZN	Naturalis Biodiversity Center	03 aug 1972	2434364435	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3475	Animalia|Pallenopsidae																															
2434365436	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.302+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-23.238333	-44.221667	{}	1968.0	2.0	17.0	1968-02-17	48.0	48.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:24.302+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3455@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.3455@CRS	ZMA.PYC.3455	ICZN	Naturalis Biodiversity Center	17 feb 1968	2434365436	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3455	Animalia|Pallenopsidae	SOUTH_AMERICA																														
2434516975	0102d2af-7f21-4238-b1fa-cbbeeee60423	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	85ccfd1a-a837-48d6-9a87-96c99f6fe012	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:22.873+00:00	2024-07-23T00:36:13.429+00:00	358	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6011/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.CRUS.P.6011_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6011/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE			{}	1922.0			1922-01-01/1922-12-31	1.0	365.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2015-09-15T00:00:00.000+00:00	2024-07-23T00:36:13.429+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.CRUS.P.6011@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.CRUS.P.6011_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6011/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		(microscopic slide)		Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.CRUS.P.6011@CRS	ZMA.CRUS.P.6011	ICZN	Naturalis Biodiversity Center	1922	2434516975	Crustacea	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.P.6011	Animalia		MALE																													
1099347276	f2ec825d-145a-42fd-9bfe-a411a557bc47	6ba9a8cc-513a-4a51-bf93-6f5de8040a96		4346b227-ca68-4d54-8a77-909148492e0b	4c415e40-1e21-11de-9e40-a0d6ecebb8bf	SE	EML	2023-03-17T11:58:30.504+00:00	2024-01-25T02:24:19.201+00:00	282	{}	PRESERVED_SPECIMEN	40.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-37.833333	-56.183333	{}	1901.0	12.0	23.0	1901-12-23	357.0	357.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-02-20T10:01:30.000+00:00	2024-01-25T02:24:19.201+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'NRM:EVType:1293'}]	[]	[]	[]	5ed4ae5a-4638-4c61-8af1-b476f64bc0a2	True		specimen	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		NRM:EVType:1293	Type-1293				1099347276	EVtype	NRM:EVType:1293	Pantopoda			100.0	0.0	South Atlantic Ocean	SYNTYPE	Utl. Pantopoda:109	Swedish South Polar Exp	NRM	Off Northern Argentina	Valid name																				
1321566211	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:40.514+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-45.3667	-64.3333	{}	1888.0	1.0	15.0	1888-01-15	15.0	15.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-01-20T13:28:00.000+00:00	2024-07-02T12:39:40.514+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c0f902bb-1967-426a-8813-536c8a87830e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA		http://n2t.net/ark:/65665/3c0f902bb-1967-426a-8813-536c8a87830e	USNM 80821		urn:lsid:biocol.org:col:34871		1321566211	IZ	http://n2t.net/ark:/65665/3c0f902bb-1967-426a-8813-536c8a87830e	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pallenopsidae		MALE	94.2	0.0	South Atlantic Ocean, Gulf of San Jorge			United States Fish Commission	USNM			Chubut	South Atlantic Ocean, Gulf of San Jorge, Argentina, Chubut	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	2769	Degrees Minutes Seconds	USFC/A2769	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6												
1802552296	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.708+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE			{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.708+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCCFFA2FF54F8D1FEB747B5'}]	[]	[]	[]		False				Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	EUROPE		03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCCFFA2FF54F8D1FEB747B5					1802552296		03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCCFFA2FF54F8D1FEB747B5		SOUTH_AMERICA									Rio Grande do Sul		Rio Grande do Sul								110.0	http://treatment.plazi.org/id/03A57B37FFCCFFA1FF54F8FAFD0740D8	Loman	Pallenopsis tumidula Loman, 1923	Syn.: Pallenopsis (Pallenopsis) tumidula — Stock, 1992: 130 (Brazil: off Rio Grande do Sul, Rio de Janeiro, 42 – 178 m).	03A57B37FFCCFFA1FF54F8FAFD0740D8.taxon	1923	Pallenopsis tumidula				
1802552315	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862		7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.536+00:00	234	{}	MATERIAL_CITATION	1.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-37.5	-56.183334	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T18:43:07.536+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCFFFA1FF54FF10FD0740D8'}]	[]	[]	[]		True			WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCFFFA1FF54FF10FD0740D8					1802552315		03A57B37FFCCFFA1FF54F8FAFD0740D8.mc.3B64C07CFFCFFFA1FF54FF10FD0740D8							HOLOTYPE				Argentina											http://treatment.plazi.org/id/03A57B37FFCCFFA1FF54F8FAFD0740D8	Loman	Pallenopsis tumidula Loman, 1923	Type locality: off Argentina (37 ° 30 ' S 56 º 11 ' W).	03A57B37FFCCFFA1FF54F8FAFD0740D8.taxon	1923	Pallenopsis tumidula				
1057547242	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:54.046+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 4', 'http://purl.org/dc/terms/created': '1187778764000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/ac5ad573-f22e-4031-bc03-a2f2d3271c4e'}]}	PRESERVED_SPECIMEN		PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE			{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:17:54.046+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1223980'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 4', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/ac5ad573-f22e-4031-bc03-a2f2d3271c4e'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True				Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE		1223980	1935.7.29.1-5				1057547242	ZOO	9bf805d9-724d-48c5-b85e-938b50560c67	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Pallensopsidae	SOUTH_AMERICA					PARATYPE	NHMUK:ecatalogue:1223980		NHMUK				South America; Argentina															"{""associatedMediaCount"": 1, ""barcode"": ""011112968"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295864515000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pallenopsis tumidula Loman, 1923"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057547242"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"			
1328191057	f0c3a31b-df3b-4670-ac1d-0c58d13e1420	d6bc1312-f24f-4258-b117-a13243b915ff	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2bbcc64b-16bb-4f74-8dfc-64c93cf0e109	d6bc1312-f24f-4258-b117-a13243b915ff	AR	EML	2023-01-07T12:56:49.754+00:00	2024-01-25T02:14:55.442+00:00	108	{}	OCCURRENCE		PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE	-34.349998	-55.939999	{'level0': {'gid': 'URY', 'name': 'Uruguay'}, 'level1': {'gid': 'URY.2_2', 'name': 'Canelones'}, 'level2': {'gid': 'URY.2.21_2', 'name': 'San Bautista'}}							['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2015-09-01T09:17:00.000+00:00	2024-01-25T02:14:55.442+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1328191057'}]	[]	[]	[]		False			WGS84	Pycnogonida	UY	[]	[]	LATIN_AMERICA	Uruguay	LATIN_AMERICA		urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-824	CNP-MARINEINVER-824				1328191057	CNP-MARINEINVER	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-824		SOUTH_AMERICA								CENPAT-CONICET	Costa uruguaya																			235454.0	POLYGON ((-58.400002 -33.75, -53.48 -33.75, -53.48 -34.950001, -58.400002 -34.950001, -58.400002 -33.75))	Scarabino, F., 2006. Faunistica y taxonomia de invertebrados bentonicos marinos y estuarinos de la costa uruguaya. In Bases para la conservacion y el manejo de la costa uruguaya, (eds. R. Menafra, L. Rodriguez-Gallego, F. Scarabino and D. Conde), pp. 143-156. Montevideo: Vida Silvestre Uruguay.
774191681	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:37.401+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1923', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Loman, 1923', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|171220', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tumidula', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|22481', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pallenopsis tumidula Loman, 1923'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117484	1	54	354	9477065	3254684	2117433	2117484	2117484	Pallenopsis tumidula Loman, 1923	Pallenopsis tumidula Loman, 1923	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis tumidula	Pallenopsis	tumidula	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2016-06-29T17:13:11.000+00:00	2024-07-24T12:24:37.401+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3069'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Arnaud F.			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3069	2009-3069				774191681	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-3069										MNHN					0641bf3b-29ad-42c9-b3c7-ffb5a76f6954					10.15468/qgvvhd												
