key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	county	gbifID	collectionCode	occurrenceID	locality	networkKeys	individualCount	sex	depth	depthAccuracy	waterBody	higherGeography	modified	collectionKey	datasetName	recordedBy	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	collectionID	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	otherCatalogNumbers	acceptedNameUsage	occurrenceRemarks
3970758608	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.373+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	33.226861	126.56925	ASIA	Jeju-do	{}	2021.0	5.0	22.0	2021-05-22	142.0	142.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.373+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248793'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248793	MABIK CR00248793	꼬마바다거미	MABIK	Seogwipo-si	3970758608	CR	MABIK CR00248793																												
3970758607	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.372+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	33.226861	126.56925	ASIA	Jeju-do	{}	2021.0	5.0	22.0	2021-05-22	142.0	142.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.372+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248794'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248794	MABIK CR00248794	꼬마바다거미	MABIK	Seogwipo-si	3970758607	CR	MABIK CR00248794																												
3970758615	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.374+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	33.226861	126.56925	ASIA	Jeju-do	{}	2021.0	5.0	22.0	2021-05-22	142.0	142.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.374+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248795'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248795	MABIK CR00248795	꼬마바다거미	MABIK	Seogwipo-si	3970758615	CR	MABIK CR00248795																												
3970758614	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.374+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	33.226861	126.56925	ASIA	Jeju-do	{}	2021.0	5.0	22.0	2021-05-22	142.0	142.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.374+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248796'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248796	MABIK CR00248796	꼬마바다거미	MABIK	Seogwipo-si	3970758614	CR	MABIK CR00248796																												
3970759036	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.448+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	34.717667	125.404139	ASIA	Jeollanam-do	{}	2021.0	8.0	10.0	2021-08-10	222.0	222.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.448+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248815'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248815	MABIK CR00248815	꼬마바다거미	MABIK	Sinan-gun	3970759036	CR	MABIK CR00248815	Heuksan-myeon																											
3970759035	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.448+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	34.717667	125.404139	ASIA	Jeollanam-do	{}	2021.0	8.0	10.0	2021-08-10	222.0	222.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.448+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248816'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248816	MABIK CR00248816	꼬마바다거미	MABIK	Sinan-gun	3970759035	CR	MABIK CR00248816	Heuksan-myeon																											
3970758905	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.772+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	33.226908	126.568425	ASIA	Jeju-do	{}	2017.0	1.0	10.0	2017-01-10	10.0	10.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.772+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252047'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252047	MABIK CR00252047	꼬마바다거미	MABIK	Seogwipo-si	3970758905	CR	MABIK CR00252047																												
3970758902	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.772+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	38.293578	128.556794	ASIA	Gangwon-do	{}	2017.0	3.0	22.0	2017-03-22	81.0	81.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.772+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252048'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252048	MABIK CR00252048	꼬마바다거미	MABIK	Goseong-gun	3970758902	CR	MABIK CR00252048	Jugwang-myeon																											
4459280746	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:32.599+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	37.114533	129.379194	ASIA	Gyeongsangbuk-do	{}	2016.0	11.0	17.0	2016-11-17	322.0	322.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:32.599+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00244421'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00244421	MABIK CR00244421	꼬마바다거미	MABIK	Uljin-gun	4459280746	CR	MABIK CR00244421	Buk-myeon																											
4459278364	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:36.055+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE	35.052667	129.003528	ASIA	Busan	{}	2014.0	9.0	26.0	2014-09-26	269.0	269.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:36.055+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00243592'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False		WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00243592	MABIK CR00243592	꼬마바다거미	MABIK	Saha-gu	4459278364	CR	MABIK CR00243592																												
1808677196	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:40.078+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:40.078+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808677196'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000124630		NIBR		1808677196	AM																													
1808678000	9aa00786-772a-46d4-8fe1-ac6d8926a040	d6aeeb7c-db16-436f-98bb-f0d7e2c7a0db	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2023-01-06T23:22:09.574+00:00	2024-01-25T11:49:39.948+00:00	88	{}	PRESERVED_SPECIMEN	PRESENT	2118243	1	54	354	9477065	6313	2118237	2118243	2118243	Tanystylum scrutator Stock, 1954	Tanystylum scrutator Stock, 1954	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum scrutator	Tanystylum	scrutator	SPECIES	ACCEPTED	NE					{}	2012.0	1.0	1.0	2012-01-01	1.0	1.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-25T11:49:39.948+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1808678000'}]	[]	[]	[]	31c9e39d-1b4d-4b4c-9c8c-a93cc973f4e5	False			Pycnogonida		[]	[]			ASIA		NIBRIV0000121075		NIBR		1808678000	AM																													
