key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	nomenclaturalStatus	identifier	combinationAuthors	verbatimScientificName	namePublishedIn	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	associatedSequences	catalogNumber	taxonConceptID	occurrenceRemarks
4012366550	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.878+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	12265283	1	54	354	9477065	6313	2118237	12265283	12265283	Tanystylum boucheti Sabroux, 2022	Tanystylum boucheti Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum boucheti	Tanystylum	boucheti	SPECIES	ACCEPTED	NE	14.7	-60.896667	2.0	NORTH_AMERICA	{}	2016.0	9.0	24.0	2016-09-24	268.0	268.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.878+00:00	https://treatment.plazi.org/id/03A95E063E07FFABFD910327006BB9AE#3B68E54D3E07FFA9FF17002F033ABD3F	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E07FFABFD910327006BB9AE.mc.3B68E54D3E07FFA9FF17002F033ABD3F'}]	[]	[]	[]	False	Baie du Robert	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	spec. nov.	03A95E063E07FFABFD910327006BB9AE.mc.3B68E54D3E07FFA9FF17002F033ABD3F	Sabroux & Hassanin & Corbari	Tanystylum boucheti	Sabroux, Romain, Hassanin, Alexandre, Corbari, Laure (2022): Sea spiders (Arthropoda: Pycnogonida) collected during the Madibenthos Expedition from Martinique shallow waters. European Journal of Taxonomy 851 (1): 1-141, DOI: 10.5852/ejt.2022.851.1999, URL: http://dx.doi.org/10.5852/ejt.2022.851.1999	MARTINIQUE	4012366550	03A95E063E07FFABFD910327006BB9AE.mc.3B68E54D3E07FFA9FF17002F033ABD3F	Holotype MARTINIQUE • ♂ ov.; Baie du Robert; 14 ° 42 ʹ N, 60 ° 53.8 ʹ W; depth 2 m; 24 Sep. 2016; st. AB 452; MNHN-IU- 2016 - 1074 / MK 411045.	03A95E063E07FFABFD910327006BB9AE.taxon	2022	Tanystylum boucheti														
4548033326	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:28.026+00:00	57	{}	HUMAN_OBSERVATION		PRESENT		12265283	1	54	354	9477065	6313	2118237	12265283	12265283	Tanystylum boucheti Sabroux, 2022	Tanystylum boucheti Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum boucheti	Tanystylum	boucheti	SPECIES	ACCEPTED	NE	14.65485	-61.01929		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.1_1', 'name': 'Fort-de-France'}, 'level2': {'gid': 'MTQ.1.3_1', 'name': 'Saint-Joseph'}}								['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:28.026+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f7f8dd75-4da4-4e4f-ad9c-f30619ad83e3'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE		f7f8dd75-4da4-4e4f-ad9c-f30619ad83e3					4548033326	f7f8dd75-4da4-4e4f-ad9c-f30619ad83e3		1021614			26983.0	275.37364700437337	EB6380B5-80AF-5935-E053-0514A8C08744	f7f8dd75-4da4-4e4f-ad9c-f30619ad83e3	fr | en	Tanystylum boucheti Sabroux, Hassanin & Corbari, 2022	Martinique	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.				
4155170489	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230	17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:51:05.825+00:00	175	{}	PRESERVED_SPECIMEN		PRESENT		12265283	1	54	354	9477065	6313	2118237	12265283	12265283	Tanystylum boucheti Sabroux, 2022	Tanystylum boucheti Sabroux, 2022	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum boucheti	Tanystylum	boucheti	SPECIES	ACCEPTED	NE	14.7	-60.9		NORTH_AMERICA	{}								['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:51:05.825+00:00	https://www.ebi.ac.uk/ena/browser/view/OQ065587	http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OQ065587'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE		OQ065587					4155170489	OQ065587		ASV:571a431c3e6c977b745704c08b25d38f													https://www.ebi.ac.uk/ena/browser/api/embl/OQ065587	MNHN-IU-2016-1074	https://www.ebi.ac.uk/ena/browser/view/Taxon:3014713	Tanystylum boucheti voucher MNHN-IU-2016-1074 small subunit ribosomal RNA gene, partial sequence.
