key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	identifiedBy	samplingProtocol	recordNumber	occurrenceRemarks	georeferenceSources	verbatimDepth	waterBody	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	coordinateUncertaintyInMeters	datasetID	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	continent	http://unknown.org/language	typeStatus
462401300	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.453+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1938', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ascorhynchus;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Helfer, 1938)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117491', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ascorhynchus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'ornatus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16246', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus ornatus (Helfer, 1938)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-23.741917	166.915741	1555.0	65.0	{}	1985.0	9.0	1.0	1985-09-01T18:06/1985-09-01T19:20	244.0	244.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.453+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20603'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Métivier & Richer de Forges-IRD coll.	WGS84	Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20603	2008-20603	MNHN	Ride de Norfolk	BIOCAL/CP57	462401300	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20603	10.15468/qgvvhd																													
462403011	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.451+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1938', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Ascorhynchus;Ascorhynchidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Helfer, 1938)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117492', 'http://rs.tdwg.org/dwc/terms/family': 'Ascorhynchidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Ascorhynchus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'ornatus', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|16246', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Ascorhynchus ornatus (Helfer, 1938)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-23.741917	166.915741	1555.0	65.0	{}	1985.0	9.0	1.0	1985-09-01T18:06/1985-09-01T19:20	244.0	244.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.451+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20604'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Métivier & Richer de Forges-IRD coll.	WGS84	Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20604	2008-20604	MNHN	Ride de Norfolk	BIOCAL/CP57	462403011	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20604	10.15468/qgvvhd																													
1275071317	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862		5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.413+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-33.081667	28.11			{}	1978.0	5.0	26.0	1978-05-26T00:00	146.0	146.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-24T17:25:01.413+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071317'}]	[]	[]	[]			False	R/V Meiring Naude	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA	urn:catalog:IZIKO:SAM-A-19597	SAM-A-19597		33°04,9'S 28°06,6'E		1275071317		urn:catalog:IZIKO:SAM-A-19597		CA.Child	Heavy Dredge	SM163	female	Catalogue	0-90 m																							
1318159842	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:13.802+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-34.4333	17.5333	708.0	0.0	{}	1958.0	4.0	6.0	1958-04-06	96.0	96.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:41:00.000+00:00	2024-07-02T12:37:13.802+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32a54c499-5a53-4007-a510-450681572b56'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	NORTH_AMERICA	http://n2t.net/ark:/65665/32a54c499-5a53-4007-a510-450681572b56	USNM 152780	USNM	SW Of Cape Of Good Hope	V-14-33	1318159842	IZ	http://n2t.net/ark:/65665/32a54c499-5a53-4007-a510-450681572b56	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)						South Atlantic Ocean	South Atlantic Ocean, South Africa	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	06 APR 1958	unknown, from legacy	Degrees Minutes Seconds	33	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae													
3934994920	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:36.244+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-49.13558	68.66923			{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:36.244+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '08ef69a6-cf62-458f-95c6-90efa2a27c73'}]	[]	[]	[]			False		WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	08ef69a6-cf62-458f-95c6-90efa2a27c73					3934994920		08ef69a6-cf62-458f-95c6-90efa2a27c73																		1105902.0	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	08ef69a6-cf62-458f-95c6-90efa2a27c73	Ascorhynchus ornatus (Helfer, 1938)	TAAF : Îles sub-antarctiques	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712066			
3846997847	6ed43f52-25d1-4d56-a821-63a8564b81f6	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-23T18:06:52.356+00:00	2024-01-26T10:23:26.495+00:00	20	{}	HUMAN_OBSERVATION		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE					{}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:23:26.495+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6470e387-2f1e-474d-8f3f-8ec1bc59fa0b'}]	[]	[]	[]			False			Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	6470e387-2f1e-474d-8f3f-8ec1bc59fa0b					3846997847		6470e387-2f1e-474d-8f3f-8ec1bc59fa0b																			B6BB40E7-FCE6-5E23-E053-5014A8C0B867	6470e387-2f1e-474d-8f3f-8ec1bc59fa0b	Ascorhynchus ornatus (Helfer, 1938)	Province Nord|Province Sud|Îles Loyauté		Invalid		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712066	OCEANIA		
4547697556	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.733+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE					{}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:26.733+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6a2b0837-73f4-40b2-9a74-27d3057cebd5'}]	[]	[]	[]			False			Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	6a2b0837-73f4-40b2-9a74-27d3057cebd5					4547697556		6a2b0837-73f4-40b2-9a74-27d3057cebd5																			EB6380B5-80AF-5935-E053-0514A8C08744	6a2b0837-73f4-40b2-9a74-27d3057cebd5	Ascorhynchus ornatus (Helfer, 1938)	Province Nord|Province Sud|Îles Loyauté	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712066	OCEANIA	fr | en	
4547692979	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.911+00:00	57	{}	HUMAN_OBSERVATION		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-49.13558	68.66923			{}							['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:26.911+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6d2ab3fc-6fcf-4b2f-9dcc-d1ef6edeeabb'}]	[]	[]	[]			False		WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	6d2ab3fc-6fcf-4b2f-9dcc-d1ef6edeeabb					4547692979		6d2ab3fc-6fcf-4b2f-9dcc-d1ef6edeeabb																		1105902.0	EB6380B5-80AF-5935-E053-0514A8C08744	6d2ab3fc-6fcf-4b2f-9dcc-d1ef6edeeabb	Ascorhynchus ornatus (Helfer, 1938)	TAAF : Îles sub-antarctiques	TaxREF	Probable		Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712066		fr | en	
3935137089	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.469+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE					{}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:38.469+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cf3c7ed9-20ce-4e51-9fab-113c915679b7'}]	[]	[]	[]			False			Pycnogonida	NC	[]	[]	OCEANIA	New Caledonia	EUROPE	cf3c7ed9-20ce-4e51-9fab-113c915679b7					3935137089		cf3c7ed9-20ce-4e51-9fab-113c915679b7																			D2B0CE86-7C29-1275-E053-5514A8C0FBF9	cf3c7ed9-20ce-4e51-9fab-113c915679b7	Ascorhynchus ornatus (Helfer, 1938)	Province Nord|Province Sud|Îles Loyauté	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	712066	OCEANIA		
318005036	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.239+00:00	124	{}	OCCURRENCE		PRESENT	2118359	1	54	354	9477065	4338615	2118315	2118359	2118359	Ascorhynchus ornatus (Helfer, 1938)	Ascorhynchus ornatus (Helfer, 1938)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ornatus	Ascorhynchus	ornatus	SPECIES	ACCEPTED	NE	-35.45	23.49			{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.239+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37248'}]	[]	[]	[]			False		WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	EUROPE		37248	BAS			318005036	SOMBASE Pycnogonids																															
