key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	locality	gbifID	collectionCode	occurrenceID	higherClassification	individualCount	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	waterBody	higherGeography	month	day	collectionKey	datasetName	identifiedBy	geodeticDatum	countryCode	gbifRegion	country	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	institutionCode	locationID	collectionID	continent	county	lifeStage	habitat	verbatimDepth	organismQuantity	organismQuantityType	otherCatalogNumbers	verbatimLocality	dateIdentified	eventRemarks	language	type	occurrenceRemarks	verbatimIdentification	sex	typeStatus	references	combinationAuthors	verbatimScientificName	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	elevation	municipality	http://unknown.org/occurrenceDetails	elevationAccuracy
2434360381	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:22.664+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.512/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.512_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.512/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1982.0	1982-01-01/1982-12-31	1.0	365.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:22.664+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.512@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.512_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.512/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Tydeman Cape Verde isl. exp.	WholeOrganism (alcohol)	Pycnogonida	[]	[]	EUROPE	Naturalis Biodiversity Center	RMNH.PYC.512@CRS	RMNH.PYC.512	ICZN	Naturalis Biodiversity Center	1982	sta. 6007	2434360381	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.512	Animalia|Endeidae																																																			
1319999492	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:35.417+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1980.0	1980-03-09	69.0	69.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T12:34:00.000+00:00	2024-07-02T12:37:35.417+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37bbae9a2-94d4-45e9-9474-c0aa3d5d025a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Georgia Marine Resources For Minerals Management Service/Bureau Land Management BLM/ MMS	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/37bbae9a2-94d4-45e9-9474-c0aa3d5d025a	USNM 224070		urn:lsid:biocol.org:col:34871		off Georgia	1319999492	IZ	http://n2t.net/ark:/65665/37bbae9a2-94d4-45e9-9474-c0aa3d5d025a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	1.0	31.1467	-79.9133	48.0	0.0	Georgia	North Atlantic Ocean	North Atlantic Ocean, United States, Georgia	3.0	9.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Georgia Marine Resources For Minerals Management Service/Bureau Land Management BLM/ MMS	WGS84	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds	MMS-LMRS/800345	USNM	OS02	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																												
1320533876	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:21.769+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1977.0	1977-04-28	118.0	118.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:04:00.000+00:00	2024-07-02T12:38:21.769+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3935d1017-5cb7-4179-95aa-f5b2ccae7841'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Reed & Edmiston	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3935d1017-5cb7-4179-95aa-f5b2ccae7841	USNM 180127		urn:lsid:biocol.org:col:34871	28 APR 1977	Third Reef S Of Pepper State Park	1320533876	IZ	http://n2t.net/ark:/65665/3935d1017-5cb7-4179-95aa-f5b2ccae7841	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	2.0	27.5	-80.2833	5.8	0.0	Florida	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	4.0	28.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds		USNM	LD - 19C	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA	St. Lucie County																										
1321734061	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:42.365+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1977.0	1977-09-12	255.0	255.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:04:00.000+00:00	2024-07-02T12:38:42.365+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c86d1dca-81be-491e-8817-d818b2a6a53c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Reed & Edmiston	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3c86d1dca-81be-491e-8817-d818b2a6a53c	USNM 180128		urn:lsid:biocol.org:col:34871	12 SEP 1977	Third Reef S Of Pepper State Park	1321734061	IZ	http://n2t.net/ark:/65665/3c86d1dca-81be-491e-8817-d818b2a6a53c	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	2.0	27.4933	-80.2883	6.7	0.0	Florida	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	9.0	12.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds		USNM	LD - 25A	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA	St. Lucie County																										
1317947718	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:34.550+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1976.0	1976-08-16	229.0	229.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-07-05T12:56:00.000+00:00	2024-07-02T12:38:34.550+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/320f1bc6e-b774-426b-9600-b17ee234af29'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/320f1bc6e-b774-426b-9600-b17ee234af29	USNM 180140		urn:lsid:biocol.org:col:34871	16 AUG 1976	Jeff's Reef	1317947718	IZ	http://n2t.net/ark:/65665/320f1bc6e-b774-426b-9600-b17ee234af29	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	11.0	27.5467	-79.9717	75.6	0.0	Florida	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	8.0	16.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds		USNM	JSL-2100A	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		St. Lucie County																										
1321362200	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:03.710+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1976.0	1976-08-16	229.0	229.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-07-05T12:57:00.000+00:00	2024-07-02T12:38:03.710+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b7fa8542-7b1d-465c-8b02-06e80c5f9e70'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False		Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3b7fa8542-7b1d-465c-8b02-06e80c5f9e70	USNM 180141		urn:lsid:biocol.org:col:34871	16 AUG 1976	Jeff's Reef	1321362200	IZ	http://n2t.net/ark:/65665/3b7fa8542-7b1d-465c-8b02-06e80c5f9e70	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	1.0	27.5467	-79.9717	75.6	0.0	Florida	North Atlantic Ocean	North Atlantic Ocean, United States, Florida, St. Lucie County	8.0	16.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	US	NORTH_AMERICA	United States of America	unknown, from legacy	Degrees Minutes Seconds		USNM	JSL-2100B	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		St. Lucie County	Juvenile																									
1322130072	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:46.414+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.12_1', 'name': 'Panamá'}, 'level2': {'gid': 'PAN.12.6_1', 'name': 'Panamá'}, 'level3': {'gid': 'PAN.12.6.16_1', 'name': 'San Francisco'}}	1971.0	1971-04-26	116.0	116.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T13:37:00.000+00:00	2024-07-02T12:38:46.414+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d9fdc23b-d210-4748-b381-1fc69c0fd0e2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	M. L. Jones	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3d9fdc23b-d210-4748-b381-1fc69c0fd0e2	USNM 151154		urn:lsid:biocol.org:col:34871	26 APR 1971	Panama Bay, Panama City, Paitilla Beach, east side of Paitilla Point, Off Union Club	1322130072	IZ	http://n2t.net/ark:/65665/3d9fdc23b-d210-4748-b381-1fc69c0fd0e2	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	7.0	8.975	-79.5133			Canal Zone	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	4.0	26.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	PA	LATIN_AMERICA	Panama	unknown, from legacy	Degrees Minutes Seconds		USNM	25-1	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA			In rocks	Intertidal																							
1322917900	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:33.573+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.12_1', 'name': 'Panamá'}, 'level2': {'gid': 'PAN.12.6_1', 'name': 'Panamá'}, 'level3': {'gid': 'PAN.12.6.16_1', 'name': 'San Francisco'}}	1971.0	1971-04-26	116.0	116.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:23:00.000+00:00	2024-07-02T12:38:33.573+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fcdeba10-508b-49b4-9cc0-6535f0f0e395'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	R. Manning, M. L. Jones, J. Rosewater & C. Child	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3fcdeba10-508b-49b4-9cc0-6535f0f0e395	USNM 151153		urn:lsid:biocol.org:col:34871	26 APR 1971	Panama Bay, Panama City, Paitilla Beach, east side of Paitilla Point, Off Union Club	1322917900	IZ	http://n2t.net/ark:/65665/3fcdeba10-508b-49b4-9cc0-6535f0f0e395	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	5.0	8.975	-79.5133			Canal Zone	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	4.0	26.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	PA	LATIN_AMERICA	Panama				USNM	25-6	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA		Juvenile	On hydroids	Intertidal																							
1320276993	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:17.384+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1970.0	1970-10-29	302.0	302.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-10-26T13:32:00.000+00:00	2024-07-02T12:38:17.384+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/387fe33a5-6d09-4734-b877-b8d7d222e632'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/387fe33a5-6d09-4734-b877-b8d7d222e632	USNM 151151		urn:lsid:biocol.org:col:34871	29 OCT 1970	Panama Bay, Punta Paitilla	1320276993	IZ	http://n2t.net/ark:/65665/387fe33a5-6d09-4734-b877-b8d7d222e632	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	2.0	8.97	-79.5				North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	10.0	29.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	PA	LATIN_AMERICA	Panama				USNM	1-4	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA			On hydroids	Intertidal																							
1322540416	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:07.055+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117270	1	54	354	9477065	2014	2117211	2117270	2117270	Pycnogonum cessaci Bouvier, 1911	Pycnogonum cessaci Bouvier, 1911	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum cessaci	Pycnogonum	cessaci	SPECIES	ACCEPTED	NE	{}	1970.0	1970-10-29	302.0	302.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-10-26T13:32:00.000+00:00	2024-07-02T12:38:07.055+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ec210ab7-0014-4e50-b90e-f463022c21cc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Alcohol (Ethanol)	Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3ec210ab7-0014-4e50-b90e-f463022c21cc	USNM 151152		urn:lsid:biocol.org:col:34871	29 OCT 1970	Panama Bay, Punta Paitilla	1322540416	IZ	http://n2t.net/ark:/65665/3ec210ab7-0014-4e50-b90e-f463022c21cc	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pycnogonidae	4.0	8.97	-79.5				North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	10.0	29.0	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	PA	LATIN_AMERICA	Panama				USNM	1-4	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	NORTH_AMERICA			On hydroids	Intertidal																							
