key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	issues	lastInterpreted	references	license	isSequenced	associatedSequences	identifiers	media	facts	relations	isInCluster	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	taxonConceptID	gbifID	occurrenceRemarks	occurrenceID	taxonID	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	geodeticDatum	countryCode	gbifRegion	country	institutionCode	collectionCode
3968840402	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230	17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:50:01.413+00:00	175	{}	PRESERVED_SPECIMEN	PRESENT	4338348	1	54	354	9477065	2012	2117535	4338348	4338348	Decolopoda qasimi Sree, Sreepada & Parulekar, 1993	Decolopoda qasimi Sree, Sreepada & Parulekar, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Decolopoda	Decolopoda qasimi	Decolopoda	qasimi	SPECIES	ACCEPTED	NE	{}	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:50:01.413+00:00	https://www.ebi.ac.uk/ena/browser/view/MT867698	http://creativecommons.org/licenses/by/4.0/legalcode	True	https://www.ebi.ac.uk/ena/browser/api/embl/MT867698	[{'identifier': 'MT867698'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	MT867698	MNHN:IU-2016-6385_TUBE-A	https://www.ebi.ac.uk/ena/browser/view/Taxon:2775106	3968840402	Decolopoda qasimi isolate PYC130 ultraconserved element UCE1752 genomic sequence.	MT867698	ASV:76179a76b26c73436d01e0f6553c0196											
318007480	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.699+00:00	124	{}	OCCURRENCE	PRESENT	4338348	1	54	354	9477065	2012	2117535	4338348	4338348	Decolopoda qasimi Sree, Sreepada & Parulekar, 1993	Decolopoda qasimi Sree, Sreepada & Parulekar, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Decolopoda	Decolopoda qasimi	Decolopoda	qasimi	SPECIES	ACCEPTED	NE	{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.699+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False		[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39645'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE		39645		318007480				-69.9	12.8166	150.0	0.0	ANTARCTICA	WGS84	AQ	ANTARCTICA	Antarctica	BAS	SOMBASE Pycnogonids
