key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	http://unknown.org/language	footprintWKT	originalNameUsage	locality	county	identificationVerificationStatus	gbifID	nameAccordingTo	occurrenceID	taxonID	networkKeys	individualCount	depth	modified	institutionKey	collectionKey	catalogNumber	institutionCode	fieldNumber	collectionCode	collectionID	datasetName	scientificNameID	previousIdentifications	identificationQualifier	ownerInstitutionCode	language	type	institutionID	stateProvince	taxonConceptID	http://unknown.org/rightsHolder	islandGroup	island	georeferenceRemarks	municipality	organismQuantityType	informationWithheld	verbatimDepth	locationRemarks	samplingProtocol	http://unknown.org/license	distanceFromCentroidInMeters	parentEventID	waterBody	georeferencedBy	preparations	georeferencedDate	georeferenceProtocol	verbatimLocality	disposition	georeferenceSources	dateIdentified	depthAccuracy	occurrenceRemarks	sex	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	higherGeography	otherCatalogNumbers	dynamicProperties	associatedReferences	http://unknown.org/orders	elevation	elevationAccuracy	lifeStage	organismQuantity	recordNumber	parentNameUsage	materialEntityID	acceptedNameUsage	namePublishedInYear	originalNameUsageID	taxonRemarks	acceptedNameUsageID	namePublishedIn	bibliographicCitation	locationID
4546949809	79685940-cd7c-4ed7-bf80-5e50c1e33bc4	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-20T14:33:04.722+00:00	2024-03-20T15:17:49.548+00:00	1	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	49.38635	-1.10113	3.0	EUROPE	{}	2021.0	2.0	11.0	2021-02-11	42.0	42.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-20T15:17:49.548+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a59977aa-fa5d-4b00-9e0f-7ace9ea26133'}]	[]	[]	[]	False	E52F69D2-75AD-04AD-E053-0514A8C022B9	Olivier TIMSIT (Groupe d'Etudes pour les Milieux Estuariens et Littoraux de Normandie)	Olivier TIMSIT	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	a59977aa-fa5d-4b00-9e0f-7ace9ea26133	a59977aa-fa5d-4b00-9e0f-7ace9ea26133	fr | en	POINT(-1.101130035950193 49.38635004231912)	Anoplodactylus virescens	Blainville-sur-Mer	Calvados (mer territoriale)	Probable	4546949809	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	a59977aa-fa5d-4b00-9e0f-7ace9ea26133	359994																																																																						
3762705792	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.811+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1864', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Anoplodactylus;Phoxichilidiidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Hodge, 1864)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516172', 'http://rs.tdwg.org/dwc/terms/family': 'Phoxichilidiidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Anoplodactylus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'virescens', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18298', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Anoplodactylus virescens (Hodge, 1864)'}]}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	42.244214	8.587807		EUROPE	{}	2021.0	5.0	11.0	2021-05-11	131.0	131.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.811+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-120'}]	[]	[]	[]	False		La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-120				Grotte des amoureux			3762705792		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-120		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	1.0	2014-03-18T17:09:01.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	2021-120	MNHN	CORSICABENTHOS 3/CM51	IU	10.15468/qgvvhd																																																											
3481410620	aeab6ee6-c27f-4f1c-8c20-418decd54684	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T18:19:30.784+00:00	2024-01-26T11:05:19.420+00:00	51	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	49.33777	-0.44468	10.0	EUROPE	{}	2016.0	4.0	7.0	2016-04-07	98.0	98.0	['FOOTPRINT_WKT_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T11:05:19.420+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'eb4cd6a0-4ed7-49f0-8c8f-6217119bf025'}]	[]	[]	[]	False	537F4FFB-BEFF-663D-E053-2614A8C08408	GEMEL Normandie	IFREMER : Laboratoire Environnement Ressources de Boulogne-sur-Mer	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	eb4cd6a0-4ed7-49f0-8c8f-6217119bf025	eb4cd6a0-4ed7-49f0-8c8f-6217119bf025	fr | en	POINT(-0.44468 49.33776)	Anoplodactylus virescens	SIMF10 - Courseulles IM	Calvados (mer territoriale)	Non réalisable	3481410620	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	eb4cd6a0-4ed7-49f0-8c8f-6217119bf025	359994																																																																						
4139175210	10663079-059b-4852-aa61-a98ea6f6b290	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2023-09-22T10:58:35.176+00:00	2024-01-24T16:03:45.000+00:00	1	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': '28585', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000282_SE_0530_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'abundance'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.916348	-3.312267	10.0	EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.3_1', 'name': 'Scotland'}, 'level2': {'gid': 'GBR.3.23_1', 'name': 'Orkney Islands'}, 'level3': {'gid': 'GBR.3.23.1_1', 'name': 'Orkney Islands'}}	2015.0	7.0	3.0	2015-07-03	184.0	184.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-01-24T16:03:45.000+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DASSHDT00000282_SE_0530_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000282			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000282_SE_0530	DASSHDT00000282_SE_0530_134730							4139175210		DASSHDT00000282_SE_0530_134730		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']							DASSH				2015 Orkney Islands Council Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample																																																				
2244389974	6f6b1102-5baa-4e24-86be-073a90b14db0	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T09:29:17.740+00:00	2024-07-02T09:29:40.451+00:00	250	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'DASSHDT00000282_SE_0530_134730_count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000282_SE_0530_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance: count'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.916348	-3.312267	10.0	EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.3_1', 'name': 'Scotland'}, 'level2': {'gid': 'GBR.3.23_1', 'name': 'Orkney Islands'}, 'level3': {'gid': 'GBR.3.23.1_1', 'name': 'Orkney Islands'}}	2015.0	7.0	3.0	2015-07-03	184.0	184.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T09:29:40.451+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000282_SE_0530_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000282			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000282_SE_0530	DASSHDT00000282_SE_0530_134730							2244389974		DASSHDT00000282_SE_0530_134730													2015 Orkney Islands Council Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample	DASSH																																																			
4140620426	c7a17d4f-5076-4123-86c2-b74c67822117	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T10:04:04.189+00:00	2024-07-02T10:05:28.108+00:00	56	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': '65705', 'http://rs.tdwg.org/dwc/terms/measurementValue': 'DASSHDT00000142_SE_2640_134730', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2640_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'recordid'}, {'http://rs.tdwg.org/dwc/terms/measurementID': '65709', 'http://rs.tdwg.org/dwc/terms/measurementValue': '14', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2640_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.956486	-2.971292	1.0	EUROPE	{}	2014.0	7.0	17.0	2014-07-17	198.0	198.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:05:28.108+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000142_SE_2640_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000142			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000142_SE_2640	DASSHDT00000142_SE_2640_134730							4140620426		DASSHDT00000142_SE_2640_134730		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']							DASSH				2012-2014 Orkney Islands Council Harbour Authority (OICHA) Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample																																																				
2244384120	6f6b1102-5baa-4e24-86be-073a90b14db0	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T09:29:17.740+00:00	2024-07-02T09:29:43.931+00:00	250	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'DASSHDT00000142_SE_2640_134730_count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '14', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2640_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance: count'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.956486	-2.971292	1.0	EUROPE	{}	2014.0	7.0	17.0	2014-07-17	198.0	198.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T09:29:43.931+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000142_SE_2640_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000142			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000142_SE_2640	DASSHDT00000142_SE_2640_134730							2244384120		DASSHDT00000142_SE_2640_134730													2012-2014 Orkney Islands Council Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample	DASSH																																																			
4140619247	c7a17d4f-5076-4123-86c2-b74c67822117	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T10:04:04.189+00:00	2024-07-02T10:05:27.692+00:00	56	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': '66610', 'http://rs.tdwg.org/dwc/terms/measurementValue': 'DASSHDT00000142_SE_2786_134730', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2786_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'recordid'}, {'http://rs.tdwg.org/dwc/terms/measurementID': '66614', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2786_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.984845	-2.959667	1.0	EUROPE	{}	2014.0	7.0	18.0	2014-07-18	199.0	199.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:05:27.692+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000142_SE_2786_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000142			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000142_SE_2786	DASSHDT00000142_SE_2786_134730							4140619247		DASSHDT00000142_SE_2786_134730		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']							DASSH				2012-2014 Orkney Islands Council Harbour Authority (OICHA) Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample																																																				
2244384860	6f6b1102-5baa-4e24-86be-073a90b14db0	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T09:29:17.740+00:00	2024-07-02T09:29:40.141+00:00	250	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'DASSHDT00000142_SE_2786_134730_count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2786_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance: count'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.984845	-2.959667	1.0	EUROPE	{}	2014.0	7.0	18.0	2014-07-18	199.0	199.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T09:29:40.141+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000142_SE_2786_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000142			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000142_SE_2786	DASSHDT00000142_SE_2786_134730							2244384860		DASSHDT00000142_SE_2786_134730													2012-2014 Orkney Islands Council Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample	DASSH																																																			
4140617775	c7a17d4f-5076-4123-86c2-b74c67822117	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-07-02T10:04:04.189+00:00	2024-07-02T10:05:27.057+00:00	56	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': '62805', 'http://rs.tdwg.org/dwc/terms/measurementValue': 'DASSHDT00000142_SE_2168_134730', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2168_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'recordid'}, {'http://rs.tdwg.org/dwc/terms/measurementID': '62809', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'DASSHDT00000142_SE_2168_134730', 'http://rs.tdwg.org/dwc/terms/measurementType': 'taxon abundance'}]}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	58.916348	-3.312267	1.0	EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.3_1', 'name': 'Scotland'}, 'level2': {'gid': 'GBR.3.23_1', 'name': 'Orkney Islands'}, 'level3': {'gid': 'GBR.3.23.1_1', 'name': 'Orkney Islands'}}	2014.0	8.0	26.0	2014-08-26	238.0	238.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:05:27.057+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'DASSHDT00000142_SE_2168_134730'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000142			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	DASSHDT00000142_SE_2168	DASSHDT00000142_SE_2168_134730							4140617775		DASSHDT00000142_SE_2168_134730		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']							DASSH				2012-2014 Orkney Islands Council Harbour Authority (OICHA) Marine Non-Native Species Monitoring Programme	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	651: Orkney Islands Council, Department of Harbours (OIC)	en	sample																																																				
