key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	http://unknown.org/language	footprintWKT	originalNameUsage	locality	county	identificationVerificationStatus	gbifID	nameAccordingTo	occurrenceID	taxonID	networkKeys	individualCount	depth	modified	institutionKey	collectionKey	catalogNumber	institutionCode	fieldNumber	collectionCode	collectionID	datasetName	scientificNameID	previousIdentifications	identificationQualifier	ownerInstitutionCode	language	type	institutionID	stateProvince	taxonConceptID	http://unknown.org/rightsHolder	islandGroup	island	georeferenceRemarks	municipality	organismQuantityType	informationWithheld	verbatimDepth	locationRemarks	samplingProtocol	http://unknown.org/license	distanceFromCentroidInMeters	parentEventID	waterBody	georeferencedBy	preparations	georeferencedDate	georeferenceProtocol	verbatimLocality	disposition	georeferenceSources	dateIdentified	depthAccuracy	occurrenceRemarks	sex	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	higherGeography	otherCatalogNumbers	dynamicProperties	associatedReferences	http://unknown.org/orders	elevation	elevationAccuracy	lifeStage	organismQuantity	recordNumber	parentNameUsage	materialEntityID	acceptedNameUsage	namePublishedInYear	originalNameUsageID	taxonRemarks	acceptedNameUsageID	namePublishedIn	bibliographicCitation	locationID
4140564621	4e934fdd-4774-4a2e-b695-fc675ba82f5e	f6b48504-1651-4a49-a88d-c2bc6178694d	b968184d-9a9f-4e9b-b035-caaf09f46db5	f6b48504-1651-4a49-a88d-c2bc6178694d	GB	EML	2024-03-05T12:33:42.130+00:00	2024-03-05T12:34:07.472+00:00	36	{}	MATERIAL_SAMPLE	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	49.433331	-2.37666		EUROPE	{}	1986.0	9.0	1.0	1986-09-01	244.0	244.0	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-03-05T12:34:07.472+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'MRPMN00100001A0C'}]	[]	[]	[]	True	dassh.ac.uk:DASSHDT00000459	Roger Bamber	Roger Bamber	WGS84	Pycnogonida	GG	[]	[]	EUROPE	Guernsey	EUROPE	MRPMN001000000E3.001	MRPMN00100001A0C							4140564621		MRPMN00100001A0C		['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']							DASSH				Porcupine Marine Natural History Society dataset snapshot	urn:lsid:marinespecies.org:taxname:134730	Anoplodactylus virescens	original name: Anoplodactylus virescens	Roger Bamber	en	sample													MRPMN0010000003D_METH_001			MRPMN001000000E3																																				
3055104464	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:12.606+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	54.90596	-5.873407	70.7	EUROPE	{}	1985.0	9.0	15.0	1985-09-15	258.0	258.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:10:12.606+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4a82855c-dc43-4606-9cfc-e5daa7e0d73e'}]	[]	[]	[]	False		Fuller, I. Ian		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU10000000053.04	4a82855c-dc43-4606-9cfc-e5daa7e0d73e		POLYGON((-5.87421 54.90553,-5.87421 54.9064,-5.8726 54.9064,-5.8726 54.90553,-5.87421 54.90553))		Halfway House		Accepted - considered correct	3055104464		T-MRUMU100000083F3	NBNSYS0000179213								CEDaR		MRUMU1000000001D										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs						OSI Grid Reference D364085	Unknown	Littoral																																								
3054803861	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:19.069+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	54.041912	-6.108623	70.7	EUROPE	{}	1985.0	10.0	18.0	1985-10-18	291.0	291.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:10:19.069+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e14090b1-69e5-4983-aa85-9dbbbc2447f4'}]	[]	[]	[]	False		Telfer, T. Trevor		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU1000000000A.14	e14090b1-69e5-4983-aa85-9dbbbc2447f4		POLYGON((-6.10941 54.04147,-6.10941 54.04235,-6.10784 54.04235,-6.10784 54.04147,-6.10941 54.04147))		Greencastle Rocks		Accepted - considered correct	3054803861		T-MRUMU1000000E727	NBNSYS0000179213								CEDaR		MRUMU1000000001A										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs						OSI Grid Reference J239119	Unknown	Littoral																																								
3055199572	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:16.123+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	55.210947	-6.58145	70.7	EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.2_1', 'name': 'Northern Ireland'}, 'level2': {'gid': 'GBR.2.4_1', 'name': 'Causeway Coast and Glens'}, 'level3': {'gid': 'GBR.2.4.2_1', 'name': 'Coleraine'}}	1984.0	9.0	25.0	1984-09-25	269.0	269.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:10:16.123+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '937262ad-de14-45ce-bb4f-85dc0280a05e'}]	[]	[]	[]	False		Fuller, I. Ian		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU10000000089.13	937262ad-de14-45ce-bb4f-85dc0280a05e		POLYGON((-6.58225 55.21051,-6.58225 55.21139,-6.58065 55.21139,-6.58065 55.21051,-6.58225 55.21051))		The Burnfoot		Accepted - considered correct	3055199572		T-MRUMU10000005252	NBNSYS0000179213								CEDaR		MRUMU1000000001F										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs						OSI Grid Reference C903413																																										
3055016656	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:56.961+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	54.527043	-5.466769	70.7	EUROPE	{}	1984.0	10.0	23.0	1984-10-23	297.0	297.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:09:56.961+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2915b98c-d9d4-4f76-bf92-f69b2c743734'}]	[]	[]	[]	False		Telfer, T. Trevor		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU1000000003F.10	2915b98c-d9d4-4f76-bf92-f69b2c743734		POLYGON((-5.46757 54.52661,-5.46757 54.52748,-5.46597 54.52748,-5.46597 54.52661,-5.46757 54.52661))		Wallace's Rocks		Accepted - considered correct	3055016656		T-MRUMU10000009A83	NBNSYS0000179213								CEDaR		MRUMU1000000001C										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs						OSI Grid Reference J640672																																										
3055233549	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:19.230+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	54.680431	-5.630906	70.7	EUROPE	{}	1984.0	10.0	30.0	1984-10-30	304.0	304.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:10:19.230+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c6d372ae-74ba-4b62-8a34-9f8d552b22c1'}]	[]	[]	[]	False		Fuller, I. Ian		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU10000000043.05	c6d372ae-74ba-4b62-8a34-9f8d552b22c1		POLYGON((-5.63171 54.68,-5.63171 54.68086,-5.63011 54.68086,-5.63011 54.68,-5.63171 54.68))		Ballymacormick Point		Accepted - considered correct	3055233549		T-MRUMU1000000914A	NBNSYS0000179213								CEDaR		MRUMU1000000001C										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs					SACFORN	OSI Grid Reference J528839	Unknown	Littoral																																								
3055211915	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:18.550+00:00	167	{}	HUMAN_OBSERVATION	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	54.776887	-5.693663	70.7	EUROPE	{}	1984.0	11.0	7.0	1984-11-07	312.0	312.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T21:10:18.550+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'aa0802f7-11d0-403f-82c2-ff6e6d61be2f'}]	[]	[]	[]	False		Fuller, I. Ian		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	MRUMU1000000004A.09	aa0802f7-11d0-403f-82c2-ff6e6d61be2f		POLYGON((-5.69446 54.77645,-5.69446 54.77732,-5.69286 54.77732,-5.69286 54.77645,-5.69446 54.77645))		Marchburn Port		Accepted - considered correct	3055211915		T-MRUMU10000008BB5	NBNSYS0000179213								CEDaR		MRUMU1000000001D										Northern Ireland	NBNSYS0000179213	Department of Agriculture Environment and Rural Affairs						OSI Grid Reference J484945	Unknown	Littoral																																								
2234226917	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:25.404+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	38.689008	-9.361765	464.0	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.12_1', 'name': 'Lisboa'}, 'level2': {'gid': 'PRT.12.6_1', 'name': 'Cascais'}, 'level3': {'gid': 'PRT.12.6.5_1', 'name': 'Parede'}}	1982.0	1.0	9.0	1982-01-09	9.0	9.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:25.404+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000091'}]	[]	[]	[]	False		Vasco Marques	Maria Nogueira	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000091				Praia das Avencas	Cascais		2234226917		MB10-000091		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			9f104689-1d05-4349-9906-07af9bcdd414		000091	MB		MB10		Pycnogonida_MNHNC_PT		Anoplodactylus virescens (Hodge, 1864), ID revision by Tomás Munilla in 2008/06/20						Lisboa															North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Parede: Praia das Avencas	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx																												
2234226832	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:25.385+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	38.689008	-9.361765	464.0	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.12_1', 'name': 'Lisboa'}, 'level2': {'gid': 'PRT.12.6_1', 'name': 'Cascais'}, 'level3': {'gid': 'PRT.12.6.5_1', 'name': 'Parede'}}	1982.0	2.0	9.0	1982-02-09	40.0	40.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:25.385+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000094'}]	[]	[]	[]	False		Maria Nogueira	Tomás Munilla	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000094				Praia das Avencas	Cascais		2234226832		MB10-000094		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			9f104689-1d05-4349-9906-07af9bcdd414		000094	MB		MB10		Pycnogonida_MNHNC_PT								Lisboa															North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Parede: Praia das Avencas	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx	2008-06-20T00:00:00																											
2234226878	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:24.616+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	38.689008	-9.361765	464.0	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.12_1', 'name': 'Lisboa'}, 'level2': {'gid': 'PRT.12.6_1', 'name': 'Cascais'}, 'level3': {'gid': 'PRT.12.6.5_1', 'name': 'Parede'}}	1982.0	2.0	9.0	1982-02-09	40.0	40.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:24.616+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000115'}]	[]	[]	[]	False		Maria Nogueira	Tomás Munilla	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000115				Praia das Avencas	Cascais		2234226878		MB10-000115		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			9f104689-1d05-4349-9906-07af9bcdd414		000115	MB		MB10		Pycnogonida_MNHNC_PT								Lisboa															North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Parede: Praia das Avencas	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx	2008-06-20T00:00:00																											
2234226803	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:24.541+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	41.852942	-8.866493	1292.0	EUROPE	{}	1982.0	7.0	23.0	1982-07-23	204.0	204.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:24.541+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000089'}]	[]	[]	[]	False		Maria Nogueira	Tomás Munilla	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000089				Praia de Moledo	Viana do Castelo		2234226803		MB10-000089		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	4.0			9f104689-1d05-4349-9906-07af9bcdd414		000089	MB		MB10		Pycnogonida_MNHNC_PT								Viana do Castelo															North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Viana do Castelo: Praia de Moledo	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx	2008-06-20T00:00:00																											
2234226789	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:24.478+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	41.741972	-8.876933	232.0	EUROPE	{}	1982.0	7.0	20.0	1982-07-20	201.0	201.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:24.478+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000117'}]	[]	[]	[]	False		Maria Nogueira	Tomás Munilla	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000117				Praia do Carreço	Viana do Castelo		2234226789		MB10-000117		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	3.0			9f104689-1d05-4349-9906-07af9bcdd414		000117	MB		MB10		Pycnogonida_MNHNC_PT								Viana do Castelo															North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Viana do Castelo: Praia do Carreço	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx	2008-06-20T00:00:00																											
2234226884	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:25.419+00:00	220	{}	PRESERVED_SPECIMEN	PRESENT	2117418	1	54	354	9477065	6316	2117290	2117418	2117418	Anoplodactylus virescens (Hodge, 1864)	Anoplodactylus virescens (Hodge, 1864)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus virescens	Anoplodactylus	virescens	SPECIES	ACCEPTED	NE	39.357486	-9.380439	4511.0	EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.11_1', 'name': 'Leiria'}, 'level2': {'gid': 'PRT.11.14_1', 'name': 'Peniche'}, 'level3': {'gid': 'PRT.11.14.3_1', 'name': 'Peniche (Ajuda)'}}	1980.0	1.0	22.0	1980-01-22	22.0	22.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-24T22:41:25.419+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000015'}]	[]	[]	[]	False		Vasco Marques	Maria Nogueira	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE		MB10-000015				Peniche	Peniche		2234226884		MB10-000015		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			9f104689-1d05-4349-9906-07af9bcdd414		000015	MB		MB10		Pycnogonida_MNHNC_PT		Anoplodactylus virescens (Hodge, 1864), ID revision by Tomás Munilla in 2008/06/20						Leiria											scrapping of Corallina elongata				North Atlantic	Leonor Brites S.	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Peniche	in collection	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx																												
