key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	acceptedNameUsage	institutionID	locality	collectionCode	gbifID	occurrenceID	parentNameUsageID	institutionCode	acceptedNameUsageID	higherClassification	collectionID	parentNameUsage	coordinateUncertaintyInMeters	stateProvince	recordNumber	eventID	informationWithheld	habitat	footprintWKT	identificationVerificationStatus	taxonID	verbatimDepth	taxonConceptID	http://unknown.org/rightsHolder	continent	http://unknown.org/license	organismQuantity	georeferenceVerificationStatus	locationRemarks	depth	samplingProtocol	networkKeys	datasetID	datasetName	scientificNameID	previousIdentifications	identificationQualifier	ownerInstitutionCode	language	parentEventID	type	elevation	organismQuantityType	geologicalContextID	catalogNumber	nomenclaturalCode	verbatimEventDate	otherCatalogNumbers	dynamicProperties	fieldNumber	higherGeography	collectionKey	depthAccuracy	waterBody	municipality	taxonRemarks	disposition	vernacularName	occurrenceRemarks	bibliographicCitation	accessRights	county	eventRemarks	verbatimIdentification	footprintSRS	typeStatus	coordinatePrecision	georeferencedBy	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	verbatimLocality	identificationRemarks	georeferenceSources
3055011377	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:07.204+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.11106	-6.282735	{'level0': {'gid': 'IRL', 'name': 'Ireland'}, 'level1': {'gid': 'IRL.15_1', 'name': 'Louth'}, 'level2': {'gid': 'IRL.15.3_1', 'name': 'Dundalk'}}	2009.0	6.0	10.0	2009-06-10	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:07.204+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '134a8298-4565-4d42-bb75-5ca9001c281e'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		134a8298-4565-4d42-bb75-5ca9001c281e			BWFDMB09  NR2	MRUMU100000000BF	3055011377	T-MRUMU10000023D62		CEDaR					70.7			MRUMU10000000F3C.010				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3054292908	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:57.154+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.11106	-6.282735	{'level0': {'gid': 'IRL', 'name': 'Ireland'}, 'level1': {'gid': 'IRL.15_1', 'name': 'Louth'}, 'level2': {'gid': 'IRL.15.3_1', 'name': 'Dundalk'}}	2009.0	6.0	10.0	2009-06-10	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:09:57.154+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2dfaaa9b-49b3-4956-bb56-63dd303d96b2'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		2dfaaa9b-49b3-4956-bb56-63dd303d96b2			BWFDMB09  NR2	MRUMU100000000BF	3054292908	T-MRUMU10000023C07		CEDaR					70.7			MRUMU10000000F3C.003				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3055225649	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:01.307+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.11106	-6.282735	{'level0': {'gid': 'IRL', 'name': 'Ireland'}, 'level1': {'gid': 'IRL.15_1', 'name': 'Louth'}, 'level2': {'gid': 'IRL.15.3_1', 'name': 'Dundalk'}}	2009.0	6.0	10.0	2009-06-10	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:01.307+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c8df0403-8141-44ad-83b5-2887b80ed977'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		c8df0403-8141-44ad-83b5-2887b80ed977			BWFDMB09  NR2	MRUMU100000000BF	3055225649	T-MRUMU10000023C34		CEDaR					70.7			MRUMU10000000F3C.004				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3055246559	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:01.356+00:00	167	{}	HUMAN_OBSERVATION	20.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.11106	-6.282735	{'level0': {'gid': 'IRL', 'name': 'Ireland'}, 'level1': {'gid': 'IRL.15_1', 'name': 'Louth'}, 'level2': {'gid': 'IRL.15.3_1', 'name': 'Dundalk'}}	2009.0	6.0	10.0	2009-06-10	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:01.356+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ecc09892-2a0d-49d6-990f-a8da55c47ab5'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE		ecc09892-2a0d-49d6-990f-a8da55c47ab5			BWFDMB09  NR2	MRUMU100000000BF	3055246559	T-MRUMU10000023D2C		CEDaR					70.7			MRUMU10000000F3C.009				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3054953846	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:54.019+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.72553	-5.472138	{}	2008.0	2.0	28.0	2008-02-28	59.0	59.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:09:54.019+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '09706464-b07b-411e-82b6-0ee62a5690eb'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		09706464-b07b-411e-82b6-0ee62a5690eb			BSSDM08 DGR 2	MRUMU100000000CA	3054953846	T-MRUMU1000003AE88		CEDaR					70.7	Northern Ireland		MRUMU1000000109F.004				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3054686327	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:00.374+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.72553	-5.472138	{}	2008.0	2.0	28.0	2008-02-28	59.0	59.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:00.374+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b6cf1557-7c99-48ce-a339-30e7f146a679'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		b6cf1557-7c99-48ce-a339-30e7f146a679			BSSDM08 DGR 2	MRUMU100000000CA	3054686327	T-MRUMU1000003AE47		CEDaR					70.7	Northern Ireland		MRUMU1000000109F.003				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs	EUROPE																																																	
3054293077	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:57.235+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.75883	-5.492734	{}	2007.0	7.0	18.0	2007-07-18	199.0	199.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:09:57.235+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '306f6989-c83f-44dc-b9a7-4ba3440c4c0d'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		306f6989-c83f-44dc-b9a7-4ba3440c4c0d			BSSDM07 DGA	MRUMU100000000CA	3054293077	T-MRUMU100000399FA		CEDaR					70.7	Northern Ireland		MRUMU10000001090.006				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs																																																		
3054291264	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:57.343+00:00	167	{}	HUMAN_OBSERVATION	10.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.75883	-5.492734	{}	2007.0	7.0	18.0	2007-07-18	199.0	199.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:09:57.343+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '35cdafa8-cfa1-431d-a573-5e4f35427eb3'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		35cdafa8-cfa1-431d-a573-5e4f35427eb3			BSSDM07 DGA	MRUMU100000000CA	3054291264	T-MRUMU10000039991		CEDaR					70.7	Northern Ireland		MRUMU10000001090.005				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs																																																		
3054344193	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:09:57.746+00:00	167	{}	HUMAN_OBSERVATION	20.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.41898	-5.392221	{}	2007.0	7.0	20.0	2007-07-20	201.0	201.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:09:57.746+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '43667998-c4bf-49f3-b3c2-4455caac6c83'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		43667998-c4bf-49f3-b3c2-4455caac6c83			BWFDMB07	MRUMU100000000BA	3054344193	T-MRUMU100000209EC		CEDaR					70.7	Northern Ireland		MRUMU10000000F2A.001				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs																																																		
3054452190	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:13.603+00:00	167	{}	HUMAN_OBSERVATION	20.0	PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		54.41898	-5.392221	{}	2007.0	7.0	20.0	2007-07-20	201.0	201.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:13.603+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '69dc271a-9c54-44d3-bcd1-ac7906819767'}]	[]	[]	[]		False	NIEA/WMU			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		69dc271a-9c54-44d3-bcd1-ac7906819767			BWFDMB07	MRUMU100000000BA	3054452190	T-MRUMU10000020A92		CEDaR					70.7	Northern Ireland		MRUMU10000000F2A.002				Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Department of Agriculture Environment and Rural Affairs																																																		
3871678065	cc2031d1-395d-4052-8ce1-796a08c3dbf2	f6b48504-1651-4a49-a88d-c2bc6178694d	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:28.661+00:00	2024-07-15T18:31:40.453+00:00	307	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		60.893923	-3.184	{}	2007.0			2007-04-06/2007-05-05	96.0	125.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:31:40.453+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '331dd232-358b-449e-9e15-87503659f844'}]	[]	[]	[]		False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		331dd232-358b-449e-9e15-87503659f844			Tormore baseline environmental survey	TOR07	3871678065	TOR07_134691_056d76							70.7	Scotland		TOR0707_3	OSGB Grid Reference HO358240		POLYGON((-3.1849 60.89347,-3.1849 60.89438,-3.1831 60.89438,-3.1831 60.89347,-3.1849 60.89347))	Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Marine Biological Association		https://creativecommons.org/licenses/by/4.0/legalcode																																																
3872119241	cc2031d1-395d-4052-8ce1-796a08c3dbf2	f6b48504-1651-4a49-a88d-c2bc6178694d	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:28.661+00:00	2024-07-15T18:31:41.864+00:00	307	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		60.87188	-3.137143	{}	2007.0			2007-04-06/2007-05-05	96.0	125.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:31:41.864+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '808fe1b8-e62f-45f0-893c-8ed45e7d33e8'}]	[]	[]	[]		False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		808fe1b8-e62f-45f0-893c-8ed45e7d33e8			Tormore baseline environmental survey	TOR07	3872119241	TOR07_134691_056d75							70.7	Scotland		TOR0701_2	OSGB Grid Reference HO383215		POLYGON((-3.13805 60.87142,-3.13805 60.87234,-3.13624 60.87234,-3.13624 60.87142,-3.13805 60.87142))	Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Marine Biological Association		https://creativecommons.org/licenses/by/4.0/legalcode																																																
3871914964	cc2031d1-395d-4052-8ce1-796a08c3dbf2	f6b48504-1651-4a49-a88d-c2bc6178694d	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:28.661+00:00	2024-07-15T18:31:43.234+00:00	307	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		60.853897	-3.140185	{}	2007.0			2007-04-06/2007-05-05	96.0	125.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:31:43.234+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'aa7b740f-ba03-400f-b9e2-9af58d7854b6'}]	[]	[]	[]		False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		aa7b740f-ba03-400f-b9e2-9af58d7854b6			Tormore baseline environmental survey	TOR07	3871914964	TOR07_134691_056d73							70.7	Scotland		TOR0709_1	OSGB Grid Reference HO381195		POLYGON((-3.14109 60.85344,-3.14109 60.85435,-3.13928 60.85435,-3.13928 60.85344,-3.14109 60.85344))	Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Marine Biological Association		https://creativecommons.org/licenses/by/4.0/legalcode																																																
3871954751	cc2031d1-395d-4052-8ce1-796a08c3dbf2	f6b48504-1651-4a49-a88d-c2bc6178694d	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:28.661+00:00	2024-07-15T18:31:44.208+00:00	307	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		60.87188	-3.137143	{}	2007.0			2007-04-06/2007-05-05	96.0	125.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:31:44.208+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd4d42bed-f1cb-4091-8d36-2cc1a993d0fd'}]	[]	[]	[]		False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		d4d42bed-f1cb-4091-8d36-2cc1a993d0fd			Tormore baseline environmental survey	TOR07	3871954751	TOR07_134691_056d72							70.7	Scotland		TOR0701_1	OSGB Grid Reference HO383215		POLYGON((-3.13805 60.87142,-3.13805 60.87234,-3.13624 60.87234,-3.13624 60.87142,-3.13805 60.87142))	Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Marine Biological Association		https://creativecommons.org/licenses/by/4.0/legalcode																																																
3872213577	cc2031d1-395d-4052-8ce1-796a08c3dbf2	f6b48504-1651-4a49-a88d-c2bc6178694d	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:28.661+00:00	2024-07-15T18:31:44.757+00:00	307	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		60.893923	-3.184	{}	2007.0			2007-04-06/2007-05-05	96.0	125.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:31:44.757+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'dbb17719-d903-48b8-a63f-1dbb2fae82eb'}]	[]	[]	[]		False				WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		dbb17719-d903-48b8-a63f-1dbb2fae82eb			Tormore baseline environmental survey	TOR07	3872213577	TOR07_134691_056d74							70.7	Scotland		TOR0707_1	OSGB Grid Reference HO358240		POLYGON((-3.1849 60.89347,-3.1849 60.89438,-3.1831 60.89438,-3.1831 60.89347,-3.1849 60.89347))	Accepted - considered correct	NBNSYS0000176761		NBNSYS0000176761	Marine Biological Association		https://creativecommons.org/licenses/by/4.0/legalcode																																																
3979401873	e142db13-5b0e-4f15-b652-6e72537b4337	598eb93d-a844-4289-8adb-0f8583dac91e	99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.791+00:00	2024-07-07T15:15:16.646+00:00	324	{}	HUMAN_OBSERVATION		PRESENT	8016634	1	54	354	9477065	2013	2117630	8016634	8016634	Nymphon hirtum Fabricius, 1780	Nymphon hirtum Fabricius, 1780	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtum	Nymphon	hirtum	SPECIES	ACCEPTED	NE		51.729877	1.079375	{}	1997.0	9.0	11.0	1997-09-11	254.0	254.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:16.646+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd64dfdea-56b3-4e3f-80ad-4b7471689f12'}]	[]	[]	[]		False	UNKNOWN OR ANONYMOUS			WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE		d64dfdea-56b3-4e3f-80ad-4b7471689f12			26 (Blackwater Estuary)	JNCCMNCR20000697	3979401873	T-JNCCMNCR20730151							70.7	England		JNCCMNCR20000697-SAMPLE	OSGB Grid Reference TM127079		POLYGON((1.07862 51.72945,1.07862 51.73031,1.08013 51.73031,1.08013 51.72945,1.07862 51.72945))	Accepted	NBNSYS0000176761	Unknown	NBNSYS0000176761	Natural England	EUROPE		2.0	Accepted	Sublittoral																																													
