key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	gbifID	collectionCode	occurrenceID	county	networkKeys	individualCount	depth	depthAccuracy	waterBody	higherGeography	modified	collectionKey	datasetName	recordedBy	preparations	institutionID	verbatimEventDate	locality	higherClassification	collectionID	sex	georeferenceProtocol	verbatimCoordinateSystem	locationID	language	type	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	georeferencedBy	references	rightsHolder	nomenclaturalCode	georeferenceVerificationStatus	footprintWKT	disposition	footprintSRS	ownerInstitutionCode	georeferenceSources	typeStatus
3970759055	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.452+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	37.29675	126.283778	ASIA	Incheon	{}	2021.0	10.0	26.0	2021-10-26	299.0	299.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.452+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248823'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248823	MABIK CR00248823	돌기코바다거미	MABIK	3970759055	CR	MABIK CR00248823																																														
3419041738	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.366+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	36.924989	126.333286	ASIA	Chungcheongnam-do	{}	2012.0	7.0	1.0	2012-07-01	183.0	183.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.366+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00209197'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Park Mira	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00209197	MABIK CR00209197	돌기코바다거미	MABIK	3419041738	CR	MABIK CR00209197	Taean-gun																																													
3419041740	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.365+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	37.388333	126.561667	ASIA	Incheon	{}	2012.0	8.0	1.0	2012-08-01	214.0	214.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.365+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00209195'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Park Mira	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00209195	MABIK CR00209195	돌기코바다거미	MABIK	3419041740	CR	MABIK CR00209195	Jung-gu																																													
3419041739	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.366+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	37.372778	126.576389	ASIA	Incheon	{}	2012.0	8.0	1.0	2012-08-01	214.0	214.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.366+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00209196'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Park Mira	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00209196	MABIK CR00209196	돌기코바다거미	MABIK	3419041739	CR	MABIK CR00209196	Jung-gu																																													
3419041771	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.367+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	37.388331	126.561667	ASIA	Incheon	{}	2012.0	11.0	1.0	2012-11-01	306.0	306.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.367+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00209198'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Park Mira	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00209198	MABIK CR00209198	돌기코바다거미	MABIK	3419041771	CR	MABIK CR00209198	Jung-gu																																													
3418991603	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.711+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE	37.388333	126.561667	ASIA	Incheon	{}	2012.0	11.0	1.0	2012-11-01	306.0	306.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.711+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00217904'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Park Mira	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00217904	MABIK CR00217904	돌기코바다거미	MABIK	3418991603	CR	MABIK CR00217904	Jung-gu																																													
1318243125	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:35.756+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE				Shizuoka	{}	1977.0	8.0	16.0	1977-08-16	228.0	228.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:35.756+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32e075ec1-9011-4397-93db-b6e3408825cf'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/32e075ec1-9011-4397-93db-b6e3408825cf	USNM 183929		USNM	1318243125	IZ	http://n2t.net/ark:/65665/32e075ec1-9011-4397-93db-b6e3408825cf		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	4.0	11.0	4.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	16 AUG 1977	Honshu Island, Sagami Bay,Nabeta Bay	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																													
1318899032	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:18.735+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE				Shizuoka	{}	1973.0	8.0	8.0	1973-08-08	220.0	220.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:18.735+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34b074e8a-31e4-4e15-94f0-a0bf289d0656'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/34b074e8a-31e4-4e15-94f0-a0bf289d0656	USNM 183928		USNM	1318899032	IZ	http://n2t.net/ark:/65665/34b074e8a-31e4-4e15-94f0-a0bf289d0656		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	6.0	11.0	4.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	08 AUG 1973	Honshu Island, Sagami Bay,Nabeta Bay	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																													
1319459051	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:51.864+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE				Shizuoka	{}	1971.0	4.0	2.0	1971-04-02	92.0	92.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:51.864+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/363d36dd3-3c7b-4eda-abd5-e0f701f343d2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/363d36dd3-3c7b-4eda-abd5-e0f701f343d2	USNM 183927		USNM	1319459051	IZ	http://n2t.net/ark:/65665/363d36dd3-3c7b-4eda-abd5-e0f701f343d2		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	9.0	11.0	4.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	02 APR 1971	Honshu Island, Sagami Bay,Nabeta Bay	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																													
1318985580	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:30.785+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118345	1	54	354	9477065	4338615	2118315	2118345	2118345	Ascorhynchus ramipes (Böhm, 1879)	Ascorhynchus ramipes (Böhm, 1879)	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus ramipes	Ascorhynchus	ramipes	SPECIES	ACCEPTED	NE				Shizuoka	{}	1970.0	5.0	23.0	1970-05-23	143.0	143.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:30.785+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34edf8776-d705-4544-b329-57ac96dbe7be'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Nakamura, K.; Child, C. A.		Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/34edf8776-d705-4544-b329-57ac96dbe7be	USNM 183922		USNM	1318985580	IZ	http://n2t.net/ark:/65665/34edf8776-d705-4544-b329-57ac96dbe7be		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	10.0	11.0	4.0	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	23 MAY 1970	Honshu Island, Sagami Bay,Nabeta Bay	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6																													
