key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	verbatimLocality	collectionCode	occurrenceID	collectionID	depthAccuracy	coordinateUncertaintyInMeters	stateProvince	waterBody	georeferencedBy	datasetName	preparations	georeferencedDate	georeferenceProtocol	county	disposition	previousIdentifications	georeferenceSources	sex	higherGeography	institutionID	verbatimEventDate	verbatimCoordinateSystem	locationID	higherClassification	rightsHolder	nomenclaturalCode	lifeStage	otherCatalogNumbers	dynamicProperties	references	associatedSequences	verbatimIdentification	typeStatus
3766177403	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:56.342+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|519707', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'langi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18295', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia langi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	42.37025	8.545467	6.0	EUROPE	{}	2021.0	5.0	22.0	2021-05-22	142.0	142.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-08-25T12:39:12.000+00:00	2024-07-24T12:24:56.342+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6640'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6640	2021-6640	MNHN	Est ile de Gargali	CORSICABENTHOS 3/CB39	3766177403	Fond de calanque, arrivée d'eau froide	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-6640	10.15468/qgvvhd																													
3762705691	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.183+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516128', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'langi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18295', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia langi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	41.3905	9.1515	3.0	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.2_1', 'name': 'Sartène'}}	2020.0	10.0	20.0	2020-10-20	294.0	294.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:55.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-630'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-630	2020-630	MNHN	Plage de l'Arinella	CORSICABENTHOS 2/CS52	3762705691		IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-630	10.15468/qgvvhd																													
3762705692	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.184+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516129', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'langi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18295', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia langi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	41.460251	9.046101	0.5	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.2_1', 'name': 'Sartène'}}	2020.0	10.0	23.0	2020-10-23	297.0	297.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:55.184+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-637'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-637	2020-637	MNHN	Plage de Pianottoli-Caldarello, baie de Figari	CORSICABENTHOS 2/CM44	3762705692		IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-637	10.15468/qgvvhd	0.5																												
3762705688	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.183+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516130', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'langi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18295', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia langi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	41.460251	9.046101	0.5	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.2_1', 'name': 'Sartène'}}	2020.0	10.0	23.0	2020-10-23	297.0	297.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:05.000+00:00	2024-07-24T12:24:55.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-639'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-639	2020-639	MNHN	Plage de Pianottoli-Caldarello, baie de Figari	CORSICABENTHOS 2/CM44	3762705688		IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-639	10.15468/qgvvhd	0.5																												
3766177334	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:52.744+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Achelia;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|519729', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Achelia', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'langi', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18295', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia langi (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	41.460251	9.046101	0.5	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.2_1', 'name': 'Sartène'}}	2020.0	10.0	24.0	2020-10-24	298.0	298.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:52.744+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-5551'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-5551	2021-5551	MNHN	Plage de Pianottoli-Caldarello, baie de Figari	CORSICABENTHOS 2/CM45	3766177334		IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-5551	10.15468/qgvvhd	0.5																												
2234226811	97b22be7-a3a1-45d7-ab42-dd2b2260608c	315127e0-d7bb-11db-9885-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-22T00:17:00.853+00:00	2024-01-24T22:41:24.526+00:00	220	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	39.357486	-9.380439		EUROPE	{'level0': {'gid': 'PRT', 'name': 'Portugal'}, 'level1': {'gid': 'PRT.11_1', 'name': 'Leiria'}, 'level2': {'gid': 'PRT.11.14_1', 'name': 'Peniche'}, 'level3': {'gid': 'PRT.11.14.3_1', 'name': 'Peniche (Ajuda)'}}	1980.0	4.0	16.0	1980-04-16	107.0	107.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-01-24T22:41:24.526+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MB10-000003'}]	[]	[]	[]	9f104689-1d05-4349-9906-07af9bcdd414		False	Vasco Marques	Maria Nogueira	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	EUROPE	MB10-000003	000003	MB	Peniche		2234226811	Peniche	MB10	MB10-000003			4511.0	Leiria	North Atlantic	Leonor Brites S.	Pycnogonida_MNHNC_PT	Liquid, Alchool 70%|Liquid, Alchool 75%	2019/03/12	Chapman, A.D. and J. Wieczorek (eds). 2006. Guide to Best Practices for Georeferencing. Copenhagen: Global Biodiversity Information Facility. Available online	Peniche	in collection	Achelia langi (Dohrn, 1881), ID revision by Tomás Munilla in 2008/06/20	Geolocate - http://www.geo-locate.org/web/WebGeoref.aspx																
1317289831	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:47.024+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE	18.32	-65.0		NORTH_AMERICA	{}	1958.0	4.0	6.0	1958-04-06	96.0	96.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-10-23T10:20:00.000+00:00	2024-07-02T12:36:47.024+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/303dee2f2-ca02-4e3a-94e7-c853b0dea7e0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	W. Schmitt	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	VG	[]	[]	LATIN_AMERICA	Virgin Islands (British)	NORTH_AMERICA	http://n2t.net/ark:/65665/303dee2f2-ca02-4e3a-94e7-c853b0dea7e0	USNM 173717	USNM	Tortola Island, Norman Island, Treasure Point		1317289831		IZ	http://n2t.net/ark:/65665/303dee2f2-ca02-4e3a-94e7-c853b0dea7e0	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				North Atlantic Ocean, Caribbean Sea		NMNH Extant Biology	Alcohol (Ethanol)		unknown, from legacy					MALE	North Atlantic Ocean, Caribbean Sea, British Virgin Islands	urn:lsid:biocol.org:col:34871	06 APR 1958	Degrees Minutes Seconds	35-58	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae									
2434361327	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:42.238+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_1/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.175_1', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_1/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}, {'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_2/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.175_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_2/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE					{}	1954.0	8.0	7.0	1954-08-07	219.0	219.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2021-01-28T00:00:00.000+00:00	2024-07-23T00:33:42.238+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.175@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.175_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_2/format/large'}, {'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.175_1', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.175_1/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Holthuis L.B.			Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE	RMNH.PYC.175@CRS	RMNH.PYC.175				2434361327		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.175								WholeOrganism (alcohol)									Naturalis Biodiversity Center	7 Augustus 1954			Animalia|Ammotheidae	Naturalis Biodiversity Center	ICZN							
2434361211	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:34.722+00:00	393	{}	PRESERVED_SPECIMEN		PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE					{}	1953.0	8.0	6.0	1953-08-06	218.0	218.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-10-08T00:00:00.000+00:00	2024-07-23T00:33:34.722+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.74@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Lucas J.A.W.			Pycnogonida		[]	[]			EUROPE	RMNH.PYC.74@CRS	RMNH.PYC.74				2434361211		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.74				Golf van Napels				WholeOrganism (alcohol)									Naturalis Biodiversity Center	6 aug. 1953			Animalia|Ammotheidae	Naturalis Biodiversity Center	ICZN							
2434367180	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.770+00:00	393	{}	PRESERVED_SPECIMEN		PRESENT	2118451	1	54	354	9477065	6313	2118396	2118451	2118451	Achelia langi (Dohrn, 1881)	Achelia langi (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia langi	Achelia	langi	SPECIES	ACCEPTED	NE					{}	1953.0	8.0	3.0	1953-08-03	215.0	215.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-10-08T00:00:00.000+00:00	2024-07-23T00:33:35.770+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.75@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Lucas J.A.W.			Pycnogonida		[]	[]			EUROPE	RMNH.PYC.75@CRS	RMNH.PYC.75				2434367180		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.75				Golf van Napels				WholeOrganism (alcohol)									Naturalis Biodiversity Center	3 aug. 1953			Animalia|Ammotheidae	Naturalis Biodiversity Center	ICZN							
