key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	institutionCode	islandGroup	ownerInstitutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	modified	recordedBy	rightsHolder	nomenclaturalCode	verbatimEventDate	higherClassification	samplingProtocol	eventID	verbatimDepth	sex	stateProvince	higherGeography	datasetName	habitat	georeferenceProtocol	verbatimCoordinateSystem	locationID	depth	depthAccuracy	typeStatus	lifeStage	occurrenceRemarks	acceptedNameUsage	eventRemarks	georeferenceRemarks
1321286537	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:36.549+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT	5715386	1	54	354	9477065	6313	2118396	2118446	2118446	Ammothea latifrons Cole, 1904	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Ammothea	latifrons	SPECIES	SYNONYM	NE				{}	North Pacific Ocean, Bering Sea	1897.0			1897			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:36.549+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b4a021d7-885f-45b6-b414-3e251320995a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Cole, L. J.	Alcohol (Ethanol); Slide		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3b4a021d7-885f-45b6-b414-3e251320995a	USNM 81297	urn:lsid:biocol.org:col:34871	USNM			Pribilof Islands, St. Paul Island		1321286537	IZ	http://n2t.net/ark:/65665/3b4a021d7-885f-45b6-b414-3e251320995a	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2023-02-07T10:57:00.000+00:00				-- --- 1897	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology							PARATYPE	Juvenile	2 Vials, Lot 1, Cole Types Checked By Hedgpeth; Some slides have coverslips with broken and missing pieces at edges.mountant loss /airbubbles on many. Two slides appear to have widespread mountant loss around specimens. Labels need to be partially readhered to slides.			
4055552395	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:13:08.533+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': '3f13574a-7fb0-4420-bdea-e6f58c36e874', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Stock, J.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Achelia latifrons (Cole, 1904)'}]}	PRESERVED_SPECIMEN		PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}		1882.0			1882			[]	2024-07-21T10:13:08.533+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '14fe0310-d7f7-45cc-97cf-de72af529120'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	False	Stock, J.	70% EtOH - 1		Pycnogonida		[]	[]			EUROPE	14fe0310-d7f7-45cc-97cf-de72af529120	NHMD652670	http://grbio.org/cool/mci8-ehqk	NHMD			Korea, coast		4055552395	IV	14fe0310-d7f7-45cc-97cf-de72af529120		2020-02-21T00:00:00.000+00:00	Suenson										Northwest Pacific	Natural History Museum Denmark Invertebrate Zoology										Achelia latifrons	Depth actually given as 60-100 fathoms.	
1318106387	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:08.207+00:00	395	{}	PRESERVED_SPECIMEN	7.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	57.4	-170.27		{}	North Pacific Ocean, Bering Sea	1874.0	7.0	24.0	1874-07-24	205.0	205.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:08.207+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/327f601d6-5eb4-44d3-8abf-e86b5b25d2b0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Hilton, W. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/327f601d6-5eb4-44d3-8abf-e86b5b25d2b0	USNM 80899	urn:lsid:biocol.org:col:34871	USNM			Pribilof Islands, St. Paul Island	721 (1163)	1318106387	IZ	http://n2t.net/ark:/65665/327f601d6-5eb4-44d3-8abf-e86b5b25d2b0	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2014-01-07T11:33:00.000+00:00	W. Dall			24 JUL 1874	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology		Getty Thesaurus of Geographic Names, May 2002	Degrees Minutes Seconds		13.5	2.5						
1321140312	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:39.475+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	51.95	177.45	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.2_1', 'name': 'Alaska'}, 'level2': {'gid': 'USA.2.2_1', 'name': 'Aleutians West'}}	North Pacific Ocean, Bering Sea	1873.0	7.0		1873-07			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:39.475+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ae252ddf-14c2-47c4-a3be-92d6dbe5b4a6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Hilton, W. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3ae252ddf-14c2-47c4-a3be-92d6dbe5b4a6	USNM 80898	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1321140312	IZ	http://n2t.net/ark:/65665/3ae252ddf-14c2-47c4-a3be-92d6dbe5b4a6	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2022-10-17T13:32:00.000+00:00	W. Dall				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology				Multiple Stations	21.5	5.5						
1321634651	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:44.354+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}	North Pacific Ocean, Bering Sea	1873.0	7.0	7.0	1873-07-07	188.0	188.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:44.354+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c4008523-bac0-4544-a94a-f13150e4bc3f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Hilton, W. A.	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3c4008523-bac0-4544-a94a-f13150e4bc3f	USNM 80895	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1321634651	IZ	http://n2t.net/ark:/65665/3c4008523-bac0-4544-a94a-f13150e4bc3f	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2014-01-07T10:35:00.000+00:00	W. Dall			07 JUL 1973	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology												
1321713157	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:42.854+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	51.95	177.45	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.2_1', 'name': 'Alaska'}, 'level2': {'gid': 'USA.2.2_1', 'name': 'Aleutians West'}}	North Pacific Ocean, Bering Sea	1873.0	7.0		1873-07			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:42.854+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c77e7cb3-e9e7-4a00-8a47-165c77f637bd'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Hilton, W. A.	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3c77e7cb3-e9e7-4a00-8a47-165c77f637bd	USNM 80896	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1321713157	IZ	http://n2t.net/ark:/65665/3c77e7cb3-e9e7-4a00-8a47-165c77f637bd	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2019-03-11T14:16:00.000+00:00	W. Dall				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology				Multiple Stations	21.5	5.5						
1321531469	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:43.307+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	51.4	179.283	NORTH_AMERICA	{}	North Pacific Ocean, Bering Sea	1873.0	8.0	5.0	1873-08-05	217.0	217.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:43.307+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3bf6f5bba-d453-4bfa-9cef-83c3e2bc7f5c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Cole, L. J.	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3bf6f5bba-d453-4bfa-9cef-83c3e2bc7f5c	USNM 40893	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Amchitka Island, Constantine Harbor, Beach		1321531469	IZ	http://n2t.net/ark:/65665/3bf6f5bba-d453-4bfa-9cef-83c3e2bc7f5c	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2016-03-03T10:52:00.000+00:00	W. Dall			05 AUG 1873	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology		Getty Thesaurus of Geographic Names, May 2002	Decimal degrees									Aleutian Islands, Rat Islands, Amchitka Island, Beach
1319786201	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:15.328+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}	North Pacific Ocean, Bering Sea	1873.0			1873			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:15.328+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3724a6f7e-a386-496b-ada0-915f0d99c3bc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Cole, L. J.	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3724a6f7e-a386-496b-ada0-915f0d99c3bc	USNM 13363	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1319786201	IZ	http://n2t.net/ark:/65665/3724a6f7e-a386-496b-ada0-915f0d99c3bc	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2018-03-14T15:43:00.000+00:00	W. Dall			-- --- 1873	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				MALE	Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology				166 (1003)	19.0	3.0						
1320644695	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:29.175+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}	North Pacific Ocean, Bering Sea	1873.0			1873			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:29.175+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39847eb79-7556-4bf0-8551-4332e2864384'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Cole, L. J.	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/39847eb79-7556-4bf0-8551-4332e2864384	USNM 40895	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1320644695	IZ	http://n2t.net/ark:/65665/39847eb79-7556-4bf0-8551-4332e2864384	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2018-12-18T14:07:00.000+00:00	W. Dall			-- --- 1873	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				MALE	Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology				167 (1000)	19.0	3.0						
1321125967	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.604+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}	North Pacific Ocean, Bering Sea	1873.0			1873			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:27.604+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ad81db44-aea4-4549-9aa1-71496e23a34b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3ad81db44-aea4-4549-9aa1-71496e23a34b	USNM 135029	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1321125967	IZ	http://n2t.net/ark:/65665/3ad81db44-aea4-4549-9aa1-71496e23a34b	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2019-03-05T11:15:00.000+00:00	W. Dall			-- --- 1873	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				MALE	Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology				164 (1001)	19.0	3.0						
1317977185	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:10.238+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	54.95	-160.22	NORTH_AMERICA	{}	North Pacific Ocean	1872.0			1872			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:10.238+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3224144ac-90bc-41bc-a21b-1db9b91566b2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Cole, L. J.	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3224144ac-90bc-41bc-a21b-1db9b91566b2	USNM 13355	urn:lsid:biocol.org:col:34871	USNM			Alaska Peninsula, Shumagin Islands, Nagai Island, Sanborn Harbor		1317977185	IZ	http://n2t.net/ark:/65665/3224144ac-90bc-41bc-a21b-1db9b91566b2	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2019-05-24T11:59:00.000+00:00	W. Dall				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae				MALE	Alaska	North Pacific Ocean, United States, Alaska	NMNH Extant Biology		GEOLocate		NOT REC.	13.5	2.5						
1318414389	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:19.745+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE				{}	North Pacific Ocean, Bering Sea	1872.0			1872			['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:19.745+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3359b3884-5ebc-4e3c-83fa-aecb5159d2cb'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Hilton, W. A.	Alcohol (Ethanol)		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3359b3884-5ebc-4e3c-83fa-aecb5159d2cb	USNM 80897	urn:lsid:biocol.org:col:34871	USNM			Aleutian Islands, Rat Islands, Kiska Island Harbor		1318414389	IZ	http://n2t.net/ark:/65665/3359b3884-5ebc-4e3c-83fa-aecb5159d2cb	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	2014-01-07T11:33:00.000+00:00	W. Dall			-- --- 1872	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae					Alaska	North Pacific Ocean, Bering Sea, United States, Alaska	NMNH Extant Biology												
4399691233	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.197+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118446	1	54	354	9477065	6313	2118396	2118446	2118446	Achelia latifrons (Cole, 1904)	Achelia latifrons (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia latifrons	Achelia	latifrons	SPECIES	ACCEPTED	NE	48.6965571	153.9851208	ASIA	{}	Pacific Ocean							['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.197+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '935fed26-95e8-4917-85f0-522d4103609a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	935fed26-95e8-4917-85f0-522d4103609a	INV0001692	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	IORAS	Kuril Islands	IORAS	Kurile Isls	NA	4399691233	OBFc	935fed26-95e8-4917-85f0-522d4103609a	fd699988-ab5d-4737-9443-9085cea191d2									100.0 m																
