key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	sex	institutionKey	catalogNumber	institutionCode	canonicalName	networkKeys	depth	depthAccuracy	continent	higherGeography	georeferencedBy	modified	identifiedBy	preparations	samplingProtocol	countryCode	gbifRegion	country	rightsHolder	eventID	institutionID	nomenclaturalCode	georeferenceProtocol	http://unknown.org/taxonRankID	fieldNumber	collectionCode	language	type	locationID	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	georeferenceSources	projectId	programmeAcronym	waterBody	datasetName	scientificNameID	dateIdentified	elevation	elevationAccuracy	datasetID	verbatimSRS	verbatimCoordinateSystem	county	occurrenceRemarks	verbatimEventDate	collectionKey	collectionID	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	locationRemarks	nameAccordingTo	habitat	verbatimDepth	lifeStage	georeferenceRemarks	eventRemarks	island	disposition	accessRights	verbatimTaxonRank	typeStatus	http://unknown.org/occurrenceDetails	distanceFromCentroidInMeters	originalNameUsage	identificationVerificationStatus	namePublishedInYear	bibliographicCitation	parentNameUsage	identificationID	http://unknown.org/language	associatedReferences	http://unknown.org/orders	fieldNotes
1100783966	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:38.902+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-19.93999	117.89833	Western Australia	{}	1983.0	6.0	25.0	1983-06-25	176.0	176.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:38.902+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8564d1a8-a838-476c-887e-3385753b0fdd'}]	[]	[]	[]	False		WGS84	Pycnogonida	[]	[]	OCEANIA	8564d1a8-a838-476c-887e-3385753b0fdd				1100783966	8564d1a8-a838-476c-887e-3385753b0fdd					MALE	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	P.73399	AM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']							Arango, C - Australian Museum - Marine Invertebrates			AU	OCEANIA	Australia		urn:australianmuseum.net.au:Events:1046423				7000		Invertebrates - Marine & Other				https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7		Pigrogromitus timsanus								2006-01-01T00:00:00											1e-05	10000.0	ecatalogue.irn:1197708|urn:catalog:AM:Invertebrates - Marine & Other:P.73399	Pigrogromitus timsanus Calman, 1927	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27,verbatimUncertainty:1km-10km}	North West Shelf	ecatalogue.LocCollectionEventLocal: [03-B2-S] Australia, Western Australia, North West Shelf (19° 56' 24 S, 117° 53' 54 E) 25/06/1983 - 25/06/1983, CSIRO North-West Shelf project;	Calman, 1927																						
1320919405	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:36.930+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	9.0708	123.269	Negros Oriental	{}	1979.0	5.0	11.0	1979-05-11	131.0	131.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:36.930+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a4690c1f-7cd1-4d54-b68b-aa18dcf22a0a'}]	[]	[]	[]	False	C. Child	WGS84	Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/3a4690c1f-7cd1-4d54-b68b-aa18dcf22a0a			Apo Island, Extreme S End	1320919405	http://n2t.net/ark:/65665/3a4690c1f-7cd1-4d54-b68b-aa18dcf22a0a					FEMALE	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 228611	USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	3.0	2.0	ASIA	North Pacific Ocean, Philippines, Negros Oriental		2014-10-21T09:09:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		PH	ASIA	Philippines			urn:lsid:biocol.org:col:34871		unknown, from legacy			IZ			CAC-194				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchoidea				North Pacific Ocean	NMNH Extant Biology							Degrees Minutes Seconds			11 MAY 1979	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									Reef of large rocks, algal wash.																					
2434365458	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:42.943+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-12.59	141.603333		{}	1979.0	6.0	4.0	1979-06-04	155.0	155.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:42.943+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200863@CRS'}]	[]	[]	[]	False		WGS84	Pycnogonida	[]	[]	EUROPE	ZMA.PYC.200863@CRS				2434365458	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200863						0e919a55-08d3-4bd2-aec1-200858fafd92	ZMA.PYC.200863			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			OCEANIA			2019-03-08T00:00:00.000+00:00	Stock J.H.	WholeOrganism (wet specimen)		AU	OCEANIA	Australia	Naturalis Biodiversity Center		Naturalis Biodiversity Center	ICZN				Chelicerata and Myriapoda							Animalia|Ascorhynchidae incertae sedis															04 jun 1979																																
2434399161	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:34.617+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	1.888333	125.1		{}	1979.0	7.0	16.0	1979-07-16	197.0	197.0	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:34.617+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200939@CRS'}]	[]	[]	[]	False		WGS84	Pycnogonida	[]	[]	EUROPE	ZMA.PYC.200939@CRS				2434399161	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200939						0e919a55-08d3-4bd2-aec1-200858fafd92	ZMA.PYC.200939			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']			ASIA			2019-03-08T00:00:00.000+00:00	Stock J.H.	WholeOrganism (wet specimen)		ID	ASIA	Indonesia	Naturalis Biodiversity Center		Naturalis Biodiversity Center	ICZN				Chelicerata and Myriapoda							Animalia|Ascorhynchidae incertae sedis															16 jul 1979																																
1318507029	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:21.815+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE			Sucre	{}	1978.0	1.0	16.0	1978-01-16	16.0	16.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:21.815+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/339b46c51-2adb-4f4b-bbf2-812e7bd8e31b'}]	[]	[]	[]	False	C. Dawson		Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/339b46c51-2adb-4f4b-bbf2-812e7bd8e31b			Cumana, Turpialito, 20 Km E Of Cumana At Point Near Perry Terminal	1318507029	http://n2t.net/ark:/65665/339b46c51-2adb-4f4b-bbf2-812e7bd8e31b					MALE	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 173674	USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']				North Atlantic Ocean, Caribbean Sea, Venezuela, Sucre		2014-10-20T14:36:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		VE	LATIN_AMERICA	Venezuela (Bolivarian Republic of)			urn:lsid:biocol.org:col:34871					IZ			C-78-1-3				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchoidea				North Atlantic Ocean, Caribbean Sea	NMNH Extant Biology										16 JAN 1978	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									Rocks and pier pilings																					
1322434842	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.336+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE			Yucatan	{}	1978.0	1.0	9.0	1978-01-09	9.0	9.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:45.336+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e779108d-25e2-4293-90b9-c9b167ebf8f9'}]	[]	[]	[]	False	University of Southwestern Louisiana		Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/3e779108d-25e2-4293-90b9-c9b167ebf8f9			Shallow Lagoon Between Progresso And Yukalpeten	1322434842	http://n2t.net/ark:/65665/3e779108d-25e2-4293-90b9-c9b167ebf8f9					MALE	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 228655	USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			NORTH_AMERICA	North Atlantic Ocean, Gulf of Mexico, Mexico, Yucatan		2014-10-21T09:10:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		MX	LATIN_AMERICA	Mexico			urn:lsid:biocol.org:col:34871					IZ							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchoidea				North Atlantic Ocean, Gulf of Mexico	NMNH Extant Biology										09 JAN 1978	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6										Intertidal																				
1272747084	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:41.971+00:00	381	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-23.85	151.27	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1978.0	5.0		1978-05			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:41.971+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'cb30fe7b-9489-4da0-9ee6-cfa56517fc72'}]	[]	[]	[]	False	Queensland Electricity Generation Board	WGS84	Pycnogonida	[]	[]	OCEANIA	cb30fe7b-9489-4da0-9ee6-cfa56517fc72			Gladstone, Calliope River	1272747084	cb30fe7b-9489-4da0-9ee6-cfa56517fc72						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J5241	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	4.0		OCEANIA	Australia|Queensland		2019-10-25T15:44:00.000+00:00	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%		AU	OCEANIA	Australia	Museums Victoria		urn:lsid:biocol.org:col:34978	ICZN		7000		Invertebrates	en	PhysicalObject		https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae							1981-01-01T00:00:00																Gladstone, Calliope River																								
1272747064	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:29.857+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-23.85	151.27	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1978.0	10.0		1978-10			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:29.857+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '5e442ecf-681e-4ed7-ac31-451d5de619c7'}]	[]	[]	[]	False	Queensland Electricity Generation Board	WGS84	Pycnogonida	[]	[]	OCEANIA	5e442ecf-681e-4ed7-ac31-451d5de619c7			Gladstone, Calliope River	1272747064	5e442ecf-681e-4ed7-ac31-451d5de619c7						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J5248	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			OCEANIA	Australia|Queensland		2019-10-25T16:19:00.000+00:00	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%		AU	OCEANIA	Australia	Museums Victoria		urn:lsid:biocol.org:col:34978	ICZN		7000		Invertebrates	en	PhysicalObject		https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae							1981-01-01T00:00:00																Gladstone, Calliope River																								
1317650096	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:43.657+00:00	395	{}	PRESERVED_SPECIMEN	15.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE			Veracruz	{}	1977.0	1.0	8.0	1977-01-08	8.0	8.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:43.657+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/313cb1e7e-9ceb-4b6e-a4c1-c860058d8c66'}]	[]	[]	[]	False	University of Southwestern Louisiana		Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/313cb1e7e-9ceb-4b6e-a4c1-c860058d8c66			Playa Escondita, E Of Catemaco, Cove Just N Of Hotel	1317650096	http://n2t.net/ark:/65665/313cb1e7e-9ceb-4b6e-a4c1-c860058d8c66						586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 228644	USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			NORTH_AMERICA	North Atlantic Ocean, Gulf of Mexico, Mexico, Veracruz		2014-10-21T09:09:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		MX	LATIN_AMERICA	Mexico			urn:lsid:biocol.org:col:34871					IZ							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchoidea				North Atlantic Ocean, Gulf of Mexico	NMNH Extant Biology										08 JAN 1977	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									Algae, hydroids on rocks.	Intertidal																				
1318348354	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:27.999+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE			Veracruz	{}	1977.0	1.0	9.0	1977-01-09	9.0	9.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:27.999+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/332b04f8c-63db-46b5-a896-bf0a83854c1f'}]	[]	[]	[]	False	University of Southwestern Louisiana		Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/332b04f8c-63db-46b5-a896-bf0a83854c1f			Bird Reef, Off Veracruz City	1318348354	http://n2t.net/ark:/65665/332b04f8c-63db-46b5-a896-bf0a83854c1f						586ee56e-b0fe-4dff-b7f9-aeb104f3308a	USNM 228649	USNM		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			NORTH_AMERICA	North Atlantic Ocean, Gulf of Mexico, Mexico, Veracruz		2014-10-21T09:09:00.000+00:00	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		MX	LATIN_AMERICA	Mexico			urn:lsid:biocol.org:col:34871					IZ							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchoidea				North Atlantic Ocean, Gulf of Mexico	NMNH Extant Biology										09 JAN 1977	0174f5b3-da29-4967-b8dc-ce75ed53e35d	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6											Juvenile																			
1272747019	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:22.744+00:00	381	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-23.85	151.27	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1977.0	6.0		1977-06			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:22.744+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2c8b16e8-6fc0-47f8-a1ce-f2e873fe278a'}]	[]	[]	[]	False	Queensland Electricity Generation Board	WGS84	Pycnogonida	[]	[]	OCEANIA	2c8b16e8-6fc0-47f8-a1ce-f2e873fe278a			Gladstone, Calliope River	1272747019	2c8b16e8-6fc0-47f8-a1ce-f2e873fe278a						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J5242	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			OCEANIA	Australia|Queensland		2019-10-25T16:16:00.000+00:00	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%		AU	OCEANIA	Australia	Museums Victoria		urn:lsid:biocol.org:col:34978	ICZN		7000		Invertebrates	en	PhysicalObject		https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae							1981-01-01T00:00:00																Gladstone, Calliope River																								
1272747097	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:35.463+00:00	381	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	-23.85	151.27	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.27_1', 'name': 'Gladstone'}}	1977.0	10.0		1977-10			['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:35.463+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'cbde77fd-5d8b-48c3-8e8d-3256898c593f'}]	[]	[]	[]	False	Queensland Electricity Generation Board	WGS84	Pycnogonida	[]	[]	OCEANIA	cbde77fd-5d8b-48c3-8e8d-3256898c593f			Gladstone, Calliope River	1272747097	cbde77fd-5d8b-48c3-8e8d-3256898c593f						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J5249	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			OCEANIA	Australia|Queensland		2019-10-25T16:18:00.000+00:00	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%		AU	OCEANIA	Australia	Museums Victoria		urn:lsid:biocol.org:col:34978	ICZN		7000		Invertebrates	en	PhysicalObject		https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae							1981-01-01T00:00:00																Gladstone, Calliope River																								
