key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	sex	institutionKey	catalogNumber	institutionCode	canonicalName	networkKeys	depth	depthAccuracy	continent	higherGeography	georeferencedBy	modified	identifiedBy	preparations	samplingProtocol	countryCode	gbifRegion	country	rightsHolder	eventID	institutionID	nomenclaturalCode	georeferenceProtocol	http://unknown.org/taxonRankID	fieldNumber	collectionCode	language	type	locationID	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	georeferenceSources	projectId	programmeAcronym	waterBody	datasetName	scientificNameID	dateIdentified	elevation	elevationAccuracy	datasetID	verbatimSRS	verbatimCoordinateSystem	county	occurrenceRemarks	verbatimEventDate	collectionKey	collectionID	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	locationRemarks	nameAccordingTo	habitat	verbatimDepth	lifeStage	georeferenceRemarks	eventRemarks	island	disposition	accessRights	verbatimTaxonRank	typeStatus	http://unknown.org/occurrenceDetails	distanceFromCentroidInMeters	originalNameUsage	identificationVerificationStatus	namePublishedInYear	bibliographicCitation	parentNameUsage	identificationID	http://unknown.org/language	associatedReferences	http://unknown.org/orders	fieldNotes
3045071307	e1daacda-87e9-479f-abeb-2431532b98d2	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-05T06:33:43.686+00:00	2024-01-25T01:20:51.210+00:00	91	{}	MATERIAL_CITATION	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	24.154722	-117.32528	Baja California Sur	{}	2017.0	6.0	26.0	2017-06-26	177.0	177.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-25T01:20:51.210+00:00	http://treatment.plazi.org/id/038087FFFFDDC640B6A0816B56BDFA2B	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '038087FFFFDDC640B6A0816B56BDFA2B.mc.3B413CB4FFDDC643B7A6823750ADF9A0'}]	[]	[]	[]	False	La Paz	WGS84	Pycnogonida	[]	[]	EUROPE	038087FFFFDDC640B6A0816B56BDFA2B.mc.3B413CB4FFDDC643B7A6823750ADF9A0	Calman	Pigrogromitus timsanus Calman, 1927	Baja California Sur	3045071307	038087FFFFDDC640B6A0816B56BDFA2B.mc.3B413CB4FFDDC643B7A6823750ADF9A0	Two specimens: 2 ³, (UANL-FCB-PYCNO- 0066), La Paz marina, Baja California Sur, 24 ° 09´17 ´´ N, - 117 ° 19´31 ´´ W, 26 / 06 / 2017 (Fig. 1)	038087FFFFDDC640B6A0816B56BDFA2B.taxon	1927	Pigrogromitus timsanus																																																																																
3005634310	bfd9d911-a63d-435b-b242-250ae7198298	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T22:13:15.543+00:00	2024-07-20T22:14:26.967+00:00	188	{}	MATERIAL_CITATION	4.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE				{}	2015.0	3.0	19.0	2015-03-19	78.0	78.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-20T22:14:26.967+00:00	https://treatment.plazi.org/id/2768755F3E4DCD43AEE09FDE6F47F89D#1FA9CE143E4DCD43AA7C9E016FF2FA4D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AA7C9E016FF2FA4D'}]	[]	[]	[]	False			Pycnogonida	[]	[]	EUROPE	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AA7C9E016FF2FA4D	Calman	Pigrogromitus timsanus Calman, 1927		3005634310	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AA7C9E016FF2FA4D	2 ♂ and 2 ♀, Buleji, 19. iii. 2015, on Zoanthus sansibaricus; (CEMB, PYC – 023)	2768755F3E4DCD43AEE09FDE6F47F89D.taxon	1927		MALE	7375b3f8-fd3a-49ec-b4fd-0c3ecbbcc7a1	PYC-023	CEMB	Pigrogromitus timsanus																																																																											
3005634303	bfd9d911-a63d-435b-b242-250ae7198298	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T22:13:15.543+00:00	2024-07-20T22:14:26.917+00:00	188	{}	MATERIAL_CITATION	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE				{}	2015.0	4.0	23.0	2015-04-23	113.0	113.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-20T22:14:26.917+00:00	https://treatment.plazi.org/id/2768755F3E4DCD43AEE09FDE6F47F89D#1FA9CE143E4DCD43AEA29E016976FA69	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEA29E016976FA69'}]	[]	[]	[]	False			Pycnogonida	[]	[]	EUROPE	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEA29E016976FA69	Calman	Pigrogromitus timsanus Calman, 1927		3005634303	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEA29E016976FA69	1 ♀, Buleji, 23. iv. 2015, on Zoanthus sansibaricus; (CEMB, PYC – 022)	2768755F3E4DCD43AEE09FDE6F47F89D.taxon	1927		FEMALE	7375b3f8-fd3a-49ec-b4fd-0c3ecbbcc7a1	PYC-022	CEMB	Pigrogromitus timsanus																																																																											
3005634302	bfd9d911-a63d-435b-b242-250ae7198298	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T22:13:15.543+00:00	2024-07-20T22:14:26.866+00:00	188	{}	MATERIAL_CITATION	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE				{}	2014.0	1.0	2.0	2014-01-02	2.0	2.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-20T22:14:26.866+00:00	https://treatment.plazi.org/id/2768755F3E4DCD43AEE09FDE6F47F89D#1FA9CE143E4DCD43ACFB9EE568EAFA4D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43ACFB9EE568EAFA4D'}]	[]	[]	[]	False			Pycnogonida	[]	[]	EUROPE	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43ACFB9EE568EAFA4D	Calman	Pigrogromitus timsanus Calman, 1927		3005634302	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43ACFB9EE568EAFA4D	1 ♂, Buleji, 02. i. 2014, on Zoanthus sansibaricus; (CEMB, PYC – 024)	2768755F3E4DCD43AEE09FDE6F47F89D.taxon	1927		MALE	7375b3f8-fd3a-49ec-b4fd-0c3ecbbcc7a1	PYC-024	CEMB	Pigrogromitus timsanus																																																																											
3005634305	bfd9d911-a63d-435b-b242-250ae7198298	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T22:13:15.543+00:00	2024-07-20T22:14:26.805+00:00	188	{}	MATERIAL_CITATION	2.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE				{}	2014.0	10.0	20.0	2014-10-20	293.0	293.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-20T22:14:26.805+00:00	https://treatment.plazi.org/id/2768755F3E4DCD43AEE09FDE6F47F89D#1FA9CE143E4DCD43AC1B9E2D6DBCFA69	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AC1B9E2D6DBCFA69'}]	[]	[]	[]	False			Pycnogonida	[]	[]	EUROPE	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AC1B9E2D6DBCFA69	Calman	Pigrogromitus timsanus Calman, 1927		3005634305	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AC1B9E2D6DBCFA69	1 ♂ and 1 ♀, Buleji, 20. x. 2014, on Zoanthus sansibaricus; (CEMB, PYC – 021)	2768755F3E4DCD43AEE09FDE6F47F89D.taxon	1927		MALE	7375b3f8-fd3a-49ec-b4fd-0c3ecbbcc7a1	PYC- 021	CEMB	Pigrogromitus timsanus																																																																											
3005634309	bfd9d911-a63d-435b-b242-250ae7198298	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-20T22:13:15.543+00:00	2024-07-20T22:14:26.941+00:00	188	{}	MATERIAL_CITATION	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE				{}	2014.0	12.0	1.0	2014-12-01	335.0	335.0	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-20T22:14:26.941+00:00	https://treatment.plazi.org/id/2768755F3E4DCD43AEE09FDE6F47F89D#1FA9CE143E4DCD43AEE09EB96E92FA21	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEE09EB96E92FA21'}]	[]	[]	[]	False			Pycnogonida	[]	[]	EUROPE	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEE09EB96E92FA21	Calman	Pigrogromitus timsanus Calman, 1927		3005634309	2768755F3E4DCD43AEE09FDE6F47F89D.mc.1FA9CE143E4DCD43AEE09EB96E92FA21	1 ♂, Sandspit, 01. xii. 2014, on Zoanthus sansibaricus; (CEMB, PYC – 025)	2768755F3E4DCD43AEE09FDE6F47F89D.taxon	1927		MALE	7375b3f8-fd3a-49ec-b4fd-0c3ecbbcc7a1	PYC-025	CEMB	Pigrogromitus timsanus																																																																											
1272760835	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:27.358+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	15.4811	73.765	Goa	{}	2013.0	4.0	27.0	2013-04-27	117.0	117.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:27.358+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3794d402-3ad8-463e-b4b2-72966dacf4bf'}]	[]	[]	[]	False	Periasamy, R.|National Institute of Oceonography|Goa, India	WGS84	Pycnogonida	[]	[]	OCEANIA	3794d402-3ad8-463e-b4b2-72966dacf4bf				1272760835	3794d402-3ad8-463e-b4b2-72966dacf4bf						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J67680	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.5	0.5	ASIA	India|Goa	R Periasamy - National Institute of Oceonography - Goa, India	2021-02-19T16:23:00.000+00:00	David A. Staples - Museum Victoria	Whole|Wet|ethanol 70%	hand	IN	ASIA	India	Museums Victoria	S2	urn:lsid:biocol.org:col:34978	ICZN	collector	7000	S2	Invertebrates	en	PhysicalObject	S2	https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae	Collector																																														
1272760859	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:28.569+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	15.585	73.7372	Goa	{'level0': {'gid': 'IND', 'name': 'India'}, 'level1': {'gid': 'IND.10_1', 'name': 'Goa'}, 'level2': {'gid': 'IND.10.1_1', 'name': 'North Goa'}, 'level3': {'gid': 'IND.10.1.2_1', 'name': 'Mapuca'}}	2013.0	6.0	15.0	2013-06-15	166.0	166.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:28.569+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '503de242-f5c9-4b85-b7ba-29e7356b4073'}]	[]	[]	[]	False	Periasamy, R.|National Institute of Oceonography|Goa, India	WGS84	Pycnogonida	[]	[]	OCEANIA	503de242-f5c9-4b85-b7ba-29e7356b4073				1272760859	503de242-f5c9-4b85-b7ba-29e7356b4073						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J67681	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.5	0.5	ASIA	India|Goa	R Periasamy - National Institute of Oceonography - Goa, India	2021-02-19T16:23:00.000+00:00	David A. Staples - Museum Victoria	Whole|Wet|ethanol 70%	hand	IN	ASIA	India	Museums Victoria	S3	urn:lsid:biocol.org:col:34978	ICZN	collector	7000	S3	Invertebrates	en	PhysicalObject	S3	https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae	Collector																																														
1272760688	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:37.957+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	16.9961	73.27	Goa	{'level0': {'gid': 'IND', 'name': 'India'}, 'level1': {'gid': 'IND.20_1', 'name': 'Maharashtra'}, 'level2': {'gid': 'IND.20.28_1', 'name': 'Ratnagiri'}, 'level3': {'gid': 'IND.20.28.9_1', 'name': 'Ratnagiri'}}	2013.0	12.0	19.0	2013-12-19	353.0	353.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:37.957+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'c882c3e4-f306-49a9-8a1e-83525e17f11a'}]	[]	[]	[]	False	Periasamy, R.|National Institute of Oceonography|Goa, India	WGS84	Pycnogonida	[]	[]	OCEANIA	c882c3e4-f306-49a9-8a1e-83525e17f11a				1272760688	c882c3e4-f306-49a9-8a1e-83525e17f11a						22c8fe88-400b-4e8a-92cd-f1c76683f5ba	J67675	NMV		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	0.5	0.5	ASIA	India|Goa	R Periasamy - National Institute of Oceonography - Goa, India	2021-02-19T15:14:00.000+00:00	David A. Staples - Museum Victoria	Whole|Wet|ethanol 70%	hand	IN	ASIA	India	Museums Victoria	S6	urn:lsid:biocol.org:col:34978	ICZN	collector	7000	S6	Invertebrates	en	PhysicalObject	S6	https://biodiversity.org.au/afd/taxa/edd9f8e8-c2e2-4c67-b667-6f84cb733fb7	NMV	Pigrogromitus timsanus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae	Collector																																														
3886060188	b8a82fe0-9e10-4507-9201-b4bf12a64d59	1e9400fa-ce73-4737-9eaa-f25df148945c	b68add0c-c5b6-451a-818c-203a0253bac9	1e9400fa-ce73-4737-9eaa-f25df148945c	VE	EML	2024-01-23T17:44:57.946+00:00	2024-01-26T12:45:58.837+00:00	15	{}	HUMAN_OBSERVATION		PRESENT	2117982	1	54	354	9477065	2011	2117981	2117982	2117982	Pigrogromitus timsanus Calman, 1927	Pigrogromitus timsanus Calman, 1927	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pigrogromitus	Pigrogromitus timsanus	Pigrogromitus	timsanus	SPECIES	ACCEPTED	NE	10.979226	-64.165138		{'level0': {'gid': 'VEN', 'name': 'Venezuela'}, 'level1': {'gid': 'VEN.18_1', 'name': 'Nueva Esparta'}, 'level2': {'gid': 'VEN.18.10_1', 'name': 'Peninsula de Macanao'}}	2012.0			2012			[]	2024-01-26T12:45:58.837+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'BMLR_VT_TGECAM_CM_E1_SP8'}]	[]	[]	[]	False	Claudina Mata	WGS84	Pycnogonida	[]	[]	LATIN_AMERICA	BMLR_VT_TGECAM_CM_E1_SP8				3886060188	BMLR_VT_TGECAM_CM_E1_SP8										['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			SOUTH_AMERICA				Claudina Mata			VE	LATIN_AMERICA	Venezuela (Bolivarian Republic of)		BMLR_VT_TGECAM_CM_E1							en								BID-CA2020-025-NAC	BID	Caribbean Sea	biodiversidad-larestinga	urn:lsid:marinespecies.org:taxname:239816																																									
