key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1320110722	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:42.503+00:00	395	{}	PRESERVED_SPECIMEN	30	PRESENT	2117765	1	54	354	9477065	2013	2117630	2117765	2117765	Nymphon centrum Child, 1997	Nymphon centrum Child, 1997	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon centrum	Nymphon	centrum	SPECIES	ACCEPTED	NE	-36.9283	-53.0233	2707.0	0.0	{}	South Atlantic Ocean	South Atlantic Ocean, Uruguay	1971	3	14	1971-03-14	73	73	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-25T15:19:00.000+00:00	2024-07-02T12:37:42.503+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3809e74d5-c645-40fc-bb99-f0acd81ce771'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	UY	[]	[]	LATIN_AMERICA	Uruguay	NORTH_AMERICA	http://n2t.net/ark:/65665/3809e74d5-c645-40fc-bb99-f0acd81ce771	urn:lsid:biocol.org:col:34871	14 Mar 1971	unknown, from legacy	Southeast of Montevideo	Degrees Minutes Seconds	IZ	1320110722	http://n2t.net/ark:/65665/3809e74d5-c645-40fc-bb99-f0acd81ce771	USNM 234716	USNM	245	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
1321611990	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:57.856+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2117765	1	54	354	9477065	2013	2117630	2117765	2117765	Nymphon centrum Child, 1997	Nymphon centrum Child, 1997	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon centrum	Nymphon	centrum	SPECIES	ACCEPTED	NE	-36.9283	-53.0233	2707.0	0.0	{}	South Atlantic Ocean	South Atlantic Ocean, Uruguay	1971	3	14	1971-03-14	73	73	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-25T15:19:00.000+00:00	2024-07-02T12:37:57.856+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c2fecb85-9e2d-408d-a16e-0187db172899'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	UY	[]	[]	LATIN_AMERICA	Uruguay	NORTH_AMERICA	http://n2t.net/ark:/65665/3c2fecb85-9e2d-408d-a16e-0187db172899	urn:lsid:biocol.org:col:34871	14 Mar 1971	unknown, from legacy	Southeast of Montevideo	Degrees Minutes Seconds	IZ	1321611990	http://n2t.net/ark:/65665/3c2fecb85-9e2d-408d-a16e-0187db172899	USNM 234715	USNM	245	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
