key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	individualCount	sex	depthAccuracy	waterBody	higherGeography	typeStatus	institutionKey	collectionKey	datasetName	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	fieldNumber	locationID	higherClassification	collectionID
1914305082	7b45011a-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:57.305+00:00	2024-01-24T20:20:31.542+00:00	240	{}	HUMAN_OBSERVATION	PRESENT	2117682	1	54	354	9477065	2013	2117630	2117682	2117682	Nymphon punctum Child, 1995	Nymphon punctum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon punctum	Nymphon	punctum	SPECIES	ACCEPTED	NE	-62.15293	-58.44576	240.0	ANTARCTICA	{}	1985	5	11	1985-05-11	131	131	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2008-05-05T00:00:00.000+00:00	2024-01-24T20:20:31.542+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:University of Lodz:OC - Pycnogonida:479_0022'}]	[]	[]	[]	False	IMIS:dasid:1649	Sicinski Jacek	Bamber Roger	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	urn:catalog:University of Lodz:OC - Pycnogonida:479_0022	479	urn:lsid:marinespecies.org:taxname:240351	University of Lodz	Admiralty Bay	1914305082	OC - Pycnogonida	Sicinski J., Bamber R. 2008. Admiralty Bay Benthos Diversity Data Base (ABBED). Pycnogonida. (http://www.scarmarbin.be)	urn:catalog:University of Lodz:OC - Pycnogonida:479_0022																		
1320217381	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:12.586+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117682	1	54	354	9477065	2013	2117630	2117682	2117682	Nymphon punctum Child, 1995	Nymphon punctum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon punctum	Nymphon	punctum	SPECIES	ACCEPTED	NE	-51.008	162.017	352.0		{}	1965	2	8	1965-02-08	39	39	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:25:00.000+00:00	2024-07-02T12:38:12.586+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38559ab5a-6530-48e4-b448-958550c78a77'}]	[]	[]	[]	False		University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	NORTH_AMERICA	http://n2t.net/ark:/65665/38559ab5a-6530-48e4-b448-958550c78a77	USNM 234690		USNM	Macquarie Ridge	1320217381	IZ		http://n2t.net/ark:/65665/38559ab5a-6530-48e4-b448-958550c78a77	1.0	FEMALE	19.0	South Pacific Ocean	South Pacific Ocean, New Zealand	HOLOTYPE	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	08 FEB 1965	unknown, from legacy	Degrees Minutes Seconds	USARP/EL/16/1411/USC	1411	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
