key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	locationID	footprintWKT	eventTime	gbifID	occurrenceID	institutionKey	datasetID	datasetName	rightsHolder	scientificNameID	institutionID	fieldNumber	materialSampleID	language	collectionCode	type	taxonID	verbatimIdentification	catalogNumber	institutionCode	waterBody	locality	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	modified	identifiedBy	fieldNotes	county	municipality	associatedReferences	dateIdentified	references	preparations	acceptedNameUsage	parentNameUsageID	acceptedNameUsageID	verbatimElevation	higherClassification	collectionID	parentNameUsage	infraspecificEpithet	collectionKey	verbatimDepth	ownerInstitutionCode	parentEventID	sampleSizeUnit	samplingEffort	footprintSRS	previousIdentifications	organismQuantityType	organismQuantity	islandGroup	dynamicProperties	occurrenceRemarks	higherGeography	otherCatalogNumbers	verbatimEventDate	http://unknown.org/recordID	rights	http://unknown.org/recordEnteredBy	locationRemarks	bibliographicCitation	georeferenceProtocol	verbatimCoordinateSystem	coordinatePrecision	locationAccordingTo	identificationRemarks	georeferencedBy	nomenclaturalCode	georeferenceVerificationStatus	georeferenceRemarks	verbatimLocality	higherGeographyID	disposition	georeferenceSources	recordNumber	sex	habitat	lifeStage	materialEntityID	eventRemarks	taxonRemarks	vernacularName	georeferencedDate	accessRights	dataGeneralizations	establishmentMeans
4110330341	26e1fe63-1615-4646-9160-ef4a97853c80	8ed66812-b520-43e8-98e3-9490977390e3	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	c4e83f8a-f24c-4573-a197-f085ca242917	64795dcb-ad74-41b3-95e5-cc52ba754776	SJ	EML	2024-01-23T13:50:02.024+00:00	2024-01-26T09:39:28.697+00:00	7	https://www.wikidata.org/wiki/Q118395664	{}	HUMAN_OBSERVATION	7.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	79.7652	9.2634	413.21000000000004	4.4199999999999875	{}	2023.0	4.0	29.0	2023-04-29	119.0	119.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-26T09:39:28.697+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '700537e0-d43b-4e24-8dfd-4a10b4fab420'}]	[]	[]	[]	False	Ruth-Sofie Rødberg Rune; Amanda Murberg Endresen; Eline Nerhagen; Mikhail Zaruykin; Line Framnes Voldmo	Benthic trawl	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	79cf4467-5313-47a0-bcdd-0f811cb59c68	700537e0-d43b-4e24-8dfd-4a10b4fab420	MIZ	LINESTRING (9.26342986666667 79.76519435 9.20115941666667 79.75666895)	06:33:56Z/06:49:41Z	4110330341	700537e0-d43b-4e24-8dfd-4a10b4fab420																																																																																					
4465128256	93efc16a-7eb1-4792-bdec-de1ea69b8c65	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9		5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-17T23:36:27.118+00:00	2024-07-17T23:36:41.555+00:00	160		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	70.446333	-124.523	222.0	0.0	{}	2022.0	8.0	14.0	2022-08-14	226.0	226.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-17T23:36:41.555+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_MLI_MuseumCollection_12058'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA		DFO_MLI_MuseumCollection_12058				4465128256	DFO_MLI_MuseumCollection_12058	2ae7293d-9c89-46ee-9aa8-ea116dacad3f	dfo_que_mli_museum	DFO Quebec Region MLI museum collection	His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans	urn:lsid:marinespecies.org:taxname:134690	https://edmo.seadatanet.org/report/4160	BBT_047	T_22_08364	en	MuseumCollection	PhysicalObject	083_01201	Nymphon hirtipes	12058	IML																																																																						
4430028668	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce		56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.085+00:00	330		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '249610020001021', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.04606707547884', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '249610020001021', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	62.575282	2.337693	547.8900000000001	0.44999999999998863	{}	2021.0	5.0	6.0	2021-05-06T06:19Z/2021-05-06T06:25Z	126.0	126.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.085+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '249610020001021'}]	[]	[]	[]	False		Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 20	249610020001021		LINESTRING(2.337693 62.575282,2.334398 62.573452)	06:19Z/06:25Z	4430028668	249610020001021	1711d910-22c6-415c-bb34-9f226ec314ca		beamtrawl_2006-2022		urn:lsid:marinespecies.org:taxname:134690		catchId: 21			IMRMarbunnBenthos				249610020001021	IMR	Norwegian Sea	MAREANO Reference Station: 2496																																																																				
4430028845	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce		56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.018+00:00	330		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '250910016001037', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.18111882264403', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '250910016001037', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	62.416595	1.40063	611.655	1.125	{}	2021.0	5.0	2.0	2021-05-02T22:08Z/2021-05-02T22:13Z	122.0	122.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '250910016001037'}]	[]	[]	[]	False		Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 16	250910016001037		LINESTRING(1.40063 62.416595,1.397335 62.418113)	22:08Z/22:13Z	4430028845	250910016001037	1711d910-22c6-415c-bb34-9f226ec314ca		beamtrawl_2006-2022		urn:lsid:marinespecies.org:taxname:134690		catchId: 37			IMRMarbunnBenthos				250910016001037	IMR	Norwegian Sea	MAREANO Reference Station: 2509																																																																				
4430029327	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce		56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.813+00:00	330		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0258125870325714', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '253710017001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	62.061393	1.417292	368.28	0.789999999999992	{}	2021.0	5.0	3.0	2021-05-03T19:12Z/2021-05-03T19:19Z	123.0	123.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.813+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '253710017001010'}]	[]	[]	[]	False		Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 17	253710017001010		LINESTRING(1.417292 62.061393,1.42114 62.063335)	19:12Z/19:19Z	4430029327	253710017001010	1711d910-22c6-415c-bb34-9f226ec314ca		beamtrawl_2006-2022		urn:lsid:marinespecies.org:taxname:134690		catchId: 10			IMRMarbunnBenthos				253710017001010	IMR	Norwegian Sea	MAREANO Reference Station: 2537																																																																				
4604575841	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce		56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.969+00:00	330		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00142728978060517', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '255810021001003', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	64.608558	4.891682	1034.755	1.5749999999999318	{}	2021.0	5.0	10.0	2021-05-10T01:16Z/2021-05-10T01:21Z	130.0	130.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.969+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '255810021001003'}]	[]	[]	[]	False		Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 21	255810021001003		LINESTRING(4.891682 64.608558,4.896457 64.609382)	01:16Z/01:21Z	4604575841	255810021001003	1711d910-22c6-415c-bb34-9f226ec314ca		beamtrawl_2006-2022		urn:lsid:marinespecies.org:taxname:134690		catchId: 3			IMRMarbunnBenthos				255810021001003	IMR	Norwegian Sea	MAREANO Reference Station: 2558																																																																				
4108924399	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88		7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:36:28.195+00:00	537		{}	HUMAN_OBSERVATION	1.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	66.13525	12.85713			{}	2021.0	12.0	17.0	2021-12-17	351.0	351.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-23T12:36:28.195+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:151415595'}]	[]	[]	[]	False	Åkerblå AS		WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE		miljodir:vannmiljo:151415595				4108924399	miljodir:vannmiljo:151415595										vannmiljo				151415595	miljodir			1000.0	0.0	0.0	EUROPE	Leirfjord	2021-12-17T00:00:00.000+00:00	Åkerblå AS	Subsamplet, hele eller deler av prøven subsamplet og 1/4 er analysert	Nordland																																																											
2382061790	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88		7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T15:06:03.789+00:00	2024-07-23T18:31:55.556+00:00	361		{}	HUMAN_OBSERVATION	1.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	79.017851	11.57596			{}	2019.0	8.0	16.0	2019-08-16	228.0	228.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-07-23T18:31:55.556+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:uuid:cfc16581-4724-4e34-9be8-bfd4d8b03c41'}]	[]	[]	[]	False	Fredrik Broms		WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE		urn:uuid:cfc16581-4724-4e34-9be8-bfd4d8b03c41	514484			2382061790	urn:uuid:cfc16581-4724-4e34-9be8-bfd4d8b03c41										so2-bugs				22592162	nef		Kongsfjorden munning, Svalbard, Sv	500.0			EUROPE	Svalbard med sjøområder	2019-08-30T09:37:29.000+00:00		Bunntrål FF Helmer Hanssen på UNIS-tokt. Artsbestemning sjekket av C. Uhlir (ekpert på Pycnogonidae).. Quantity: 1 Individuals	Svalbard med sjøområder	Svalbard	https://www.artsobservasjoner.no/Sighting/22592162																																																									
3038398428	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc		91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:41:59.007+00:00	440		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	79.3	102.2			{}	2019.0	8.0	1.0	2019-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2024-07-22T19:41:59.007+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000014271'}]	[]	[]	[]	False			WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		WS00000014271				3038398428	WS00000014271	943cd489-37ec-481f-9e53-2e3f7f99a972			Zoological Museum of M.V. Lomonosov State University		http://grbio.org/cool/k3qp-615s				ZMMU_WS					ZMMU		Arctic Ocean, Kara Sea, Severnaya Zemlya, Mikoyan Bay; O2A2 st.35-dive-(2); (Dvuh Tovarishchei Island; near with)		-15.0		ASIA		2023-10-24T14:19:39.000+00:00						2020-01-01T00:00:00	https://animal.depo.msu.ru/open/public/item/156277826	EtOH96°-1	Nymphon hirtipes	114006521	156286549	-4.0	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonoidea|Nymphonidae|Nymphon	112770707	Nymphon																																															
3038398424	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc		91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:41:59.006+00:00	440		{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	79.3	102.2			{}	2019.0	8.0	1.0	2019-08-01	213.0	213.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2024-07-22T19:41:59.006+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000014272'}]	[]	[]	[]	False	Spiridonov V.A.;Tereschuk A.I.;Sokolov V.V.;Kovalev S.A.;Syomin V.L.		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		WS00000014272				3038398424	WS00000014272	943cd489-37ec-481f-9e53-2e3f7f99a972			Zoological Museum of M.V. Lomonosov State University		http://grbio.org/cool/k3qp-615s				ZMMU_WS					ZMMU		Arctic Ocean, Kara Sea, Severnaya Zemlya, Mikoyan Bay; O2A2 st.34-dive-(2); (Dvuh Tovarishchei Island; near with)		-18.0		ASIA		2023-10-24T14:19:39.000+00:00						2020-01-01T00:00:00	https://animal.depo.msu.ru/open/public/item/156277842	EtOH96°-1	Nymphon hirtipes	114006521	156286549	-4.0	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonoidea|Nymphonidae|Nymphon	112770707	Nymphon																																															
