key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	locationID	footprintWKT	eventTime	gbifID	occurrenceID	institutionKey	datasetID	datasetName	rightsHolder	scientificNameID	institutionID	fieldNumber	materialSampleID	language	collectionCode	type	taxonID	verbatimIdentification	catalogNumber	institutionCode	waterBody	locality	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	modified	identifiedBy	fieldNotes	county	municipality	associatedReferences	dateIdentified	references	preparations	acceptedNameUsage	parentNameUsageID	acceptedNameUsageID	verbatimElevation	higherClassification	collectionID	parentNameUsage	infraspecificEpithet	collectionKey	verbatimDepth	ownerInstitutionCode	parentEventID	sampleSizeUnit	samplingEffort	footprintSRS	previousIdentifications	organismQuantityType	organismQuantity	islandGroup	dynamicProperties	occurrenceRemarks	higherGeography	otherCatalogNumbers	verbatimEventDate	http://unknown.org/recordID	rights	http://unknown.org/recordEnteredBy	locationRemarks	bibliographicCitation	georeferenceProtocol	verbatimCoordinateSystem	coordinatePrecision	locationAccordingTo	identificationRemarks	georeferencedBy	nomenclaturalCode	georeferenceVerificationStatus	georeferenceRemarks	verbatimLocality	higherGeographyID	disposition	georeferenceSources	recordNumber	sex	habitat	lifeStage	materialEntityID	eventRemarks	taxonRemarks	vernacularName	georeferencedDate	accessRights	dataGeneralizations	establishmentMeans
4851017301	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.206+00:00	69		{}	PRESERVED_SPECIMEN	1.0	PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		71.9123738	56.9523017			{}	2013.0	9.0	20.0	2013-09-20	263.0	263.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.206+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'aaa83026-112b-40f7-8921-1b24ff614ff0'}]	[]	[]	[]	False	RV Professor Shtokman	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_125_st.125-58	aaa83026-112b-40f7-8921-1b24ff614ff0				4851017301	aaa83026-112b-40f7-8921-1b24ff614ff0	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	125-58			OBFc				INV0003596	IORAS	Kara Sea	Abrosimov Bay, Kara Sea							Dudnik, Zoya							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	345.0 m	IORAS	cruise 125																																										
4399690660	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.095+00:00	69		{}	PRESERVED_SPECIMEN		PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		77.2110363	78.1258225			{}	2011.0	7.0	25.0	2011-07-25	206.0	206.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.095+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7d125e4f-3b5d-41cb-b4aa-56683ca06dd5'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5033	7d125e4f-3b5d-41cb-b4aa-56683ca06dd5				4399690660	7d125e4f-3b5d-41cb-b4aa-56683ca06dd5	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5033			OBFc				INV0002098	IORAS	Kara Sea	St.Anna Trough							Turpaeva, Elena							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	120.0 - 118.0 m	IORAS	cruise 59																																										
4109774297	199958ab-9096-43e1-9f4c-8a4d97feb024	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9		5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-02T09:38:51.094+00:00	2024-07-02T09:39:59.416+00:00	60		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Individual Count', 'http://rs.tdwg.org/dwc/terms/measurementID': '221309', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.5', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ADBIOL02/', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/L05/current/91/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'IML-2011-050_004424:252153', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P01/current/ADBIOL02/', 'http://rs.tdwg.org/dwc/terms/measurementRemarks': '16_8_76', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Standardized number of individuals captured for 15 min tow'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Kg', 'http://rs.tdwg.org/dwc/terms/measurementID': '76201', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6e-04', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/WWBIOL02/', 'http://rs.iobis.org/obis/terms/measurementValueID': 'http://vocab.nerc.ac.uk/collection/L05/current/LAB13/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'IML-2011-050_004424:252153', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P01/current/WWBIOL02/', 'http://rs.tdwg.org/dwc/terms/measurementRemarks': '16_8_76', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Standardized weight of total capture for 15 min tow'}]}	HUMAN_OBSERVATION		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	48.295167	-59.442167	126.0	0.0	{}	2011.0	8.0	11.0	2011-08-11	223.0	223.0	['COORDINATE_ROUNDED', 'FOOTPRINT_SRS_INVALID', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-02T09:39:59.416+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'IML-2011-050_004424:252153'}]	[]	[]	[]	False		Tow with mobile fishing gear	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	IML-2011-050_004424	IML-2011-050_004424:252153	https://toponymes.rncan.gc.ca/search-place-names/unique?id=EFGGM	LINESTRING(,-59.4421666666667 48.2951666666667)	13:53:00Z	4109774297	IML-2011-050_004424:252153		dfo_que_tel	DFO Quebec Region Ecosystemic bottom trawl surveys	His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans	urn:lsid:marinespecies.org:taxname:134690	https://edmo.seadatanet.org/report/4160	16_8_76		En	DFO_QC_Groundfish-2011	Dataset	134690			IML		Quebec	10.0																										Metre X Metre	1 shrimp bottom-trawl/standardized tow (15 min)	"GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295]]"																																							
4399690355	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.034+00:00	69		{}	PRESERVED_SPECIMEN		PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		75.9980683	76.6722004			{}	2011.0	9.0	22.0	2011-09-22	265.0	265.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.034+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '03423037-f60c-46b5-b4f3-50944201d0c0'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5026	03423037-f60c-46b5-b4f3-50944201d0c0				4399690355	03423037-f60c-46b5-b4f3-50944201d0c0	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5026			OBFc				INV0001850	IORAS	Kara Sea	Shelf Edge, Kara Sea							Raiskiy, Alexey							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	62.7 - 61.5 m	IORAS	cruise 59																																										
4399690500	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.768+00:00	69		{}	PRESERVED_SPECIMEN		PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		74.9495722	77.900429			{}	2011.0	9.0	22.0	2011-09-22	265.0	265.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.768+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6333e179-301f-4bbb-8ab8-8305f83935d4'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5024	6333e179-301f-4bbb-8ab8-8305f83935d4				4399690500	6333e179-301f-4bbb-8ab8-8305f83935d4	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5024			OBFc				INV0001856	IORAS	Kara Sea	Kara Sea							Raiskiy, Alexey							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	34.0 - 34.2 m	IORAS	cruise 59																																										
4399690621	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.090+00:00	69		{}	PRESERVED_SPECIMEN	2.0	PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		78.0084345	74.894414			{}	2011.0	9.0	26.0	2011-09-26	269.0	269.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.090+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7a134279-69da-4bdb-b693-e893e148561b'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5039	7a134279-69da-4bdb-b693-e893e148561b				4399690621	7a134279-69da-4bdb-b693-e893e148561b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5039			OBFc				INV0002111	IORAS	Kara Sea	St.Anna							Turpaeva, Elena							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	364.0 - 365.0 m	IORAS	cruise 59																																										
4399690444	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.756+00:00	69		{}	PRESERVED_SPECIMEN		PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		76.5508496	80.7465715			{}	2011.0	9.0	24.0	2011-09-24	267.0	267.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.756+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9c1dc425-c761-4f8b-b1a3-a1c0180ec09d'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5032	9c1dc425-c761-4f8b-b1a3-a1c0180ec09d				4399690444	9c1dc425-c761-4f8b-b1a3-a1c0180ec09d	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5032			OBFc				INV0002113	IORAS	Kara Sea	Kara Sea							Turpaeva, Elena							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	56.5 - 57.0 m	IORAS	cruise 59																																										
4399690839	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.844+00:00	69		{}	PRESERVED_SPECIMEN		PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		77.4273724	77.5653963			{}	2011.0	9.0	25.0	2011-09-25	268.0	268.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.844+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd496db80-f316-4564-9d89-f4674987249b'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5034	d496db80-f316-4564-9d89-f4674987249b				4399690839	d496db80-f316-4564-9d89-f4674987249b	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5034			OBFc				INV0002107	IORAS	Kara Sea	St.Anna Trough							Turpaeva, Elena							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	220.0 - 220.0 m	IORAS	cruise 59																																										
3342618633	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc		91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:41:58.283+00:00	440		{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	76.6	80.7			{}	2011.0	9.0	24.0	2011-09-24	267.0	267.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2024-07-22T19:41:58.283+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000016311'}]	[]	[]	[]	False	Stupnikova A.N.		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		WS00000016311				3342618633	WS00000016311	943cd489-37ec-481f-9e53-2e3f7f99a972			Zoological Museum of M.V. Lomonosov State University		http://grbio.org/cool/k3qp-615s				ZMMU_WS					ZMMU		Arctic Ocean, Kara Sea, Kara Sea; AMK59-5032		-60.0				2023-10-24T14:19:39.000+00:00	Petrova M.					2023-07-05T00:00:00	https://animal.depo.msu.ru/open/public/item/188166789	EtOH96°-5	sp.	114006521	114006600	-60.0	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonoidea|Nymphonidae|Nymphon	112770707	Nymphon									Nymphon sp., ID: Stupnikova A.N., 24.09.2011																																						
4403203005	f49dd893-1e91-4ce6-9aa7-e1047ffee557	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc		91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2024-07-22T19:41:42.767+00:00	2024-07-22T19:42:02.546+00:00	440		{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	76.6	80.7			{}	2011.0	9.0	24.0	2011-09-24	267.0	267.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE']	2024-07-22T19:42:02.546+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'WS00000019354'}]	[]	[]	[]	False	Stupnikova A.N.		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		WS00000019354				4403203005	WS00000019354	943cd489-37ec-481f-9e53-2e3f7f99a972			Zoological Museum of M.V. Lomonosov State University		http://grbio.org/cool/k3qp-615s				ZMMU_WS					ZMMU		Arctic Ocean, Kara Sea, Kara Sea; AMK59-5032		-60.0				2023-10-24T14:19:39.000+00:00	Petrova M.					2023-07-05T00:00:00	https://animal.depo.msu.ru/open/public/item/296373208	EtOH96°-5	sp.	114006521	114006600	-60.0	Animalia|Arthropoda|Pycnogonida|Pantopoda|Nymphonoidea|Nymphonidae|Nymphon	112770707	Nymphon									Nymphon sp., ID: Stupnikova A.N., 24.09.2011																																						
4399690959	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.150+00:00	69		{}	PRESERVED_SPECIMEN	1.0	PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		75.8281456	68.982447			{}	2011.0	10.0	1.0	2011-10-01	274.0	274.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.150+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a0e5c17d-26ec-4d19-9e8c-1813a4e928a1'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh	Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5051	a0e5c17d-26ec-4d19-9e8c-1813a4e928a1				4399690959	a0e5c17d-26ec-4d19-9e8c-1813a4e928a1	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5051			OBFc				INV0001843	IORAS	Kara Sea	Novozemelskaya Trench							Raiskiy, Alexey							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	351.0 - 340.0 m	IORAS	cruise 59																																										
4399691335	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.216+00:00	69		{}	PRESERVED_SPECIMEN	1.0	PRESENT	6471623	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon spinosum hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	spinosum	SUBSPECIES	SYNONYM		71.6699001	57.0341286			{}	2011.0	10.0	4.0	2011-10-04	277.0	277.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.216+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'e1106658-2e37-446a-8803-78ce8665a323'}]	[]	[]	[]	False	RV Akademik Mstislav Keldysh		WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5061	e1106658-2e37-446a-8803-78ce8665a323				4399691335	e1106658-2e37-446a-8803-78ce8665a323	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86					51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	5061			OBFc				INV0001863	IORAS	Kara Sea	Novaya Zemlya trough							Raiskiy, Alexey							EtOH 75%						fd699988-ab5d-4737-9443-9085cea191d2		hirtipes	fd699988-ab5d-4737-9443-9085cea191d2	325.0 - 326.0 m	IORAS	cruise 59																																										
1265462727	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce		56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.764+00:00	330		{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '041610361001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.532231742146063', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '041610361001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2117813	1	54	354	9477065	2013	2117630	2117813	2117813	Nymphon hirtipes Bell, 1855	Nymphon hirtipes Bell, 1855	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hirtipes	Nymphon	hirtipes	SPECIES	ACCEPTED	NE	71.938	15.529833	773.01	0.4500000000000455	{}	2009.0	4.0	23.0	2009-04-23T03:39Z/2009-04-23T03:44Z	113.0	113.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.764+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '041610361001009'}]	[]	[]	[]	False		Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2009105 Sample: 361	041610361001009		LINESTRING(15.529833 71.938,15.531167 71.940167)	03:39Z/03:44Z	1265462727	041610361001009	1711d910-22c6-415c-bb34-9f226ec314ca		beamtrawl_2006-2022		urn:lsid:marinespecies.org:taxname:134690		catchId: 9			IMRMarbunnBenthos				041610361001009	IMR	Norwegian Sea	MAREANO Reference Station: 416																																																																				
