key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	acceptedNameUsage	institutionID	locality	collectionCode	gbifID	occurrenceID	parentNameUsageID	institutionCode	acceptedNameUsageID	higherClassification	collectionID	parentNameUsage	recordedBy	previousIdentifications	identificationQualifier	identificationRemarks	verbatimElevation	depth	depthAccuracy	datasetID	datasetName	scientificNameID	fieldNumber	language	type	taxonID	verbatimIdentification	catalogNumber	networkKeys	waterBody	collectionKey	samplingProtocol	eventID	verbatimDepth	ownerInstitutionCode	parentEventID	projectId	programmeAcronym	locationRemarks	verbatimSRS	verbatimCoordinateSystem	eventRemarks	infraspecificEpithet	recordNumber	dynamicProperties	occurrenceRemarks	coordinatePrecision	higherGeography	georeferencedBy	nomenclaturalCode	verbatimEventDate	georeferenceProtocol	georeferenceVerificationStatus	georeferenceRemarks	verbatimLocality	higherGeographyID	disposition	georeferenceSources	otherCatalogNumbers	georeferencedDate	locationAccordingTo	organismID	eventTime	accessRights	stateProvince	habitat	locationID	sex	coordinateUncertaintyInMeters	footprintWKT	county	bibliographicCitation	municipality	associatedReferences	taxonRemarks	vernacularName	typeStatus	nameAccordingTo	lifeStage	organismQuantity	organismQuantityType	islandGroup	materialEntityID	footprintSRS	dataGeneralizations
896993939	80ebe7f9-00ee-4fe3-80f6-303729cf5bac	d9699a79-4736-45c2-925c-f4033ac67d52	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-07-02T00:02:22.306+00:00	2024-07-02T00:02:49.325+00:00	437	{}	PRESERVED_SPECIMEN		PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE	2007-05-01T00:00:00	71.033333	-158.533333			{}	1973.0	9.0	4.0	1973-09-04	247.0	247.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_INVALID', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'AMBIGUOUS_INSTITUTION']	2024-06-16T23:20:00.018+00:00	2024-07-02T00:02:49.325+00:00	http://arctos.database.museum/guid/UAM:Inv:8106	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://arctos.database.museum/guid/UAM:Inv:8106?seid=448347'}]	[]	[]	[]		False	Douglas L. Schamel	whole organism (ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://arctos.database.museum/guid/UAM:Inv:8106?seid=448347		UAM	71 02.0 N, 158 32.0W	Inv	896993939	http://arctos.database.museum/guid/UAM:Inv:8106?seid=448347		UAM		Animalia, Arthropoda, Pycnogonida, Pantopoda, Nymphonidae, Nymphon,	https://arctos.database.museum/collection/UAM:Inv		Collector(s): unknown	"[{""idby"": ""Douglas L. Schamel"", ""made_date"": ""2007-05-01"", ""concept_label"": null, ""short_citation"": null, ""scientific_name"": ""Nymphon longitarse"", ""sensu_publication"": null, ""identification_taxa"": [{""taxon"": {""ftn"": ""Animalia, Arthropoda, Pycnogonida, Pantopoda, Nymphonidae, Nymphon, Nymphon longitarse"", ""name"": ""Nymphon longitarse"", ""ctrms"": [{""psn"": 1, ""typ"": ""kingdom"", ""term"": ""Animalia""}, {""psn"": 2, ""typ"": ""phylum"", ""term"": ""Arthropoda""}, {""psn"": 3, ""typ"": ""class"", ""term"": ""Pycnogonida""}, {""psn"": 4, ""typ"": ""order"", ""term"": ""Pantopoda""}, {""psn"": 5, ""typ"": ""family"", ""term"": ""Nymphonidae""}, {""psn"": 6, ""typ"": ""genus"", ""term"": ""Nymphon""}, {""psn"": 7, ""typ"": ""species"", ""term"": ""Nymphon longitarse""}], ""nctrms"": [{""typ"": ""display_name"", ""term"": ""<i>Nymphon longitarse</i>""}, {""typ"": ""nomenclatural_code"", ""term"": ""ICZN""}, {""typ"": ""remark"", ""term"": ""Imported from ITIS 6 Feb 2007""}, {""typ"": ""scientific_name"", ""term"": ""Nymphon longitarse""}, {""typ"": ""source_authority"", ""term"": ""ITIS""}, {""typ"": ""taxon_status"", ""term"": ""valid""}], ""source"": ""Arctos"", ""classification_id"": ""https://arctos.database.museum/name/Nymphon longitarse#Arctos""}, ""taxon_id"": ""https://arctos.database.museum/name/Nymphon longitarse"", ""variable"": ""A""}], ""identification_order"": 1, ""identification_agents"": [{""agent_name"": ""Douglas L. Schamel"", ""agent_identifier"": ""https://arctos.database.museum/agent/7577"", ""identifier_order"": 1}], ""identification_remarks"": ""Former nature_of_id: legacy."", ""identification_attributes"": null}]"	A	Former nature_of_id: legacy.												UAM:Inv:8106	['1f2c0cbe-40df-43f6-ba07-e76133e78c31']	Chukchi Sea		trawl									degrees dec. minutes							Arctic Ocean, Chukchi Sea	Gordon H. Jarrell	ICZN	4 sep 1973	not recorded			71 02.0 N, 158 32.0W			specimen label, verbatim locality	"[{""remarks"": null, ""issued_by"": ""University of Alaska Museum Marine Arthropod Collection"", ""identifier"": ""352"", ""assigned_by"": ""unknown"", ""assigned_date"": ""2022-04-27"", ""identifier_type"": ""institutional catalog number""}]"	2007-04-23 00:00:00	Gordon H. Jarrell	http://arctos.database.museum/guid/UAM:Inv:8106	1973-09-04	http://vertnet.org/resources/norms.html					2130.0	POLYGON((-158.56101140137696 71.05033480805987,-158.55054963425184 71.05181305862473,-158.53942436110057 71.05258050524324,-158.5280643154668 71.05260757177312,-158.51690735962669 71.05189321505209,-158.50638345892165 71.05046496544612,-158.49689797371803 71.04837785695057,-158.48881593937688 71.04571228978857,-158.48244796008797 71.0425709110928,-158.47803827050697 71.0390746380726,-158.47575542413844 71.03535798141017,-158.47568595480206 71.03156385315006,-158.47783123342668 71.02783806209527,-158.4821076130982 71.02432371014133,-158.48834982668163 71.0211557049159,-158.49631747868594 71.01845559775656,-158.5057043606611 71.01632694197966,-158.51615022060793 71.01485134534504,-158.52725453395712 71.01408536357083,-158.5385917581117 71.01405834978937,-158.54972750516868 71.01477133913241,-158.56023503863892 71.01619700940553,-158.5697114899194 71.01828071929454,-158.57779319897523 71.020942585984,-158.58416961112846 71.0240805257047,-158.58859520788906 71.02757414479936,-158.59089901402828 71.03128933662086,-158.5909913047982 71.03508341213272,-158.58886723492344 71.03881057056229,-158.58460722248543 71.04232750184434,-158.57837404285652 71.04549890567293,-158.57040671618324 71.04820271330468,-158.56101140137696 71.05033480805987))															
1320256829	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:22.318+00:00	395	{}	PRESERVED_SPECIMEN	26.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		39.9017	-70.1783			{}	1973.0	12.0	3.0	1973-12-03	337.0	337.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2020-03-02T14:00:00.000+00:00	2024-07-02T12:39:22.318+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/387193431-0851-4f84-b695-46d7e75e229e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/387193431-0851-4f84-b695-46d7e75e229e		urn:lsid:biocol.org:col:34871	North American Slope	IZ	1320256829	http://n2t.net/ark:/65665/387193431-0851-4f84-b695-46d7e75e229e		USNM		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							457.0	0.0		NMNH Extant Biology							USNM 181997	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Atlantic Ocean	0174f5b3-da29-4967-b8dc-ce75ed53e35d										Degrees Minutes Seconds							North Atlantic Ocean, United States			03 DEC 1973	unknown, from legacy															35-346																		
4444205409	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.761+00:00	69	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		42.9667137	134.3178236			{}	1972.0	6.0	7.0	1972-06-07	159.0	159.0	['COORDINATE_REPROJECTED']		2024-06-18T12:44:58.761+00:00		http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '76da35a9-18a5-4ba8-8292-9a3854f34cd2'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		76da35a9-18a5-4ba8-8292-9a3854f34cd2		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	NWest Pacific	OBFc	4444205409	76da35a9-18a5-4ba8-8292-9a3854f34cd2		IORAS			fd699988-ab5d-4737-9443-9085cea191d2		RV Vityaz										6646					INV0002655	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	Sea of Japan	fd699988-ab5d-4737-9443-9085cea191d2	DO-0.25,Sigsbee Trawl	RV Vityaz_cruise 52_st.6646	100.0 m	IORAS	cruise 52																																																	
1416927681	eaf9401e-a5e3-4a27-89ad-2d6ac6559167	a41250f0-7c3e-11d8-a19c-b8a03c50a862	7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2023-12-14T00:46:43.088+00:00	2024-01-25T01:41:46.844+00:00	300	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		71.966667	-125.2		NORTH_AMERICA	{}	1972.0	7.0	30.0	1972-07-30	212.0	212.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-25T01:41:46.844+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cmn-arctic-marine-benthos-1512'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False	"""Bamber, Roger N."""		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Copyright © Canadian Museum of Nature / Musée canadien de la nature	cmn-arctic-marine-benthos-1512	Nymphon longitarse	http://biocol.org/urn:lsid:biocol.org:col:34935		CMNC	1416927681	cmn-arctic-marine-benthos-1512		CMN			http://biocol.org/institutional-collection/crustacea-collection		McAllister, Donald E.; Russell, Dale A.					1.0			Natural history museum data on Canadian Arctic marine benthos	urn:lsid:marinespecies.org:taxname:134696			PhysicalObject			CMNC 1994-0093		Western Arctic	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830						cmn-arctic-marine-benthos		Shelf									North America: Canada, Northwest Territories, Banks I. (NT), Sachs Harbour			72-07-30																																		
1809649791	ead6339f-39f8-46be-b059-d1c48d88ab29	a8144f37-5ff7-4137-9400-94b5b2ea4ec4	c4e83f8a-f24c-4573-a197-f085ca242917	64795dcb-ad74-41b3-95e5-cc52ba754776	NO	EML	2024-07-24T12:02:01.000+00:00	2024-07-24T12:02:43.476+00:00	2098	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		67.1667	14.15		EUROPE	{}	1971.0	6.0	28.0	1971-06-28	179.0	179.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'COLLECTION_MATCH_FUZZY']	2006-09-04T00:00:00.000+00:00	2024-07-24T12:02:43.476+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:uuid:D9003CF1-C275-4F2F-B10F-9EC333190CC8'}]	[]	[]	[]	aa1e5367-c95e-493f-88cc-a34ccfbf4b36	False	Anon	Ethanol	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE		urn:uuid:D9003CF1-C275-4F2F-B10F-9EC333190CC8			Vestfjorden Fugløyfjorden Saltfjorden Ravika	MI	1809649791	urn:uuid:D9003CF1-C275-4F2F-B10F-9EC333190CC8		NTNU-VM					Brattegard, Høysæter, Sneli, Strømgren, Pethon								Norsk samling (Marine bunndyr)							WET-57916	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '379a0de5-f377-4661-9a30-33dd844e7b9a']		be608774-b255-4c8f-90f3-6b6f374c4579	Warén-sledge, Warén + Kjetting		170-90 m																															Nordland	M. phasiolinus bunn.			100.0		Gildeskål														
4134385978	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:19.360+00:00	337	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	10.0	1970-08-10	222.0	222.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:19.360+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '33c11307-4191-48c7-8ad8-c1cd6aa5adce'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	33c11307-4191-48c7-8ad8-c1cd6aa5adce		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134385978	33c11307-4191-48c7-8ad8-c1cd6aa5adce		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0725			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-10 68m				Baffin I.	(CMNC 2019-0725)													
4134386001	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:18.853+00:00	337	{}	PRESERVED_SPECIMEN	21.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	9.0	1970-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:18.853+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '376850f8-181a-48a3-8cb5-4aff8c401d14'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	376850f8-181a-48a3-8cb5-4aff8c401d14		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134386001	376850f8-181a-48a3-8cb5-4aff8c401d14		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0728			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-09 68m				Baffin I.	(CMNC 2019-0728)													
4134385641	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:17.852+00:00	337	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	10.0	1970-08-10	222.0	222.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:17.852+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '95374122-2cb5-4055-94a3-50859127b4a2'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	95374122-2cb5-4055-94a3-50859127b4a2		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134385641	95374122-2cb5-4055-94a3-50859127b4a2		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0724			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-10 68m				Baffin I.	(CMNC 2019-0724)													
4134389621	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:21.925+00:00	337	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	9.0	1970-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:21.925+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '95e9c1d9-9d35-488b-baf1-d69606ec7924'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	95e9c1d9-9d35-488b-baf1-d69606ec7924		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134389621	95e9c1d9-9d35-488b-baf1-d69606ec7924		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0727			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-09 68m				Baffin I.	(CMNC 2019-0727)													
4134385361	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:13.480+00:00	337	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	10.0	1970-08-10	222.0	222.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:13.480+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9df93cd3-b287-4066-9ba2-c541296ad38e'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	9df93cd3-b287-4066-9ba2-c541296ad38e		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134385361	9df93cd3-b287-4066-9ba2-c541296ad38e		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0726			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-10 68m				Baffin I.	(CMNC 2019-0726)													
4134386107	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:22.544+00:00	337	{}	PRESERVED_SPECIMEN	16.0	PRESENT	2117722	1	54	354	9477065	2013	2117630	2117722	2117722	Nymphon longitarse Krøyer, 1844	Nymphon longitarse Krøyer, 1844	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longitarse	Nymphon	longitarse	SPECIES	ACCEPTED	NE		63.6667	-68.4333		NORTH_AMERICA	{}	1970.0	8.0	9.0	1970-08-09	221.0	221.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-05-19T15:40:00.000+00:00	2024-07-04T18:50:22.544+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'aacbb375-8a41-4208-8173-77b323afcd77'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	Canadian Museum of Nature	aacbb375-8a41-4208-8173-77b323afcd77		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay, St. 70-5, Depth= 68m	CMNC	4134386107	aacbb375-8a41-4208-8173-77b323afcd77		CMN		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae; Nymphon;	http://grbio.org/cool/sjd8-70zp		F.R.B., Arctic Biological Station								Crustacea			en	PhysicalObject			CMNC 2019-0729			0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830																																		Nunavut (Terr.)		ABS Frobisher Bay St. 70-5 1970-08-09 68m				Baffin I.	(CMNC 2019-0729)													
