key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	locality	verbatimLocality	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	sex	continent	waterBody	higherGeography	datasetName	georeferenceProtocol	verbatimCoordinateSystem	locationID	stateProvince	otherCatalogNumbers	dynamicProperties	typeStatus	acceptedNameUsage	occurrenceRemarks	coordinateUncertaintyInMeters	datasetID	fieldNotes	eventID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	taxonID	http://unknown.org/language
440013753	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:52.321+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1956', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Bathypallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Fage, 1956)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|71874', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Bathypallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'scoparia', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|13704', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Bamber R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Bathypallenopsis scoparia (Fage, 1956)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	4338429	1	54	354	9477065	3254684	4338408	4338429	4338429	Bathypallenopsis scoparia (Fage, 1956)	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Bathypallenopsis	scoparia	SPECIES	ACCEPTED	NE	-7.487167	156.278	907.5	62.5	{}	2004.0	11.0	2.0	2004-11-02T08:27/2004-11-02T08:57	307.0	307.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2022-10-21T10:12:11.000+00:00	2024-07-24T12:24:52.321+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4739'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Warén & Samadi-IRD	Bamber R.	WGS84	Pycnogonida	SB	[]	[]	OCEANIA	Solomon Islands	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4739	2007-4739	MNHN	SALOMON 2/CP2250	440013753	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4739	10.15468/qgvvhd																																		
462423063	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.493+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1956', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Bathypallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Fage, 1956)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117586', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Bathypallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'scoparia', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|13704', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Bathypallenopsis scoparia (Fage, 1956)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	4338429	1	54	354	9477065	3254684	4338408	4338429	4338429	Bathypallenopsis scoparia (Fage, 1956)	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Bathypallenopsis	scoparia	SPECIES	ACCEPTED	NE	-16.170666	-179.40416	672.5	3.5	{}	1999.0	2.0	26.0	1999-02-26	57.0	57.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2022-05-27T18:41:26.000+00:00	2024-07-24T12:24:43.493+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20560'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Bouchet, Warén & Richer-IRD coll.		WGS84	Pycnogonida	FJ	[]	[]	OCEANIA	Fiji	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20560	2008-20560	MNHN	BORDAU 1/CP1413	462423063	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20560	10.15468/qgvvhd	Ride de Lau	Récifs																																
2434400032	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:32.994+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	-7.666667	132.45			{}	1991.0	10.0	28.0	1991-10-28	301.0	301.0	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:32.994+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200652@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Baruma Jaya 1	Stock J.H.	WGS84	Pycnogonida	ID	[]	[]	ASIA	Indonesia	EUROPE	ZMA.PYC.200652@CRS	ZMA.PYC.200652			2434400032	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200652				WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	28 okt 1991	Animalia|Pallenopsidae																										
462403515	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.516+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1956', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Bathypallenopsis;Pallenopsidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Fage, 1956)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|117587', 'http://rs.tdwg.org/dwc/terms/family': 'Pallenopsidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Bathypallenopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'scoparia', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|13704', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Bathypallenopsis scoparia (Fage, 1956)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	4338429	1	54	354	9477065	3254684	4338408	4338429	4338429	Bathypallenopsis scoparia (Fage, 1956)	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Bathypallenopsis	scoparia	SPECIES	ACCEPTED	NE	-21.011499	160.953003	655.0	5.0	{}	1988.0	7.0	21.0	1988-07-21	203.0	203.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_COORDINATE_MISMATCH', 'CONTINENT_COUNTRY_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.516+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20586'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	B. Richer de Forges-IRD coll.		WGS84	Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20586	2008-20586	MNHN	CORAIL 2/DE14	462403515	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20586	10.15468/qgvvhd	Ride de Lansdowne-Fairway																																	
201120850	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.678+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	35.93	-5.5883	568.0	0.0	{}	1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:48.678+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201120850'}]	[]	[]	[]			False	BOUCHET Philippe	STOCK Jan	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE		25218	Ifremer		201120850	Biocean	201120850		Detroit de Gibraltar																																	
811997367	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:48.044+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	35.93	-5.5883	568.0	0.0	{}	1984.0	6.0	1.0	1984-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COORDINATE_PRECISION_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']		2024-01-24T22:32:48.044+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811997367'}]	[]	[]	[]			False	BOUCHET Philippe	STOCK Jan	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE		25218	Ifremer		811997367	bio_dba	811997367		Detroit de Gibraltar																																	
1319974522	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:25.064+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	25.3681	-77.8503	660.0	0.0	{}	1984.0	10.0	27.0	1984-10-27	301.0	301.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T08:11:00.000+00:00	2024-07-02T12:39:25.064+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37aa2c349-dc8f-46c4-a2ea-9b516682ccff'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	BS	[]	[]	LATIN_AMERICA	Bahamas	NORTH_AMERICA	http://n2t.net/ark:/65665/37aa2c349-dc8f-46c4-a2ea-9b516682ccff	USNM 216715	USNM		1319974522	IZ	http://n2t.net/ark:/65665/37aa2c349-dc8f-46c4-a2ea-9b516682ccff	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Northeast Providence Channel, S Of Abaco Island		Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871	27 OCT 1984	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pallenopsidae	FEMALE	NORTH_AMERICA	North Atlantic Ocean	North Atlantic Ocean, Bahamas	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	986-4																		
1322308447	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:57.799+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	27.5178	-89.8156	1064.0	0.0	{}	1984.0	11.0	15.0	1984-11-15	320.0	320.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-09-17T13:00:00.000+00:00	2024-07-02T12:39:57.799+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e1e431ac-364d-48bc-898f-2715eb9407bc'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	LGL Ecological Research Associates For BLM/ MMS	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	http://n2t.net/ark:/65665/3e1e431ac-364d-48bc-898f-2715eb9407bc	USNM 1011378	USNM	MMS-NGOMCS/3367	1322308447	IZ	http://n2t.net/ark:/65665/3e1e431ac-364d-48bc-898f-2715eb9407bc	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	off Louisiana		Alcohol (Ethanol)			urn:lsid:biocol.org:col:34871		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Pallenopsidae	FEMALE		North Atlantic Ocean, Gulf of Mexico	North Atlantic Ocean, Gulf of Mexico, United States, Louisiana	NMNH Extant Biology	unknown, from legacy	Degrees Minutes Seconds	C08	Louisiana																	
1055470414	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:12.931+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	54.6	-12.6167			{}	1979.0	9.0	2.0	1979-09-02	245.0	245.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:12.931+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3672844'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False		Dr Roger Bamber	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE	3672844	2001.25	NHMUK	10105 [hash]12	1055470414	ZOO	3b997b34-9606-46ef-abd0-984df3eeb2bc									Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Nymphonoidea; Pallenopsidae										NHMUK:ecatalogue:3672844	"{""associatedMediaCount"": null, ""barcode"": ""011069128"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305322000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pallenopsis scoparia Fage, 1956"", ""determinationTypes"": null, ""donorName"": ""Institute of Oceanographic Sciences"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055470414"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS 80%"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"															
1056060034	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:13.079+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117476	1	54	354	9477065	3254684	4338408	4338429	4338429	Pallenopsis scoparia Fage, 1956	Bathypallenopsis scoparia (Fage, 1956)	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Bathypallenopsis	Bathypallenopsis scoparia	Pallenopsis	scoparia	SPECIES	SYNONYM	NE	54.1333	-14.8333			{}	1973.0	7.0	25.0	1973-07-25	206.0	206.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:13.079+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3673089'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		False	J Mauchline	Dr Roger Bamber	WGS84	Pycnogonida	IE	[]	[]	EUROPE	Ireland	EUROPE	3673089	2001.305	NHMUK	Sample No. 44	1056060034	ZOO	fc0e8d4c-da83-4c3c-8fb7-6d17955b4a3c		Northeastern Atlantic Ocean.							Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Nymphonoidea; Pallenopsidae			Northeast Atlantic Ocean, Northeast Atlantic Ocean; Northeast Atlantic Ocean;Northeast Atlantic Ocean							NHMUK:ecatalogue:3673089	"{""associatedMediaCount"": null, ""barcode"": ""011003093"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305348000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pallenopsis scoparia Fage, 1956"", ""determinationTypes"": null, ""donorName"": ""J Mauchline"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056060034"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS 80%"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"															
