key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	identifiedBy	identificationRemarks	individualCount	depth	higherGeography	modified	datasetName	preparations	rightsHolder	institutionID	nomenclaturalCode	georeferenceProtocol	locality	fieldNumber	language	type	locationID	ownerInstitutionCode	higherClassification	eventTime	typeStatus	references	datasetID	scientificNameID	bibliographicCitation
1100790105	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:12.548+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.61804	152.33499	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	11.0	2006-03-11	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:12.548+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3d09cd9b-4192-4cd5-9002-957c805035ec'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288697|urn:catalog:AM:Invertebrates - Marine & Other:P.80399	Keable, J. Stephen|Australian Museum|Invertebrates, Marine	human dredge by hand on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1116623	3d09cd9b-4192-4cd5-9002-957c805035ec	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	north east of Port Stephens, north east side of Little Broughton Island	Invertebrates - Marine & Other	1100790105	3d09cd9b-4192-4cd5-9002-957c805035ec	P.80399	ecatalogue.LocCollectionEventLocal: [NSW 2928] Australia, New South Wales, north east of Port Stephens, north east side of Little Broughton Island (32° 37' 05 S, 152° 20' 06 E) 11/03/2006 - 11/03/2006, human dredge by hand on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collecti;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963																									
1100790066	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:22.629+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.70833	152.22554	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	11.0	2006-03-11	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:22.629+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '52e10e40-6af7-41b0-80fe-da11869ef1ba'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288611|urn:catalog:AM:Invertebrates - Marine & Other:P.80348	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1101002	52e10e40-6af7-41b0-80fe-da11869ef1ba	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	south-west side of Boondelbah Island, east of Port Stephens	Invertebrates - Marine & Other	1100790066	52e10e40-6af7-41b0-80fe-da11869ef1ba	P.80348	ecatalogue.LocCollectionEventLocal: [NSW 2922] Australia, New South Wales, south-west side of Boondelbah Island, east of Port Stephens (32° 42' 30 S, 152° 13' 32 E) 11/03/2006 - 11/03/2006, Springthorpe, Roger Tenison - Australian Museum - Marine Invertebrates(Collector), hand collected o;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963																									
1100790164	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:24.672+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.62182	152.31952	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	12.0	2006-03-12	71.0	71.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:24.672+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '66c83390-86a8-4cbe-aa40-775459b54ca5'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288658|urn:catalog:AM:Invertebrates - Marine & Other:P.80381	Fraser, C	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1090571	66c83390-86a8-4cbe-aa40-775459b54ca5	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Broughton Island, Esmeralda Cove	Invertebrates - Marine & Other	1100790164	66c83390-86a8-4cbe-aa40-775459b54ca5	P.80381	ecatalogue.LocCollectionEventLocal: [NSW 2957] Australia, New South Wales, Broughton Island, Esmeralda Cove (32° 37' 19 S, 152° 19' 10 E) 12/03/2006 - 12/03/2006, Fraser, C(Collector), hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management Port Step;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963																									
1100783855	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:43.346+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.61804	152.33499	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	11.0	2006-03-11	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:43.346+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6d234698-420e-4a3a-8bf1-d4e0e01cddd9'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1196741|urn:catalog:AM:Invertebrates - Marine & Other:P.73288	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1088456	6d234698-420e-4a3a-8bf1-d4e0e01cddd9	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	north east of Port Stephens, north east side of Little Broughton Island	Invertebrates - Marine & Other	1100783855	6d234698-420e-4a3a-8bf1-d4e0e01cddd9	P.73288	ecatalogue.LocCollectionEventLocal: [NSW 2936] Australia, New South Wales, north east of Port Stephens, north east side of Little Broughton Island (32° 37' 05 S, 152° 20' 06 E) 11/03/2006 - 11/03/2006, Springthorpe, Roger Tenison - Australian Museum - Marine Invertebrates(Collector), hand;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963	Arango, Dr Claudia - Queensland Museum																								
1100790144	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:47.216+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.61804	152.33499	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	11.0	2006-03-11	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:47.216+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '999c0aa9-7158-4b07-a174-008926b699d8'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288741|urn:catalog:AM:Invertebrates - Marine & Other:P.80411	Keable, J. Stephen|Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1116639	999c0aa9-7158-4b07-a174-008926b699d8	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	north east of Port Stephens, north east side of Little Broughton Island	Invertebrates - Marine & Other	1100790144	999c0aa9-7158-4b07-a174-008926b699d8	P.80411	ecatalogue.LocCollectionEventLocal: [NSW 2924] Australia, New South Wales, north east of Port Stephens, north east side of Little Broughton Island (32° 37' 05 S, 152° 20' 06 E) 11/03/2006 - 11/03/2006, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Man;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963																									
1100790070	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:55.232+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2019-01-01T00:00:00	-32.61804	152.33499	1e-05	100.0	OCEANIA	New South Wales	{}	2006	3	11.0	2006-03-11	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:55.232+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e75e009f-7db4-4832-aaa7-6c208472630a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1288614|urn:catalog:AM:Invertebrates - Marine & Other:P.80350	Keable, Stephen John|Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1097635	e75e009f-7db4-4832-aaa7-6c208472630a	Stylopallene dorsospinum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	north east of Port Stephens, north east side of Little Broughton Island	Invertebrates - Marine & Other	1100790070	e75e009f-7db4-4832-aaa7-6c208472630a	P.80350	ecatalogue.LocCollectionEventLocal: [NSW 2933] Australia, New South Wales, north east of Port Stephens, north east side of Little Broughton Island (32° 37' 05 S, 152° 20' 06 E) 11/03/2006 - 11/03/2006, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Collector), hand col;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	Clark, 1963																									
1100763855	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:43.428+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-36.38833	150.17666	1e-05	1000.0		New South Wales	{}	1994	9	5.0	1994-09-05	248.0	248.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:43.428+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '00a6a416-531d-43a2-bd0f-b9d9c77820d0'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1109100|urn:catalog:AM:Invertebrates - Marine & Other:P.44179	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	benthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1067306	00a6a416-531d-43a2-bd0f-b9d9c77820d0	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	east of Bermagui	Invertebrates - Marine & Other	1100763855	00a6a416-531d-43a2-bd0f-b9d9c77820d0	P.44179	ecatalogue.LocCollectionEventLocal: [SS05/94/156] Australia, New South Wales, east of Bermagui (36° 23' 18 S, 150° 10' 36 E) 05/09/1994 - 05/09/1994, benthic sled;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100763280	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:51.421+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-36.933	150.20333	1e-05	1000.0		New South Wales	{}	1994	9	4.0	1994-09-04	247.0	247.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:51.421+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'afecc8d8-2287-422c-b91c-1b1cdfe0d6c7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063190|urn:catalog:AM:Invertebrates - Marine & Other:P.43406	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	benthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1067296	afecc8d8-2287-422c-b91c-1b1cdfe0d6c7	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	east of Merimbula	Invertebrates - Marine & Other	1100763280	afecc8d8-2287-422c-b91c-1b1cdfe0d6c7	P.43406	ecatalogue.LocCollectionEventLocal: [SS05/94/140] Australia, New South Wales, east of Merimbula (36° 56' S, 150° 12' 12 E) 04/09/1994 - 04/09/1994, benthic sled;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100782924	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:54.687+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2005-01-01T00:00:00	-36.94499	150.30333	1e-05	1000.0		New South Wales	{}	1994	9	4.0	1994-09-04	247.0	247.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:54.687+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'dc40de61-e807-4290-988b-da63a37c991f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1181299|urn:catalog:AM:Invertebrates - Marine & Other:P.71965	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	benthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1067298	dc40de61-e807-4290-988b-da63a37c991f	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:100m-1km}	east of Merimbula	Invertebrates - Marine & Other	1100782924	dc40de61-e807-4290-988b-da63a37c991f	P.71965	ecatalogue.LocCollectionEventLocal: [SS05/94/144] Australia, New South Wales, east of Merimbula (36° 56' 42 S, 150° 18' 12 E) 04/09/1994 - 04/09/1994, benthic sled;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100762940	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:47.621+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-28.61333	153.62999	1e-05	1000.0	OCEANIA	New South Wales	{}	1992	3	3.0	1992-03-03	63.0	63.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:47.621+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c5bca4b3-9be0-424f-8aec-ea48ebcee0ed'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062969|urn:catalog:AM:Invertebrates - Marine & Other:P.42929	Australian Museum|Invertebrates, Marine	hand collected on SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062620	c5bca4b3-9be0-424f-8aec-ea48ebcee0ed	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Byron Bay, 100 m north-west of Julian Rocks	Invertebrates - Marine & Other	1100762940	c5bca4b3-9be0-424f-8aec-ea48ebcee0ed	P.42929	ecatalogue.LocCollectionEventLocal: [NSW 638] Australia, New South Wales, Byron Bay, 100 m north-west of Julian Rocks (28° 36' 48 S, 153° 37' 48 E) 03/03/1992 - 03/03/1992, hand collected on SCUBA;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
