key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	identifiedBy	identificationRemarks	individualCount	depth	higherGeography	modified	datasetName	preparations	rightsHolder	institutionID	nomenclaturalCode	georeferenceProtocol	locality	fieldNumber	language	type	locationID	ownerInstitutionCode	higherClassification	eventTime	typeStatus	references	datasetID	scientificNameID	bibliographicCitation
1100787709	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.836+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-30.316	153.155	1e-05	1000.0	OCEANIA	New South Wales	{}	1992	6	26.0	1992-06-26	178.0	178.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:58.836+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '13430cc6-7747-4b75-87e6-ac1210e62272'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253628|urn:catalog:AM:Invertebrates - Marine & Other:P.77968	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	air lift	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062530	13430cc6-7747-4b75-87e6-ac1210e62272	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2015/2/4,verbatimUncertainty:100m-1km}	Solitary Islands, 100 m north of Korffs (Pig) Islet	Invertebrates - Marine & Other	1100787709	13430cc6-7747-4b75-87e6-ac1210e62272	P.77968	ecatalogue.LocCollectionEventLocal: [NSW 474] Australia, New South Wales, Solitary Islands, 100 m north of Korffs (Pig) Islet (30° 19' S, 153° 09' 18 E) 26/06/1992 - 26/06/1992, air lift;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100762918	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:18.635+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.57499	151.683	1e-05	10000.0		New South Wales	{}	1986	2	10.0	1986-02-10	41.0	41.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:18.635+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '12848717-6b5a-4e0a-ab09-9e6ef804889f'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062980|urn:catalog:AM:Invertebrates - Marine & Other:P.42947			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058298	12848717-6b5a-4e0a-ab09-9e6ef804889f	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Broken Bay	Invertebrates - Marine & Other	1100762918	12848717-6b5a-4e0a-ab09-9e6ef804889f	P.42947	ecatalogue.LocCollectionEventLocal: [K86-01-03] Australia, New South Wales, east of Broken Bay (33° 35' S, 151° 41' E) 10/02/1986 - 10/02/1986;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100762789	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:40.185+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.57499	151.683	1e-05	10000.0		New South Wales	{}	1986	2	10.0	1986-02-10	41.0	41.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:40.185+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9f3f4558-41ca-4bd6-86d5-d30c4e29fcb3'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1154754|urn:catalog:AM:Invertebrates - Marine & Other:P.42792			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058298	9f3f4558-41ca-4bd6-86d5-d30c4e29fcb3	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Broken Bay	Invertebrates - Marine & Other	1100762789	9f3f4558-41ca-4bd6-86d5-d30c4e29fcb3	P.42792	ecatalogue.LocCollectionEventLocal: [K86-01-03] Australia, New South Wales, east of Broken Bay (33° 35' S, 151° 41' E) 10/02/1986 - 10/02/1986;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1272743139	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:33.560+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2014-01-01T00:00:00	-34.992	151.099				New South Wales	{}	1986	7	14.0	1986-07-14	195.0	195.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:33.560+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '992ec5a5-b444-4ba9-8872-7e6c8b11dfa5'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Museum Victoria	WHOI epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SLOPE 1	992ec5a5-b444-4ba9-8872-7e6c8b11dfa5		7000		off Nowra	Invertebrates	1272743139	992ec5a5-b444-4ba9-8872-7e6c8b11dfa5	J48962		NMV	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum		D A. Staples - Museum Victoria (Sciences)		1.0	204.0	Australia|New South Wales	2019-07-08T13:55:00.000+00:00	SLOPE	Wet|ethanol 70%	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	original	off Nowra	SLOPE 1	en	PhysicalObject	SLOPE 1	NMV	Arthropoda | Cheliceriformes | Pycnogonida | Callipallenidae						
1100762947	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:54.129+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.833	151.55	0.001	10000.0		New South Wales	{}	1985	12	18.0	1985-12-18	352.0	352.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:54.129+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0678c9b7-b96e-42cf-bbe0-5922ff7dada5'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062977|urn:catalog:AM:Invertebrates - Marine & Other:P.42940		trawl	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058273	0678c9b7-b96e-42cf-bbe0-5922ff7dada5	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Port Jackson	Invertebrates - Marine & Other	1100762947	0678c9b7-b96e-42cf-bbe0-5922ff7dada5	P.42940	ecatalogue.LocCollectionEventLocal: [K85-21-01] Australia, New South Wales, east of Port Jackson (33° 50' S, 151° 32' E) 18/12/1985 - 18/12/1985, trawl;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																		16:0					
1100762825	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:39.457+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2014-01-01T00:00:00	-33.72499	151.766	1e-05	10000.0		New South Wales	{}	1985	12	20.0	1985-12-20	354.0	354.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:39.457+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '869b6c86-abca-4b17-8db9-4dc518a5432c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1145650|urn:catalog:AM:Invertebrates - Marine & Other:P.42848	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058286	869b6c86-abca-4b17-8db9-4dc518a5432c	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef	Invertebrates - Marine & Other	1100762825	869b6c86-abca-4b17-8db9-4dc518a5432c	P.42848	ecatalogue.LocCollectionEventLocal: [K85-21-08] Australia, New South Wales, east of Long Reef (33° 43' S, 151° 46' E) 20/12/1985 - 20/12/1985, epibenthic sled;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Staples, Dr David A - Museum Victoria - Sciences Department																								
1100762897	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:51.820+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.72499	151.766	1e-05	10000.0		New South Wales	{}	1985	12	20.0	1985-12-20	354.0	354.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:51.820+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd35c3b71-ff95-4e17-ae84-babb574179ec'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062978|urn:catalog:AM:Invertebrates - Marine & Other:P.42941	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	epibenthic sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1058286	d35c3b71-ff95-4e17-ae84-babb574179ec	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef	Invertebrates - Marine & Other	1100762897	d35c3b71-ff95-4e17-ae84-babb574179ec	P.42941	ecatalogue.LocCollectionEventLocal: [K85-21-08] Australia, New South Wales, east of Long Reef (33° 43' S, 151° 46' E) 20/12/1985 - 20/12/1985, epibenthic sled;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100759798	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:11.928+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-37.07832	149.88499	1e-05	1000.0	OCEANIA	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.9_1', 'name': 'Bega Valley'}}	1984	10	9.0	1984-10-09	283.0	283.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:11.928+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '38b28962-fafe-4680-906b-a632a17fa7b8'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1129423|urn:catalog:AM:Invertebrates - Marine & Other:P.36549	Hutchings, Patricia Ann|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1064442	38b28962-fafe-4680-906b-a632a17fa7b8	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:100m-1km}	Twofold Bay, Murrumbulga Point	Invertebrates - Marine & Other	1100759798	38b28962-fafe-4680-906b-a632a17fa7b8	P.36549	ecatalogue.LocCollectionEventLocal: [site Q5] Australia, New South Wales, Twofold Bay, Murrumbulga Point (37° 04' 42 S, 149° 53' 06 E) 09/10/1984 - 09/10/1984;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1272756964	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:26.235+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	2014-01-01T00:00:00	-39.08	146.45			OCEANIA	Victoria	{}	1981	3	28.0	1981-03-28	87.0	87.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:26.235+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '490ab857-193a-47f1-8941-11ec375d55da'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		Staples, D.A.|Museum Victoria (Sciences)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		490ab857-193a-47f1-8941-11ec375d55da		7000		Waterloo Bay, Wilsons Promontory	Invertebrates	1272756964	490ab857-193a-47f1-8941-11ec375d55da	J62425		NMV	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum		D A. Staples - Museum Victoria (Sciences)		1.0	10.0	Australia|Victoria	2019-10-30T15:15:00.000+00:00		Wet|ethanol 70%	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN		Waterloo Bay, Wilsons Promontory		en	PhysicalObject		NMV	Arthropoda | Cheliceriformes | Pycnogonida | Callipallenidae						
1100762775	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:59.259+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.15	150.75	0.001	1000.0	OCEANIA	Australian Capital Territory	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.4_1', 'name': 'Jervis Bay Territory'}, 'level2': {'gid': 'AUS.4.1_1', 'name': 'Jervis Bay'}}	1981	6	29.0	1981-06-29	180.0	180.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:59.259+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '14b6e360-36a2-4241-83f2-ed7f1befa34e'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120320|urn:catalog:AM:Invertebrates - Marine & Other:P.42778	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062570	14b6e360-36a2-4241-83f2-ed7f1befa34e	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	south of Jervis Bay, Moes Rock	Invertebrates - Marine & Other	1100762775	14b6e360-36a2-4241-83f2-ed7f1befa34e	P.42778	ecatalogue.LocCollectionEventLocal: [NSW 60] Australia, New South Wales, south of Jervis Bay, Moes Rock (35° 09' S, 150° 45' E) 29/06/1981 - 29/06/1981;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
1100762932	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:12.921+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	7776939	1	54	354	9477065	2011	8236626	7776939	7776939	Bamberene dorsospina (Clark, 1963)	Bamberene dorsospina (Clark, 1963)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Bamberene	Bamberene dorsospina	Bamberene	dorsospina	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.766	151.716	0.001	10000.0		New South Wales	{}	1977	12	5.0	1977-12-05	339.0	339.0	['TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:12.921+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '34bb91ba-46a1-4f9b-87ee-bb141b89dcb7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120343|urn:catalog:AM:Invertebrates - Marine & Other:P.42938		dredge	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1057809	34bb91ba-46a1-4f9b-87ee-bb141b89dcb7	Bamberene dorsospina (Clark, 1963)	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	east of Long Reef Point	Invertebrates - Marine & Other	1100762932	34bb91ba-46a1-4f9b-87ee-bb141b89dcb7	P.42938	ecatalogue.LocCollectionEventLocal: [K77-23-01] Australia, New South Wales, east of Long Reef Point (33° 46' S, 151° 43' E) 05/12/1977 - 05/12/1977, dredge;	AM	https://biodiversity.org.au/afd/taxa/e8445e31-c008-41e9-b0ae-277f8e008b83	Bamberene dorsospinum	(Clark, 1963)	Krapp, F.	ecatalogue.IdeComments: New generic combination of Staples (2014);																							
