key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinatePrecision	continent	stateProvince	gadm	year	eventDate	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	typeStatus	modified	references	datasetID	scientificNameID	locality	bibliographicCitation
1100755162	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:20.698+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117383	1	54	354	9477065	6316	2117290	2117383	2117383	Anoplodactylus minusculus Clark, 1970	Anoplodactylus minusculus Clark, 1970	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus minusculus	Anoplodactylus	minusculus	SPECIES	ACCEPTED	NE	-27.45	153.166	0.001	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.8_1', 'name': 'Brisbane'}}	1966.0	1966	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:20.698+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '526a499f-8aba-4164-bbff-60e75999a7e0'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1094989|urn:catalog:AM:Invertebrates - Marine & Other:P.27576	Straughan, I.M.	Clark, W C	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1027470	526a499f-8aba-4164-bbff-60e75999a7e0	Anoplodactylus minusculus Clark, 1970	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/27}	tidal reaches of the Brisbane River	Invertebrates - Marine & Other	1100755162	526a499f-8aba-4164-bbff-60e75999a7e0	P.27576	ecatalogue.LocCollectionEventLocal: Australia, Queensland, tidal reaches of the Brisbane River (27° 27' S, 153° 10' E) 1966 - 1966;	AM	https://biodiversity.org.au/afd/taxa/9a57cf0f-784e-441a-ac29-9cad48c2ed80	Anoplodactylus minusculus	Clark, 1970							
1100755190	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:47.018+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2117383	1	54	354	9477065	6316	2117290	2117383	2117383	Anoplodactylus minusculus Clark, 1970	Anoplodactylus minusculus Clark, 1970	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus minusculus	Anoplodactylus	minusculus	SPECIES	ACCEPTED	NE	-27.45	153.166	0.001	OCEANIA	Queensland	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.8_1', 'name': 'Brisbane'}}	1966.0	1966	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:47.018+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9f1e65f1-26ba-479c-91de-86bec0a0a9e5'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1094988|urn:catalog:AM:Invertebrates - Marine & Other:P.27575	Straughan, I.M.	Clark, W C	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1027470	9f1e65f1-26ba-479c-91de-86bec0a0a9e5	Anoplodactylus minusculus Clark, 1970	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/27}	tidal reaches of the Brisbane River	Invertebrates - Marine & Other	1100755190	9f1e65f1-26ba-479c-91de-86bec0a0a9e5	P.27575	ecatalogue.LocCollectionEventLocal: Australia, Queensland, tidal reaches of the Brisbane River (27° 27' S, 153° 10' E) 1966 - 1966;	AM	https://biodiversity.org.au/afd/taxa/9a57cf0f-784e-441a-ac29-9cad48c2ed80	Anoplodactylus minusculus	Clark, 1970							
4055768481	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:03.581+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT		2117383	1	54	354	9477065	6316	2117290	2117383	2117383	Anoplodactylus minusculus Clark, 1970	Anoplodactylus minusculus Clark, 1970	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus minusculus	Anoplodactylus	minusculus	SPECIES	ACCEPTED	NE	-27.4	153.15		OCEANIA		{}			['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:03.581+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_743'}]	[]	[]	[]		False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_743					WoRMS type localities	4055768481	WoRMS Editorial Board:WoRMS type localities:sm_id_743	sm_id_743		WoRMS Editorial Board				HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=743	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239830	Pacific Ocean	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Anoplodactylus minusculus</i> Clark, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239830
