key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	networkKeys	depth	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	collectionCode	collectionID	sex	depthAccuracy	waterBody	higherGeography	datasetName	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	lifeStage	eventID	scientificNameID	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	nameAccordingTo	otherCatalogNumbers	dynamicProperties	island	http://unknown.org/language	associatedSequences	taxonConceptID	verbatimIdentification	occurrenceRemarks
4012366526	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.794+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	14.518333	-61.09833	24.0	NORTH_AMERICA	{}	2016.0	9.0	30.0	2016-09-30	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.794+00:00	https://treatment.plazi.org/id/03A95E063E28FF86FDD303270026BB91#3B68E54D3E28FF86FF4000EE03DFBDA0	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000EE03DFBDA0'}]	[]	[]	[]	True	Pointe de la Baleine	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000EE03DFBDA0	Lebour	Parapallene bermudensis Lebour, 1949	MARTINIQUE	4012366526	03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000EE03DFBDA0	MARTINIQUE • 1 juv.; Pointe de la Baleine; 14 ° 31.1 ʹ N, 61 ° 05.9 ʹ W; depth 24 m; 30 Sep. 2016; st. AR 413; MNHN-IU- 2016 - 1221 / MK 411083	03A95E063E28FF86FDD303270026BB91.taxon	1949	Parapallene bermudensis																																												
1945782478	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:51.119+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1949', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Parapallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Lebour, 1949', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414478', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Parapallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'bermudensis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52217', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene bermudensis Lebour, 1949'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	14.518333	-61.097777		NORTH_AMERICA	{}	2016.0	9.0	30.0	2016-09-30	274.0	274.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:51.119+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1221'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1221			Pointe de la Baleine	1945782478	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1221					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	24.0	2018-11-26T11:34:05.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-1221	MNHN	MADIBENTHOS/AR413	IU	10.15468/qgvvhd																																	
1319759856	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:04.945+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	16.8033	-88.075		NORTH_AMERICA	{}	1980.0	3.0	29.0	1980-03-29	89.0	89.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:04.945+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37123eba7-571b-4c0c-9591-d35f4040bbab'}]	[]	[]	[]	False	G. Hendler	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/37123eba7-571b-4c0c-9591-d35f4040bbab			Carrie Bow Cay	1319759856	http://n2t.net/ark:/65665/37123eba7-571b-4c0c-9591-d35f4040bbab					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	36.0	2016-03-07T16:34:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 228098	USNM		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	29 MAR 1980	unknown, from legacy	Degrees Minutes Seconds	22	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae																					
1320973113	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.319+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1978.0	2.0	6.0	1978-02-06	37.0	37.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:27.319+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a6c73040-95b7-413a-9901-2b99ce1b6538'}]	[]	[]	[]	False	C. Child		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3a6c73040-95b7-413a-9901-2b99ce1b6538			Carrie Bow Cay, Trough Behind Outer Reef Ridge	1320973113	http://n2t.net/ark:/65665/3a6c73040-95b7-413a-9901-2b99ce1b6538					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	27.0	2020-12-07T17:12:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171045	USNM		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	06 FEB 1978				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile																				
1322676023	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:08.706+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}	1978.0	2.0	7.0	1978-02-07	38.0	38.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:08.706+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f22430ca-ba60-44fd-b59d-6f8f6a81954b'}]	[]	[]	[]	False	C. Child		Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3f22430ca-ba60-44fd-b59d-6f8f6a81954b			Carrie Bow Cay, Trough Behind Outer Reef Ridge	1322676023	http://n2t.net/ark:/65665/3f22430ca-ba60-44fd-b59d-6f8f6a81954b					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	27.0	2020-12-07T17:12:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 171046	USNM		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	0.0	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	07 FEB 1978				Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	Juvenile																				
1321420216	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:20.168+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	24.33	-77.55			{}	1969.0	4.0	25.0	1969-04-25	115.0	115.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:20.168+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ba87282b-ddce-4429-a571-d318caa1e67d'}]	[]	[]	[]	False	Milligan	WGS84	Pycnogonida	BS	[]	[]	LATIN_AMERICA	Bahamas	NORTH_AMERICA	http://n2t.net/ark:/65665/3ba87282b-ddce-4429-a571-d318caa1e67d			Tongue Of The Ocean, Off Andros	1321420216	http://n2t.net/ark:/65665/3ba87282b-ddce-4429-a571-d318caa1e67d					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	27.0	2014-10-20T13:51:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	USNM 154777	USNM		IZ	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	FEMALE	0.0	North Atlantic Ocean	North Atlantic Ocean, Bahamas	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	25 APR 1969	unknown, from legacy	Degrees Minutes Seconds	3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae																					
2520617813	a0a4d131-f53f-43b2-a1ba-254473b8a006	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T07:19:20.199+00:00	2024-01-25T11:57:31.637+00:00	150	{}	PRESERVED_SPECIMEN		PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	27.616667	-83.966667			{}	1967.0	9.0	1.0	1967-09-01	244.0	244.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-25T11:57:31.637+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'cac9ff17-9e4b-418b-84c6-2948b71d5a06'}]	[]	[]	[]	False		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	cac9ff17-9e4b-418b-84c6-2948b71d5a06				2520617813	cac9ff17-9e4b-418b-84c6-2948b71d5a06					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	55.0					29182			FSBC I	56bf7b66-ed07-4b91-9f0d-1f00de11fab8		0.0												310bad4a-ec95-43a2-916a-a5105ff69afc	urn:lsid:marinespecies.org:taxname:239687																		
4012366358	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:52.838+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE				NORTH_AMERICA	{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-19T16:28:52.838+00:00	https://treatment.plazi.org/id/03A95E063E28FF86FDD303270026BB91#3B68E54D3E28FF86FF4000660451BD3D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000660451BD3D'}]	[]	[]	[]	True			Pycnogonida	BM	[]	[]	LATIN_AMERICA	Bermuda	EUROPE	03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000660451BD3D	Lebour	Parapallene bermudensis Lebour, 1949	Castle Roads	4012366358	03A95E063E28FF86FDD303270026BB91.mc.3B68E54D3E28FF86FF4000660451BD3D	Holotype: NHMUK ZOO- 1957.11.6.2 (not examined). Type locality: off Castle Roads, Bermuda.	03A95E063E28FF86FDD303270026BB91.taxon	1949	Parapallene bermudensis				1d808a7c-1f9e-4379-9616-edb749ecf10e				NHMUK																			HOLOTYPE																	
3935041473	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:36.316+00:00	10	{}	HUMAN_OBSERVATION		PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE	14.65485	-61.01929		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.1_1', 'name': 'Fort-de-France'}, 'level2': {'gid': 'MTQ.1.3_1', 'name': 'Saint-Joseph'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:36.316+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '10c012dc-c031-4508-9a6a-7ca3efa1db1c'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	10c012dc-c031-4508-9a6a-7ca3efa1db1c				3935041473	10c012dc-c031-4508-9a6a-7ca3efa1db1c		928407																											10c012dc-c031-4508-9a6a-7ca3efa1db1c			26983.0	275.37364700437337	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	Parapallene bermudensis Lebour, 1949	Martinique	TaxREF	Probable	Pantopoda	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.								
1057589361	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:19:03.753+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 170', 'http://purl.org/dc/terms/created': '1187779522000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/efc48ab6-fe42-4382-8c33-0653cbbd7b0d'}]}	PRESERVED_SPECIMEN		PRESENT	2118028	1	54	354	9477065	2011	2118026	2118028	2118028	Parapallene bermudensis Lebour, 1949	Parapallene bermudensis Lebour, 1949	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene bermudensis	Parapallene	bermudensis	SPECIES	ACCEPTED	NE					{}							['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:19:03.753+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1233873'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 170', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/efc48ab6-fe42-4382-8c33-0653cbbd7b0d'}]	[]	[]	True			Pycnogonida		[]	[]			EUROPE	1233873			Castle Roads	1057589361	ba7222c8-fbbd-48ae-be4b-b358cab5efa5					['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']			1d808a7c-1f9e-4379-9616-edb749ecf10e			1957.11.6.2	NHMUK		ZOO													Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae				HOLOTYPE										NHMUK:ecatalogue:1233873	"{""associatedMediaCount"": 1, ""barcode"": ""011068576"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1295964968000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Parapallene bermudensis Lebour, 1949"", ""determinationTypes"": null, ""donorName"": ""Bermuda Marine Biology Station"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057589361"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Bermuda					
